Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:40,,,,,"SUB IN by LARSON,CLARK",,,"SUB IN by LARSON,CLARK",2
01:40,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
01:40,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
01:40,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
01:40,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
01:24,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",2
01:24,"STEAL  by DIMITRIOS,DYLAN",,,,,,,"STEAL  by DIMITRIOS,DYLAN",2
01:20,"TURNOVER  by DIMITRIOS,DYLAN",,,,,,,"TURNOVER  by DIMITRIOS,DYLAN",2
01:20,,,,,"STEAL  by BARNETT,CHARLIE",,,"STEAL  by BARNETT,CHARLIE",2
01:15,,67,,85 (+18),"GOOD 3PTR by KANE,DENMAN(fastbreak)",BSC 67-85 (-18),,"GOOD 3PTR by KANE,DENMAN(fastbreak)",2
00:59,,,,,"FOUL  by BARNETT,CHARLIE",,,"FOUL  by BARNETT,CHARLIE",2
00:59,"GOOD FT by MILLER,JOSHUA",68,,85 (+17),,Mill 68-85 (-17),,"GOOD FT by MILLER,JOSHUA",2
00:59,"GOOD FT by MILLER,JOSHUA",69,,85 (+16),,Mill 69-85 (-16),,"GOOD FT by MILLER,JOSHUA",2
00:44,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
00:27,"MISS 3PTR by MILLER,JOSHUA",,,,,,,"MISS 3PTR by MILLER,JOSHUA",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
00:25,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
00:25,"GOOD FT by WILLIAMS,CAMERON",70,,85 (+15),,Mill 70-85 (-15),,"GOOD FT by WILLIAMS,CAMERON",2
00:25,"GOOD FT by WILLIAMS,CAMERON",71,,85 (+14),,Mill 71-85 (-14),,"GOOD FT by WILLIAMS,CAMERON",2
