Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by BASS,XAVIER",,,,,,,"REBOUND DEF by BASS,XAVIER",2
18:52,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
18:48,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
18:47,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
18:40,,34 (+2),,32,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OUM 34-32 (+2),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
18:22,"MISS 3PTR by MILLER,JOSHUA",,,,,,,"MISS 3PTR by MILLER,JOSHUA",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
18:03,,,,,"TURNOVER  by EZIGBO,UBA",,,"TURNOVER  by EZIGBO,UBA",2
18:03,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
17:46,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
17:38,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by BURNETT,DREW",,,,,,,"REBOUND DEF by BURNETT,DREW",2
17:01,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
16:56,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
16:56,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
16:48,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
16:48,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
16:48,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
16:48,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
16:48,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
16:37,,34,,34,"GOOD JUMPER by FOSTER,LANE(in the paint)",OUM 34-34 (0),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
16:15,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
16:07,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
16:01,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
16:00,"STEAL  by RUCKER,CAM",,,,,,,"STEAL  by RUCKER,CAM",2
15:59,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
15:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:43,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
15:29,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
15:28,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",2
15:25,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
15:21,"MISS LAYUP by BASS,XAVIER",,,,,,,"MISS LAYUP by BASS,XAVIER",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
15:16,"TURNOVER  by BASS,XAVIER",,,,,,,"TURNOVER  by BASS,XAVIER",2
15:16,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
15:15,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
15:15,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
15:15,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
15:15,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
15:12,,34,,36 (+2),"GOOD JUMPER by FOSTER,LANE(in the paint)",OUM 34-36 (-2),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
14:56,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",36,,36,,MIL 36-36 (0),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
14:40,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by CHAMBERS,DIMETRI",,,"REBOUND OFF by CHAMBERS,DIMETRI",2
14:34,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
14:32,"SUB IN by SMITH,JAYLEN",,,,,,,"SUB IN by SMITH,JAYLEN",2
14:32,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
14:29,,36,,38 (+2),"GOOD JUMPER by EZIGBO,UBA",OUM 36-38 (-2),,"GOOD JUMPER by EZIGBO,UBA",2
14:09,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
13:58,,36,,41 (+5),"GOOD 3PTR by SONE,CARLOS",OUM 36-41 (-5),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
13:37,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
13:31,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",38,,41 (+3),,MIL 38-41 (-3),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
13:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:11,,38,,44 (+6),"GOOD 3PTR by SONE,CARLOS",OUM 38-44 (-6),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
13:07,"SUB IN by BASS,XAVIER",,,,,,,"SUB IN by BASS,XAVIER",2
13:07,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
13:07,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
13:07,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
13:04,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by SWILLING,BRETT",,,"REBOUND DEF by SWILLING,BRETT",2
13:01,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",2
13:01,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
13:01,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
13:01,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
13:01,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
12:47,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND DEF by BURNETT,DREW",,,,,,,"REBOUND DEF by BURNETT,DREW",2
12:35,"MISS 3PTR by SMITH,JAYLEN",,,,,,,"MISS 3PTR by SMITH,JAYLEN",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
12:26,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
12:11,"MISS 3PTR by BURNETT,DREW",,,,,,,"MISS 3PTR by BURNETT,DREW",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
11:44,"FOUL  by SMITH,JAYLEN",,,,,,,"FOUL  by SMITH,JAYLEN",2
11:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:44,,38,,45 (+7),"GOOD FT by FOSTER,LANE",OUM 38-45 (-7),,"GOOD FT by FOSTER,LANE",2
11:44,,38,,46 (+8),"GOOD FT by FOSTER,LANE",OUM 38-46 (-8),,"GOOD FT by FOSTER,LANE",2
11:44,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
11:44,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
11:44,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
11:44,"SUB OUT by SMITH,JAYLEN",,,,,,,"SUB OUT by SMITH,JAYLEN",2
11:44,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",2
11:44,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
11:44,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
11:44,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
11:17,"GOOD JUMPER by WILLIAMS,CAMERON",40,,46 (+6),,MIL 40-46 (-6),,"GOOD JUMPER by WILLIAMS,CAMERON",2
10:58,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
10:50,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND OFF by PALMER,CHRISTIAN",,,"REBOUND OFF by PALMER,CHRISTIAN",2
10:38,,40,,48 (+8),"GOOD JUMPER by FOSTER,LANE",OUM 40-48 (-8),,"GOOD JUMPER by FOSTER,LANE",2
--,,,,,"ASSIST  by KRIVITZKIN,TYLER",,,"ASSIST  by KRIVITZKIN,TYLER",2
10:11,"GOOD JUMPER by BUSH,RODREEKAS",42,,48 (+6),,MIL 42-48 (-6),,"GOOD JUMPER by BUSH,RODREEKAS",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
09:51,,42,,50 (+8),"GOOD JUMPER by SWILLING,BRETT",OUM 42-50 (-8),,"GOOD JUMPER by SWILLING,BRETT",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
09:35,,,,,"FOUL  by SWILLING,BRETT",,,"FOUL  by SWILLING,BRETT",2
09:35,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:35,"GOOD FT by WILLIAMS,CAMERON",43,,50 (+7),,MIL 43-50 (-7),,"GOOD FT by WILLIAMS,CAMERON",2
09:35,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
09:35,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
09:35,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
09:35,"SUB IN by DIMITRIOS,DYLAN",,,,,,,"SUB IN by DIMITRIOS,DYLAN",2
09:35,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
09:35,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
09:35,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
09:35,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
09:35,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
09:35,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
09:35,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
09:35,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
09:35,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
09:35,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
09:26,,43,,53 (+10),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 43-53 (-10),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
09:12,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
09:11,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
09:10,,43,,55 (+12),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OUM 43-55 (-12),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
08:54,"MISS LAYUP by DIMITRIOS,DYLAN",,,,,,,"MISS LAYUP by DIMITRIOS,DYLAN",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
08:44,,43,,58 (+15),"GOOD 3PTR by KRIVITZKIN,TYLER",OUM 43-58 (-15),,"GOOD 3PTR by KRIVITZKIN,TYLER",2
08:29,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
08:23,,,,,"TURNOVER  by EZIGBO,UBA",,,"TURNOVER  by EZIGBO,UBA",2
08:23,"STEAL  by DIMITRIOS,DYLAN",,,,,,,"STEAL  by DIMITRIOS,DYLAN",2
08:10,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
08:09,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
08:06,,43,,60 (+17),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OUM 43-60 (-17),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
08:05,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
08:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:05,,43,,61 (+18),"GOOD FT by CHAMBERS,DIMETRI",OUM 43-61 (-18),,"GOOD FT by CHAMBERS,DIMETRI",2
08:05,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
08:05,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
08:05,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
08:05,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
08:05,,,,,"SUB OUT by PALMER,CHRISTIAN",,,"SUB OUT by PALMER,CHRISTIAN",2
08:05,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",2
07:53,"MISS 3PTR by BURNETT,DREW",,,,,,,"MISS 3PTR by BURNETT,DREW",2
--,"REBOUND OFF by SMITH,JAYLEN",,,,,,,"REBOUND OFF by SMITH,JAYLEN",2
07:44,"TURNOVER  by STEPHEN,SETH",,,,,,,"TURNOVER  by STEPHEN,SETH",2
07:44,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
07:44,"SUB IN by SMITH,JAYLEN",,,,,,,"SUB IN by SMITH,JAYLEN",2
07:44,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
07:44,"SUB OUT by DIMITRIOS,DYLAN",,,,,,,"SUB OUT by DIMITRIOS,DYLAN",2
07:44,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
07:29,,,,,"MISS 3PTR by GULLEY,TREVOR",,,"MISS 3PTR by GULLEY,TREVOR",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
06:48,"GOOD JUMPER by BURNETT,DREW",45,,61 (+16),,MIL 45-61 (-16),,"GOOD JUMPER by BURNETT,DREW",2
06:48,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
06:48,"GOOD FT by BURNETT,DREW",46,,61 (+15),,MIL 46-61 (-15),,"GOOD FT by BURNETT,DREW",2
06:48,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
06:48,"SUB IN by BASS,XAVIER",,,,,,,"SUB IN by BASS,XAVIER",2
06:48,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
06:48,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
06:16,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
06:09,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
05:59,,46,,63 (+17),"GOOD JUMPER by SONE,CARLOS",OUM 46-63 (-17),,"GOOD JUMPER by SONE,CARLOS",2
--,,,,,"ASSIST  by GULLEY,TREVOR",,,"ASSIST  by GULLEY,TREVOR",2
05:48,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",2
05:48,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
05:48,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",2
05:48,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
05:44,"MISS 3PTR by SMITH,JAYLEN",,,,,,,"MISS 3PTR by SMITH,JAYLEN",2
--,"REBOUND OFF by BUSH,RODREEKAS",,,,,,,"REBOUND OFF by BUSH,RODREEKAS",2
05:34,"GOOD LAYUP by SMITH,JAYLEN(in the paint)",48,,63 (+15),,MIL 48-63 (-15),,"GOOD LAYUP by SMITH,JAYLEN(in the paint)",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
05:32,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
05:19,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
05:09,"MISS 3PTR by SMITH,JAYLEN",,,,,,,"MISS 3PTR by SMITH,JAYLEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:45,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
04:36,"GOOD JUMPER by RUCKER,CAM(in the paint)",50,,63 (+13),,MIL 50-63 (-13),,"GOOD JUMPER by RUCKER,CAM(in the paint)",2
04:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:34,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
04:34,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
04:16,,,,,"TURNOVER  by KRIVITZKIN,TYLER",,,"TURNOVER  by KRIVITZKIN,TYLER",2
04:01,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",52,,63 (+11),,MIL 52-63 (-11),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,"ASSIST  by SMITH,JAYLEN",,,,,,,"ASSIST  by SMITH,JAYLEN",2
03:45,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by CHAMBERS,DIMETRI",,,"REBOUND OFF by CHAMBERS,DIMETRI",2
03:29,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,"REBOUND DEF by BASS,XAVIER",,,,,,,"REBOUND DEF by BASS,XAVIER",2
03:16,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
02:57,,52,,66 (+14),"GOOD 3PTR by SONE,CARLOS",OUM 52-66 (-14),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
02:57,"FOUL  by SMITH,JAYLEN",,,,,,,"FOUL  by SMITH,JAYLEN",2
02:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:57,,52,,67 (+15),"GOOD FT by SONE,CARLOS",OUM 52-67 (-15),,"GOOD FT by SONE,CARLOS",2
02:57,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
02:57,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
02:57,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
02:57,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
02:57,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
02:57,"SUB OUT by SMITH,JAYLEN",,,,,,,"SUB OUT by SMITH,JAYLEN",2
02:57,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
02:57,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
02:27,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
02:27,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
02:23,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
02:23,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
02:23,"SUB IN by SMITH,JAYLEN",,,,,,,"SUB IN by SMITH,JAYLEN",2
02:23,"SUB IN by DIMITRIOS,DYLAN",,,,,,,"SUB IN by DIMITRIOS,DYLAN",2
02:23,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
02:23,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
02:23,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
02:23,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
02:23,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
02:23,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
02:23,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
02:23,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
02:23,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
02:23,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
02:21,,52,,70 (+18),"GOOD 3PTR by GULLEY,TREVOR",OUM 52-70 (-18),,"GOOD 3PTR by GULLEY,TREVOR",2
02:05,"MISS 3PTR by SMITH,JAYLEN",,,,,,,"MISS 3PTR by SMITH,JAYLEN",2
--,"REBOUND OFF by SMITH,JAYLEN",,,,,,,"REBOUND OFF by SMITH,JAYLEN",2
01:51,"MISS LAYUP by STEPHEN,SETH",,,,,,,"MISS LAYUP by STEPHEN,SETH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:46,,,,,"SUB IN by BAILEY,FRANKLIN",,,"SUB IN by BAILEY,FRANKLIN",2
01:46,,,,,"SUB IN by EDWARDS,DEREK",,,"SUB IN by EDWARDS,DEREK",2
01:46,,,,,"SUB IN by CONROY,DREW",,,"SUB IN by CONROY,DREW",2
01:46,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",2
01:46,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
01:46,,,,,"SUB OUT by PALMER,CHRISTIAN",,,"SUB OUT by PALMER,CHRISTIAN",2
01:46,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
01:46,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",2
01:31,,,,,"MISS 3PTR by FISCHER,DAVID",,,"MISS 3PTR by FISCHER,DAVID",2
--,"REBOUND DEF by SMITH,JAYLEN",,,,,,,"REBOUND DEF by SMITH,JAYLEN",2
01:25,"TURNOVER  by DIMITRIOS,DYLAN",,,,,,,"TURNOVER  by DIMITRIOS,DYLAN",2
01:23,,,,,"STEAL  by CONROY,DREW",,,"STEAL  by CONROY,DREW",2
01:18,,52,,72 (+20),"GOOD LAYUP by CONROY,DREW(fastbreak)(in the paint)",OUM 52-72 (-20),,"GOOD LAYUP by CONROY,DREW(fastbreak)(in the paint)",2
01:03,"MISS JUMPER by SMITH,JAYLEN",,,,,,,"MISS JUMPER by SMITH,JAYLEN",2
--,,,,,"REBOUND DEF by EDWARDS,DEREK",,,"REBOUND DEF by EDWARDS,DEREK",2
00:44,,,,,"MISS 3PTR by BAILEY,FRANKLIN",,,"MISS 3PTR by BAILEY,FRANKLIN",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
00:35,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND OFF by DIMITRIOS,DYLAN",,,,,,,"REBOUND OFF by DIMITRIOS,DYLAN",2
