Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
00:55,,,,,"TURNOVER  by DIMITRIOS,DYLAN",,,"TURNOVER  by DIMITRIOS,DYLAN",1
00:55,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",1
00:48,"GOOD JUMPER by JAMES,MAC(fastbreak)",28,,33 (+5),,Rhodes 28-33 (+5),,"GOOD JUMPER by JAMES,MAC(fastbreak)",1
00:33,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by BASS,XAVIER",,,"REBOUND OFF by BASS,XAVIER",1
00:19,,28,,35 (+7),"GOOD DUNK by BASS,XAVIER(in the paint)",Mill 28-35 (+7),,"GOOD DUNK by BASS,XAVIER(in the paint)",1
00:08,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",1
00:08,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",1
00:08,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
00:08,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
00:08,,,,,"SUB IN by SMITH,JAYLEN",,,"SUB IN by SMITH,JAYLEN",1
00:08,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
00:03,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
20:00,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
20:00,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
20:00,,,,,"SUB OUT by SMITH,JAYLEN",,,"SUB OUT by SMITH,JAYLEN",2
20:00,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
19:59,,,,,"TURNOVER  by BASS,XAVIER",,,"TURNOVER  by BASS,XAVIER",2
19:59,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",2
19:47,"GOOD LAYUP by ESSICK,JALEN(in the paint)",30,,35 (+5),,Rhodes 30-35 (+5),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
19:34,,30,,37 (+7),"GOOD JUMPER by EVANS,CHRISTIAN",Mill 30-37 (+7),,"GOOD JUMPER by EVANS,CHRISTIAN",2
18:55,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
18:55,"GOOD FT by JAMES,MAC",31,,37 (+6),,Rhodes 31-37 (+6),,"GOOD FT by JAMES,MAC",2
18:55,"GOOD FT by JAMES,MAC",32,,37 (+5),,Rhodes 32-37 (+5),,"GOOD FT by JAMES,MAC",2
18:55,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
18:55,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
18:55,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
18:32,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
18:32,,32,,38 (+6),"GOOD FT by WATSON,DOUG",Mill 32-38 (+6),,"GOOD FT by WATSON,DOUG",2
18:32,,32,,39 (+7),"GOOD FT by WATSON,DOUG",Mill 32-39 (+7),,"GOOD FT by WATSON,DOUG",2
18:32,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
18:32,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
18:05,"GOOD LAYUP by SHEN,KEVIN(in the paint)",34,,39 (+5),,Rhodes 34-39 (+5),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
17:55,,,,,"TURNOVER  by EVANS,CHRISTIAN",,,"TURNOVER  by EVANS,CHRISTIAN",2
17:48,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
17:48,,,,,"SUB IN by SMITH,JAYLEN",,,"SUB IN by SMITH,JAYLEN",2
17:46,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
17:39,"MISS JUMPER by SHEN,KEVIN",,,,,,,"MISS JUMPER by SHEN,KEVIN",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
17:32,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
17:21,,,,,"MISS JUMPER by STEPHEN,SETH",,,"MISS JUMPER by STEPHEN,SETH",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
17:14,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",36,,39 (+3),,Rhodes 36-39 (+3),,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
16:59,,36,,42 (+6),"GOOD 3PTR by WATSON,DOUG",Mill 36-42 (+6),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by WILLIAMS,CAMERON",,,"ASSIST  by WILLIAMS,CAMERON",2
16:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:59,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
16:59,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
16:59,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
16:59,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
16:42,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
16:28,,,,,"MISS JUMPER by SMITH,JAYLEN(in the paint)",,,"MISS JUMPER by SMITH,JAYLEN(in the paint)",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
16:17,"GOOD LAYUP by SHEN,KEVIN(in the paint)",38,,42 (+4),,Rhodes 38-42 (+4),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
16:07,,38,,45 (+7),"GOOD 3PTR by WILLIAMS,CAMERON",Mill 38-45 (+7),,"GOOD 3PTR by WILLIAMS,CAMERON",2
15:48,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
15:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:48,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
15:48,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
15:48,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
15:48,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
15:21,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
15:21,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
15:21,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
15:06,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
14:55,"GOOD 3PTR by SHEN,KEVIN",41,,45 (+4),,Rhodes 41-45 (+4),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
14:46,,,,,"TURNOVER  by SMITH,JAYLEN",,,"TURNOVER  by SMITH,JAYLEN",2
14:46,,,,,"SUB OUT by SMITH,JAYLEN",,,"SUB OUT by SMITH,JAYLEN",2
14:46,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
14:35,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
14:35,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
14:35,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
14:24,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
14:22,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
14:11,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
13:50,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
13:30,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
13:30,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
13:30,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
13:30,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
13:30,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
13:22,,,,,"FOUL  by DIMITRIOS,DYLAN",,,"FOUL  by DIMITRIOS,DYLAN",2
13:22,,,,,"TURNOVER  by DIMITRIOS,DYLAN",,,"TURNOVER  by DIMITRIOS,DYLAN",2
13:08,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
13:08,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
13:03,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
12:48,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
12:48,,41,,46 (+5),"GOOD FT by WATSON,DOUG",Mill 41-46 (+5),,"GOOD FT by WATSON,DOUG",2
12:48,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
12:48,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
12:48,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
12:48,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
12:48,,,,,"SUB IN by SMITH,JAYLEN",,,"SUB IN by SMITH,JAYLEN",2
12:48,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
12:48,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
12:48,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
12:48,,41,,47 (+6),"GOOD FT by WATSON,DOUG",Mill 41-47 (+6),,"GOOD FT by WATSON,DOUG",2
12:18,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,"REBOUND OFF by LAMEY,HAYDEN",,,,,,,"REBOUND OFF by LAMEY,HAYDEN",2
12:08,"GOOD LAYUP by ESSICK,JALEN(in the paint)",43,,47 (+4),,Rhodes 43-47 (+4),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by COOK,JEREMIAH",,,,,,,"ASSIST  by COOK,JEREMIAH",2
11:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:58,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
11:58,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
11:58,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
11:58,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
11:58,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
11:58,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
11:55,,,,,"FOUL  by SMITH,JAYLEN",,,"FOUL  by SMITH,JAYLEN",2
11:55,,,,,"TURNOVER  by SMITH,JAYLEN",,,"TURNOVER  by SMITH,JAYLEN",2
11:40,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
11:40,,,,,"STEAL  by EVANS,CHRISTIAN",,,"STEAL  by EVANS,CHRISTIAN",2
11:36,,,,,"TURNOVER  by EVANS,CHRISTIAN",,,"TURNOVER  by EVANS,CHRISTIAN",2
11:36,,,,,"SUB OUT by SMITH,JAYLEN",,,"SUB OUT by SMITH,JAYLEN",2
11:36,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
11:36,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
11:36,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
11:36,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:36,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
11:19,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by BASS,XAVIER",,,"REBOUND DEF by BASS,XAVIER",2
11:07,,43,,49 (+6),"GOOD JUMPER by WILLIAMS,CAMERON",Mill 43-49 (+6),,"GOOD JUMPER by WILLIAMS,CAMERON",2
11:07,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
11:07,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
10:47,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
10:43,"GOOD LAYUP by ESSICK,JALEN(in the paint)",45,,49 (+4),,Rhodes 45-49 (+4),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
10:43,,,,,"FOUL  by EVANS,CHRISTIAN",,,"FOUL  by EVANS,CHRISTIAN",2
10:43,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
10:43,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
10:43,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
10:43,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
10:43,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
10:43,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
10:43,"GOOD FT by ESSICK,JALEN",46,,49 (+3),,Rhodes 46-49 (+3),,"GOOD FT by ESSICK,JALEN",2
10:30,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
10:10,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
09:50,,,,,"MISS JUMPER by BUSH,RODREEKAS(in the paint)",,,"MISS JUMPER by BUSH,RODREEKAS(in the paint)",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
09:42,"GOOD JUMPER by ESSICK,JALEN(fastbreak)(in the paint)",48,,49 (+1),,Rhodes 48-49 (+1),,"GOOD JUMPER by ESSICK,JALEN(fastbreak)(in the paint)",2
09:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:36,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
09:36,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
09:28,"FOUL  by COOK,JEREMIAH",,,,,,,"FOUL  by COOK,JEREMIAH",2
09:08,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
09:08,,,,,"MISS FT by EVANS,CHRISTIAN",,,"MISS FT by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:08,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
09:08,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
09:08,,48,,50 (+2),"GOOD FT by EVANS,CHRISTIAN",Mill 48-50 (+2),,"GOOD FT by EVANS,CHRISTIAN",2
09:08,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
09:08,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
08:53,"GOOD JUMPER by WILEY,KOKI",50,,50,,Rhodes 50-50 (0),,"GOOD JUMPER by WILEY,KOKI",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
08:47,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
08:47,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
08:39,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
08:32,"GOOD LAYUP by HIESTER,JACKSON(fastbreak)(in the paint)",52 (+2),,50,,Rhodes 52-50 (-2),,"GOOD LAYUP by HIESTER,JACKSON(fastbreak)(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
08:32,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
08:32,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
08:32,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
08:32,"GOOD FT by HIESTER,JACKSON(fastbreak)",53 (+3),,50,,Rhodes 53-50 (-3),,"GOOD FT by HIESTER,JACKSON(fastbreak)",2
08:20,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
08:20,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
08:20,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
08:20,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
08:20,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
08:20,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
08:20,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
08:20,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
08:20,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
08:20,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
08:20,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
08:20,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
07:53,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
07:53,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
07:53,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
07:53,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
07:53,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
07:53,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
07:53,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
07:41,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:25,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
07:07,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
06:53,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,,,,,"REBOUND DEF by DIMITRIOS,DYLAN",,,"REBOUND DEF by DIMITRIOS,DYLAN",2
06:53,,53 (+1),,52,"GOOD LAYUP by DIMITRIOS,DYLAN(in the paint)",Mill 53-52 (-1),,"GOOD LAYUP by DIMITRIOS,DYLAN(in the paint)",2
06:53,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
06:53,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
06:53,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
06:53,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
06:53,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
06:53,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
06:53,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
06:53,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
06:53,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
06:53,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
06:20,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",2
06:20,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
06:20,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
06:20,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
06:20,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
05:57,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
05:57,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
05:57,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
05:57,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:57,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
05:57,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
05:57,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
05:56,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
05:56,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
05:56,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
05:56,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
05:56,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
05:38,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
05:38,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:38,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
05:19,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
05:19,,53,,53,"GOOD FT by WILLIAMS,CAMERON",Mill 53-53 (0),,"GOOD FT by WILLIAMS,CAMERON",2
05:19,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
05:19,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
05:19,,,,,"SUB IN by SMITH,JAYLEN",,,"SUB IN by SMITH,JAYLEN",2
05:19,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
05:19,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
05:19,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
05:19,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
05:19,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
05:19,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
05:19,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
05:19,,53,,54 (+1),"GOOD FT by WILLIAMS,CAMERON",Mill 53-54 (+1),,"GOOD FT by WILLIAMS,CAMERON",2
05:19,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
