Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
14:46,,,,,"BLOCK  by BURNETT,DREW",,,"BLOCK  by BURNETT,DREW",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
14:39,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:16,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
14:08,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,,,,,"REBOUND OFF by BUSH,RODREEKAS",,,"REBOUND OFF by BUSH,RODREEKAS",1
13:46,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
13:33,"MISS JUMPER by JOHNSON,MICHAEL",,,,,,,"MISS JUMPER by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
13:12,,8 (+3),,5,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 8-5 (-3),,"GOOD 3PTR by WILLIAMS,CAMERON",1
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",1
12:45,"MISS 3PTR by MBENOUN,ROB",,,,,,,"MISS 3PTR by MBENOUN,ROB",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
12:31,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",1
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",1
12:26,,,,,"MISS LAYUP by BURNETT,DREW(in the paint)",,,"MISS LAYUP by BURNETT,DREW(in the paint)",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
12:11,"GOOD JUMPER by COSTAS,RILEY(in the paint)",10 (+5),,5,,Berry 10-5 (-5),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",1
11:42,,10 (+2),,8,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 10-8 (-2),,"GOOD 3PTR by WILLIAMS,CAMERON",1
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",1
11:24,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",1
11:24,"GOOD FT by JOHNSON,MICHAEL",11 (+3),,8,,Berry 11-8 (-3),,"GOOD FT by JOHNSON,MICHAEL",1
11:24,"MISS FT by JOHNSON,MICHAEL",,,,,,,"MISS FT by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
11:24,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
11:24,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
11:24,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
11:24,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
11:24,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
11:24,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
11:24,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
11:24,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
11:24,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
11:24,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
11:24,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
11:24,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
11:24,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",1
11:24,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
11:07,"FOUL  by MBENOUN,ROB",,,,,,,"FOUL  by MBENOUN,ROB",1
11:07,,11 (+2),,9,"GOOD FT by EVANS,CHRISTIAN",Mill 11-9 (-2),,"GOOD FT by EVANS,CHRISTIAN",1
11:07,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
11:07,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
11:07,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
11:07,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",1
11:07,,,,,"MISS FT by EVANS,CHRISTIAN",,,"MISS FT by EVANS,CHRISTIAN",1
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",1
10:51,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",1
10:51,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",13 (+4),,9,,Berry 13-9 (-4),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
10:44,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",1
--,,,,,"REBOUND OFF by MILLER,JOSHUA",,,"REBOUND OFF by MILLER,JOSHUA",1
10:28,,,,,"TURNOVER  by DIMITRIOS,DYLAN",,,"TURNOVER  by DIMITRIOS,DYLAN",1
10:28,"STEAL  by JONES,DREW",,,,,,,"STEAL  by JONES,DREW",1
10:15,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",15 (+6),,9,,Berry 15-9 (-6),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
09:50,,15 (+4),,11,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",Mill 15-11 (-4),,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",1
09:32,"GOOD 3PTR by MBENOUN,ROB",18 (+7),,11,,Berry 18-11 (-7),,"GOOD 3PTR by MBENOUN,ROB",1
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",1
09:05,,18 (+4),,14,"GOOD 3PTR by EVANS,CHRISTIAN",Mill 18-14 (-4),,"GOOD 3PTR by EVANS,CHRISTIAN",1
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",1
08:46,"MISS 3PTR by MBENOUN,ROB",,,,,,,"MISS 3PTR by MBENOUN,ROB",1
08:42,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
08:42,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
08:42,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
08:42,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
08:42,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
08:42,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
08:42,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
08:42,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
08:42,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",1
08:42,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
08:42,"SUB IN by BARKER,HARRIS",,,,,,,"SUB IN by BARKER,HARRIS",1
08:42,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",1
08:21,"TURNOVER  by CLARK,BRYCE",,,,,,,"TURNOVER  by CLARK,BRYCE",1
08:12,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",1
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",1
07:57,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
07:43,,,,,"MISS 3PTR by MILLER,JOSHUA",,,"MISS 3PTR by MILLER,JOSHUA",1
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",1
07:22,"MISS JUMPER by BARKER,HARRIS",,,,,,,"MISS JUMPER by BARKER,HARRIS",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
07:10,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",1
07:10,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
07:10,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
07:10,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
07:10,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
07:10,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
07:10,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
07:10,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
07:10,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
06:56,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",1
06:43,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
06:17,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",1
--,,,,,"REBOUND DEF by BASS,XAVIER",,,"REBOUND DEF by BASS,XAVIER",1
06:17,,,,,"BLOCK  by BASS,XAVIER",,,"BLOCK  by BASS,XAVIER",1
06:10,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
05:53,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
05:36,"FOUL  by BARKER,HARRIS",,,,,,,"FOUL  by BARKER,HARRIS",1
05:36,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
05:36,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
05:36,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
05:36,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
05:36,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
05:36,"SUB OUT by BARKER,HARRIS",,,,,,,"SUB OUT by BARKER,HARRIS",1
05:36,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
05:36,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
05:24,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",,,"MISS LAYUP by RUCKER,CAM(in the paint)",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
04:53,"GOOD 3PTR by WEHUNT,DAWSON",21 (+7),,14,,Berry 21-14 (-7),,"GOOD 3PTR by WEHUNT,DAWSON",1
04:41,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",1
04:41,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
04:41,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
04:41,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
04:41,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
04:41,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
04:41,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
04:18,"MISS 3PTR by WEHUNT,DAWSON",,,,,,,"MISS 3PTR by WEHUNT,DAWSON",1
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",1
03:54,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",1
03:54,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
03:54,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",1
03:37,,,,,"MISS 3PTR by DIMITRIOS,DYLAN",,,"MISS 3PTR by DIMITRIOS,DYLAN",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
03:30,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
03:27,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",23 (+9),,14,,Berry 23-14 (-9),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
03:09,,,,,"TURNOVER  by DIMITRIOS,DYLAN",,,"TURNOVER  by DIMITRIOS,DYLAN",1
03:09,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
03:09,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
03:09,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
03:09,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
02:44,"GOOD 3PTR by WEHUNT,DAWSON",26 (+12),,14,,Berry 26-14 (-12),,"GOOD 3PTR by WEHUNT,DAWSON",1
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",1
02:36,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
02:25,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
02:19,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
02:07,,,,,"FOUL  by BASS,XAVIER",,,"FOUL  by BASS,XAVIER",1
02:07,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
02:07,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
02:07,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
02:07,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
01:57,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,"REBOUND OFF by JONES,DREW",,,,,,,"REBOUND OFF by JONES,DREW",1
01:55,"MISS LAYUP by JONES,DREW(in the paint)",,,,,,,"MISS LAYUP by JONES,DREW(in the paint)",1
--,"REBOUND OFF by JOHNSON,MICHAEL",,,,,,,"REBOUND OFF by JOHNSON,MICHAEL",1
01:55,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",28 (+14),,14,,Berry 28-14 (-14),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
01:35,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
01:35,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
01:35,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
01:35,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
01:35,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
01:35,"GOOD FT by JOHNSON,MICAH",29 (+15),,14,,Berry 29-14 (-15),,"GOOD FT by JOHNSON,MICAH",1
01:35,"GOOD FT by JOHNSON,MICAH",30 (+16),,14,,Berry 30-14 (-16),,"GOOD FT by JOHNSON,MICAH",1
01:35,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
01:35,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
01:21,,30 (+13),,17,"GOOD 3PTR by BUSH,RODREEKAS",Mill 30-17 (-13),,"GOOD 3PTR by BUSH,RODREEKAS",1
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",1
00:53,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",32 (+15),,17,,Berry 32-17 (-15),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",1
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",1
00:28,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
00:06,,,,,"MISS JUMPER by BURNETT,DREW(in the paint)",,,"MISS JUMPER by BURNETT,DREW(in the paint)",1
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",1
00:06,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",1
00:06,"GOOD FT by WEHUNT,DAWSON(fastbreak)",33 (+16),,17,,Berry 33-17 (-16),,"GOOD FT by WEHUNT,DAWSON(fastbreak)",1
00:06,"GOOD FT by WEHUNT,DAWSON(fastbreak)",34 (+17),,17,,Berry 34-17 (-17),,"GOOD FT by WEHUNT,DAWSON(fastbreak)",1
00:01,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
00:00,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
20:00,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
20:00,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
20:00,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
20:00,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
20:00,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
19:37,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",36 (+19),,17,,Berry 36-17 (-19),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
19:09,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
