Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:20,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
17:11,,42 (+7),,35,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",Mill 42-35 (-7),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
17:11,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
17:11,,42 (+6),,36,"GOOD FT by MILLER,JOSHUA",Mill 42-36 (-6),,"GOOD FT by MILLER,JOSHUA",2
17:11,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
17:11,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
17:11,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
17:11,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
17:11,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
17:11,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
17:11,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
17:11,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
16:53,"FOUL  by JOHNSON,MICAH",,,,,,,"FOUL  by JOHNSON,MICAH",2
16:53,"TURNOVER  by JOHNSON,MICAH",,,,,,,"TURNOVER  by JOHNSON,MICAH",2
16:50,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
16:32,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
16:22,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
16:22,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
16:22,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",2
16:22,"SUB IN by MBENOUN,ROB",,,,,,,"SUB IN by MBENOUN,ROB",2
16:15,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",2
16:08,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
16:08,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
16:08,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
16:08,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
16:08,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
16:08,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
16:02,,,,,"FOUL  by DIMITRIOS,DYLAN",,,"FOUL  by DIMITRIOS,DYLAN",2
15:42,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
15:42,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
15:42,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
15:42,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
15:42,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
15:42,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
15:42,"GOOD FT by MBENOUN,ROB",43 (+7),,36,,Berry 43-36 (-7),,"GOOD FT by MBENOUN,ROB",2
15:42,"GOOD FT by MBENOUN,ROB",44 (+8),,36,,Berry 44-36 (-8),,"GOOD FT by MBENOUN,ROB",2
15:42,"GOOD FT by MBENOUN,ROB",45 (+9),,36,,Berry 45-36 (-9),,"GOOD FT by MBENOUN,ROB",2
15:35,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
15:32,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
15:32,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:32,"GOOD FT by ELLIS,CHASE",46 (+10),,36,,Berry 46-36 (-10),,"GOOD FT by ELLIS,CHASE",2
14:46,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",2
14:45,,,,,"MISS FT by BUSH,RODREEKAS",,,"MISS FT by BUSH,RODREEKAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:45,,46 (+9),,37,"GOOD FT by BUSH,RODREEKAS",Mill 46-37 (-9),,"GOOD FT by BUSH,RODREEKAS",2
14:45,,,,,"MISS FT by BUSH,RODREEKAS",,,"MISS FT by BUSH,RODREEKAS",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
14:32,"GOOD 3PTR by MBENOUN,ROB",49 (+12),,37,,Berry 49-37 (-12),,"GOOD 3PTR by MBENOUN,ROB",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
14:20,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
13:52,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",2
13:52,"TURNOVER  by JONES,DREW",,,,,,,"TURNOVER  by JONES,DREW",2
13:52,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
13:52,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
13:52,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
13:52,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
13:52,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by MBENOUN,ROB",,,,,,,"REBOUND DEF by MBENOUN,ROB",2
13:18,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
12:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:49,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
12:49,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
12:49,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",2
12:49,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
12:45,,49 (+9),,40,"GOOD 3PTR by BURNETT,DREW",Mill 49-40 (-9),,"GOOD 3PTR by BURNETT,DREW",2
--,,,,,"ASSIST  by WILLIAMS,CAMERON",,,"ASSIST  by WILLIAMS,CAMERON",2
12:11,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND DEF by DIMITRIOS,DYLAN",,,"REBOUND DEF by DIMITRIOS,DYLAN",2
12:03,"FOUL  by MBENOUN,ROB",,,,,,,"FOUL  by MBENOUN,ROB",2
12:03,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
12:03,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
12:03,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
12:03,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
12:03,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
12:03,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
12:03,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
12:03,,49 (+8),,41,"GOOD FT by DIMITRIOS,DYLAN(fastbreak)",Mill 49-41 (-8),,"GOOD FT by DIMITRIOS,DYLAN(fastbreak)",2
12:03,,49 (+7),,42,"GOOD FT by DIMITRIOS,DYLAN(fastbreak)",Mill 49-42 (-7),,"GOOD FT by DIMITRIOS,DYLAN(fastbreak)",2
12:03,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
11:53,"MISS 3PTR by MBENOUN,ROB",,,,,,,"MISS 3PTR by MBENOUN,ROB",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
11:38,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
11:36,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
11:36,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
11:36,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",2
11:36,"MISS FT by BROOKS,AUSTIN(fastbreak)",,,,,,,"MISS FT by BROOKS,AUSTIN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:36,"GOOD FT by BROOKS,AUSTIN(fastbreak)",50 (+8),,42,,Berry 50-42 (-8),,"GOOD FT by BROOKS,AUSTIN(fastbreak)",2
11:36,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
11:36,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
11:21,,,,,"MISS JUMPER by DIMITRIOS,DYLAN(in the paint)",,,"MISS JUMPER by DIMITRIOS,DYLAN(in the paint)",2
--,"REBOUND DEF by MBENOUN,ROB",,,,,,,"REBOUND DEF by MBENOUN,ROB",2
11:10,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
11:10,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
11:10,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",2
11:10,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
10:53,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",52 (+10),,42,,Berry 52-42 (-10),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
10:36,,52 (+8),,44,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 52-44 (-8),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
10:17,"TURNOVER  by JONES,DREW",,,,,,,"TURNOVER  by JONES,DREW",2
10:17,,,,,"STEAL  by BURNETT,DREW",,,"STEAL  by BURNETT,DREW",2
10:12,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
10:12,,,,,"BLOCK  by RUCKER,CAM",,,"BLOCK  by RUCKER,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:12,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
10:12,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
10:12,"FOUL  by MBENOUN,ROB",,,,,,,"FOUL  by MBENOUN,ROB",2
10:12,,52 (+7),,45,"GOOD FT by MILLER,JOSHUA(fastbreak)",Mill 52-45 (-7),,"GOOD FT by MILLER,JOSHUA(fastbreak)",2
10:12,,52 (+6),,46,"GOOD FT by MILLER,JOSHUA(fastbreak)",Mill 52-46 (-6),,"GOOD FT by MILLER,JOSHUA(fastbreak)",2
10:09,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
10:09,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
10:09,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
10:09,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
10:09,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",2
10:09,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
10:09,,,,,"FOUL  by BASS,XAVIER",,,"FOUL  by BASS,XAVIER",2
10:09,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
10:09,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
10:06,"GOOD 3PTR by WEHUNT,DAWSON",55 (+9),,46,,Berry 55-46 (-9),,"GOOD 3PTR by WEHUNT,DAWSON",2
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",2
09:58,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
09:20,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:20,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
09:20,,,,,"MISS FT by BASS,XAVIER(fastbreak)",,,"MISS FT by BASS,XAVIER(fastbreak)",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
09:20,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
09:20,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
09:20,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
09:20,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
09:12,"TURNOVER  by COSTAS,RILEY",,,,,,,"TURNOVER  by COSTAS,RILEY",2
09:06,,,,,"MISS 3PTR by BASS,XAVIER",,,"MISS 3PTR by BASS,XAVIER",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
08:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:16,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
08:16,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
08:16,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
08:16,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
08:08,"MISS 3PTR by WEHUNT,DAWSON",,,,,,,"MISS 3PTR by WEHUNT,DAWSON",2
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",2
07:48,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",2
07:48,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
07:48,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",2
07:48,,55 (+8),,47,"GOOD FT by MILLER,JOSHUA",Mill 55-47 (-8),,"GOOD FT by MILLER,JOSHUA",2
07:48,,55 (+7),,48,"GOOD FT by MILLER,JOSHUA",Mill 55-48 (-7),,"GOOD FT by MILLER,JOSHUA",2
07:31,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
07:31,"GOOD FT by COSTAS,RILEY",56 (+8),,48,,Berry 56-48 (-8),,"GOOD FT by COSTAS,RILEY",2
07:31,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
07:31,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
07:31,"MISS FT by COSTAS,RILEY",,,,,,,"MISS FT by COSTAS,RILEY",2
--,"REBOUND OFF by ELLIS,CHASE",,,,,,,"REBOUND OFF by ELLIS,CHASE",2
07:13,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
07:13,,,,,"STEAL  by BASS,XAVIER",,,"STEAL  by BASS,XAVIER",2
06:55,,,,,"TURNOVER  by BASS,XAVIER",,,"TURNOVER  by BASS,XAVIER",2
06:55,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",2
06:45,"GOOD JUMPER by JOHNSON,MICAH",58 (+10),,48,,Berry 58-48 (-10),,"GOOD JUMPER by JOHNSON,MICAH",2
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",2
06:34,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
06:28,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
06:28,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
06:28,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
06:28,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:19,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
05:56,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
05:56,"GOOD FT by ELLIS,CHASE",59 (+11),,48,,Berry 59-48 (-11),,"GOOD FT by ELLIS,CHASE",2
05:56,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
05:37,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
05:03,"GOOD LAYUP by ELLIS,CHASE(in the paint)",61 (+13),,48,,Berry 61-48 (-13),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",2
04:52,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
04:52,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
04:52,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
04:52,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
04:45,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
04:16,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
04:16,"MISS FT by COSTAS,RILEY",,,,,,,"MISS FT by COSTAS,RILEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:16,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
04:16,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
04:16,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
04:16,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
04:16,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
04:16,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
04:16,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",2
04:16,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
04:16,"GOOD FT by COSTAS,RILEY",62 (+14),,48,,Berry 62-48 (-14),,"GOOD FT by COSTAS,RILEY",2
04:16,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
04:16,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
04:12,,62 (+11),,51,"GOOD 3PTR by BURNETT,DREW",Mill 62-51 (-11),,"GOOD 3PTR by BURNETT,DREW",2
03:37,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",2
03:37,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
03:34,"MISS 3PTR by WEHUNT,DAWSON",,,,,,,"MISS 3PTR by WEHUNT,DAWSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:27,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
03:27,"GOOD FT by ELLIS,CHASE",63 (+12),,51,,Berry 63-51 (-12),,"GOOD FT by ELLIS,CHASE",2
03:27,"GOOD FT by ELLIS,CHASE",64 (+13),,51,,Berry 64-51 (-13),,"GOOD FT by ELLIS,CHASE",2
03:27,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
03:27,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",2
--,"REBOUND OFF by ELLIS,CHASE",,,,,,,"REBOUND OFF by ELLIS,CHASE",2
03:27,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
03:27,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
03:27,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
03:27,"GOOD FT by ELLIS,CHASE(fastbreak)",65 (+14),,51,,Berry 65-51 (-14),,"GOOD FT by ELLIS,CHASE(fastbreak)",2
03:27,"MISS FT by ELLIS,CHASE(fastbreak)",,,,,,,"MISS FT by ELLIS,CHASE(fastbreak)",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
03:05,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
02:29,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",2
02:29,,,,,"STEAL  by MILLER,JOSHUA",,,"STEAL  by MILLER,JOSHUA",2
02:22,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",2
--,"REBOUND DEF by WEHUNT,DAWSON",,,,,,,"REBOUND DEF by WEHUNT,DAWSON",2
01:55,"TURNOVER  by WEHUNT,DAWSON",,,,,,,"TURNOVER  by WEHUNT,DAWSON",2
01:55,,,,,"STEAL  by MILLER,JOSHUA",,,"STEAL  by MILLER,JOSHUA",2
01:47,,65 (+11),,54,"GOOD 3PTR by WILLIAMS,CAMERON(fastbreak)",Mill 65-54 (-11),,"GOOD 3PTR by WILLIAMS,CAMERON(fastbreak)",2
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",2
01:17,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",67 (+13),,54,,Berry 67-54 (-13),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",2
01:17,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
01:17,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
01:17,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
01:17,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
01:17,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
01:17,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",2
01:17,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
01:17,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",2
01:17,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
01:17,"SUB IN by MBENOUN,ROB",,,,,,,"SUB IN by MBENOUN,ROB",2
01:17,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
01:16,"MISS FT by JOHNSON,MICHAEL",,,,,,,"MISS FT by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
01:15,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
01:02,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
00:35,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
00:04,"MISS 3PTR by MBENOUN,ROB",,,,,,,"MISS 3PTR by MBENOUN,ROB",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
00:00,,67 (+11),,56,"GOOD JUMPER by EVANS,CHRISTIAN(fastbreak)",Mill 67-56 (-11),,"GOOD JUMPER by EVANS,CHRISTIAN(fastbreak)",2
