Time Remaining,PCC,Away Team Score,Play Team Indicator,Home Team Score,MC-M,Game Score,Team Indicator,Play,Period
15:43,,,,,"MISS LAYUP by MERKEL,BRIAN",,,"MISS LAYUP by MERKEL,BRIAN",2
--,"REBOUND DEF by PARKS,JAMES",,,,,,,"REBOUND DEF by PARKS,JAMES",2
15:35,"MISS JUMPER by MEYERS,NATHAN",,,,,,,"MISS JUMPER by MEYERS,NATHAN",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
15:12,,,,,"MISS JUMPER by KINNEAR,KYLE",,,"MISS JUMPER by KINNEAR,KYLE",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
15:07,"SUB IN by MORALES,JORGE",,,,,,,"SUB IN by MORALES,JORGE",2
15:07,"SUB IN by SCOTT,TYLER",,,,,,,"SUB IN by SCOTT,TYLER",2
15:07,"SUB IN by CRATTY,DAVID",,,,,,,"SUB IN by CRATTY,DAVID",2
15:07,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
15:07,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
15:07,"SUB OUT by LINDBLAD,BROOKS",,,,,,,"SUB OUT by LINDBLAD,BROOKS",2
15:07,"SUB OUT by MEYERS,NATHAN",,,,,,,"SUB OUT by MEYERS,NATHAN",2
15:07,"SUB OUT by GOETSCH,MATT",,,,,,,"SUB OUT by GOETSCH,MATT",2
15:07,"SUB OUT by SCOTT,RYAN",,,,,,,"SUB OUT by SCOTT,RYAN",2
15:07,"SUB OUT by PARKS,JAMES",,,,,,,"SUB OUT by PARKS,JAMES",2
15:07,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
15:07,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
14:57,,,,,"MISS 3PTR by SUMLER,LV",,,"MISS 3PTR by SUMLER,LV",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:38,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
14:38,"GOOD FT by ANDREWS,JON",32,,37 (+5),,PCC 32-37 (+5),,"GOOD FT by ANDREWS,JON",2
14:38,"GOOD FT by ANDREWS,JON",33,,37 (+4),,PCC 33-37 (+4),,"GOOD FT by ANDREWS,JON",2
14:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:17,,33,,40 (+7),"GOOD 3PTR by BROWN,JEFF",MC-M 33-40 (+7),,"GOOD 3PTR by BROWN,JEFF",2
--,,,,,"ASSIST  by MEADES,TAYLOR",,,"ASSIST  by MEADES,TAYLOR",2
13:39,"GOOD JUMPER by GOETSCH,MIKE",35,,40 (+5),,PCC 35-40 (+5),,"GOOD JUMPER by GOETSCH,MIKE",2
--,"ASSIST  by CRATTY,DAVID",,,,,,,"ASSIST  by CRATTY,DAVID",2
13:14,,,,,"MISS 3PTR by MERKEL,BRIAN",,,"MISS 3PTR by MERKEL,BRIAN",2
--,,,,,"REBOUND OFF by BROWN,JEFF",,,"REBOUND OFF by BROWN,JEFF",2
13:07,"SUB IN by GOETSCH,MATT",,,,,,,"SUB IN by GOETSCH,MATT",2
13:07,"SUB OUT by SCOTT,TYLER",,,,,,,"SUB OUT by SCOTT,TYLER",2
13:07,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
13:07,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
13:07,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
13:07,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
13:07,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
13:07,,,,,"SUB OUT by SUMLER,LV",,,"SUB OUT by SUMLER,LV",2
12:53,,35,,43 (+8),"GOOD 3PTR by MEADES,TAYLOR",MC-M 35-43 (+8),,"GOOD 3PTR by MEADES,TAYLOR",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
12:30,"MISS 3PTR by GOETSCH,MATT",,,,,,,"MISS 3PTR by GOETSCH,MATT",2
--,"REBOUND OFF by GOETSCH,MIKE",,,,,,,"REBOUND OFF by GOETSCH,MIKE",2
12:25,"MISS JUMPER by GOETSCH,MIKE",,,,,,,"MISS JUMPER by GOETSCH,MIKE",2
--,,,,,"REBOUND DEF by KINNEAR,KYLE",,,"REBOUND DEF by KINNEAR,KYLE",2
12:21,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
12:21,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
12:01,"MISS 3PTR by GOETSCH,MATT",,,,,,,"MISS 3PTR by GOETSCH,MATT",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
11:53,,35,,46 (+11),"GOOD 3PTR by MEADES,TAYLOR(fastbreak)",MC-M 35-46 (+11),,"GOOD 3PTR by MEADES,TAYLOR(fastbreak)",2
11:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:26,"GOOD JUMPER by MORALES,JORGE",37,,46 (+9),,PCC 37-46 (+9),,"GOOD JUMPER by MORALES,JORGE",2
11:12,,,,,"MISS JUMPER by WHITE,TIM",,,"MISS JUMPER by WHITE,TIM",2
--,,,,,"REBOUND OFF by WHITE,TIM",,,"REBOUND OFF by WHITE,TIM",2
10:57,,,,,"MISS JUMPER by BROWN,JEFF",,,"MISS JUMPER by BROWN,JEFF",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
10:54,"SUB IN by MEYERS,NATHAN",,,,,,,"SUB IN by MEYERS,NATHAN",2
10:54,"SUB OUT by GOETSCH,MATT",,,,,,,"SUB OUT by GOETSCH,MATT",2
10:54,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
10:54,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
10:42,,,,,"MISS JUMPER by KINNEAR,KYLE",,,"MISS JUMPER by KINNEAR,KYLE",2
10:42,"BLOCK  by ANDREWS,JON",,,,,,,"BLOCK  by ANDREWS,JON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:34,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
10:33,"STEAL  by CRATTY,DAVID",,,,,,,"STEAL  by CRATTY,DAVID",2
10:30,"GOOD LAYUP by CRATTY,DAVID(fastbreak)(in the paint)",39,,46 (+7),,PCC 39-46 (+7),,"GOOD LAYUP by CRATTY,DAVID(fastbreak)(in the paint)",2
10:21,"FOUL  by GOETSCH,MIKE",,,,,,,"FOUL  by GOETSCH,MIKE",2
10:21,,39,,47 (+8),"GOOD FT by KINNEAR,KYLE",MC-M 39-47 (+8),,"GOOD FT by KINNEAR,KYLE",2
10:21,,39,,48 (+9),"GOOD FT by KINNEAR,KYLE",MC-M 39-48 (+9),,"GOOD FT by KINNEAR,KYLE",2
10:21,,,,,"SUB IN by SUMLER,LV",,,"SUB IN by SUMLER,LV",2
10:21,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
10:04,"TURNOVER  by ANDREWS,JON",,,,,,,"TURNOVER  by ANDREWS,JON",2
09:42,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:38,"SUB IN by LINDBLAD,BROOKS",,,,,,,"SUB IN by LINDBLAD,BROOKS",2
09:38,"SUB IN by PARKS,JAMES",,,,,,,"SUB IN by PARKS,JAMES",2
09:38,"SUB IN by STICKLES,BRENT",,,,,,,"SUB IN by STICKLES,BRENT",2
09:38,"SUB IN by GOETSCH,MATT",,,,,,,"SUB IN by GOETSCH,MATT",2
09:38,"SUB IN by SCOTT,RYAN",,,,,,,"SUB IN by SCOTT,RYAN",2
09:38,"SUB OUT by MEYERS,NATHAN",,,,,,,"SUB OUT by MEYERS,NATHAN",2
09:38,"SUB OUT by MORALES,JORGE",,,,,,,"SUB OUT by MORALES,JORGE",2
09:38,"SUB OUT by CRATTY,DAVID",,,,,,,"SUB OUT by CRATTY,DAVID",2
09:38,"SUB OUT by GOETSCH,MIKE",,,,,,,"SUB OUT by GOETSCH,MIKE",2
09:38,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
09:25,"MISS LAYUP by SCOTT,RYAN",,,,,,,"MISS LAYUP by SCOTT,RYAN",2
--,"REBOUND OFF by SCOTT,RYAN",,,,,,,"REBOUND OFF by SCOTT,RYAN",2
09:23,"MISS LAYUP by SCOTT,RYAN",,,,,,,"MISS LAYUP by SCOTT,RYAN",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
09:11,,,,,"MISS 3PTR by WHITE,TIM",,,"MISS 3PTR by WHITE,TIM",2
--,"REBOUND DEF by LINDBLAD,BROOKS",,,,,,,"REBOUND DEF by LINDBLAD,BROOKS",2
09:04,"TURNOVER  by LINDBLAD,BROOKS",,,,,,,"TURNOVER  by LINDBLAD,BROOKS",2
09:04,,,,,"STEAL  by SUMLER,LV",,,"STEAL  by SUMLER,LV",2
09:01,"FOUL  by SCOTT,RYAN",,,,,,,"FOUL  by SCOTT,RYAN",2
09:01,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:01,,39,,49 (+10),"GOOD FT by GILLIGAN,TULLY",MC-M 39-49 (+10),,"GOOD FT by GILLIGAN,TULLY",2
09:01,,,,,"SUB IN by MCLEMORE,JEREMY",,,"SUB IN by MCLEMORE,JEREMY",2
09:01,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
08:50,"GOOD JUMPER by GOETSCH,MATT",41,,49 (+8),,PCC 41-49 (+8),,"GOOD JUMPER by GOETSCH,MATT",2
08:31,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
08:29,"STEAL  by LINDBLAD,BROOKS",,,,,,,"STEAL  by LINDBLAD,BROOKS",2
08:18,"TURNOVER  by SCOTT,RYAN",,,,,,,"TURNOVER  by SCOTT,RYAN",2
08:17,,,,,"STEAL  by SUMLER,LV",,,"STEAL  by SUMLER,LV",2
08:13,"FOUL  by STICKLES,BRENT",,,,,,,"FOUL  by STICKLES,BRENT",2
08:13,,41,,50 (+9),"GOOD FT by SUMLER,LV",MC-M 41-50 (+9),,"GOOD FT by SUMLER,LV",2
08:13,,41,,51 (+10),"GOOD FT by SUMLER,LV",MC-M 41-51 (+10),,"GOOD FT by SUMLER,LV",2
08:13,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
08:13,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
08:13,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
08:13,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
08:12,"TURNOVER  by SCOTT,RYAN",,,,,,,"TURNOVER  by SCOTT,RYAN",2
08:11,,,,,"STEAL  by WHITE,TIM",,,"STEAL  by WHITE,TIM",2
08:09,,41,,53 (+12),"GOOD LAYUP by WHITE,TIM(in the paint)",MC-M 41-53 (+12),,"GOOD LAYUP by WHITE,TIM(in the paint)",2
07:53,"MISS 3PTR by LINDBLAD,BROOKS",,,,,,,"MISS 3PTR by LINDBLAD,BROOKS",2
--,"REBOUND OFF by STICKLES,BRENT",,,,,,,"REBOUND OFF by STICKLES,BRENT",2
07:43,"TURNOVER  by GOETSCH,MATT",,,,,,,"TURNOVER  by GOETSCH,MATT",2
07:42,,,,,"STEAL  by MERKEL,BRIAN",,,"STEAL  by MERKEL,BRIAN",2
07:38,,,,,"TURNOVER  by MERKEL,BRIAN",,,"TURNOVER  by MERKEL,BRIAN",2
07:37,"STEAL  by LINDBLAD,BROOKS",,,,,,,"STEAL  by LINDBLAD,BROOKS",2
07:34,,,,,"FOUL  by MERKEL,BRIAN",,,"FOUL  by MERKEL,BRIAN",2
07:34,"GOOD FT by LINDBLAD,BROOKS",42,,53 (+11),,PCC 42-53 (+11),,"GOOD FT by LINDBLAD,BROOKS",2
07:34,"GOOD FT by LINDBLAD,BROOKS",43,,53 (+10),,PCC 43-53 (+10),,"GOOD FT by LINDBLAD,BROOKS",2
07:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:34,"SUB IN by MEYERS,NATHAN",,,,,,,"SUB IN by MEYERS,NATHAN",2
07:34,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
07:34,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
07:34,"SUB OUT by LINDBLAD,BROOKS",,,,,,,"SUB OUT by LINDBLAD,BROOKS",2
07:34,"SUB OUT by PARKS,JAMES",,,,,,,"SUB OUT by PARKS,JAMES",2
07:34,"SUB OUT by STICKLES,BRENT",,,,,,,"SUB OUT by STICKLES,BRENT",2
07:34,"SUB OUT by GOETSCH,MATT",,,,,,,"SUB OUT by GOETSCH,MATT",2
07:34,"SUB OUT by SCOTT,RYAN",,,,,,,"SUB OUT by SCOTT,RYAN",2
07:31,"TURNOVER  by SCOTT,RYAN",,,,,,,"TURNOVER  by SCOTT,RYAN",2
07:21,"MISS JUMPER by SCOTT,RYAN",,,,,,,"MISS JUMPER by SCOTT,RYAN",2
--,,,,,"REBOUND DEF by MERKEL,BRIAN",,,"REBOUND DEF by MERKEL,BRIAN",2
07:05,,,,,"MISS JUMPER by SUMLER,LV",,,"MISS JUMPER by SUMLER,LV",2
07:05,"BLOCK  by ANDREWS,JON",,,,,,,"BLOCK  by ANDREWS,JON",2
--,"REBOUND DEF by SCOTT,RYAN",,,,,,,"REBOUND DEF by SCOTT,RYAN",2
06:47,"TURNOVER  by LINDBLAD,BROOKS",,,,,,,"TURNOVER  by LINDBLAD,BROOKS",2
06:45,"FOUL  by LINDBLAD,BROOKS",,,,,,,"FOUL  by LINDBLAD,BROOKS",2
06:32,,,,,"TURNOVER  by MERKEL,BRIAN",,,"TURNOVER  by MERKEL,BRIAN",2
06:32,"STEAL  by GOETSCH,MIKE",,,,,,,"STEAL  by GOETSCH,MIKE",2
06:32,,,,,"FOUL  by MEADES,TAYLOR",,,"FOUL  by MEADES,TAYLOR",2
06:32,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
06:32,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
06:22,,,,,"FOUL  by MEADES,TAYLOR",,,"FOUL  by MEADES,TAYLOR",2
06:22,"MISS 3PTR by LINDBLAD,BROOKS",,,,,,,"MISS 3PTR by LINDBLAD,BROOKS",2
--,"REBOUND OFF by LINDBLAD,BROOKS",,,,,,,"REBOUND OFF by LINDBLAD,BROOKS",2
06:11,"MISS JUMPER by SCOTT,RYAN",,,,,,,"MISS JUMPER by SCOTT,RYAN",2
06:11,,,,,"BLOCK  by WHITE,TIM",,,"BLOCK  by WHITE,TIM",2
--,"REBOUND OFF by SCOTT,RYAN",,,,,,,"REBOUND OFF by SCOTT,RYAN",2
06:05,"MISS JUMPER by SCOTT,RYAN",,,,,,,"MISS JUMPER by SCOTT,RYAN",2
06:05,,,,,"BLOCK  by MCLEMORE,JEREMY",,,"BLOCK  by MCLEMORE,JEREMY",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
05:56,,,,,"MISS JUMPER by SUMLER,LV",,,"MISS JUMPER by SUMLER,LV",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
05:49,"FOUL  by SCOTT,RYAN",,,,,,,"FOUL  by SCOTT,RYAN",2
05:49,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by ANDREWS,JON",,,,,,,"REBOUND DEF by ANDREWS,JON",2
05:47,,,,,"FOUL  by SUMLER,LV",,,"FOUL  by SUMLER,LV",2
05:47,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
05:47,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
05:47,,,,,"SUB OUT by MCLEMORE,JEREMY",,,"SUB OUT by MCLEMORE,JEREMY",2
05:47,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
05:35,"TURNOVER  by LINDBLAD,BROOKS",,,,,,,"TURNOVER  by LINDBLAD,BROOKS",2
05:35,"SUB IN by CRATTY,DAVID",,,,,,,"SUB IN by CRATTY,DAVID",2
05:35,"SUB IN by GOETSCH,MATT",,,,,,,"SUB IN by GOETSCH,MATT",2
05:35,"SUB OUT by GOETSCH,MIKE",,,,,,,"SUB OUT by GOETSCH,MIKE",2
05:19,,43,,56 (+13),"GOOD 3PTR by SUMLER,LV",MC-M 43-56 (+13),,"GOOD 3PTR by SUMLER,LV",2
--,,,,,"ASSIST  by BROWN,JEFF",,,"ASSIST  by BROWN,JEFF",2
04:51,,,,,"FOUL  by MEADES,TAYLOR",,,"FOUL  by MEADES,TAYLOR",2
04:51,"GOOD FT by SCOTT,RYAN",44,,56 (+12),,PCC 44-56 (+12),,"GOOD FT by SCOTT,RYAN",2
04:51,"GOOD FT by SCOTT,RYAN",45,,56 (+11),,PCC 45-56 (+11),,"GOOD FT by SCOTT,RYAN",2
04:51,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
04:51,"SUB OUT by MEYERS,NATHAN",,,,,,,"SUB OUT by MEYERS,NATHAN",2
04:51,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
04:51,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
04:36,,45,,58 (+13),"GOOD JUMPER by CORTESE,NICK",MC-M 45-58 (+13),,"GOOD JUMPER by CORTESE,NICK",2
04:36,"FOUL  by GOETSCH,MIKE",,,,,,,"FOUL  by GOETSCH,MIKE",2
04:36,,45,,59 (+14),"GOOD FT by CORTESE,NICK",MC-M 45-59 (+14),,"GOOD FT by CORTESE,NICK",2
04:36,"SUB IN by PARKS,JAMES",,,,,,,"SUB IN by PARKS,JAMES",2
04:36,"SUB OUT by ANDREWS,JON",,,,,,,"SUB OUT by ANDREWS,JON",2
04:25,"MISS 3PTR by GOETSCH,MIKE",,,,,,,"MISS 3PTR by GOETSCH,MIKE",2
--,,,,,"REBOUND DEF by BROWN,JEFF",,,"REBOUND DEF by BROWN,JEFF",2
04:11,,45,,62 (+17),"GOOD 3PTR by CORTESE,NICK",MC-M 45-62 (+17),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
03:51,"TURNOVER  by CRATTY,DAVID",,,,,,,"TURNOVER  by CRATTY,DAVID",2
03:50,,,,,"STEAL  by SUMLER,LV",,,"STEAL  by SUMLER,LV",2
03:46,,45,,64 (+19),"GOOD LAYUP by BROWN,JEFF(in the paint)",MC-M 45-64 (+19),,"GOOD LAYUP by BROWN,JEFF(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
03:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:37,"SUB IN by LINDBLAD,BROOKS",,,,,,,"SUB IN by LINDBLAD,BROOKS",2
03:37,"SUB OUT by CRATTY,DAVID",,,,,,,"SUB OUT by CRATTY,DAVID",2
03:24,"GOOD JUMPER by SCOTT,RYAN",47,,64 (+17),,PCC 47-64 (+17),,"GOOD JUMPER by SCOTT,RYAN",2
02:46,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by SCOTT,RYAN",,,,,,,"REBOUND DEF by SCOTT,RYAN",2
02:39,"MISS 3PTR by GOETSCH,MATT",,,,,,,"MISS 3PTR by GOETSCH,MATT",2
--,"REBOUND OFF by GOETSCH,MIKE",,,,,,,"REBOUND OFF by GOETSCH,MIKE",2
02:33,,,,,"FOUL  by BROWN,JEFF",,,"FOUL  by BROWN,JEFF",2
02:33,"GOOD FT by LINDBLAD,BROOKS",48,,64 (+16),,PCC 48-64 (+16),,"GOOD FT by LINDBLAD,BROOKS",2
02:33,"GOOD FT by LINDBLAD,BROOKS",49,,64 (+15),,PCC 49-64 (+15),,"GOOD FT by LINDBLAD,BROOKS",2
02:33,"SUB IN by MEYERS,NATHAN",,,,,,,"SUB IN by MEYERS,NATHAN",2
02:33,"SUB OUT by GOETSCH,MIKE",,,,,,,"SUB OUT by GOETSCH,MIKE",2
02:33,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
02:33,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
02:33,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
02:33,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
02:24,,,,,"TURNOVER  by MERKEL,BRIAN",,,"TURNOVER  by MERKEL,BRIAN",2
02:24,"STEAL  by SCOTT,RYAN",,,,,,,"STEAL  by SCOTT,RYAN",2
02:24,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
02:24,"SUB OUT by MEYERS,NATHAN",,,,,,,"SUB OUT by MEYERS,NATHAN",2
02:12,"TURNOVER  by GOETSCH,MIKE",,,,,,,"TURNOVER  by GOETSCH,MIKE",2
02:01,"SUB IN by MEYERS,NATHAN",,,,,,,"SUB IN by MEYERS,NATHAN",2
02:01,"SUB OUT by GOETSCH,MIKE",,,,,,,"SUB OUT by GOETSCH,MIKE",2
01:51,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
01:50,"STEAL  by GOETSCH,MATT",,,,,,,"STEAL  by GOETSCH,MATT",2
01:37,"MISS 3PTR by LINDBLAD,BROOKS",,,,,,,"MISS 3PTR by LINDBLAD,BROOKS",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
01:13,"FOUL  by LINDBLAD,BROOKS",,,,,,,"FOUL  by LINDBLAD,BROOKS",2
01:12,,49,,65 (+16),"GOOD FT by MERKEL,BRIAN",MC-M 49-65 (+16),,"GOOD FT by MERKEL,BRIAN",2
01:12,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,,,,,"REBOUND OFF by MERKEL,BRIAN",,,"REBOUND OFF by MERKEL,BRIAN",2
01:12,"SUB IN by GOETSCH,MIKE",,,,,,,"SUB IN by GOETSCH,MIKE",2
01:12,"SUB OUT by MEYERS,NATHAN",,,,,,,"SUB OUT by MEYERS,NATHAN",2
00:48,,,,,"TURNOVER  by SUMLER,LV",,,"TURNOVER  by SUMLER,LV",2
00:47,"STEAL  by GOETSCH,MATT",,,,,,,"STEAL  by GOETSCH,MATT",2
00:39,"MISS 3PTR by GOETSCH,MATT",,,,,,,"MISS 3PTR by GOETSCH,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:38,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
00:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:38,"GOOD FT by GOETSCH,MATT",50,,65 (+15),,PCC 50-65 (+15),,"GOOD FT by GOETSCH,MATT",2
00:38,"GOOD FT by GOETSCH,MATT",51,,65 (+14),,PCC 51-65 (+14),,"GOOD FT by GOETSCH,MATT",2
00:38,"SUB IN by ANDREWS,JON",,,,,,,"SUB IN by ANDREWS,JON",2
00:38,"SUB OUT by PARKS,JAMES",,,,,,,"SUB OUT by PARKS,JAMES",2
00:38,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
00:38,,,,,"SUB IN by MCLEMORE,JEREMY",,,"SUB IN by MCLEMORE,JEREMY",2
00:38,,,,,"SUB IN by COOPER,BEN",,,"SUB IN by COOPER,BEN",2
00:38,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
00:38,,,,,"SUB IN by GUIDICE,DREW",,,"SUB IN by GUIDICE,DREW",2
00:38,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
00:38,,,,,"SUB OUT by SUMLER,LV",,,"SUB OUT by SUMLER,LV",2
00:38,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
00:38,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
00:38,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
00:32,"FOUL  by GOETSCH,MIKE",,,,,,,"FOUL  by GOETSCH,MIKE",2
00:32,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:32,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by GOETSCH,MATT",,,,,,,"REBOUND DEF by GOETSCH,MATT",2
00:21,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
00:21,,,,,"SUB OUT by MCLEMORE,JEREMY",,,"SUB OUT by MCLEMORE,JEREMY",2
00:15,"MISS 3PTR by GOETSCH,MATT",,,,,,,"MISS 3PTR by GOETSCH,MATT",2
--,"REBOUND OFF by ANDREWS,JON",,,,,,,"REBOUND OFF by ANDREWS,JON",2
00:12,"MISS JUMPER by ANDREWS,JON",,,,,,,"MISS JUMPER by ANDREWS,JON",2
00:00,"GOOD JUMPER by ANDREWS,JON",53,,65 (+12),,PCC 53-65 (+12),,"GOOD JUMPER by ANDREWS,JON",2
--,"REBOUND OFF by ANDREWS,JON",,,,,,,"REBOUND OFF by ANDREWS,JON",2
