Time Remaining,LCM,Away Team Score,Play Team Indicator,Home Team Score,MC-M,Game Score,Team Indicator,Play,Period
--,"ASSIST  by WHITFIELD,NIC",,,,,,,"ASSIST  by WHITFIELD,NIC",2
14:46,,,,,"MISS JUMPER by SUMLER,LV",,,"MISS JUMPER by SUMLER,LV",2
--,"REBOUND DEF by CRAFT,BLAKE",,,,,,,"REBOUND DEF by CRAFT,BLAKE",2
14:29,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
14:25,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
14:25,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
14:25,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
14:25,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
14:16,"GOOD DUNK by WHITFIELD,NIC(in the paint)",30,,48 (+18),,LCM 30-48 (+18),,"GOOD DUNK by WHITFIELD,NIC(in the paint)",2
--,"ASSIST  by TUCK,STEPHEN",,,,,,,"ASSIST  by TUCK,STEPHEN",2
14:03,"FOUL  by WHITFIELD,NIC",,,,,,,"FOUL  by WHITFIELD,NIC",2
14:03,"SUB IN by BRAYMAN,ALEX",,,,,,,"SUB IN by BRAYMAN,ALEX",2
14:03,"SUB OUT by ROBINSON,DENZEL",,,,,,,"SUB OUT by ROBINSON,DENZEL",2
13:55,,30,,51 (+21),"GOOD 3PTR by MEADES,TAYLOR",MC-M 30-51 (+21),,"GOOD 3PTR by MEADES,TAYLOR",2
13:54,"FOUL  by TUCK,STEPHEN",,,,,,,"FOUL  by TUCK,STEPHEN",2
13:37,,,,,"MISS JUMPER by MONTGOMERY,JAYSON",,,"MISS JUMPER by MONTGOMERY,JAYSON",2
--,"REBOUND DEF by BRAYMAN,ALEX",,,,,,,"REBOUND DEF by BRAYMAN,ALEX",2
13:35,"SUB IN by HOWARD,JEROD",,,,,,,"SUB IN by HOWARD,JEROD",2
13:35,"SUB OUT by TUCK,STEPHEN",,,,,,,"SUB OUT by TUCK,STEPHEN",2
13:35,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
13:35,,,,,"SUB OUT by SUMLER,LV",,,"SUB OUT by SUMLER,LV",2
13:22,"FOUL  by VAUGHN,MARCUS",,,,,,,"FOUL  by VAUGHN,MARCUS",2
13:22,"TURNOVER  by VAUGHN,MARCUS",,,,,,,"TURNOVER  by VAUGHN,MARCUS",2
13:12,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
12:44,"MISS JUMPER by VAUGHN,MARCUS",,,,,,,"MISS JUMPER by VAUGHN,MARCUS",2
--,"REBOUND OFF by VAUGHN,MARCUS",,,,,,,"REBOUND OFF by VAUGHN,MARCUS",2
12:41,,,,,"FOUL  by BROWN,JEFF",,,"FOUL  by BROWN,JEFF",2
12:40,"GOOD FT by VAUGHN,MARCUS",31,,51 (+20),,LCM 31-51 (+20),,"GOOD FT by VAUGHN,MARCUS",2
12:40,"GOOD FT by VAUGHN,MARCUS",32,,51 (+19),,LCM 32-51 (+19),,"GOOD FT by VAUGHN,MARCUS",2
12:40,"SUB IN by MADDOX,BRANDON",,,,,,,"SUB IN by MADDOX,BRANDON",2
12:40,"SUB OUT by WHITFIELD,NIC",,,,,,,"SUB OUT by WHITFIELD,NIC",2
12:15,,32,,54 (+22),"GOOD 3PTR by BROWN,JEFF",MC-M 32-54 (+22),,"GOOD 3PTR by BROWN,JEFF",2
--,,,,,"ASSIST  by MEADES,TAYLOR",,,"ASSIST  by MEADES,TAYLOR",2
11:49,"MISS JUMPER by BRAYMAN,ALEX",,,,,,,"MISS JUMPER by BRAYMAN,ALEX",2
--,"REBOUND OFF by VAUGHN,MARCUS",,,,,,,"REBOUND OFF by VAUGHN,MARCUS",2
11:48,,,,,"FOUL  by BROWN,JEFF",,,"FOUL  by BROWN,JEFF",2
11:48,"GOOD FT by VAUGHN,MARCUS",33,,54 (+21),,LCM 33-54 (+21),,"GOOD FT by VAUGHN,MARCUS",2
11:48,"GOOD FT by VAUGHN,MARCUS",34,,54 (+20),,LCM 34-54 (+20),,"GOOD FT by VAUGHN,MARCUS",2
11:48,,,,,"SUB IN by SUMLER,LV",,,"SUB IN by SUMLER,LV",2
11:48,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
11:48,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
11:48,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
11:48,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
11:48,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
11:13,,,,,"MISS JUMPER by SUMLER,LV",,,"MISS JUMPER by SUMLER,LV",2
--,,,,,"REBOUND OFF by SUMLER,LV",,,"REBOUND OFF by SUMLER,LV",2
11:09,,34,,56 (+22),"GOOD LAYUP by SUMLER,LV(in the paint)",MC-M 34-56 (+22),,"GOOD LAYUP by SUMLER,LV(in the paint)",2
11:09,"FOUL  by BRAYMAN,ALEX",,,,,,,"FOUL  by BRAYMAN,ALEX",2
11:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:09,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
11:09,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
11:08,,,,,"MISS FT by SUMLER,LV",,,"MISS FT by SUMLER,LV",2
--,"REBOUND DEF by BRAYMAN,ALEX",,,,,,,"REBOUND DEF by BRAYMAN,ALEX",2
11:08,"SUB IN by WHITFIELD,NIC",,,,,,,"SUB IN by WHITFIELD,NIC",2
11:08,"SUB IN by ROBINSON,DENZEL",,,,,,,"SUB IN by ROBINSON,DENZEL",2
11:08,"SUB IN by GAYLOR,BRITT",,,,,,,"SUB IN by GAYLOR,BRITT",2
11:08,"SUB OUT by MADDOX,BRANDON",,,,,,,"SUB OUT by MADDOX,BRANDON",2
11:08,"SUB OUT by CRAFT,BLAKE",,,,,,,"SUB OUT by CRAFT,BLAKE",2
11:08,"SUB OUT by VAUGHN,MARCUS",,,,,,,"SUB OUT by VAUGHN,MARCUS",2
11:07,,,,,"FOUL  by KINNEAR,KYLE",,,"FOUL  by KINNEAR,KYLE",2
10:54,"MISS 3PTR by HOWARD,JEROD",,,,,,,"MISS 3PTR by HOWARD,JEROD",2
--,"REBOUND OFF by ROBINSON,DENZEL",,,,,,,"REBOUND OFF by ROBINSON,DENZEL",2
10:38,"MISS JUMPER by HOWARD,JEROD",,,,,,,"MISS JUMPER by HOWARD,JEROD",2
--,,,,,"REBOUND DEF by WHITE,TIM",,,"REBOUND DEF by WHITE,TIM",2
10:22,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
10:20,"STEAL  by BRAYMAN,ALEX",,,,,,,"STEAL  by BRAYMAN,ALEX",2
10:10,"TURNOVER  by BRAYMAN,ALEX",,,,,,,"TURNOVER  by BRAYMAN,ALEX",2
10:08,,,,,"STEAL  by SUMLER,LV",,,"STEAL  by SUMLER,LV",2
10:03,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by BRAYMAN,ALEX",,,,,,,"REBOUND DEF by BRAYMAN,ALEX",2
09:51,"MISS 3PTR by ROBINSON,DENZEL",,,,,,,"MISS 3PTR by ROBINSON,DENZEL",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
09:41,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND OFF by SUMLER,LV",,,"REBOUND OFF by SUMLER,LV",2
09:21,,,,,"MISS LAYUP by KINNEAR,KYLE",,,"MISS LAYUP by KINNEAR,KYLE",2
--,"REBOUND DEF by WHITFIELD,NIC",,,,,,,"REBOUND DEF by WHITFIELD,NIC",2
09:08,,,,,"FOUL  by SUMLER,LV",,,"FOUL  by SUMLER,LV",2
09:08,"GOOD FT by WHITFIELD,NIC",35,,56 (+21),,LCM 35-56 (+21),,"GOOD FT by WHITFIELD,NIC",2
09:08,"GOOD FT by WHITFIELD,NIC",36,,56 (+20),,LCM 36-56 (+20),,"GOOD FT by WHITFIELD,NIC",2
09:08,"SUB IN by VAUGHN,MARCUS",,,,,,,"SUB IN by VAUGHN,MARCUS",2
09:08,"SUB IN by CRAFT,BLAKE",,,,,,,"SUB IN by CRAFT,BLAKE",2
09:08,"SUB OUT by ROBINSON,DENZEL",,,,,,,"SUB OUT by ROBINSON,DENZEL",2
09:08,"SUB OUT by HOWARD,JEROD",,,,,,,"SUB OUT by HOWARD,JEROD",2
09:08,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
09:08,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
08:44,"FOUL  by VAUGHN,MARCUS",,,,,,,"FOUL  by VAUGHN,MARCUS",2
08:30,"FOUL  by CRAFT,BLAKE",,,,,,,"FOUL  by CRAFT,BLAKE",2
08:30,,36,,57 (+21),"GOOD FT by KASTNER,MURRAY",MC-M 36-57 (+21),,"GOOD FT by KASTNER,MURRAY",2
08:30,,36,,58 (+22),"GOOD FT by KASTNER,MURRAY",MC-M 36-58 (+22),,"GOOD FT by KASTNER,MURRAY",2
08:30,"SUB IN by MADDOX,BRANDON",,,,,,,"SUB IN by MADDOX,BRANDON",2
08:30,"SUB OUT by VAUGHN,MARCUS",,,,,,,"SUB OUT by VAUGHN,MARCUS",2
08:12,"MISS JUMPER by WHITFIELD,NIC",,,,,,,"MISS JUMPER by WHITFIELD,NIC",2
--,"REBOUND OFF by WHITFIELD,NIC",,,,,,,"REBOUND OFF by WHITFIELD,NIC",2
08:10,,,,,"FOUL  by KINNEAR,KYLE",,,"FOUL  by KINNEAR,KYLE",2
08:10,"GOOD FT by WHITFIELD,NIC",37,,58 (+21),,LCM 37-58 (+21),,"GOOD FT by WHITFIELD,NIC",2
08:10,"MISS FT by WHITFIELD,NIC",,,,,,,"MISS FT by WHITFIELD,NIC",2
--,"REBOUND OFF by CRAFT,BLAKE",,,,,,,"REBOUND OFF by CRAFT,BLAKE",2
08:10,,,,,"SUB IN by MCLEMORE,JEREMY",,,"SUB IN by MCLEMORE,JEREMY",2
08:10,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
07:58,"GOOD JUMPER by WHITFIELD,NIC",39,,58 (+19),,LCM 39-58 (+19),,"GOOD JUMPER by WHITFIELD,NIC",2
07:58,,,,,"FOUL  by MCLEMORE,JEREMY",,,"FOUL  by MCLEMORE,JEREMY",2
07:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:58,"GOOD FT by WHITFIELD,NIC",40,,58 (+18),,LCM 40-58 (+18),,"GOOD FT by WHITFIELD,NIC",2
07:39,,40,,61 (+21),"GOOD 3PTR by WHITE,TIM",MC-M 40-61 (+21),,"GOOD 3PTR by WHITE,TIM",2
--,,,,,"ASSIST  by MERKEL,BRIAN",,,"ASSIST  by MERKEL,BRIAN",2
07:22,"MISS 3PTR by CRAFT,BLAKE",,,,,,,"MISS 3PTR by CRAFT,BLAKE",2
--,,,,,"REBOUND DEF by WHITE,TIM",,,"REBOUND DEF by WHITE,TIM",2
07:14,"FOUL  by CRAFT,BLAKE",,,,,,,"FOUL  by CRAFT,BLAKE",2
07:14,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,"REBOUND DEF by GAYLOR,BRITT",,,,,,,"REBOUND DEF by GAYLOR,BRITT",2
07:02,,,,,"FOUL  by MCLEMORE,JEREMY",,,"FOUL  by MCLEMORE,JEREMY",2
06:58,"GOOD FT by MADDOX,BRANDON",41,,61 (+20),,LCM 41-61 (+20),,"GOOD FT by MADDOX,BRANDON",2
06:58,"MISS FT by MADDOX,BRANDON",,,,,,,"MISS FT by MADDOX,BRANDON",2
--,"REBOUND OFF by WHITFIELD,NIC",,,,,,,"REBOUND OFF by WHITFIELD,NIC",2
06:58,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
06:58,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
06:58,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
06:58,,,,,"SUB OUT by MCLEMORE,JEREMY",,,"SUB OUT by MCLEMORE,JEREMY",2
06:53,"GOOD LAYUP by WHITFIELD,NIC(in the paint)",43,,61 (+18),,LCM 43-61 (+18),,"GOOD LAYUP by WHITFIELD,NIC(in the paint)",2
06:16,,,,,"MISS 3PTR by MEADES,TAYLOR",,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND OFF by MERKEL,BRIAN",,,"REBOUND OFF by MERKEL,BRIAN",2
06:01,,,,,"MISS 3PTR by MEADES,TAYLOR",,,"MISS 3PTR by MEADES,TAYLOR",2
--,"REBOUND DEF by CRAFT,BLAKE",,,,,,,"REBOUND DEF by CRAFT,BLAKE",2
05:49,"GOOD LAYUP by MADDOX,BRANDON(in the paint)",45,,61 (+16),,LCM 45-61 (+16),,"GOOD LAYUP by MADDOX,BRANDON(in the paint)",2
--,"ASSIST  by WHITFIELD,NIC",,,,,,,"ASSIST  by WHITFIELD,NIC",2
05:28,,,,,"TURNOVER  by SUMLER,LV",,,"TURNOVER  by SUMLER,LV",2
05:27,"STEAL  by WHITFIELD,NIC",,,,,,,"STEAL  by WHITFIELD,NIC",2
05:13,"MISS JUMPER by WHITFIELD,NIC",,,,,,,"MISS JUMPER by WHITFIELD,NIC",2
--,,,,,"REBOUND DEF by MERKEL,BRIAN",,,"REBOUND DEF by MERKEL,BRIAN",2
04:54,,,,,"MISS 3PTR by MEADES,TAYLOR",,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND OFF by WHITE,TIM",,,"REBOUND OFF by WHITE,TIM",2
04:50,,45,,63 (+18),"GOOD LAYUP by WHITE,TIM(in the paint)",MC-M 45-63 (+18),,"GOOD LAYUP by WHITE,TIM(in the paint)",2
04:27,"MISS JUMPER by MADDOX,BRANDON",,,,,,,"MISS JUMPER by MADDOX,BRANDON",2
--,,,,,"REBOUND DEF by MERKEL,BRIAN",,,"REBOUND DEF by MERKEL,BRIAN",2
03:54,,,,,"MISS 3PTR by SUMLER,LV",,,"MISS 3PTR by SUMLER,LV",2
--,"REBOUND DEF by BRAYMAN,ALEX",,,,,,,"REBOUND DEF by BRAYMAN,ALEX",2
03:42,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
03:41,"MISS FT by MADDOX,BRANDON",,,,,,,"MISS FT by MADDOX,BRANDON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:41,"GOOD FT by MADDOX,BRANDON",46,,63 (+17),,LCM 46-63 (+17),,"GOOD FT by MADDOX,BRANDON",2
03:41,"SUB IN by VAUGHN,MARCUS",,,,,,,"SUB IN by VAUGHN,MARCUS",2
03:41,"SUB OUT by CRAFT,BLAKE",,,,,,,"SUB OUT by CRAFT,BLAKE",2
03:41,"SUB OUT by BRAYMAN,ALEX",,,,,,,"SUB OUT by BRAYMAN,ALEX",2
03:41,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
03:41,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
03:41,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
03:41,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
03:07,,46,,65 (+19),"GOOD JUMPER by MEADES,TAYLOR",MC-M 46-65 (+19),,"GOOD JUMPER by MEADES,TAYLOR",2
--,,,,,"ASSIST  by SUMLER,LV",,,"ASSIST  by SUMLER,LV",2
02:50,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
02:50,"MISS FT by VAUGHN,MARCUS",,,,,,,"MISS FT by VAUGHN,MARCUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:50,"GOOD FT by VAUGHN,MARCUS",47,,65 (+18),,LCM 47-65 (+18),,"GOOD FT by VAUGHN,MARCUS",2
02:50,"SUB IN by CHASE,NATHAN",,,,,,,"SUB IN by CHASE,NATHAN",2
02:50,"SUB OUT by MADDOX,BRANDON",,,,,,,"SUB OUT by MADDOX,BRANDON",2
02:50,,,,,"SUB IN by GUIDICE,DREW",,,"SUB IN by GUIDICE,DREW",2
02:50,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
02:24,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by CRAFT,BLAKE",,,,,,,"REBOUND DEF by CRAFT,BLAKE",2
02:14,"MISS 3PTR by CRAFT,BLAKE",,,,,,,"MISS 3PTR by CRAFT,BLAKE",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
01:40,,47,,67 (+20),"GOOD LAYUP by CORTESE,NICK(in the paint)",MC-M 47-67 (+20),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
--,,,,,"ASSIST  by SUMLER,LV",,,"ASSIST  by SUMLER,LV",2
01:08,"MISS 3PTR by CHASE,NATHAN",,,,,,,"MISS 3PTR by CHASE,NATHAN",2
--,"REBOUND OFF by VAUGHN,MARCUS",,,,,,,"REBOUND OFF by VAUGHN,MARCUS",2
01:04,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
01:04,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
01:04,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
01:04,,,,,"SUB OUT by SUMLER,LV",,,"SUB OUT by SUMLER,LV",2
01:03,"GOOD LAYUP by VAUGHN,MARCUS(in the paint)",49,,67 (+18),,LCM 49-67 (+18),,"GOOD LAYUP by VAUGHN,MARCUS(in the paint)",2
01:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:59,"FOUL  by WHITFIELD,NIC",,,,,,,"FOUL  by WHITFIELD,NIC",2
00:59,,,,,"MISS FT by BROWN,JEFF",,,"MISS FT by BROWN,JEFF",2
--,"REBOUND DEF by VAUGHN,MARCUS",,,,,,,"REBOUND DEF by VAUGHN,MARCUS",2
00:59,"SUB IN by HOWARD,JEROD",,,,,,,"SUB IN by HOWARD,JEROD",2
00:59,"SUB OUT by VAUGHN,MARCUS",,,,,,,"SUB OUT by VAUGHN,MARCUS",2
00:51,"GOOD LAYUP by WHITFIELD,NIC(in the paint)",51,,67 (+16),,LCM 51-67 (+16),,"GOOD LAYUP by WHITFIELD,NIC(in the paint)",2
--,"ASSIST  by CRAFT,BLAKE",,,,,,,"ASSIST  by CRAFT,BLAKE",2
00:43,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
00:43,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
00:41,"FOUL  by GAYLOR,BRITT",,,,,,,"FOUL  by GAYLOR,BRITT",2
00:43,,,,,"MISS FT by MEADES,TAYLOR",,,"MISS FT by MEADES,TAYLOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,51,,68 (+17),"GOOD FT by MEADES,TAYLOR",MC-M 51-68 (+17),,"GOOD FT by MEADES,TAYLOR",2
00:37,"MISS 3PTR by GAYLOR,BRITT",,,,,,,"MISS 3PTR by GAYLOR,BRITT",2
--,,,,,"REBOUND DEF by BROWN,JEFF",,,"REBOUND DEF by BROWN,JEFF",2
00:29,"FOUL  by CRAFT,BLAKE",,,,,,,"FOUL  by CRAFT,BLAKE",2
00:29,,51,,69 (+18),"GOOD FT by GUIDICE,DREW",MC-M 51-69 (+18),,"GOOD FT by GUIDICE,DREW",2
00:29,,51,,70 (+19),"GOOD FT by GUIDICE,DREW",MC-M 51-70 (+19),,"GOOD FT by GUIDICE,DREW",2
00:29,,,,,"SUB IN by ALLISON,BRANDON",,,"SUB IN by ALLISON,BRANDON",2
00:29,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
00:15,"MISS JUMPER by WHITFIELD,NIC",,,,,,,"MISS JUMPER by WHITFIELD,NIC",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
