,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:43,,0,,3,"GOOD 3PTR by FERGUSON,BRANDON",DUBUQUE 0-3 (-3),,"GOOD 3PTR by FERGUSON,BRANDON",1,three pointer,good,dubuque,"ferguson,brandon",3.0,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1183.0,dubuque,1,0,0.0
1,1,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,--,,0,,3,"ASSIST  by WARE,LUCAS",,,"ASSIST  by WARE,LUCAS",1,assist,,dubuque,"ware,lucas",,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",,dubuque,1,0,0.0
2,2,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:25,,0,,3,"FOUL  by NORRIS,ANDRE",,,"FOUL  by NORRIS,ANDRE",1,foul,,dubuque,"norris,andre",,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1165.0,dubuque,1,0,0.0
3,3,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:25,"GOOD FT by THOMAS,LARRY",1,,3,,BSC 1-3 (-2),,"GOOD FT by THOMAS,LARRY",1,free throw,good,birmingham-southern,"thomas,larry",1.0,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1165.0,dubuque,1,0,0.0
4,4,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:25,"GOOD FT by THOMAS,LARRY",2,,3,,BSC 2-3 (-1),,"GOOD FT by THOMAS,LARRY",1,free throw,good,birmingham-southern,"thomas,larry",1.0,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1165.0,dubuque,1,0,0.0
5,5,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:10,,2,,3,"TURNOVER  by HEFFERNAN,GAGE",,,"TURNOVER  by HEFFERNAN,GAGE",1,turnover,,dubuque,"heffernan,gage",,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1150.0,dubuque,1,0,0.0
6,6,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,19:09,"STEAL  by AVERY,ALEX",2,,3,,,,"STEAL  by AVERY,ALEX",1,steal,,birmingham-southern,,,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1149.0,dubuque,1,0,0.0
7,7,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,18:57,"MISS LAYUP by WELCH,ROSS",2,,3,,,,"MISS LAYUP by WELCH,ROSS",1,layup,missed,birmingham-southern,"welch,ross",,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1137.0,birmingham-southern,2,0,0.0
8,8,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,--,REBOUND OFF by TEAM,2,,3,,,,REBOUND OFF by TEAM,1,offensive rebound,,birmingham-southern,,,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",,birmingham-southern,2,0,0.0
9,9,674,Dubuque,Birmingham-Southern,0,62-76,"38,38","33,29",9-1,6-3,,,12/20/14,4:00 PM,,"Daytona Beach, Fla. (Ocean Center)",Win,2,False,,False,18:28,"MISS 3PTR by AVERY,ALEX",2,,3,,,,"MISS 3PTR by AVERY,ALEX",1,three pointer,missed,birmingham-southern,"avery,alex",,"['thomas,larry', 'welch,ross', 'avery,alex', 'thom,ian', 'galfsky,ander']","['heffernan,gage', 'ferguson,brandon', 'norris,andre', 'ware,lucas', 'mohlis,jacob']",1108.0,birmingham-southern,2,0,0.0
