Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
17:34,"GOOD 3PTR by JENEI,RYAN",38,,53 (+15),,OU 38-53 (+15),,"GOOD 3PTR by JENEI,RYAN",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
17:19,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
17:19,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
17:14,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",40,,53 (+13),,OU 40-53 (+13),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
17:03,,40,,56 (+16),"GOOD 3PTR by MARR,RUSS",Sewan 40-56 (+16),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
16:42,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",2
16:42,,,,,"BLOCK  by CRUMP,JOHN",,,"BLOCK  by CRUMP,JOHN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:41,"TURNOVER  by CHAMBERS,DIMETRI",,,,,,,"TURNOVER  by CHAMBERS,DIMETRI",2
16:41,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
16:38,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",2
16:38,,,,,"MISS FT by MARR,RUSS(fastbreak)",,,"MISS FT by MARR,RUSS(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:38,,40,,57 (+17),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 40-57 (+17),,"GOOD FT by MARR,RUSS(fastbreak)",2
16:29,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
16:23,"TURNOVER  by CHAMBERS,DIMETRI",,,,,,,"TURNOVER  by CHAMBERS,DIMETRI",2
15:52,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
15:49,,40,,59 (+19),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 40-59 (+19),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
15:28,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND OFF by EZIGBO,UBA",,,,,,,"REBOUND OFF by EZIGBO,UBA",2
15:20,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
15:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:20,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
15:20,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
15:20,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:20,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
15:20,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
15:20,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
15:20,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
15:20,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
15:20,"MISS FT by CHAMBERS,DIMETRI",,,,,,,"MISS FT by CHAMBERS,DIMETRI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:20,"GOOD FT by CHAMBERS,DIMETRI",41,,59 (+18),,OU 41-59 (+18),,"GOOD FT by CHAMBERS,DIMETRI",2
15:10,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",2
15:10,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
15:10,,,,,"MISS FT by HOLLAND,ELI",,,"MISS FT by HOLLAND,ELI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:10,,41,,60 (+19),"GOOD FT by HOLLAND,ELI",Sewan 41-60 (+19),,"GOOD FT by HOLLAND,ELI",2
14:55,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
14:38,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
14:27,"GOOD DUNK by KOCH,WILL(in the paint)",43,,60 (+17),,OU 43-60 (+17),,"GOOD DUNK by KOCH,WILL(in the paint)",2
14:12,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
14:12,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
14:08,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",45,,60 (+15),,OU 45-60 (+15),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
14:04,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
14:04,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
14:04,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
14:04,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",46,,60 (+14),,OU 46-60 (+14),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",2
14:04,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:04,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
14:04,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",47,,60 (+13),,OU 47-60 (+13),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",2
14:03,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
14:03,"MISS LAYUP by FOSTER,LANE(in the paint)",,,,,,,"MISS LAYUP by FOSTER,LANE(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
14:03,,47,,62 (+15),"GOOD LAYUP by CRUMP,JOHN(in the paint)",Sewan 47-62 (+15),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
13:20,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND OFF by KOCH,WILL",,,,,,,"REBOUND OFF by KOCH,WILL",2
13:13,"GOOD LAYUP by KOCH,WILL(in the paint)",49,,62 (+13),,OU 49-62 (+13),,"GOOD LAYUP by KOCH,WILL(in the paint)",2
13:13,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
13:13,"GOOD FT by KOCH,WILL",50,,62 (+12),,OU 50-62 (+12),,"GOOD FT by KOCH,WILL",2
13:13,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
13:13,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
12:56,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
12:56,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
12:44,"MISS LAYUP by FOSTER,LANE(in the paint)",,,,,,,"MISS LAYUP by FOSTER,LANE(in the paint)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
12:26,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
12:14,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
12:14,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",2
12:14,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:14,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:14,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
12:14,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
11:58,,50,,64 (+14),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 50-64 (+14),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
11:39,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:39,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
11:39,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
11:39,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
11:39,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
11:39,"GOOD FT by FOSTER,LANE",51,,64 (+13),,OU 51-64 (+13),,"GOOD FT by FOSTER,LANE",2
11:39,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
11:09,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
11:09,"BLOCK  by KOCH,WILL",,,,,,,"BLOCK  by KOCH,WILL",2
--,,,,,"REBOUND OFF by CORRIGAN,TRE",,,"REBOUND OFF by CORRIGAN,TRE",2
11:08,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
10:54,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
10:31,,,,,"MISS LAYUP by CRUMP,JOHN(in the paint)",,,"MISS LAYUP by CRUMP,JOHN(in the paint)",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
10:18,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
10:02,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
10:02,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
09:55,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
--,"REBOUND OFF by MURRAH,JACK",,,,,,,"REBOUND OFF by MURRAH,JACK",2
09:50,"GOOD LAYUP by MURRAH,JACK(in the paint)",53,,64 (+11),,OU 53-64 (+11),,"GOOD LAYUP by MURRAH,JACK(in the paint)",2
09:37,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
09:37,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
09:37,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
09:37,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
09:09,"GOOD LAYUP by EZIGBO,UBA(in the paint)",55,,64 (+9),,OU 55-64 (+9),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
09:03,,55,,66 (+11),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 55-66 (+11),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
08:55,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",57,,66 (+9),,OU 57-66 (+9),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
08:32,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
08:32,,57,,67 (+10),"GOOD FT by MARR,RUSS",Sewan 57-67 (+10),,"GOOD FT by MARR,RUSS",2
08:32,,57,,68 (+11),"GOOD FT by MARR,RUSS",Sewan 57-68 (+11),,"GOOD FT by MARR,RUSS",2
08:32,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
08:17,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
08:14,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
08:14,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
08:14,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
08:14,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
08:14,,57,,69 (+12),"GOOD FT by AVALIANI,LUKA",Sewan 57-69 (+12),,"GOOD FT by AVALIANI,LUKA",2
08:14,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
08:02,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
08:02,"GOOD FT by EZIGBO,UBA",58,,69 (+11),,OU 58-69 (+11),,"GOOD FT by EZIGBO,UBA",2
08:02,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
08:02,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
08:02,"GOOD FT by EZIGBO,UBA",59,,69 (+10),,OU 59-69 (+10),,"GOOD FT by EZIGBO,UBA",2
07:49,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
07:49,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
07:44,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",61,,69 (+8),,OU 61-69 (+8),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
07:31,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
07:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:31,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
07:31,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
07:31,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
07:31,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
07:22,"MISS JUMPER by CHAMBERS,DIMETRI",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
07:04,,61,,72 (+11),"GOOD 3PTR by CORRIGAN,TRE",Sewan 61-72 (+11),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
06:43,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
06:43,"GOOD FT by BENNEFIELD ,DYLAN",62,,72 (+10),,OU 62-72 (+10),,"GOOD FT by BENNEFIELD ,DYLAN",2
06:43,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
06:43,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
06:43,"GOOD FT by BENNEFIELD ,DYLAN",63,,72 (+9),,OU 63-72 (+9),,"GOOD FT by BENNEFIELD ,DYLAN",2
06:43,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
06:43,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
06:23,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
06:23,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
06:18,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
06:18,"TURNOVER  by CHAMBERS,DIMETRI",,,,,,,"TURNOVER  by CHAMBERS,DIMETRI",2
06:16,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
06:16,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
05:55,,63,,75 (+12),"GOOD 3PTR by MARR,RUSS",Sewan 63-75 (+12),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
05:44,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
05:44,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",2
05:39,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"REBOUND OFF by CRUMP,JOHN",,,"REBOUND OFF by CRUMP,JOHN",2
05:36,,63,,77 (+14),"GOOD LAYUP by CRUMP,JOHN(in the paint)",Sewan 63-77 (+14),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",2
05:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:31,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:28,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
05:28,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",2
05:24,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
05:24,"GOOD FT by JENEI,RYAN",64,,77 (+13),,OU 64-77 (+13),,"GOOD FT by JENEI,RYAN",2
05:24,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:24,"MISS FT by JENEI,RYAN",,,,,,,"MISS FT by JENEI,RYAN",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
05:02,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
04:55,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",67,,77 (+10),,OU 67-77 (+10),,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",2
04:37,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
04:37,"STEAL  by KOCH,WILL",,,,,,,"STEAL  by KOCH,WILL",2
04:27,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND OFF by MURRAH,JACK",,,,,,,"REBOUND OFF by MURRAH,JACK",2
04:24,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
04:24,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
04:24,"GOOD FT by JENEI,RYAN",68,,77 (+9),,OU 68-77 (+9),,"GOOD FT by JENEI,RYAN",2
04:24,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
04:24,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
04:24,"GOOD FT by JENEI,RYAN",69,,77 (+8),,OU 69-77 (+8),,"GOOD FT by JENEI,RYAN",2
04:11,,69,,80 (+11),"GOOD 3PTR by CORRIGAN,TRE",Sewan 69-80 (+11),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
03:59,"MISS JUMPER by CHAMBERS,DIMETRI",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
03:56,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
03:56,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
03:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:56,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
03:56,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
03:56,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
03:56,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
03:37,,69,,82 (+13),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 69-82 (+13),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
03:27,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
03:27,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
03:05,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
02:52,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
02:52,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
02:52,,,,,"MISS FT by CORRIGAN,TRE(fastbreak)",,,"MISS FT by CORRIGAN,TRE(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:52,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
02:52,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
02:52,,69,,83 (+14),"GOOD FT by CORRIGAN,TRE(fastbreak)",Sewan 69-83 (+14),,"GOOD FT by CORRIGAN,TRE(fastbreak)",2
02:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:36,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
02:36,"MISS FT by KOCH,WILL",,,,,,,"MISS FT by KOCH,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:36,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
02:36,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
02:36,"MISS FT by KOCH,WILL",,,,,,,"MISS FT by KOCH,WILL",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
02:09,,69,,85 (+16),"GOOD JUMPER by CORRIGAN,TRE(in the paint)",Sewan 69-85 (+16),,"GOOD JUMPER by CORRIGAN,TRE(in the paint)",2
01:57,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
01:52,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
01:52,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:23,,69,,88 (+19),"GOOD 3PTR by SMITH,GRAHAM",Sewan 69-88 (+19),,"GOOD 3PTR by SMITH,GRAHAM",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
01:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:12,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
01:12,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
01:12,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
01:12,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
01:12,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
01:12,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
01:12,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
01:12,"SUB IN by CONROY,DREW",,,,,,,"SUB IN by CONROY,DREW",2
01:12,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
01:12,"SUB IN by NORTHCUTT,TERRENCE",,,,,,,"SUB IN by NORTHCUTT,TERRENCE",2
01:12,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
01:12,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:12,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
01:12,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
01:12,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
01:12,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
01:12,,,,,"SUB IN by FOLK,BEN",,,"SUB IN by FOLK,BEN",2
01:12,,,,,"SUB IN by PRICE,CAL",,,"SUB IN by PRICE,CAL",2
01:12,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
01:12,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
