Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
19:41,"GOOD 3PTR by PALMER,BRADY(fastbreak)",42 (+13),,29,,COV 42-29 (-13),,"GOOD 3PTR by PALMER,BRADY(fastbreak)",2
--,"ASSIST  by JONES,MYLES",,,,,,,"ASSIST  by JONES,MYLES",2
19:26,,42 (+10),,32,"GOOD 3PTR by KAHL,COLIN",Sewan 42-32 (-10),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
19:11,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
19:11,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:11,"GOOD FT by IGBANU,PROMISE",43 (+11),,32,,COV 43-32 (-11),,"GOOD FT by IGBANU,PROMISE",2
18:51,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
18:36,"GOOD LAYUP by JONES,MYLES(in the paint)",45 (+13),,32,,COV 45-32 (-13),,"GOOD LAYUP by JONES,MYLES(in the paint)",2
18:36,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
18:36,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
18:36,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
18:36,"GOOD FT by JONES,MYLES",46 (+14),,32,,COV 46-32 (-14),,"GOOD FT by JONES,MYLES",2
18:25,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
18:18,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
18:17,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
18:07,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",2
18:07,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
17:59,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
17:48,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
17:48,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
17:31,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
17:31,"GOOD FT by GERNATT,JONATHAN",47 (+15),,32,,COV 47-32 (-15),,"GOOD FT by GERNATT,JONATHAN",2
17:31,"GOOD FT by GERNATT,JONATHAN",48 (+16),,32,,COV 48-32 (-16),,"GOOD FT by GERNATT,JONATHAN",2
17:31,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
17:31,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
17:31,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
17:31,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
17:31,"MISS FT by GERNATT,JONATHAN",,,,,,,"MISS FT by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
17:19,"FOUL  by JONES,MYLES",,,,,,,"FOUL  by JONES,MYLES",2
17:07,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"REBOUND OFF by PERUSEK,COLE",,,"REBOUND OFF by PERUSEK,COLE",2
16:59,,48 (+14),,34,"GOOD LAYUP by PERUSEK,COLE(in the paint)",Sewan 48-34 (-14),,"GOOD LAYUP by PERUSEK,COLE(in the paint)",2
16:42,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
16:42,"GOOD FT by GERNATT,JONATHAN",49 (+15),,34,,COV 49-34 (-15),,"GOOD FT by GERNATT,JONATHAN",2
16:42,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
16:42,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
16:42,"GOOD FT by GERNATT,JONATHAN",50 (+16),,34,,COV 50-34 (-16),,"GOOD FT by GERNATT,JONATHAN",2
16:18,,50 (+14),,36,"GOOD JUMPER by KAHL,COLIN(in the paint)",Sewan 50-36 (-14),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MITCHELL,JIMMY",,,"ASSIST  by MITCHELL,JIMMY",2
16:02,"MISS 3PTR by PALMER,BRADY",,,,,,,"MISS 3PTR by PALMER,BRADY",2
--,"REBOUND OFF by JONES,MYLES",,,,,,,"REBOUND OFF by JONES,MYLES",2
15:48,"TURNOVER  by JONES,MYLES",,,,,,,"TURNOVER  by JONES,MYLES",2
15:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:48,,,,,"SUB OUT by MITCHELL,JIMMY",,,"SUB OUT by MITCHELL,JIMMY",2
15:48,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
15:48,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
15:48,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
15:48,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
15:48,"SUB IN by BARNETTE,CHRIS",,,,,,,"SUB IN by BARNETTE,CHRIS",2
15:48,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
15:48,"SUB IN by KINARD,JESSE",,,,,,,"SUB IN by KINARD,JESSE",2
15:29,,,,,"MISS JUMPER by PERUSEK,COLE",,,"MISS JUMPER by PERUSEK,COLE",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
15:01,"FOUL  by BARNETTE,CHRIS",,,,,,,"FOUL  by BARNETTE,CHRIS",2
15:01,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",2
14:38,,50 (+12),,38,"GOOD JUMPER by KAHL,COLIN(in the paint)",Sewan 50-38 (-12),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
14:18,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
13:57,,50 (+10),,40,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 50-40 (-10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
13:57,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
13:57,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
13:57,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
13:57,,50 (+9),,41,"GOOD FT by KAHL,COLIN",Sewan 50-41 (-9),,"GOOD FT by KAHL,COLIN",2
13:37,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
13:37,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,"REBOUND OFF by PALMER,BRADY",,,,,,,"REBOUND OFF by PALMER,BRADY",2
13:31,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
13:31,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:31,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
13:31,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
13:31,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
13:06,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:52,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",52 (+11),,41,,COV 52-41 (-11),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
12:52,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
12:52,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
12:52,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:52,"SUB OUT by PALMER,BRADY",,,,,,,"SUB OUT by PALMER,BRADY",2
12:52,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
12:52,"SUB OUT by KINARD,JESSE",,,,,,,"SUB OUT by KINARD,JESSE",2
12:52,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
12:52,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
12:52,"SUB IN by JONES,MYLES",,,,,,,"SUB IN by JONES,MYLES",2
12:52,"GOOD FT by BARNETTE,CHRIS",53 (+12),,41,,COV 53-41 (-12),,"GOOD FT by BARNETTE,CHRIS",2
12:52,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
12:52,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
12:42,,53 (+10),,43,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 53-43 (-10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by PERUSEK,COLE",,,"ASSIST  by PERUSEK,COLE",2
12:42,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
12:42,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
12:18,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",55 (+12),,43,,COV 55-43 (-12),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
--,"ASSIST  by HESTER,CHARLIE",,,,,,,"ASSIST  by HESTER,CHARLIE",2
11:57,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
11:57,"STEAL  by GERNATT,JONATHAN",,,,,,,"STEAL  by GERNATT,JONATHAN",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
11:57,"SUB IN by BARNETTE,CHRIS",,,,,,,"SUB IN by BARNETTE,CHRIS",2
11:47,"MISS 3PTR by BARNETTE,CHRIS",,,,,,,"MISS 3PTR by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
11:27,,55 (+9),,46,"GOOD 3PTR by KAHL,COLIN",Sewan 55-46 (-9),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
11:09,"TURNOVER  by GERNATT,JONATHAN",,,,,,,"TURNOVER  by GERNATT,JONATHAN",2
11:09,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
11:03,,,,,"MISS 3PTR by PERUSEK,COLE",,,"MISS 3PTR by PERUSEK,COLE",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
10:59,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
10:59,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
10:59,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
10:59,"MISS FT by IGBANU,PROMISE(fastbreak)",,,,,,,"MISS FT by IGBANU,PROMISE(fastbreak)",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
10:36,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
10:36,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",2
10:31,"MISS JUMPER by JONES,MYLES",,,,,,,"MISS JUMPER by JONES,MYLES",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
10:18,,55 (+7),,48,"GOOD JUMPER by PERUSEK,COLE(in the paint)",Sewan 55-48 (-7),,"GOOD JUMPER by PERUSEK,COLE(in the paint)",2
10:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:03,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
10:03,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
10:03,"SUB IN by PALMER,BRADY",,,,,,,"SUB IN by PALMER,BRADY",2
10:03,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
09:51,"MISS 3PTR by HESTER,CHARLIE",,,,,,,"MISS 3PTR by HESTER,CHARLIE",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
09:28,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by BARNETTE,CHRIS",,,,,,,"REBOUND DEF by BARNETTE,CHRIS",2
09:14,"GOOD 3PTR by JONES,MYLES",58 (+10),,48,,COV 58-48 (-10),,"GOOD 3PTR by JONES,MYLES",2
--,"ASSIST  by PALMER,BRADY",,,,,,,"ASSIST  by PALMER,BRADY",2
08:45,,58 (+8),,50,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 58-50 (-8),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
08:37,"MISS LAYUP by PALMER,BRADY(in the paint)",,,,,,,"MISS LAYUP by PALMER,BRADY(in the paint)",2
--,"REBOUND OFF by PALMER,BRADY",,,,,,,"REBOUND OFF by PALMER,BRADY",2
08:19,,,,,"FOUL  by MITCHELL,JIMMY",,,"FOUL  by MITCHELL,JIMMY",2
08:19,"GOOD FT by PALMER,BRADY",59 (+9),,50,,COV 59-50 (-9),,"GOOD FT by PALMER,BRADY",2
08:19,"SUB OUT by BARNETTE,CHRIS",,,,,,,"SUB OUT by BARNETTE,CHRIS",2
08:19,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
08:19,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
08:19,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
08:19,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
08:19,"SUB IN by KINARD,JESSE",,,,,,,"SUB IN by KINARD,JESSE",2
08:19,"GOOD FT by PALMER,BRADY",60 (+10),,50,,COV 60-50 (-10),,"GOOD FT by PALMER,BRADY",2
08:03,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by FITZGERALD,JACKSON",,,,,,,"REBOUND DEF by FITZGERALD,JACKSON",2
07:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:41,,,,,"SUB OUT by MITCHELL,JIMMY",,,"SUB OUT by MITCHELL,JIMMY",2
07:41,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
07:41,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
07:41,"SUB IN by BARNETTE,CHRIS",,,,,,,"SUB IN by BARNETTE,CHRIS",2
07:38,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",62 (+12),,50,,COV 62-50 (-12),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
--,"ASSIST  by PALMER,BRADY",,,,,,,"ASSIST  by PALMER,BRADY",2
07:15,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
07:02,"GOOD 3PTR by PALMER,BRADY",65 (+15),,50,,COV 65-50 (-15),,"GOOD 3PTR by PALMER,BRADY",2
--,"ASSIST  by BARNETTE,CHRIS",,,,,,,"ASSIST  by BARNETTE,CHRIS",2
06:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:47,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",2
06:47,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
06:47,"SUB OUT by KINARD,JESSE",,,,,,,"SUB OUT by KINARD,JESSE",2
06:47,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
06:28,,65 (+12),,53,"GOOD 3PTR by CORRIGAN,TRE",Sewan 65-53 (-12),,"GOOD 3PTR by CORRIGAN,TRE",2
06:05,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
05:50,,65 (+9),,56,"GOOD 3PTR by MARR,RUSS",Sewan 65-56 (-9),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
05:25,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:25,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
05:25,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
05:25,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
05:25,"SUB IN by JONES,MYLES",,,,,,,"SUB IN by JONES,MYLES",2
05:09,,65 (+7),,58,"GOOD JUMPER by KAHL,COLIN(in the paint)",Sewan 65-58 (-7),,"GOOD JUMPER by KAHL,COLIN(in the paint)",2
04:49,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",67 (+9),,58,,COV 67-58 (-9),,"GOOD JUMPER by BARNETTE,CHRIS(in the paint)",2
--,"ASSIST  by IGBANU,PROMISE",,,,,,,"ASSIST  by IGBANU,PROMISE",2
04:31,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
04:31,,,,,"MISS FT by BOULDIN,BLAKE",,,"MISS FT by BOULDIN,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:31,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
04:31,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
04:31,,67 (+8),,59,"GOOD FT by BOULDIN,BLAKE",Sewan 67-59 (-8),,"GOOD FT by BOULDIN,BLAKE",2
04:10,"MISS JUMPER by BARNETTE,CHRIS",,,,,,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
03:56,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by PALMER,BRADY",,,,,,,"REBOUND DEF by PALMER,BRADY",2
03:29,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,"REBOUND OFF by IGBANU,PROMISE",,,,,,,"REBOUND OFF by IGBANU,PROMISE",2
03:29,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
03:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:29,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
03:29,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
03:29,"GOOD FT by IGBANU,PROMISE",68 (+9),,59,,COV 68-59 (-9),,"GOOD FT by IGBANU,PROMISE",2
03:29,"GOOD FT by IGBANU,PROMISE",69 (+10),,59,,COV 69-59 (-10),,"GOOD FT by IGBANU,PROMISE",2
03:18,"FOUL  by BARNETTE,CHRIS",,,,,,,"FOUL  by BARNETTE,CHRIS",2
03:11,,69 (+7),,62,"GOOD 3PTR by CORRIGAN,TRE",Sewan 69-62 (-7),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
02:45,,,,,"FOUL  by PERUSEK,COLE",,,"FOUL  by PERUSEK,COLE",2
02:45,"MISS FT by PALMER,BRADY",,,,,,,"MISS FT by PALMER,BRADY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:45,"GOOD FT by PALMER,BRADY",70 (+8),,62,,COV 70-62 (-8),,"GOOD FT by PALMER,BRADY",2
02:45,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
02:45,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
02:45,"GOOD FT by PALMER,BRADY",71 (+9),,62,,COV 71-62 (-9),,"GOOD FT by PALMER,BRADY",2
02:34,,71 (+7),,64,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 71-64 (-7),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
02:12,"MISS 3PTR by PALMER,BRADY",,,,,,,"MISS 3PTR by PALMER,BRADY",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
02:11,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
02:11,,,,,"MISS FT by BOULDIN,BLAKE(fastbreak)",,,"MISS FT by BOULDIN,BLAKE(fastbreak)",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
01:46,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
01:46,"TURNOVER  by CRUMLY,WILL",,,,,,,"TURNOVER  by CRUMLY,WILL",2
01:46,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
01:46,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
01:36,,,,,"TURNOVER  by BOULDIN,BLAKE",,,"TURNOVER  by BOULDIN,BLAKE",2
01:36,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
01:36,"SUB IN by JONES,MYLES",,,,,,,"SUB IN by JONES,MYLES",2
01:20,"MISS LAYUP by BARNETTE,CHRIS(in the paint)",,,,,,,"MISS LAYUP by BARNETTE,CHRIS(in the paint)",2
--,"REBOUND OFF by BARNETTE,CHRIS",,,,,,,"REBOUND OFF by BARNETTE,CHRIS",2
01:02,"TURNOVER  by BARNETTE,CHRIS",,,,,,,"TURNOVER  by BARNETTE,CHRIS",2
01:02,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
00:54,,71 (+4),,67,"GOOD 3PTR by CORRIGAN,TRE(fastbreak)",Sewan 71-67 (-4),,"GOOD 3PTR by CORRIGAN,TRE(fastbreak)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
00:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:53,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",2
00:53,,,,,"SUB IN by FOLK,BEN",,,"SUB IN by FOLK,BEN",2
00:52,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
00:52,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
00:52,,,,,"FOUL  by PERUSEK,COLE",,,"FOUL  by PERUSEK,COLE",2
00:52,"MISS FT by BARNETTE,CHRIS(fastbreak)",,,,,,,"MISS FT by BARNETTE,CHRIS(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:52,,,,,"SUB OUT by FOLK,BEN",,,"SUB OUT by FOLK,BEN",2
00:52,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
00:52,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
00:52,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
00:52,"GOOD FT by BARNETTE,CHRIS(fastbreak)",72 (+5),,67,,COV 72-67 (-5),,"GOOD FT by BARNETTE,CHRIS(fastbreak)",2
00:40,,72 (+3),,69,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 72-69 (-3),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
00:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:40,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
00:40,,,,,"SUB IN by FOLK,BEN",,,"SUB IN by FOLK,BEN",2
00:40,"SUB OUT by FITZGERALD,JACKSON",,,,,,,"SUB OUT by FITZGERALD,JACKSON",2
00:40,"SUB IN by JONES,MYLES",,,,,,,"SUB IN by JONES,MYLES",2
00:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:36,"GOOD LAYUP by PALMER,BRADY(fastbreak)(in the paint)",74 (+5),,69,,COV 74-69 (-5),,"GOOD LAYUP by PALMER,BRADY(fastbreak)(in the paint)",2
--,"ASSIST  by GERNATT,JONATHAN",,,,,,,"ASSIST  by GERNATT,JONATHAN",2
00:26,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
