Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
17:45,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
17:38,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
17:38,,,,,"STEAL  by BOULDIN,BLAKE",,,"STEAL  by BOULDIN,BLAKE",2
17:08,,,,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
17:01,,,,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",2
17:01,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
16:58,,37,,42 (+5),"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",Sewan 37-42 (+5),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
16:53,"GOOD JUMPER by WILLIAMS,CAMERON",39,,42 (+3),,Mill 39-42 (+3),,"GOOD JUMPER by WILLIAMS,CAMERON",2
16:36,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
16:22,"GOOD 3PTR by GILLIHAN,NEWLON",42,,42,,Mill 42-42 (0),,"GOOD 3PTR by GILLIHAN,NEWLON",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
16:02,,42,,45 (+3),"GOOD 3PTR by KAHL,COLIN",Sewan 42-45 (+3),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
15:40,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
15:29,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",2
--,"REBOUND DEF by BROWN,BROCK",,,,,,,"REBOUND DEF by BROWN,BROCK",2
15:10,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
14:57,,42,,47 (+5),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 42-47 (+5),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
14:37,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
14:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:37,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
14:37,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:37,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
14:37,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
14:37,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
14:37,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
14:37,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
14:37,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",2
14:37,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
14:37,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
14:37,"GOOD FT by GILLIHAN,NEWLON",43,,47 (+4),,Mill 43-47 (+4),,"GOOD FT by GILLIHAN,NEWLON",2
14:37,"GOOD FT by GILLIHAN,NEWLON",44,,47 (+3),,Mill 44-47 (+3),,"GOOD FT by GILLIHAN,NEWLON",2
14:37,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
14:37,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
14:22,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
14:11,,,,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",2
--,"REBOUND DEF by DYAS,CHANDLER",,,,,,,"REBOUND DEF by DYAS,CHANDLER",2
14:00,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
13:39,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:27,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
13:09,"MISS LAYUP by URSIN,AARON(in the paint)",,,,,,,"MISS LAYUP by URSIN,AARON(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
12:49,,,,,"TURNOVER  by BOULDIN,BLAKE",,,"TURNOVER  by BOULDIN,BLAKE",2
12:38,"MISS 3PTR by DYAS,CHANDLER",,,,,,,"MISS 3PTR by DYAS,CHANDLER",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
12:24,,44,,49 (+5),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 44-49 (+5),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
12:00,"GOOD 3PTR by WILLIAMS,CAMERON",47,,49 (+2),,Mill 47-49 (+2),,"GOOD 3PTR by WILLIAMS,CAMERON",2
--,"ASSIST  by BROWN,BRYCE",,,,,,,"ASSIST  by BROWN,BRYCE",2
11:43,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
11:43,"STEAL  by DYAS,CHANDLER",,,,,,,"STEAL  by DYAS,CHANDLER",2
11:33,"GOOD JUMPER by RUCKER,CAM(in the paint)",49,,49,,Mill 49-49 (0),,"GOOD JUMPER by RUCKER,CAM(in the paint)",2
11:11,,49,,52 (+3),"GOOD 3PTR by CORRIGAN,TRE",Sewan 49-52 (+3),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",2
10:44,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND OFF by BROWN,BRYCE",,,,,,,"REBOUND OFF by BROWN,BRYCE",2
10:41,"GOOD LAYUP by BROWN,BRYCE(in the paint)",51,,52 (+1),,Mill 51-52 (+1),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",2
10:17,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
10:00,"MISS LAYUP by RUCKER,CAM(in the paint)",,,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:00,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
10:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:00,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
10:00,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
10:00,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
10:00,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
10:00,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
10:00,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
09:49,,51,,55 (+4),"GOOD 3PTR by CORRIGAN,TRE",Sewan 51-55 (+4),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
09:26,"GOOD JUMPER by URSIN,AARON",53,,55 (+2),,Mill 53-55 (+2),,"GOOD JUMPER by URSIN,AARON",2
09:00,,53,,57 (+4),"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 53-57 (+4),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
08:44,"GOOD JUMPER by DYAS,CHANDLER(in the paint)",55,,57 (+2),,Mill 55-57 (+2),,"GOOD JUMPER by DYAS,CHANDLER(in the paint)",2
08:19,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",2
08:16,,55,,59 (+4),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 55-59 (+4),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
08:02,"TURNOVER  by DYAS,CHANDLER",,,,,,,"TURNOVER  by DYAS,CHANDLER",2
08:02,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",2
07:59,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:59,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
07:59,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
07:59,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",2
07:59,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
07:59,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
07:59,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
07:59,,,,,"MISS FT by SMITH,GRAHAM(fastbreak)",,,"MISS FT by SMITH,GRAHAM(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:59,,55,,60 (+5),"GOOD FT by SMITH,GRAHAM(fastbreak)",Sewan 55-60 (+5),,"GOOD FT by SMITH,GRAHAM(fastbreak)",2
07:59,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
07:59,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
07:39,"GOOD LAYUP by ROTH,DREW(in the paint)",57,,60 (+3),,Mill 57-60 (+3),,"GOOD LAYUP by ROTH,DREW(in the paint)",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
07:18,,57,,62 (+5),"GOOD JUMPER by AVALIANI,LUKA",Sewan 57-62 (+5),,"GOOD JUMPER by AVALIANI,LUKA",2
06:58,"GOOD JUMPER by WILLIAMS,CAMERON",59,,62 (+3),,Mill 59-62 (+3),,"GOOD JUMPER by WILLIAMS,CAMERON",2
06:35,,59,,64 (+5),"GOOD JUMPER by KAHL,COLIN",Sewan 59-64 (+5),,"GOOD JUMPER by KAHL,COLIN",2
06:16,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
06:16,"GOOD FT by GILLIHAN,NEWLON",60,,64 (+4),,Mill 60-64 (+4),,"GOOD FT by GILLIHAN,NEWLON",2
06:16,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
06:16,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
06:16,"MISS FT by GILLIHAN,NEWLON",,,,,,,"MISS FT by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
06:07,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
06:07,"STEAL  by BROWN,BRYCE",,,,,,,"STEAL  by BROWN,BRYCE",2
06:03,"GOOD LAYUP by BROWN,BRYCE(fastbreak)(in the paint)",62,,64 (+2),,Mill 62-64 (+2),,"GOOD LAYUP by BROWN,BRYCE(fastbreak)(in the paint)",2
05:42,"FOUL  by ROTH,DREW",,,,,,,"FOUL  by ROTH,DREW",2
05:35,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
05:03,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",64,,64,,Mill 64-64 (0),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
05:03,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
05:03,"GOOD FT by WILLIAMS,CAMERON",65 (+1),,64,,Mill 65-64 (-1),,"GOOD FT by WILLIAMS,CAMERON",2
04:43,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
04:40,,65,,66 (+1),"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",Sewan 65-66 (+1),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
04:19,"GOOD 3PTR by BROWN,BRYCE",68 (+2),,66,,Mill 68-66 (-2),,"GOOD 3PTR by BROWN,BRYCE",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
03:50,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
03:50,"STEAL  by GILLIHAN,NEWLON",,,,,,,"STEAL  by GILLIHAN,NEWLON",2
03:44,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
--,"REBOUND OFF by BROWN,BRYCE",,,,,,,"REBOUND OFF by BROWN,BRYCE",2
03:35,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
03:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:22,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
03:22,"STEAL  by GILLIHAN,NEWLON",,,,,,,"STEAL  by GILLIHAN,NEWLON",2
03:15,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
03:15,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
02:59,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",70 (+4),,66,,Mill 70-66 (-4),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
02:35,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by CORRIGAN,TRE",,,"REBOUND OFF by CORRIGAN,TRE",2
02:34,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
02:34,"STEAL  by BROWN,BRYCE",,,,,,,"STEAL  by BROWN,BRYCE",2
02:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:23,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
02:23,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
02:23,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
02:18,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:15,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
02:15,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
02:06,"GOOD 3PTR by WILLIAMS,CAMERON",73 (+7),,66,,Mill 73-66 (-7),,"GOOD 3PTR by WILLIAMS,CAMERON",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
01:36,,73 (+4),,69,"GOOD 3PTR by CRUMP,JOHN",Sewan 73-69 (-4),,"GOOD 3PTR by CRUMP,JOHN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
01:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:03,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:53,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
00:53,"STEAL  by RUCKER,CAM",,,,,,,"STEAL  by RUCKER,CAM",2
00:50,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
00:49,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:49,"MISS FT by BROWN,BRYCE(fastbreak)",,,,,,,"MISS FT by BROWN,BRYCE(fastbreak)",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
00:34,,73 (+2),,71,"GOOD JUMPER by MARR,RUSS",Sewan 73-71 (-2),,"GOOD JUMPER by MARR,RUSS",2
00:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:25,"GOOD LAYUP by BROWN,BROCK(in the paint)",75 (+4),,71,,Mill 75-71 (-4),,"GOOD LAYUP by BROWN,BROCK(in the paint)",2
--,"ASSIST  by GILLIHAN,NEWLON",,,,,,,"ASSIST  by GILLIHAN,NEWLON",2
00:20,"FOUL  by BROWN,BRYCE",,,,,,,"FOUL  by BROWN,BRYCE",2
00:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
00:13,,75 (+3),,72,"GOOD FT by AVALIANI,LUKA",Sewan 75-72 (-3),,"GOOD FT by AVALIANI,LUKA",2
00:13,,75 (+2),,73,"GOOD FT by AVALIANI,LUKA",Sewan 75-73 (-2),,"GOOD FT by AVALIANI,LUKA",2
00:13,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:13,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:12,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:12,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:12,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
00:12,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
00:09,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
00:09,,75 (+1),,74,"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 75-74 (-1),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:09,,75,,75,"GOOD FT by AVALIANI,LUKA(fastbreak)",Sewan 75-75 (0),,"GOOD FT by AVALIANI,LUKA(fastbreak)",2
00:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:09,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:09,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:00,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
05:00,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",3
05:00,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",3
05:00,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",3
05:00,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",3
05:00,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",3
05:00,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",3
04:45,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",77 (+2),,75,,Mill 77-75 (-2),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",3
04:30,"FOUL  by ROTH,DREW",,,,,,,"FOUL  by ROTH,DREW",3
04:30,,77 (+1),,76,"GOOD FT by CRUMP,JOHN",Sewan 77-76 (-1),,"GOOD FT by CRUMP,JOHN",3
04:30,,77,,77,"GOOD FT by CRUMP,JOHN",Sewan 77-77 (0),,"GOOD FT by CRUMP,JOHN",3
04:08,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",79 (+2),,77,,Mill 79-77 (-2),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",3
03:47,,79,,80 (+1),"GOOD 3PTR by CORRIGAN,TRE",Sewan 79-80 (+1),,"GOOD 3PTR by CORRIGAN,TRE",3
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",3
03:23,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",3
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",3
03:02,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",3
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",3
02:54,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",81 (+1),,80,,Mill 81-80 (-1),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",3
02:34,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",3
02:34,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",3
02:34,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",3
02:34,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",3
02:34,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",3
02:34,,81,,81,"GOOD FT by CORRIGAN,TRE",Sewan 81-81 (0),,"GOOD FT by CORRIGAN,TRE",3
02:34,,81,,82 (+1),"GOOD FT by CORRIGAN,TRE",Sewan 81-82 (+1),,"GOOD FT by CORRIGAN,TRE",3
02:16,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",3
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",3
02:01,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",3
02:01,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",3
01:58,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",3
01:58,"MISS FT by WILLIAMS,CAMERON(fastbreak)",,,,,,,"MISS FT by WILLIAMS,CAMERON(fastbreak)",3
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",3
01:39,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",3
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",3
01:32,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",3
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",3
01:30,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",3
01:30,,81,,83 (+2),"GOOD FT by MARR,RUSS",Sewan 81-83 (+2),,"GOOD FT by MARR,RUSS",3
01:30,,81,,84 (+3),"GOOD FT by MARR,RUSS",Sewan 81-84 (+3),,"GOOD FT by MARR,RUSS",3
01:17,"GOOD DUNK by WILLIAMS,CAMERON(in the paint)",83,,84 (+1),,Mill 83-84 (+1),,"GOOD DUNK by WILLIAMS,CAMERON(in the paint)",3
--,"ASSIST  by GILLIHAN,NEWLON",,,,,,,"ASSIST  by GILLIHAN,NEWLON",3
00:51,,,,,"MISS JUMPER by AVALIANI,LUKA",,,"MISS JUMPER by AVALIANI,LUKA",3
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",3
00:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:39,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",3
00:39,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",3
00:16,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",3
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",3
00:15,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",3
00:15,,83,,85 (+2),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 83-85 (+2),,"GOOD FT by MARR,RUSS(fastbreak)",3
00:15,,83,,86 (+3),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 83-86 (+3),,"GOOD FT by MARR,RUSS(fastbreak)",3
00:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:01,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",3
--,"REBOUND OFF by BROWN,BRYCE",,,,,,,"REBOUND OFF by BROWN,BRYCE",3
00:00,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",3
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",3
