Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
10:23,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",1
10:10,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",1
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",1
09:48,"MISS 3PTR by HEITZENRATER,ANDREW",,,,,,,"MISS 3PTR by HEITZENRATER,ANDREW",1
--,,,,,"REBOUND DEF by CUMMINGS,DREW",,,"REBOUND DEF by CUMMINGS,DREW",1
09:23,,,,,"TURNOVER  by HIRSH,ELIJAH",,,"TURNOVER  by HIRSH,ELIJAH",1
09:23,"STEAL  by BUESCHER,HUNTER",,,,,,,"STEAL  by BUESCHER,HUNTER",1
09:23,,,,,"FOUL  by HIRSH,ELIJAH",,,"FOUL  by HIRSH,ELIJAH",1
09:23,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",1
09:23,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",1
09:10,"GOOD 3PTR by CALDWELL,CAM",25 (+16),,9,,SEWANEE 25-9 (+16),,"GOOD 3PTR by CALDWELL,CAM",1
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",1
08:53,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",1
08:53,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:53,,25 (+15),,10,"GOOD FT by ATKINSON,QUINN",BCM 25-10 (+15),,"GOOD FT by ATKINSON,QUINN",1
08:33,"TURNOVER  by HEITZENRATER,ANDREW",,,,,,,"TURNOVER  by HEITZENRATER,ANDREW",1
08:15,,,,,"MISS LAYUP by HASLAM,ETHAN",,,"MISS LAYUP by HASLAM,ETHAN",1
--,"REBOUND DEF by HEITZENRATER,ANDREW",,,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",1
08:00,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",1
--,,,,,"REBOUND DEF by CUMMINGS,DREW",,,"REBOUND DEF by CUMMINGS,DREW",1
07:42,,25 (+12),,13,"GOOD 3PTR by HASLAM,ETHAN",BCM 25-13 (+12),,"GOOD 3PTR by HASLAM,ETHAN",1
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",1
07:28,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",27 (+14),,13,,SEWANEE 27-13 (+14),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",1
07:28,,,,,"FOUL  by CLARK,ETHAN",,,"FOUL  by CLARK,ETHAN",1
07:28,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:28,"GOOD FT by BUESCHER,HUNTER",28 (+15),,13,,SEWANEE 28-13 (+15),,"GOOD FT by BUESCHER,HUNTER",1
07:28,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",1
07:28,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",1
07:28,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",1
07:28,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
07:28,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",1
07:28,,,,,"SUB OUT by CUMMINGS,DREW",,,"SUB OUT by CUMMINGS,DREW",1
07:14,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",1
07:14,,28 (+14),,14,"GOOD FT by MOORE,MYLES",BCM 28-14 (+14),,"GOOD FT by MOORE,MYLES",1
07:14,,28 (+13),,15,"GOOD FT by MOORE,MYLES",BCM 28-15 (+13),,"GOOD FT by MOORE,MYLES",1
07:14,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",1
07:14,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",1
07:14,,,,,"SUB IN by HIRSH,ELIJAH",,,"SUB IN by HIRSH,ELIJAH",1
07:14,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",1
06:53,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",1
06:53,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",1
--,"REBOUND OFF by HOLLOWAY,JACK",,,,,,,"REBOUND OFF by HOLLOWAY,JACK",1
06:50,"MISS LAYUP by HOLLOWAY,JACK",,,,,,,"MISS LAYUP by HOLLOWAY,JACK",1
06:50,,,,,"BLOCK  by HIRSH,ELIJAH",,,"BLOCK  by HIRSH,ELIJAH",1
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",1
06:35,,28 (+11),,17,"GOOD LAYUP by HASLAM,ETHAN(in the paint)",BCM 28-17 (+11),,"GOOD LAYUP by HASLAM,ETHAN(in the paint)",1
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",1
06:09,"MISS JUMPER by HOLLOWAY,JACK",,,,,,,"MISS JUMPER by HOLLOWAY,JACK",1
--,,,,,"REBOUND DEF by HIRSH,ELIJAH",,,"REBOUND DEF by HIRSH,ELIJAH",1
05:57,,,,,"MISS 3PTR by HASLAM,ETHAN",,,"MISS 3PTR by HASLAM,ETHAN",1
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",1
05:47,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",1
05:47,"GOOD FT by SMITH,LUKE",29 (+12),,17,,SEWANEE 29-17 (+12),,"GOOD FT by SMITH,LUKE",1
05:47,"GOOD FT by SMITH,LUKE",30 (+13),,17,,SEWANEE 30-17 (+13),,"GOOD FT by SMITH,LUKE",1
05:20,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",1
05:20,,,,,"MISS FT by HIRSH,ELIJAH",,,"MISS FT by HIRSH,ELIJAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:20,,30 (+12),,18,"GOOD FT by HIRSH,ELIJAH",BCM 30-18 (+12),,"GOOD FT by HIRSH,ELIJAH",1
05:20,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",1
05:20,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",1
05:20,,,,,"SUB IN by JOHNSON,CORY",,,"SUB IN by JOHNSON,CORY",1
05:20,,,,,"SUB IN by RIGGS,MITCHELL",,,"SUB IN by RIGGS,MITCHELL",1
05:20,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",1
05:20,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",1
05:05,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",1
05:04,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",1
04:53,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",1
04:53,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",1
04:41,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",1
04:40,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",1
04:26,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",1
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",1
04:22,,,,,"MISS LAYUP by HIRSH,ELIJAH",,,"MISS LAYUP by HIRSH,ELIJAH",1
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",1
04:19,,,,,"MISS LAYUP by MOORE,MYLES",,,"MISS LAYUP by MOORE,MYLES",1
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",1
03:52,"MISS 3PTR by BARRY,MICHAEL",,,,,,,"MISS 3PTR by BARRY,MICHAEL",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:41,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",1
03:25,,,,,"TURNOVER  by RIGGS,MITCHELL",,,"TURNOVER  by RIGGS,MITCHELL",1
03:24,"STEAL  by BARRY,MICHAEL",,,,,,,"STEAL  by BARRY,MICHAEL",1
03:22,"GOOD LAYUP by BARRY,MICHAEL(fastbreak)(in the paint)",32 (+14),,18,,SEWANEE 32-18 (+14),,"GOOD LAYUP by BARRY,MICHAEL(fastbreak)(in the paint)",1
02:55,,32 (+12),,20,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 32-20 (+12),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",1
02:35,,,,,"FOUL  by JOHNSON,CORY",,,"FOUL  by JOHNSON,CORY",1
02:35,"GOOD FT by SMITH,LUKE",33 (+13),,20,,SEWANEE 33-20 (+13),,"GOOD FT by SMITH,LUKE",1
02:35,"GOOD FT by SMITH,LUKE",34 (+14),,20,,SEWANEE 34-20 (+14),,"GOOD FT by SMITH,LUKE",1
02:35,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",1
02:35,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",1
02:35,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",1
02:35,,,,,"SUB OUT by RIGGS,MITCHELL",,,"SUB OUT by RIGGS,MITCHELL",1
02:20,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",1
02:20,,34 (+13),,21,"GOOD FT by HIRSH,ELIJAH",BCM 34-21 (+13),,"GOOD FT by HIRSH,ELIJAH",1
02:20,,34 (+12),,22,"GOOD FT by HIRSH,ELIJAH",BCM 34-22 (+12),,"GOOD FT by HIRSH,ELIJAH",1
02:20,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",1
02:20,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",1
02:20,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",1
02:20,,,,,"SUB OUT by HIRSH,ELIJAH",,,"SUB OUT by HIRSH,ELIJAH",1
02:08,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",1
--,,,,,"REBOUND DEF by HASLAM,ETHAN",,,"REBOUND DEF by HASLAM,ETHAN",1
01:49,,,,,"MISS 3PTR by HASLAM,ETHAN",,,"MISS 3PTR by HASLAM,ETHAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:31,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",1
01:31,,,,,"BLOCK  by ATKINSON,QUINN",,,"BLOCK  by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",1
01:12,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:46,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by HASLAM,ETHAN",,,"REBOUND DEF by HASLAM,ETHAN",1
00:27,,34 (+10),,24,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",BCM 34-24 (+10),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",1
--,,,,,"ASSIST  by HASLAM,ETHAN",,,"ASSIST  by HASLAM,ETHAN",1
00:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:25,,,,,"SUB IN by CUMMINGS,DREW",,,"SUB IN by CUMMINGS,DREW",1
00:25,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",1
00:01,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",1
00:01,"MISS FT by SMITH,LUKE",,,,,,,"MISS FT by SMITH,LUKE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:01,"GOOD FT by SMITH,LUKE",35 (+11),,24,,SEWANEE 35-24 (+11),,"GOOD FT by SMITH,LUKE",1
19:23,"GOOD 3PTR by WARLICK,JORDAN",38 (+14),,24,,SEWANEE 38-24 (+14),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
19:13,,,,,"MISS 3PTR by HAYNES,CALEB",,,"MISS 3PTR by HAYNES,CALEB",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
18:59,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
18:59,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
18:58,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
18:58,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
18:44,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
18:37,"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",40 (+16),,24,,SEWANEE 40-24 (+16),,"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",2
18:17,,,,,"MISS LAYUP by CLARK,ETHAN",,,"MISS LAYUP by CLARK,ETHAN",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
18:02,"GOOD LAYUP by CALDWELL,CAM(in the paint)",42 (+18),,24,,SEWANEE 42-24 (+18),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
17:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:46,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",2
--,,,,,"REBOUND OFF by JOHNSON,CORY",,,"REBOUND OFF by JOHNSON,CORY",2
17:29,,42 (+16),,26,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",BCM 42-26 (+16),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
17:29,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
17:29,,42 (+15),,27,"GOOD FT by HIRSH,ELIJAH",BCM 42-27 (+15),,"GOOD FT by HIRSH,ELIJAH",2
17:28,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
17:28,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
17:28,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
17:28,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
17:28,,,,,"SUB OUT by JOHNSON,CORY",,,"SUB OUT by JOHNSON,CORY",2
17:01,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
17:01,,,,,"STEAL  by ATKINSON,QUINN",,,"STEAL  by ATKINSON,QUINN",2
16:54,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND OFF by HIRSH,ELIJAH",,,"REBOUND OFF by HIRSH,ELIJAH",2
16:51,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
16:39,,,,,"MISS LAYUP by ATKINSON,QUINN",,,"MISS LAYUP by ATKINSON,QUINN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
16:25,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
16:25,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
16:25,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
16:16,,42 (+13),,29,"GOOD LAYUP by MOORE,MYLES(in the paint)",BCM 42-29 (+13),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
--,,,,,"ASSIST  by HIRSH,ELIJAH",,,"ASSIST  by HIRSH,ELIJAH",2
