Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,UO,Game Score,Team Indicator,Play,Period
15:41,"GOOD FT by SMITH,LUKE",52 (+10),,42,,SEW 52-42 (+10),,"GOOD FT by SMITH,LUKE",2
15:41,"GOOD FT by SMITH,LUKE",53 (+11),,42,,SEW 53-42 (+11),,"GOOD FT by SMITH,LUKE",2
15:41,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
15:41,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
15:41,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
15:41,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
15:41,,,,,"SUB IN by GARDNER,LANCE",,,"SUB IN by GARDNER,LANCE",2
15:41,,,,,"SUB IN by WILHELM,CORY",,,"SUB IN by WILHELM,CORY",2
15:41,,,,,"SUB OUT by TURPIN,TIM",,,"SUB OUT by TURPIN,TIM",2
15:41,,,,,"SUB OUT by KNIGHT,KELVIN",,,"SUB OUT by KNIGHT,KELVIN",2
15:30,,53 (+9),,44,"GOOD JUMPER by GARDNER,LANCE",UO 53-44 (+9),,"GOOD JUMPER by GARDNER,LANCE",2
15:11,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by JOHNSON,BRYSON",,,"REBOUND DEF by JOHNSON,BRYSON",2
15:04,,,,,"TURNOVER  by BOWMAN,ETHAN",,,"TURNOVER  by BOWMAN,ETHAN",2
15:02,"STEAL  by SMITH,LUKE",,,,,,,"STEAL  by SMITH,LUKE",2
15:00,"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",55 (+11),,44,,SEW 55-44 (+11),,"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",2
15:00,,,,,"FOUL  by BARNES,SKYLER",,,"FOUL  by BARNES,SKYLER",2
15:00,"GOOD FT by SMITH,LUKE",56 (+12),,44,,SEW 56-44 (+12),,"GOOD FT by SMITH,LUKE",2
14:32,,,,,"TURNOVER  by JOHNSON,BRYSON",,,"TURNOVER  by JOHNSON,BRYSON",2
14:13,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:12,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
14:04,,56 (+10),,46,"GOOD JUMPER by GARDNER,LANCE",UO 56-46 (+10),,"GOOD JUMPER by GARDNER,LANCE",2
13:31,"MISS JUMPER by CALDWELL,CAM",,,,,,,"MISS JUMPER by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by BARNES,SKYLER",,,"REBOUND DEF by BARNES,SKYLER",2
13:24,,,,,"MISS 3PTR by BARNES,SKYLER",,,"MISS 3PTR by BARNES,SKYLER",2
--,,,,,"REBOUND OFF by BOWMAN,ETHAN",,,"REBOUND OFF by BOWMAN,ETHAN",2
13:18,,56 (+7),,49,"GOOD 3PTR by BARNES,SKYLER",UO 56-49 (+7),,"GOOD 3PTR by BARNES,SKYLER",2
--,,,,,"ASSIST  by BOWMAN,ETHAN",,,"ASSIST  by BOWMAN,ETHAN",2
12:49,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
12:39,,,,,"TURNOVER  by BARNES,SKYLER",,,"TURNOVER  by BARNES,SKYLER",2
12:38,"STEAL  by CALDWELL,CAM",,,,,,,"STEAL  by CALDWELL,CAM",2
12:33,"GOOD 3PTR by SMITH,LUKE",59 (+10),,49,,SEW 59-49 (+10),,"GOOD 3PTR by SMITH,LUKE",2
12:12,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
12:12,,,,,"MISS FT by BARNES,SKYLER",,,"MISS FT by BARNES,SKYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:12,,59 (+9),,50,"GOOD FT by BARNES,SKYLER",UO 59-50 (+9),,"GOOD FT by BARNES,SKYLER",2
12:12,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
12:12,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
12:12,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
12:12,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
12:12,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
12:12,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
12:10,,,,,"SUB IN by DAVIS,JACOBE",,,"SUB IN by DAVIS,JACOBE",2
12:10,,,,,"SUB OUT by BARNES,SKYLER",,,"SUB OUT by BARNES,SKYLER",2
12:08,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",61 (+11),,50,,SEW 61-50 (+11),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
11:45,,61 (+9),,52,"GOOD JUMPER by GARDNER,LANCE(in the paint)",UO 61-52 (+9),,"GOOD JUMPER by GARDNER,LANCE(in the paint)",2
11:19,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
11:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:19,,,,,"SUB IN by WILLIAMS,JAVIAN",,,"SUB IN by WILLIAMS,JAVIAN",2
11:19,,,,,"SUB IN by BOBO,ZACH",,,"SUB IN by BOBO,ZACH",2
11:19,,,,,"SUB OUT by BOWMAN,ETHAN",,,"SUB OUT by BOWMAN,ETHAN",2
11:19,,,,,"SUB OUT by JOHNSON,BRYSON",,,"SUB OUT by JOHNSON,BRYSON",2
11:04,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
10:54,,,,,"MISS JUMPER by DAVIS,JACOBE",,,"MISS JUMPER by DAVIS,JACOBE",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
10:39,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",63 (+11),,52,,SEW 63-52 (+11),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by KNOX,JOEY",,,,,,,"ASSIST  by KNOX,JOEY",2
10:16,,,,,"MISS 3PTR by BOBO,ZACH",,,"MISS 3PTR by BOBO,ZACH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:14,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
10:14,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
10:14,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
10:14,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
10:14,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
10:14,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
10:14,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
10:11,,63 (+9),,54,"GOOD JUMPER by BOBO,ZACH(in the paint)",UO 63-54 (+9),,"GOOD JUMPER by BOBO,ZACH(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JAVIAN",,,"ASSIST  by WILLIAMS,JAVIAN",2
09:58,,,,,"FOUL  by WILHELM,CORY",,,"FOUL  by WILHELM,CORY",2
09:58,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by WILHELM,CORY",,,"REBOUND DEF by WILHELM,CORY",2
09:58,,,,,"SUB IN by COHNS,SEAN",,,"SUB IN by COHNS,SEAN",2
09:58,,,,,"SUB OUT by GARDNER,LANCE",,,"SUB OUT by GARDNER,LANCE",2
09:50,,,,,"MISS JUMPER by BOBO,ZACH",,,"MISS JUMPER by BOBO,ZACH",2
09:50,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
09:38,,,,,"FOUL  by WILLIAMS,JAVIAN",,,"FOUL  by WILLIAMS,JAVIAN",2
09:38,"GOOD FT by BUESCHER,HUNTER",64 (+10),,54,,SEW 64-54 (+10),,"GOOD FT by BUESCHER,HUNTER",2
09:38,"GOOD FT by BUESCHER,HUNTER",65 (+11),,54,,SEW 65-54 (+11),,"GOOD FT by BUESCHER,HUNTER",2
09:13,,65 (+9),,56,"GOOD LAYUP by COHNS,SEAN(in the paint)",UO 65-56 (+9),,"GOOD LAYUP by COHNS,SEAN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JAVIAN",,,"ASSIST  by WILLIAMS,JAVIAN",2
09:01,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
09:01,,,,,"SUB IN by KNIGHT,KELVIN",,,"SUB IN by KNIGHT,KELVIN",2
09:01,,,,,"SUB OUT by WILHELM,CORY",,,"SUB OUT by WILHELM,CORY",2
08:34,,,,,"MISS 3PTR by WILLIAMS,JAVIAN",,,"MISS 3PTR by WILLIAMS,JAVIAN",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
08:07,,,,,"FOUL  by BOBO,ZACH",,,"FOUL  by BOBO,ZACH",2
08:07,"GOOD FT by THOMAS,ADRIAN",66 (+10),,56,,SEW 66-56 (+10),,"GOOD FT by THOMAS,ADRIAN",2
08:07,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by COHNS,SEAN",,,"REBOUND DEF by COHNS,SEAN",2
07:50,,,,,"MISS JUMPER by BOBO,ZACH",,,"MISS JUMPER by BOBO,ZACH",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
07:35,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",68 (+12),,56,,SEW 68-56 (+12),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by BARRY,MICHAEL",,,,,,,"ASSIST  by BARRY,MICHAEL",2
07:23,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
07:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:19,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
07:19,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
07:12,,,,,"MISS JUMPER by JOHNSON,BRYSON",,,"MISS JUMPER by JOHNSON,BRYSON",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
07:09,,,,,"SUB IN by JOHNSON,BRYSON",,,"SUB IN by JOHNSON,BRYSON",2
07:09,,,,,"SUB IN by BOWMAN,ETHAN",,,"SUB IN by BOWMAN,ETHAN",2
07:09,,,,,"SUB OUT by WILLIAMS,JAVIAN",,,"SUB OUT by WILLIAMS,JAVIAN",2
07:09,,,,,"SUB OUT by DAVIS,JACOBE",,,"SUB OUT by DAVIS,JACOBE",2
07:08,"GOOD LAYUP by SMITH,LUKE(in the paint)",70 (+14),,56,,SEW 70-56 (+14),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
06:39,,,,,"MISS JUMPER by KNIGHT,KELVIN",,,"MISS JUMPER by KNIGHT,KELVIN",2
06:39,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,,,,,"REBOUND OFF by KNIGHT,KELVIN",,,"REBOUND OFF by KNIGHT,KELVIN",2
06:35,,,,,"MISS JUMPER by JOHNSON,BRYSON",,,"MISS JUMPER by JOHNSON,BRYSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:19,"GOOD 3PTR by LEE,MATT",73 (+17),,56,,SEW 73-56 (+17),,"GOOD 3PTR by LEE,MATT",2
--,"ASSIST  by CALDWELL,CAM",,,,,,,"ASSIST  by CALDWELL,CAM",2
05:59,,,,,"MISS JUMPER by BOWMAN,ETHAN",,,"MISS JUMPER by BOWMAN,ETHAN",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
05:44,,,,,"FOUL  by BOWMAN,ETHAN",,,"FOUL  by BOWMAN,ETHAN",2
05:44,"GOOD FT by SMITH,LUKE",74 (+18),,56,,SEW 74-56 (+18),,"GOOD FT by SMITH,LUKE",2
05:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:44,"GOOD FT by SMITH,LUKE",75 (+19),,56,,SEW 75-56 (+19),,"GOOD FT by SMITH,LUKE",2
05:44,,,,,"SUB IN by GARDNER,LANCE",,,"SUB IN by GARDNER,LANCE",2
05:44,,,,,"SUB OUT by KNIGHT,KELVIN",,,"SUB OUT by KNIGHT,KELVIN",2
05:34,,,,,"MISS 3PTR by JOHNSON,BRYSON",,,"MISS 3PTR by JOHNSON,BRYSON",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
05:11,"GOOD 3PTR by WARLICK,JORDAN",78 (+22),,56,,SEW 78-56 (+22),,"GOOD 3PTR by WARLICK,JORDAN",2
04:55,,,,,"TURNOVER  by JOHNSON,BRYSON",,,"TURNOVER  by JOHNSON,BRYSON",2
04:55,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
04:55,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
04:55,,,,,"SUB IN by TURPIN,TIM",,,"SUB IN by TURPIN,TIM",2
04:55,,,,,"SUB IN by BARNES,SKYLER",,,"SUB IN by BARNES,SKYLER",2
04:55,,,,,"SUB OUT by COHNS,SEAN",,,"SUB OUT by COHNS,SEAN",2
04:55,,,,,"SUB OUT by BOBO,ZACH",,,"SUB OUT by BOBO,ZACH",2
04:52,"TURNOVER  by STARR,RYAN",,,,,,,"TURNOVER  by STARR,RYAN",2
04:51,,,,,"STEAL  by JOHNSON,BRYSON",,,"STEAL  by JOHNSON,BRYSON",2
04:47,,,,,"MISS 3PTR by BOWMAN,ETHAN",,,"MISS 3PTR by BOWMAN,ETHAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:46,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
04:15,,,,,"MISS JUMPER by JOHNSON,BRYSON",,,"MISS JUMPER by JOHNSON,BRYSON",2
--,,,,,"REBOUND OFF by JOHNSON,BRYSON",,,"REBOUND OFF by JOHNSON,BRYSON",2
04:10,,78 (+19),,59,"GOOD 3PTR by BOWMAN,ETHAN",UO 78-59 (+19),,"GOOD 3PTR by BOWMAN,ETHAN",2
--,,,,,"ASSIST  by JOHNSON,BRYSON",,,"ASSIST  by JOHNSON,BRYSON",2
03:57,,,,,"FOUL  by JOHNSON,BRYSON",,,"FOUL  by JOHNSON,BRYSON",2
03:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:57,"GOOD FT by SMITH,LUKE",79 (+20),,59,,SEW 79-59 (+20),,"GOOD FT by SMITH,LUKE",2
03:57,"GOOD FT by SMITH,LUKE",80 (+21),,59,,SEW 80-59 (+21),,"GOOD FT by SMITH,LUKE",2
03:57,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
03:57,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
03:47,,,,,"MISS LAYUP by BOWMAN,ETHAN",,,"MISS LAYUP by BOWMAN,ETHAN",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
03:32,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by BARNES,SKYLER",,,"REBOUND DEF by BARNES,SKYLER",2
03:23,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
03:23,,80 (+20),,60,"GOOD FT by JOHNSON,BRYSON",UO 80-60 (+20),,"GOOD FT by JOHNSON,BRYSON",2
03:23,,,,,"MISS FT by JOHNSON,BRYSON",,,"MISS FT by JOHNSON,BRYSON",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
03:08,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,,,,,"REBOUND DEF by BARNES,SKYLER",,,"REBOUND DEF by BARNES,SKYLER",2
02:56,,,,,"MISS 3PTR by GARDNER,LANCE",,,"MISS 3PTR by GARDNER,LANCE",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
02:52,,,,,"FOUL  by BOWMAN,ETHAN",,,"FOUL  by BOWMAN,ETHAN",2
02:52,"GOOD FT by CALDWELL,CAM",81 (+21),,60,,SEW 81-60 (+21),,"GOOD FT by CALDWELL,CAM",2
02:52,"GOOD FT by CALDWELL,CAM",82 (+22),,60,,SEW 82-60 (+22),,"GOOD FT by CALDWELL,CAM",2
02:52,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
02:52,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
02:52,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
02:52,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
02:52,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
02:52,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
02:52,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
02:52,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
02:52,,,,,"SUB IN by WILLIAMS,JAVIAN",,,"SUB IN by WILLIAMS,JAVIAN",2
02:52,,,,,"SUB IN by RENELIQUE,DARNEL",,,"SUB IN by RENELIQUE,DARNEL",2
02:52,,,,,"SUB IN by DAVIS,JACOBE",,,"SUB IN by DAVIS,JACOBE",2
02:52,,,,,"SUB OUT by JOHNSON,BRYSON",,,"SUB OUT by JOHNSON,BRYSON",2
02:52,,,,,"SUB OUT by GARDNER,LANCE",,,"SUB OUT by GARDNER,LANCE",2
02:52,,,,,"SUB OUT by BOWMAN,ETHAN",,,"SUB OUT by BOWMAN,ETHAN",2
02:44,"FOUL  by JOHNSON,DAVID",,,,,,,"FOUL  by JOHNSON,DAVID",2
02:44,,,,,"MISS FT by BARNES,SKYLER",,,"MISS FT by BARNES,SKYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:44,,82 (+21),,61,"GOOD FT by BARNES,SKYLER",UO 82-61 (+21),,"GOOD FT by BARNES,SKYLER",2
02:22,"MISS LAYUP by JOHNSON,DAVID",,,,,,,"MISS LAYUP by JOHNSON,DAVID",2
--,,,,,"REBOUND DEF by TURPIN,TIM",,,"REBOUND DEF by TURPIN,TIM",2
02:14,,,,,"MISS JUMPER by DAVIS,JACOBE",,,"MISS JUMPER by DAVIS,JACOBE",2
--,,,,,"REBOUND OFF by RENELIQUE,DARNEL",,,"REBOUND OFF by RENELIQUE,DARNEL",2
02:12,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
02:12,,82 (+20),,62,"GOOD FT by RENELIQUE,DARNEL",UO 82-62 (+20),,"GOOD FT by RENELIQUE,DARNEL",2
02:12,,82 (+19),,63,"GOOD FT by RENELIQUE,DARNEL",UO 82-63 (+19),,"GOOD FT by RENELIQUE,DARNEL",2
01:40,"MISS JUMPER by JOHNSON,DAVID",,,,,,,"MISS JUMPER by JOHNSON,DAVID",2
--,"REBOUND OFF by CRUMLY,JONNY",,,,,,,"REBOUND OFF by CRUMLY,JONNY",2
01:10,"MISS 3PTR by CRUMLY,JONNY",,,,,,,"MISS 3PTR by CRUMLY,JONNY",2
01:10,,,,,"BLOCK  by TURPIN,TIM",,,"BLOCK  by TURPIN,TIM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:09,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
01:09,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
01:08,"MISS JUMPER by JOHNSON,DAVID",,,,,,,"MISS JUMPER by JOHNSON,DAVID",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:57,,82 (+17),,65,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",UO 82-65 (+17),,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",2
00:57,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
00:57,,82 (+16),,66,"GOOD FT by DAVIS,JACOBE",UO 82-66 (+16),,"GOOD FT by DAVIS,JACOBE",2
00:47,"TURNOVER  by JOHNSON,DAVID",,,,,,,"TURNOVER  by JOHNSON,DAVID",2
00:45,,,,,"STEAL  by RENELIQUE,DARNEL",,,"STEAL  by RENELIQUE,DARNEL",2
00:43,,,,,"MISS 3PTR by WILLIAMS,JAVIAN",,,"MISS 3PTR by WILLIAMS,JAVIAN",2
--,"REBOUND DEF by MCDONOUGH,SEAN",,,,,,,"REBOUND DEF by MCDONOUGH,SEAN",2
00:31,,,,,"FOUL  by WILLIAMS,JAVIAN",,,"FOUL  by WILLIAMS,JAVIAN",2
00:31,"GOOD FT by BARRY,MICHAEL",83 (+17),,66,,SEW 83-66 (+17),,"GOOD FT by BARRY,MICHAEL",2
00:31,"GOOD FT by BARRY,MICHAEL",84 (+18),,66,,SEW 84-66 (+18),,"GOOD FT by BARRY,MICHAEL",2
00:17,,84 (+16),,68,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",UO 84-68 (+16),,"GOOD JUMPER by DAVIS,JACOBE(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JAVIAN",,,"ASSIST  by WILLIAMS,JAVIAN",2
00:11,"TURNOVER  by HEITZENRATER,ANDREW",,,,,,,"TURNOVER  by HEITZENRATER,ANDREW",2
00:11,,,,,"STEAL  by DAVIS,JACOBE",,,"STEAL  by DAVIS,JACOBE",2
00:10,,84 (+14),,70,"GOOD LAYUP by DAVIS,JACOBE(fastbreak)(in the paint)",UO 84-70 (+14),,"GOOD LAYUP by DAVIS,JACOBE(fastbreak)(in the paint)",2
