Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
14:08,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
13:51,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
13:51,"TURNOVER  by CRUMLY,JONNY",,,,,,,"TURNOVER  by CRUMLY,JONNY",2
13:38,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
13:19,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",51 (+7),,44,,SEWANEE 51-44 (+7),,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",2
13:05,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
13:05,"BLOCK  by CRUMLY,JONNY",,,,,,,"BLOCK  by CRUMLY,JONNY",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
12:46,"GOOD 3PTR by CRUMLY,JONNY",54 (+10),,44,,SEWANEE 54-44 (+10),,"GOOD 3PTR by CRUMLY,JONNY",2
12:25,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:21,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
12:21,,,,,"SUB IN by BROWNLEY,HOGAN",,,"SUB IN by BROWNLEY,HOGAN",2
12:21,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
12:21,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
12:21,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
12:21,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
12:21,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
12:20,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
12:20,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
12:17,,54 (+8),,46,"GOOD LAYUP by PURVIS,KC(in the paint)",CENTRE-M 54-46 (+8),,"GOOD LAYUP by PURVIS,KC(in the paint)",2
12:06,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:30,"MISS JUMPER by KNOX,JOEY",,,,,,,"MISS JUMPER by KNOX,JOEY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:22,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
11:22,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
10:46,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
10:34,,,,,"FOUL  by BROWNLEY,HOGAN",,,"FOUL  by BROWNLEY,HOGAN",2
10:17,"MISS LAYUP by CALDWELL,CAM",,,,,,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
10:12,"MISS LAYUP by CALDWELL,CAM",,,,,,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
10:06,"GOOD 3PTR by KNOX,JOEY",57 (+11),,46,,SEWANEE 57-46 (+11),,"GOOD 3PTR by KNOX,JOEY",2
--,"ASSIST  by CALDWELL,CAM",,,,,,,"ASSIST  by CALDWELL,CAM",2
09:52,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
09:52,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
09:52,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
09:52,,,,,"SUB OUT by BROWNLEY,HOGAN",,,"SUB OUT by BROWNLEY,HOGAN",2
09:52,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
09:50,,57 (+10),,47,"GOOD FT by CRUMP,DAWSON",CENTRE-M 57-47 (+10),,"GOOD FT by CRUMP,DAWSON",2
09:50,,57 (+9),,48,"GOOD FT by CRUMP,DAWSON",CENTRE-M 57-48 (+9),,"GOOD FT by CRUMP,DAWSON",2
09:45,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
09:40,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
09:29,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
09:29,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:29,,57 (+8),,49,"GOOD FT by GRIFFIN,JAROD",CENTRE-M 57-49 (+8),,"GOOD FT by GRIFFIN,JAROD",2
09:29,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
09:29,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
09:12,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
09:03,,57 (+5),,52,"GOOD 3PTR by GERALD,DUSTIN",CENTRE-M 57-52 (+5),,"GOOD 3PTR by GERALD,DUSTIN",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
08:39,"MISS JUMPER by WARLICK,JORDAN",,,,,,,"MISS JUMPER by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
08:27,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
08:22,,57 (+3),,54,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTRE-M 57-54 (+3),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
07:57,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
07:55,,,,,"STEAL  by WALKER,ART",,,"STEAL  by WALKER,ART",2
07:46,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
07:46,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:46,,57 (+2),,55,"GOOD FT by CRUMP,DAWSON",CENTRE-M 57-55 (+2),,"GOOD FT by CRUMP,DAWSON",2
07:46,,57 (+1),,56,"GOOD FT by CRUMP,DAWSON",CENTRE-M 57-56 (+1),,"GOOD FT by CRUMP,DAWSON",2
07:46,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
07:46,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
07:26,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
07:06,,57,,58 (+1),"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",CENTRE-M 57-58 (-1),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
06:45,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
06:38,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
06:38,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:38,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,"REBOUND OFF by KNOX,JOEY",,,,,,,"REBOUND OFF by KNOX,JOEY",2
06:38,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
06:38,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
06:17,"MISS 3PTR by CRUMLY,JONNY",,,,,,,"MISS 3PTR by CRUMLY,JONNY",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
06:09,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
06:09,"BLOCK  by SMITH,LUKE",,,,,,,"BLOCK  by SMITH,LUKE",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
06:02,"GOOD LAYUP by SMITH,LUKE(in the paint)",59 (+1),,58,,SEWANEE 59-58 (+1),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
06:02,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
06:02,"GOOD FT by SMITH,LUKE",60 (+2),,58,,SEWANEE 60-58 (+2),,"GOOD FT by SMITH,LUKE",2
06:02,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
06:02,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
05:43,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
05:28,"MISS LAYUP by LEE,MATT",,,,,,,"MISS LAYUP by LEE,MATT",2
--,"REBOUND OFF by LEE,MATT",,,,,,,"REBOUND OFF by LEE,MATT",2
05:21,"MISS LAYUP by LEE,MATT",,,,,,,"MISS LAYUP by LEE,MATT",2
--,"REBOUND OFF by LEE,MATT",,,,,,,"REBOUND OFF by LEE,MATT",2
05:15,"MISS LAYUP by LEE,MATT",,,,,,,"MISS LAYUP by LEE,MATT",2
--,,,,,"REBOUND DEF by CRUMP,DAWSON",,,"REBOUND DEF by CRUMP,DAWSON",2
04:56,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
04:51,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
04:37,"MISS JUMPER by SMITH,LUKE",,,,,,,"MISS JUMPER by SMITH,LUKE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
04:16,,60,,60,"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 60-60 (0),,"GOOD JUMPER by RAKES,BAILEY",2
04:09,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
04:09,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
03:57,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",2
03:57,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
03:31,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
03:08,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
02:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:42,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
02:42,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
02:42,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
02:42,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
02:42,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
02:42,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
02:38,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
02:30,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
02:28,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
02:28,"GOOD FT by CALDWELL,CAM",61 (+1),,60,,SEWANEE 61-60 (+1),,"GOOD FT by CALDWELL,CAM",2
02:28,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
02:18,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
02:18,,61,,61,"GOOD FT by AYERS,PERRY",CENTRE-M 61-61 (0),,"GOOD FT by AYERS,PERRY",2
02:18,,61,,62 (+1),"GOOD FT by AYERS,PERRY",CENTRE-M 61-62 (-1),,"GOOD FT by AYERS,PERRY",2
02:00,"GOOD 3PTR by LEE,MATT",64 (+2),,62,,SEWANEE 64-62 (+2),,"GOOD 3PTR by LEE,MATT",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
01:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:51,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
01:51,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
01:45,,,,,"MISS JUMPER by BATES,JACOB",,,"MISS JUMPER by BATES,JACOB",2
01:45,"BLOCK  by LEE,MATT",,,,,,,"BLOCK  by LEE,MATT",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
01:42,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
01:42,,64 (+1),,63,"GOOD FT by BATES,JACOB",CENTRE-M 64-63 (+1),,"GOOD FT by BATES,JACOB",2
01:42,,64,,64,"GOOD FT by BATES,JACOB",CENTRE-M 64-64 (0),,"GOOD FT by BATES,JACOB",2
01:42,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
01:42,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
01:19,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
01:19,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:19,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
00:54,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
00:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:39,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
00:30,"GOOD FT by SMITH,LUKE",65 (+1),,64,,SEWANEE 65-64 (+1),,"GOOD FT by SMITH,LUKE",2
00:22,"GOOD FT by SMITH,LUKE",66 (+2),,64,,SEWANEE 66-64 (+2),,"GOOD FT by SMITH,LUKE",2
00:18,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
00:18,,66 (+1),,65,"GOOD FT by BATES,JACOB",CENTRE-M 66-65 (+1),,"GOOD FT by BATES,JACOB",2
00:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:18,,66,,66,"GOOD FT by BATES,JACOB",CENTRE-M 66-66 (0),,"GOOD FT by BATES,JACOB",2
00:18,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
00:18,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
00:18,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
00:18,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
00:18,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
00:18,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
00:00,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
05:00,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",3
05:00,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",3
04:30,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",3
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",3
04:10,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",3
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",3
04:04,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",3
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",3
03:59,,66,,68 (+2),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 66-68 (-2),,"GOOD LAYUP by BATES,JACOB(in the paint)",3
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",3
03:39,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",3
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",3
03:23,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",3
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",3
03:13,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",3
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",3
02:56,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",3
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",3
02:37,"MISS LAYUP by LEE,MATT",,,,,,,"MISS LAYUP by LEE,MATT",3
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",3
02:11,,66,,70 (+4),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 66-70 (-4),,"GOOD LAYUP by AYERS,PERRY(in the paint)",3
02:08,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",3
02:08,,66,,71 (+5),"GOOD FT by AYERS,PERRY",CENTRE-M 66-71 (-5),,"GOOD FT by AYERS,PERRY",3
01:57,"MISS JUMPER by SMITH,LUKE",,,,,,,"MISS JUMPER by SMITH,LUKE",3
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",3
01:35,,66,,73 (+7),"GOOD JUMPER by BATES,JACOB",CENTRE-M 66-73 (-7),,"GOOD JUMPER by BATES,JACOB",3
01:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
01:22,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",3
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",3
01:11,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",3
01:11,,66,,74 (+8),"GOOD FT by BATES,JACOB",CENTRE-M 66-74 (-8),,"GOOD FT by BATES,JACOB",3
01:11,,66,,75 (+9),"GOOD FT by BATES,JACOB",CENTRE-M 66-75 (-9),,"GOOD FT by BATES,JACOB",3
01:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
01:11,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",3
01:11,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",3
01:10,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",3
01:10,"GOOD FT by SMITH,LUKE",67,,75 (+8),,SEWANEE 67-75 (-8),,"GOOD FT by SMITH,LUKE",3
01:09,"GOOD FT by SMITH,LUKE",68,,75 (+7),,SEWANEE 68-75 (-7),,"GOOD FT by SMITH,LUKE",3
01:09,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",3
01:09,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",3
01:09,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",3
01:09,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",3
01:05,"FOUL  by HEITZENRATER,ANDREW",,,,,,,"FOUL  by HEITZENRATER,ANDREW",3
01:05,,68,,76 (+8),"GOOD FT by SINE,TUCKER",CENTRE-M 68-76 (-8),,"GOOD FT by SINE,TUCKER",3
01:05,,68,,77 (+9),"GOOD FT by SINE,TUCKER",CENTRE-M 68-77 (-9),,"GOOD FT by SINE,TUCKER",3
01:05,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",3
01:05,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",3
01:05,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",3
01:05,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",3
00:58,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",3
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",3
00:46,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",3
00:45,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:45,,68,,78 (+10),"GOOD FT by CRUMP,DAWSON",CENTRE-M 68-78 (-10),,"GOOD FT by CRUMP,DAWSON",3
00:42,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",3
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",3
00:35,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",3
00:35,,68,,79 (+11),"GOOD FT by SINE,TUCKER",CENTRE-M 68-79 (-11),,"GOOD FT by SINE,TUCKER",3
00:35,,68,,80 (+12),"GOOD FT by SINE,TUCKER",CENTRE-M 68-80 (-12),,"GOOD FT by SINE,TUCKER",3
00:24,"GOOD 3PTR by LEE,MATT",71,,80 (+9),,SEWANEE 71-80 (-9),,"GOOD 3PTR by LEE,MATT",3
--,"ASSIST  by KNOX,JOEY",,,,,,,"ASSIST  by KNOX,JOEY",3
