Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BELHAVEN,Game Score,Team Indicator,Play,Period
16:14,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by MCCOY,TOMMY",,,"REBOUND DEF by MCCOY,TOMMY",2
15:27,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:27,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
15:27,,,,,"SUB IN by LONG,LARAMIE",,,"SUB IN by LONG,LARAMIE",2
15:27,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
15:27,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
15:27,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
15:27,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
15:27,,,,,"SUB OUT by JONES,JOSEPH",,,"SUB OUT by JONES,JOSEPH",2
15:10,"GOOD 3PTR by CRUMLY,JONNY",44 (+7),,37,,SEWANEE 44-37 (+7),,"GOOD 3PTR by CRUMLY,JONNY",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
14:45,,,,,"MISS 3PTR by COOKS,BROSNAN",,,"MISS 3PTR by COOKS,BROSNAN",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
14:31,,,,,"FOUL  by DURHAM,JONATHAN",,,"FOUL  by DURHAM,JONATHAN",2
14:31,,,,,"SUB IN by DORRAH,CHRIS",,,"SUB IN by DORRAH,CHRIS",2
14:31,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",2
14:31,,,,,"SUB OUT by COOKS,BROSNAN",,,"SUB OUT by COOKS,BROSNAN",2
14:31,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
14:24,"GOOD LAYUP by SMITH,LUKE(in the paint)",46 (+9),,37,,SEWANEE 46-37 (+9),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
14:16,,,,,"FOUL  by DURHAM,JONATHAN",,,"FOUL  by DURHAM,JONATHAN",2
13:41,,,,,"TURNOVER  by LONG,LARAMIE",,,"TURNOVER  by LONG,LARAMIE",2
13:16,"GOOD 3PTR by KNOX,JOEY",49 (+12),,37,,SEWANEE 49-37 (+12),,"GOOD 3PTR by KNOX,JOEY",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
13:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:03,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
13:03,,,,,"MISS FT by WORKS,JOHN",,,"MISS FT by WORKS,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:03,,49 (+11),,38,"GOOD FT by WORKS,JOHN",BELHAVEN 49-38 (+11),,"GOOD FT by WORKS,JOHN",2
13:03,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
13:03,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
12:52,"GOOD 3PTR by MCDONOUGH,SEAN",52 (+14),,38,,SEWANEE 52-38 (+14),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,"ASSIST  by CRUMLY,JONNY",,,,,,,"ASSIST  by CRUMLY,JONNY",2
12:40,,52 (+12),,40,"GOOD JUMPER by DORRAH,CHRIS(in the paint)",BELHAVEN 52-40 (+12),,"GOOD JUMPER by DORRAH,CHRIS(in the paint)",2
12:13,,,,,"FOUL  by DORRAH,CHRIS",,,"FOUL  by DORRAH,CHRIS",2
12:13,"GOOD FT by CRUMLY,JONNY",53 (+13),,40,,SEWANEE 53-40 (+13),,"GOOD FT by CRUMLY,JONNY",2
12:13,"MISS FT by CRUMLY,JONNY",,,,,,,"MISS FT by CRUMLY,JONNY",2
--,,,,,"REBOUND DEF by WORKS,JOHN",,,"REBOUND DEF by WORKS,JOHN",2
12:13,,,,,"SUB IN by REEVES,PEYTON",,,"SUB IN by REEVES,PEYTON",2
12:13,,,,,"SUB IN by RAYMOND RIOS,JR",,,"SUB IN by RAYMOND RIOS,JR",2
12:13,,,,,"SUB OUT by DORRAH,CHRIS",,,"SUB OUT by DORRAH,CHRIS",2
12:13,,,,,"SUB OUT by LONG,LARAMIE",,,"SUB OUT by LONG,LARAMIE",2
12:10,"FOUL  by MCDONOUGH,SEAN",,,,,,,"FOUL  by MCDONOUGH,SEAN",2
12:10,,53 (+12),,41,"GOOD FT by HODUM,RICK",BELHAVEN 53-41 (+12),,"GOOD FT by HODUM,RICK",2
12:10,,53 (+11),,42,"GOOD FT by HODUM,RICK",BELHAVEN 53-42 (+11),,"GOOD FT by HODUM,RICK",2
12:10,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
12:10,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
12:10,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
12:10,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
11:47,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
11:21,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
11:21,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
11:21,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
11:21,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
11:21,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
11:21,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
11:18,,,,,"MISS JUMPER by DURHAM,JONATHAN",,,"MISS JUMPER by DURHAM,JONATHAN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
11:18,"MISS JUMPER by KNOX,JOEY",,,,,,,"MISS JUMPER by KNOX,JOEY",2
--,,,,,"REBOUND DEF by WORKS,JOHN",,,"REBOUND DEF by WORKS,JOHN",2
11:16,,,,,"MISS JUMPER by RAYMOND RIOS,JR",,,"MISS JUMPER by RAYMOND RIOS,JR",2
11:16,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:16,,,,,"MISS JUMPER by HODUM,RICK",,,"MISS JUMPER by HODUM,RICK",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
11:02,,,,,"FOUL  by RAYMOND RIOS,JR",,,"FOUL  by RAYMOND RIOS,JR",2
11:02,"MISS FT by SMITH,LUKE",,,,,,,"MISS FT by SMITH,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:50,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
10:31,,53 (+10),,43,"GOOD FT by RAYMOND RIOS,JR",BELHAVEN 53-43 (+10),,"GOOD FT by RAYMOND RIOS,JR",2
10:24,,,,,"SUB IN by COOKS,BROSNAN",,,"SUB IN by COOKS,BROSNAN",2
10:24,,,,,"SUB OUT by REEVES,PEYTON",,,"SUB OUT by REEVES,PEYTON",2
10:10,,,,,"SUB IN by JONES,JOSEPH",,,"SUB IN by JONES,JOSEPH",2
10:10,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
10:09,,53 (+9),,44,"GOOD FT by RAYMOND RIOS,JR",BELHAVEN 53-44 (+9),,"GOOD FT by RAYMOND RIOS,JR",2
09:55,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:38,,,,,"MISS LAYUP by WORKS,JOHN",,,"MISS LAYUP by WORKS,JOHN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
09:19,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
09:19,,53 (+6),,47,"GOOD 3PTR by DURHAM,JONATHAN",BELHAVEN 53-47 (+6),,"GOOD 3PTR by DURHAM,JONATHAN",2
09:19,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
09:19,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
09:02,"GOOD 3PTR by SMITH,LUKE",56 (+9),,47,,SEWANEE 56-47 (+9),,"GOOD 3PTR by SMITH,LUKE",2
--,"ASSIST  by CRUMLY,JONNY",,,,,,,"ASSIST  by CRUMLY,JONNY",2
08:43,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
08:43,,,,,"MISS FT by JONES,JOSEPH",,,"MISS FT by JONES,JOSEPH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:43,,,,,"SUB IN by BROWN,HAZE",,,"SUB IN by BROWN,HAZE",2
08:43,,,,,"SUB OUT by RAYMOND RIOS,JR",,,"SUB OUT by RAYMOND RIOS,JR",2
08:34,,56 (+8),,48,"GOOD FT by JONES,JOSEPH",BELHAVEN 56-48 (+8),,"GOOD FT by JONES,JOSEPH",2
08:13,,,,,"FOUL  by BROWN,HAZE",,,"FOUL  by BROWN,HAZE",2
08:13,"GOOD FT by BUESCHER,HUNTER",57 (+9),,48,,SEWANEE 57-48 (+9),,"GOOD FT by BUESCHER,HUNTER",2
08:13,"GOOD FT by BUESCHER,HUNTER",58 (+10),,48,,SEWANEE 58-48 (+10),,"GOOD FT by BUESCHER,HUNTER",2
08:04,,,,,"MISS 3PTR by DURHAM,JONATHAN",,,"MISS 3PTR by DURHAM,JONATHAN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
07:44,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",60 (+12),,48,,SEWANEE 60-48 (+12),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
07:44,,,,,"FOUL  by WORKS,JOHN",,,"FOUL  by WORKS,JOHN",2
07:44,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:44,"GOOD FT by BUESCHER,HUNTER",61 (+13),,48,,SEWANEE 61-48 (+13),,"GOOD FT by BUESCHER,HUNTER",2
07:35,,,,,"TURNOVER  by BROWN,HAZE",,,"TURNOVER  by BROWN,HAZE",2
07:35,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",63 (+15),,48,,SEWANEE 63-48 (+15),,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",2
07:35,,,,,"FOUL  by BROWN,HAZE",,,"FOUL  by BROWN,HAZE",2
07:35,"GOOD FT by BUESCHER,HUNTER",64 (+16),,48,,SEWANEE 64-48 (+16),,"GOOD FT by BUESCHER,HUNTER",2
07:35,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
07:35,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
07:35,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
07:35,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
07:35,,,,,"SUB IN by RAYMOND RIOS,JR",,,"SUB IN by RAYMOND RIOS,JR",2
07:35,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
07:35,,,,,"SUB OUT by BROWN,HAZE",,,"SUB OUT by BROWN,HAZE",2
07:35,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",2
07:35,,,,,"SUB OUT by RAYMOND RIOS,JR",,,"SUB OUT by RAYMOND RIOS,JR",2
07:35,,,,,"SUB OUT by JONES,JOSEPH",,,"SUB OUT by JONES,JOSEPH",2
07:20,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
07:20,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
07:18,,,,,"TURNOVER  by JONES,JUSTIN",,,"TURNOVER  by JONES,JUSTIN",2
06:57,"GOOD 3PTR by CRUMLY,JONNY",67 (+19),,48,,SEWANEE 67-48 (+19),,"GOOD 3PTR by CRUMLY,JONNY",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
06:41,,,,,"MISS 3PTR by DURHAM,JONATHAN",,,"MISS 3PTR by DURHAM,JONATHAN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
06:26,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by ROBERTS,JOSHUA",,,"REBOUND DEF by ROBERTS,JOSHUA",2
06:11,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
06:11,,67 (+18),,49,"GOOD FT by ROBERTS,JOSHUA",BELHAVEN 67-49 (+18),,"GOOD FT by ROBERTS,JOSHUA",2
06:11,,,,,"MISS FT by ROBERTS,JOSHUA",,,"MISS FT by ROBERTS,JOSHUA",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
06:11,,,,,"SUB IN by JONES,JOSEPH",,,"SUB IN by JONES,JOSEPH",2
06:11,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
06:01,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
05:50,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
05:50,,,,,"MISS FT by COOKS,BROSNAN",,,"MISS FT by COOKS,BROSNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:50,,67 (+17),,50,"GOOD FT by COOKS,BROSNAN",BELHAVEN 67-50 (+17),,"GOOD FT by COOKS,BROSNAN",2
05:50,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
05:50,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
05:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:24,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by ROBERTS,JOSHUA",,,"REBOUND DEF by ROBERTS,JOSHUA",2
05:12,,,,,"MISS 3PTR by JONES,JUSTIN",,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
04:51,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",2
04:51,,,,,"BLOCK  by MCCOY,TOMMY",,,"BLOCK  by MCCOY,TOMMY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:43,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by MCCOY,TOMMY",,,"REBOUND DEF by MCCOY,TOMMY",2
04:32,,,,,"MISS JUMPER by JONES,JOSEPH",,,"MISS JUMPER by JONES,JOSEPH",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
04:17,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",2
04:17,"MISS FT by SMITH,LUKE",,,,,,,"MISS FT by SMITH,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:17,"MISS FT by SMITH,LUKE",,,,,,,"MISS FT by SMITH,LUKE",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
04:17,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
04:17,,,,,"SUB OUT by JONES,JOSEPH",,,"SUB OUT by JONES,JOSEPH",2
04:06,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
03:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:44,,,,,"FOUL  by COOKS,BROSNAN",,,"FOUL  by COOKS,BROSNAN",2
03:44,"GOOD FT by BUESCHER,HUNTER",68 (+18),,50,,SEWANEE 68-50 (+18),,"GOOD FT by BUESCHER,HUNTER",2
03:44,"MISS FT by BUESCHER,HUNTER",,,,,,,"MISS FT by BUESCHER,HUNTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:44,,,,,"MISS LAYUP by JONES,JUSTIN",,,"MISS LAYUP by JONES,JUSTIN",2
--,,,,,"REBOUND OFF by COOKS,BROSNAN",,,"REBOUND OFF by COOKS,BROSNAN",2
03:44,,68 (+16),,52,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",BELHAVEN 68-52 (+16),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
03:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:44,,,,,"SUB IN by JONES,JOSEPH",,,"SUB IN by JONES,JOSEPH",2
03:44,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
03:22,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",70 (+18),,52,,SEWANEE 70-52 (+18),,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
03:08,,,,,"MISS LAYUP by COOKS,BROSNAN",,,"MISS LAYUP by COOKS,BROSNAN",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
02:43,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",72 (+20),,52,,SEWANEE 72-52 (+20),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
02:35,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
02:35,,,,,"MISS FT by COOKS,BROSNAN",,,"MISS FT by COOKS,BROSNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:35,,72 (+19),,53,"GOOD FT by COOKS,BROSNAN",BELHAVEN 72-53 (+19),,"GOOD FT by COOKS,BROSNAN",2
02:35,,,,,"SUB IN by RAYMOND RIOS,JR",,,"SUB IN by RAYMOND RIOS,JR",2
02:35,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
02:26,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:10,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
02:10,,,,,"STEAL  by MCCOY,TOMMY",,,"STEAL  by MCCOY,TOMMY",2
01:40,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
01:40,,,,,"SUB OUT by JONES,JOSEPH",,,"SUB OUT by JONES,JOSEPH",2
01:35,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
01:35,,72 (+18),,54,"GOOD FT by MCCOY,TOMMY",BELHAVEN 72-54 (+18),,"GOOD FT by MCCOY,TOMMY",2
01:35,,72 (+17),,55,"GOOD FT by MCCOY,TOMMY",BELHAVEN 72-55 (+17),,"GOOD FT by MCCOY,TOMMY",2
01:35,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",2
01:35,"GOOD FT by SMITH,LUKE",73 (+18),,55,,SEWANEE 73-55 (+18),,"GOOD FT by SMITH,LUKE",2
01:35,"GOOD FT by SMITH,LUKE",74 (+19),,55,,SEWANEE 74-55 (+19),,"GOOD FT by SMITH,LUKE",2
01:35,,,,,"SUB IN by WISE,QUIN",,,"SUB IN by WISE,QUIN",2
01:35,,,,,"SUB IN by GRAVES,SAM",,,"SUB IN by GRAVES,SAM",2
01:35,,,,,"SUB IN by THOMAS,CLAVIN",,,"SUB IN by THOMAS,CLAVIN",2
01:35,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
01:35,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
01:35,,,,,"SUB OUT by COOKS,BROSNAN",,,"SUB OUT by COOKS,BROSNAN",2
01:32,,,,,"MISS 3PTR by ROBERTS,JOSHUA",,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
01:09,"MISS LAYUP by WARLICK,JORDAN",,,,,,,"MISS LAYUP by WARLICK,JORDAN",2
--,"REBOUND OFF by BUESCHER,HUNTER",,,,,,,"REBOUND OFF by BUESCHER,HUNTER",2
00:58,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by GRAVES,SAM",,,"REBOUND DEF by GRAVES,SAM",2
00:43,,74 (+17),,57,"GOOD LAYUP by THOMAS,CLAVIN(fastbreak)(in the paint)",BELHAVEN 74-57 (+17),,"GOOD LAYUP by THOMAS,CLAVIN(fastbreak)(in the paint)",2
00:43,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
00:43,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
00:43,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
00:43,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
00:43,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
00:43,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
00:43,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
00:43,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
00:21,"MISS JUMPER by KNOX,JOEY",,,,,,,"MISS JUMPER by KNOX,JOEY",2
--,,,,,"REBOUND DEF by REED,AUSTIN",,,"REBOUND DEF by REED,AUSTIN",2
00:12,,,,,"SUB IN by REED,AUSTIN",,,"SUB IN by REED,AUSTIN",2
00:12,,,,,"SUB IN by HUBELE,NATHAN",,,"SUB IN by HUBELE,NATHAN",2
00:12,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
00:12,,,,,"SUB OUT by RAYMOND RIOS,JR",,,"SUB OUT by RAYMOND RIOS,JR",2
