Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",1
01:18,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",1
01:18,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
01:01,,26,,26,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 26-26 (0),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",1
00:53,"GOOD 3PTR by WASHINGTON,AARON",29 (+3),,26,,HCM 29-26 (-3),,"GOOD 3PTR by WASHINGTON,AARON",1
--,"ASSIST  by REID,BRYANT",,,,,,,"ASSIST  by REID,BRYANT",1
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:53,"SUB IN by PINES,KYANTE",,,,,,,"SUB IN by PINES,KYANTE",1
00:53,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",1
00:35,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",1
--,"REBOUND DEF by REID,BRYANT",,,,,,,"REBOUND DEF by REID,BRYANT",1
00:31,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",1
00:31,"GOOD FT by PINES,KYANTE",30 (+4),,26,,HCM 30-26 (-4),,"GOOD FT by PINES,KYANTE",1
00:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:31,"MISS FT by PINES,KYANTE",,,,,,,"MISS FT by PINES,KYANTE",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
00:22,"FOUL  by ZACHERY,CEAUNTE",,,,,,,"FOUL  by ZACHERY,CEAUNTE",1
00:22,,,,,"MISS FT by BUESCHER,HUNTER",,,"MISS FT by BUESCHER,HUNTER",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:22,,30 (+3),,27,"GOOD FT by BUESCHER,HUNTER",SEWANEE 30-27 (-3),,"GOOD FT by BUESCHER,HUNTER",1
00:02,"MISS JUMPER by WASHINGTON,AARON",,,,,,,"MISS JUMPER by WASHINGTON,AARON",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
19:49,"TURNOVER  by HARRIS,JAMES",,,,,,,"TURNOVER  by HARRIS,JAMES",2
19:33,,30,,30,"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 30-30 (0),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
19:25,"TURNOVER  by PINES,KYANTE",,,,,,,"TURNOVER  by PINES,KYANTE",2
19:25,,,,,"STEAL  by SMITH,LUKE",,,"STEAL  by SMITH,LUKE",2
19:08,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by LIVINGSTON,TREY",,,,,,,"REBOUND DEF by LIVINGSTON,TREY",2
18:57,"TURNOVER  by LIVINGSTON,TREY",,,,,,,"TURNOVER  by LIVINGSTON,TREY",2
18:57,"FOUL  by LIVINGSTON,TREY",,,,,,,"FOUL  by LIVINGSTON,TREY",2
18:39,,30,,32 (+2),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 30-32 (+2),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",2
18:25,"GOOD JUMPER by HARRIS,JAMES",32,,32,,HCM 32-32 (0),,"GOOD JUMPER by HARRIS,JAMES",2
17:53,,32,,34 (+2),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 32-34 (+2),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by CRUMLY,JONNY",,,"ASSIST  by CRUMLY,JONNY",2
17:53,"FOUL  by ZACHERY,CEAUNTE",,,,,,,"FOUL  by ZACHERY,CEAUNTE",2
17:53,,32,,35 (+3),"GOOD FT by CALDWELL,CAM",SEWANEE 32-35 (+3),,"GOOD FT by CALDWELL,CAM",2
17:43,"MISS LAYUP by HARRIS,JAMES",,,,,,,"MISS LAYUP by HARRIS,JAMES",2
--,"REBOUND OFF by HARRIS,JAMES",,,,,,,"REBOUND OFF by HARRIS,JAMES",2
17:37,"MISS 3PTR by MADISON,DAMIEN",,,,,,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND OFF by KING,ISAIAH",,,,,,,"REBOUND OFF by KING,ISAIAH",2
17:31,"MISS LAYUP by KING,ISAIAH",,,,,,,"MISS LAYUP by KING,ISAIAH",2
17:31,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
17:09,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
16:46,"GOOD LAYUP by PINES,KYANTE(in the paint)",34,,35 (+1),,HCM 34-35 (+1),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
--,"ASSIST  by HARRIS,JAMES",,,,,,,"ASSIST  by HARRIS,JAMES",2
16:11,,,,,"MISS 3PTR by SMITH,LUKE",,,"MISS 3PTR by SMITH,LUKE",2
--,"REBOUND DEF by KING,ISAIAH",,,,,,,"REBOUND DEF by KING,ISAIAH",2
15:55,"MISS 3PTR by PINES,KYANTE",,,,,,,"MISS 3PTR by PINES,KYANTE",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
15:39,,,,,"MISS 3PTR by CRUMLY,JONNY",,,"MISS 3PTR by CRUMLY,JONNY",2
--,"REBOUND DEF by LIVINGSTON,TREY",,,,,,,"REBOUND DEF by LIVINGSTON,TREY",2
15:23,"MISS LAYUP by LIVINGSTON,TREY",,,,,,,"MISS LAYUP by LIVINGSTON,TREY",2
--,"REBOUND OFF by ZACHERY,CEAUNTE",,,,,,,"REBOUND OFF by ZACHERY,CEAUNTE",2
15:21,"MISS TIPIN by ZACHERY,CEAUNTE",,,,,,,"MISS TIPIN by ZACHERY,CEAUNTE",2
--,"REBOUND OFF by PINES,KYANTE",,,,,,,"REBOUND OFF by PINES,KYANTE",2
15:19,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
15:19,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:19,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
15:19,"SUB IN by REID,BRYANT",,,,,,,"SUB IN by REID,BRYANT",2
15:19,"SUB IN by GREEN,THOMAS",,,,,,,"SUB IN by GREEN,THOMAS",2
15:19,"SUB IN by HOBSON,CHARVEZ'",,,,,,,"SUB IN by HOBSON,CHARVEZ'",2
15:19,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",2
15:19,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
15:19,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",2
15:19,"SUB OUT by KING,ISAIAH",,,,,,,"SUB OUT by KING,ISAIAH",2
15:19,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
15:19,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
15:02,,34,,38 (+4),"GOOD 3PTR by LEE,MATT",SEWANEE 34-38 (+4),,"GOOD 3PTR by LEE,MATT",2
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",2
14:46,"MISS LAYUP by CHADWICK,SCOTTY",,,,,,,"MISS LAYUP by CHADWICK,SCOTTY",2
14:46,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:29,"MISS 3PTR by PINES,KYANTE",,,,,,,"MISS 3PTR by PINES,KYANTE",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
14:15,,,,,"MISS JUMPER by CALDWELL,CAM",,,"MISS JUMPER by CALDWELL,CAM",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
13:59,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
13:57,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
13:57,"SUB OUT by PINES,KYANTE",,,,,,,"SUB OUT by PINES,KYANTE",2
13:41,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
13:41,,34,,39 (+5),"GOOD FT by BUESCHER,HUNTER",SEWANEE 34-39 (+5),,"GOOD FT by BUESCHER,HUNTER",2
13:41,,34,,40 (+6),"GOOD FT by BUESCHER,HUNTER",SEWANEE 34-40 (+6),,"GOOD FT by BUESCHER,HUNTER",2
13:32,"MISS LAYUP by REID,BRYANT",,,,,,,"MISS LAYUP by REID,BRYANT",2
--,"REBOUND OFF by CHADWICK,SCOTTY",,,,,,,"REBOUND OFF by CHADWICK,SCOTTY",2
13:32,"GOOD TIPIN by CHADWICK,SCOTTY(in the paint)",36,,40 (+4),,HCM 36-40 (+4),,"GOOD TIPIN by CHADWICK,SCOTTY(in the paint)",2
13:25,"FOUL  by REID,BRYANT",,,,,,,"FOUL  by REID,BRYANT",2
13:23,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
13:23,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",2
13:23,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
13:23,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
13:17,"TURNOVER  by REID,BRYANT",,,,,,,"TURNOVER  by REID,BRYANT",2
13:17,,,,,"STEAL  by SMITH,LUKE",,,"STEAL  by SMITH,LUKE",2
13:14,,36,,42 (+6),"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",SEWANEE 36-42 (+6),,"GOOD LAYUP by SMITH,LUKE(fastbreak)(in the paint)",2
12:55,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
12:49,"GOOD JUMPER by REID,BRYANT",38,,42 (+4),,HCM 38-42 (+4),,"GOOD JUMPER by REID,BRYANT",2
12:25,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,"REBOUND DEF by CHADWICK,SCOTTY",,,,,,,"REBOUND DEF by CHADWICK,SCOTTY",2
12:15,"MISS JUMPER by HOBSON,CHARVEZ'",,,,,,,"MISS JUMPER by HOBSON,CHARVEZ'",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
12:06,,38,,45 (+7),"GOOD 3PTR by KNOX,JOEY",SEWANEE 38-45 (+7),,"GOOD 3PTR by KNOX,JOEY",2
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",2
11:54,"TURNOVER  by REID,BRYANT",,,,,,,"TURNOVER  by REID,BRYANT",2
11:54,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:54,"SUB IN by PINES,KYANTE",,,,,,,"SUB IN by PINES,KYANTE",2
11:54,"SUB IN by WASHINGTON,AARON",,,,,,,"SUB IN by WASHINGTON,AARON",2
11:54,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
11:54,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
11:54,"SUB OUT by REID,BRYANT",,,,,,,"SUB OUT by REID,BRYANT",2
11:54,"SUB OUT by GREEN,THOMAS",,,,,,,"SUB OUT by GREEN,THOMAS",2
11:31,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by WASHINGTON,AARON",,,,,,,"REBOUND DEF by WASHINGTON,AARON",2
11:18,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
11:18,"GOOD FT by CHADWICK,SCOTTY",39,,45 (+6),,HCM 39-45 (+6),,"GOOD FT by CHADWICK,SCOTTY",2
11:18,"GOOD FT by CHADWICK,SCOTTY",40,,45 (+5),,HCM 40-45 (+5),,"GOOD FT by CHADWICK,SCOTTY",2
11:18,"SUB IN by WOODS,MYKEL",,,,,,,"SUB IN by WOODS,MYKEL",2
11:18,"SUB OUT by CHADWICK,SCOTTY",,,,,,,"SUB OUT by CHADWICK,SCOTTY",2
11:07,"FOUL  by HARRIS,JAMES",,,,,,,"FOUL  by HARRIS,JAMES",2
10:55,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",2
--,"REBOUND DEF by WOODS,MYKEL",,,,,,,"REBOUND DEF by WOODS,MYKEL",2
10:32,"MISS 3PTR by WASHINGTON,AARON",,,,,,,"MISS 3PTR by WASHINGTON,AARON",2
--,"REBOUND OFF by HARRIS,JAMES",,,,,,,"REBOUND OFF by HARRIS,JAMES",2
10:28,"GOOD LAYUP by HARRIS,JAMES(in the paint)",42,,45 (+3),,HCM 42-45 (+3),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
10:02,,42,,47 (+5),"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 42-47 (+5),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
09:44,"GOOD LAYUP by PINES,KYANTE(in the paint)",44,,47 (+3),,HCM 44-47 (+3),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
09:28,"FOUL  by PINES,KYANTE",,,,,,,"FOUL  by PINES,KYANTE",2
09:28,,,,,"MISS FT by KNOX,JOEY",,,"MISS FT by KNOX,JOEY",2
--,"REBOUND DEF by WASHINGTON,AARON",,,,,,,"REBOUND DEF by WASHINGTON,AARON",2
09:28,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",2
09:28,"SUB OUT by HOBSON,CHARVEZ'",,,,,,,"SUB OUT by HOBSON,CHARVEZ'",2
09:28,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
09:28,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
09:03,"MISS LAYUP by PINES,KYANTE",,,,,,,"MISS LAYUP by PINES,KYANTE",2
09:03,,,,,"BLOCK  by KNOX,JOEY",,,"BLOCK  by KNOX,JOEY",2
--,"REBOUND OFF by ZACHERY,CEAUNTE",,,,,,,"REBOUND OFF by ZACHERY,CEAUNTE",2
08:56,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",46,,47 (+1),,HCM 46-47 (+1),,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",2
08:43,,46,,49 (+3),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 46-49 (+3),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
08:38,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
08:38,"SUB IN by KING,ISAIAH",,,,,,,"SUB IN by KING,ISAIAH",2
08:38,"SUB OUT by WASHINGTON,AARON",,,,,,,"SUB OUT by WASHINGTON,AARON",2
08:33,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",2
08:33,"GOOD FT by ZACHERY,CEAUNTE",47,,49 (+2),,HCM 47-49 (+2),,"GOOD FT by ZACHERY,CEAUNTE",2
08:33,"MISS FT by ZACHERY,CEAUNTE",,,,,,,"MISS FT by ZACHERY,CEAUNTE",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
08:17,,47,,52 (+5),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 47-52 (+5),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
08:03,"MISS LAYUP by KING,ISAIAH",,,,,,,"MISS LAYUP by KING,ISAIAH",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
07:55,"FOUL  by KING,ISAIAH",,,,,,,"FOUL  by KING,ISAIAH",2
07:55,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:55,,47,,53 (+6),"GOOD FT by BUESCHER,HUNTER",SEWANEE 47-53 (+6),,"GOOD FT by BUESCHER,HUNTER",2
07:55,,,,,"MISS FT by BUESCHER,HUNTER",,,"MISS FT by BUESCHER,HUNTER",2
--,"REBOUND DEF by WOODS,MYKEL",,,,,,,"REBOUND DEF by WOODS,MYKEL",2
07:38,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",2
07:38,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
07:28,"MISS LAYUP by ZACHERY,CEAUNTE",,,,,,,"MISS LAYUP by ZACHERY,CEAUNTE",2
--,"REBOUND OFF by WOODS,MYKEL",,,,,,,"REBOUND OFF by WOODS,MYKEL",2
07:26,"MISS TIPIN by WOODS,MYKEL",,,,,,,"MISS TIPIN by WOODS,MYKEL",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
07:25,"FOUL  by PINES,KYANTE",,,,,,,"FOUL  by PINES,KYANTE",2
07:25,,,,,"MISS FT by WARLICK,JORDAN",,,"MISS FT by WARLICK,JORDAN",2
--,"REBOUND DEF by WOODS,MYKEL",,,,,,,"REBOUND DEF by WOODS,MYKEL",2
07:13,"TURNOVER  by PINES,KYANTE",,,,,,,"TURNOVER  by PINES,KYANTE",2
07:13,,,,,"STEAL  by KNOX,JOEY",,,"STEAL  by KNOX,JOEY",2
07:10,"SUB IN by LIVINGSTON,TREY",,,,,,,"SUB IN by LIVINGSTON,TREY",2
07:10,"SUB OUT by WOODS,MYKEL",,,,,,,"SUB OUT by WOODS,MYKEL",2
07:10,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
07:10,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
07:08,,,,,"TURNOVER  by HOLLOWAY,JACK",,,"TURNOVER  by HOLLOWAY,JACK",2
06:50,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",49,,53 (+4),,HCM 49-53 (+4),,"GOOD JUMPER by ZACHERY,CEAUNTE(in the paint)",2
06:32,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
06:23,"GOOD LAYUP by KING,ISAIAH(fastbreak)(in the paint)",51,,53 (+2),,HCM 51-53 (+2),,"GOOD LAYUP by KING,ISAIAH(fastbreak)(in the paint)",2
--,"ASSIST  by ZACHERY,CEAUNTE",,,,,,,"ASSIST  by ZACHERY,CEAUNTE",2
06:23,,,,,"FOUL  by HOLLOWAY,JACK",,,"FOUL  by HOLLOWAY,JACK",2
06:23,"MISS FT by KING,ISAIAH",,,,,,,"MISS FT by KING,ISAIAH",2
--,"REBOUND OFF by LIVINGSTON,TREY",,,,,,,"REBOUND OFF by LIVINGSTON,TREY",2
06:23,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
06:23,"SUB OUT by HARRIS,JAMES",,,,,,,"SUB OUT by HARRIS,JAMES",2
06:23,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
06:23,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",2
06:23,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
06:23,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
06:17,"TURNOVER  by KING,ISAIAH",,,,,,,"TURNOVER  by KING,ISAIAH",2
06:17,,,,,"STEAL  by CALDWELL,CAM",,,"STEAL  by CALDWELL,CAM",2
06:10,,51,,56 (+5),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 51-56 (+5),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
05:56,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
05:56,"GOOD FT by LIVINGSTON,TREY",52,,56 (+4),,HCM 52-56 (+4),,"GOOD FT by LIVINGSTON,TREY",2
05:56,"MISS FT by LIVINGSTON,TREY",,,,,,,"MISS FT by LIVINGSTON,TREY",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
05:31,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:18,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
05:07,,,,,"MISS LAYUP by CALDWELL,CAM",,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
04:59,"MISS 3PTR by MADISON,DAMIEN",,,,,,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND OFF by PINES,KYANTE",,,,,,,"REBOUND OFF by PINES,KYANTE",2
04:56,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
04:56,"MISS FT by PINES,KYANTE",,,,,,,"MISS FT by PINES,KYANTE",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
04:56,"SUB IN by HOBSON,CHARVEZ'",,,,,,,"SUB IN by HOBSON,CHARVEZ'",2
04:56,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
04:56,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
04:56,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
04:53,"FOUL  by HOBSON,CHARVEZ'",,,,,,,"FOUL  by HOBSON,CHARVEZ'",2
04:53,,52,,57 (+5),"GOOD FT by LEE,MATT",SEWANEE 52-57 (+5),,"GOOD FT by LEE,MATT",2
04:53,,,,,"MISS FT by LEE,MATT",,,"MISS FT by LEE,MATT",2
--,"REBOUND DEF by PINES,KYANTE",,,,,,,"REBOUND DEF by PINES,KYANTE",2
04:41,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",54,,57 (+3),,HCM 54-57 (+3),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
04:41,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",2
04:41,"GOOD FT by MADISON,DAMIEN",55,,57 (+2),,HCM 55-57 (+2),,"GOOD FT by MADISON,DAMIEN",2
04:41,"SUB IN by ZACHERY,CEAUNTE",,,,,,,"SUB IN by ZACHERY,CEAUNTE",2
04:41,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",2
04:13,,,,,"MISS JUMPER by LEE,MATT",,,"MISS JUMPER by LEE,MATT",2
--,"REBOUND DEF by ZACHERY,CEAUNTE",,,,,,,"REBOUND DEF by ZACHERY,CEAUNTE",2
03:58,"MISS LAYUP by MADISON,DAMIEN",,,,,,,"MISS LAYUP by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
03:27,"FOUL  by ZACHERY,CEAUNTE",,,,,,,"FOUL  by ZACHERY,CEAUNTE",2
03:27,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:27,,55,,58 (+3),"GOOD FT by WARLICK,JORDAN",SEWANEE 55-58 (+3),,"GOOD FT by WARLICK,JORDAN",2
03:27,,,,,"MISS FT by WARLICK,JORDAN",,,"MISS FT by WARLICK,JORDAN",2
--,"REBOUND OFF by ZACHERY,CEAUNTE",,,,,,,"REBOUND OFF by ZACHERY,CEAUNTE",2
03:27,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
03:27,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
03:23,,,,,"MISS LAYUP by CALDWELL,CAM",,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND DEF by HOBSON,CHARVEZ'",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ'",2
03:14,"GOOD LAYUP by KING,ISAIAH(in the paint)",57,,58 (+1),,HCM 57-58 (+1),,"GOOD LAYUP by KING,ISAIAH(in the paint)",2
--,"ASSIST  by HARRIS,JAMES",,,,,,,"ASSIST  by HARRIS,JAMES",2
03:14,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
03:14,"GOOD FT by KING,ISAIAH",58,,58,,HCM 58-58 (0),,"GOOD FT by KING,ISAIAH",2
03:14,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
03:14,"SUB IN by HARRIS,JAMES",,,,,,,"SUB IN by HARRIS,JAMES",2
03:14,"SUB OUT by ZACHERY,CEAUNTE",,,,,,,"SUB OUT by ZACHERY,CEAUNTE",2
03:14,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
02:50,,,,,"MISS LAYUP by LEE,MATT",,,"MISS LAYUP by LEE,MATT",2
--,"REBOUND DEF by CHADWICK,SCOTTY",,,,,,,"REBOUND DEF by CHADWICK,SCOTTY",2
02:44,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",2
02:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:44,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
02:44,"MISS FT by KING,ISAIAH",,,,,,,"MISS FT by KING,ISAIAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:44,"GOOD FT by KING,ISAIAH",59 (+1),,58,,HCM 59-58 (-1),,"GOOD FT by KING,ISAIAH",2
02:16,,59,,60 (+1),"GOOD JUMPER by WARLICK,JORDAN",SEWANEE 59-60 (+1),,"GOOD JUMPER by WARLICK,JORDAN",2
01:58,"GOOD LAYUP by PINES,KYANTE(in the paint)",61 (+1),,60,,HCM 61-60 (-1),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
