Time Remaining,JOHNSON,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
17:37,,,,,"FOUL  by SMITH,LUKE",,,"FOUL  by SMITH,LUKE",2
17:28,"MISS JUMPER by GULLION,KENTON",,,,,,,"MISS JUMPER by GULLION,KENTON",2
--,"REBOUND OFF by GULLION,KENTON",,,,,,,"REBOUND OFF by GULLION,KENTON",2
17:20,"MISS JUMPER by GULLION,KENTON",,,,,,,"MISS JUMPER by GULLION,KENTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:14,"MISS LAYUP by GULLION,KENTON",,,,,,,"MISS LAYUP by GULLION,KENTON",2
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",2
17:13,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
17:13,"MISS FT by JONES,COBY",,,,,,,"MISS FT by JONES,COBY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:13,"MISS FT by JONES,COBY",,,,,,,"MISS FT by JONES,COBY",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
16:50,"FOUL  by GULLION,KENTON",,,,,,,"FOUL  by GULLION,KENTON",2
16:50,"SUB IN by BLAYLOCK,JAKE",,,,,,,"SUB IN by BLAYLOCK,JAKE",2
16:50,"SUB IN by GRUBB,CAVIN",,,,,,,"SUB IN by GRUBB,CAVIN",2
16:50,SUB OUT by 0,,,,,,,SUB OUT by 0,2
16:50,"SUB OUT by MCCLAIN,CODY",,,,,,,"SUB OUT by MCCLAIN,CODY",2
16:44,,33,,50 (+17),"GOOD 3PTR by SMITH,LUKE",SEWANEE 33-50 (+17),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
16:34,"MISS JUMPER by JONES,COBY",,,,,,,"MISS JUMPER by JONES,COBY",2
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",2
16:27,,,,,"MISS 3PTR by CALDWELL,CAM",,,"MISS 3PTR by CALDWELL,CAM",2
--,"REBOUND DEF by GILPIN,TAYLOR",,,,,,,"REBOUND DEF by GILPIN,TAYLOR",2
16:20,"MISS LAYUP by GILPIN,TAYLOR",,,,,,,"MISS LAYUP by GILPIN,TAYLOR",2
16:20,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:12,"MISS JUMPER by ESTACIO,ESTIVEN",,,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",2
16:11,"GOOD LAYUP by JONES,COBY(in the paint)",35,,50 (+15),,JOHNSON 35-50 (+15),,"GOOD LAYUP by JONES,COBY(in the paint)",2
16:11,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
16:11,"GOOD FT by JONES,COBY",36,,50 (+14),,JOHNSON 36-50 (+14),,"GOOD FT by JONES,COBY",2
16:11,"SUB IN by CRESSWELL,TAYLOR",,,,,,,"SUB IN by CRESSWELL,TAYLOR",2
16:11,"SUB IN by MCCLAIN,CODY",,,,,,,"SUB IN by MCCLAIN,CODY",2
16:11,"SUB OUT by GILPIN,TAYLOR",,,,,,,"SUB OUT by GILPIN,TAYLOR",2
16:11,SUB OUT by 0,,,,,,,SUB OUT by 0,2
16:11,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
16:11,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
15:53,,36,,53 (+17),"GOOD 3PTR by KNOX,JOEY",SEWANEE 36-53 (+17),,"GOOD 3PTR by KNOX,JOEY",2
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",2
15:40,"TURNOVER  by JONES,COBY",,,,,,,"TURNOVER  by JONES,COBY",2
15:39,,,,,"STEAL  by LEE,MATT",,,"STEAL  by LEE,MATT",2
15:33,,36,,56 (+20),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 36-56 (+20),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",2
15:18,"GOOD JUMPER by CRESSWELL,TAYLOR(in the paint)",38,,56 (+18),,JOHNSON 38-56 (+18),,"GOOD JUMPER by CRESSWELL,TAYLOR(in the paint)",2
14:52,"FOUL  by GRUBB,CAVIN",,,,,,,"FOUL  by GRUBB,CAVIN",2
14:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:52,"SUB IN by FIELDER,DWAYNE",,,,,,,"SUB IN by FIELDER,DWAYNE",2
14:52,"SUB OUT by JONES,COBY",,,,,,,"SUB OUT by JONES,COBY",2
14:52,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
14:52,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
14:35,,,,,"MISS 3PTR by SMITH,LUKE",,,"MISS 3PTR by SMITH,LUKE",2
--,"REBOUND DEF by MCCLAIN,CODY",,,,,,,"REBOUND DEF by MCCLAIN,CODY",2
14:25,"MISS JUMPER by GRUBB,CAVIN",,,,,,,"MISS JUMPER by GRUBB,CAVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:07,"FOUL  by BLAYLOCK,JAKE",,,,,,,"FOUL  by BLAYLOCK,JAKE",2
14:07,,38,,57 (+19),"GOOD FT by BUESCHER,HUNTER",SEWANEE 38-57 (+19),,"GOOD FT by BUESCHER,HUNTER",2
14:07,,,,,"MISS FT by BUESCHER,HUNTER",,,"MISS FT by BUESCHER,HUNTER",2
--,"REBOUND DEF by FIELDER,DWAYNE",,,,,,,"REBOUND DEF by FIELDER,DWAYNE",2
13:54,"MISS 3PTR by BLAYLOCK,JAKE",,,,,,,"MISS 3PTR by BLAYLOCK,JAKE",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
13:40,,38,,59 (+21),"GOOD LAYUP by CRUMLY,JONNY(in the paint)",SEWANEE 38-59 (+21),,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
13:21,"MISS JUMPER by MCCLAIN,CODY",,,,,,,"MISS JUMPER by MCCLAIN,CODY",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
12:57,,38,,61 (+23),"GOOD LAYUP by CRUMLY,JONNY(in the paint)",SEWANEE 38-61 (+23),,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
12:43,"MISS JUMPER by CRESSWELL,TAYLOR",,,,,,,"MISS JUMPER by CRESSWELL,TAYLOR",2
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",2
12:25,"SUB IN by GILPIN,TAYLOR",,,,,,,"SUB IN by GILPIN,TAYLOR",2
12:25,SUB IN by 0,,,,,,,SUB IN by 0,2
12:25,"SUB IN by JONES,COBY",,,,,,,"SUB IN by JONES,COBY",2
12:25,"SUB OUT by CRESSWELL,TAYLOR",,,,,,,"SUB OUT by CRESSWELL,TAYLOR",2
12:25,"SUB OUT by FIELDER,DWAYNE",,,,,,,"SUB OUT by FIELDER,DWAYNE",2
12:25,"SUB OUT by BLAYLOCK,JAKE",,,,,,,"SUB OUT by BLAYLOCK,JAKE",2
12:25,,,,,"SUB IN by HEITZENRATER,ANDREW",,,"SUB IN by HEITZENRATER,ANDREW",2
12:25,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
12:15,,38,,63 (+25),"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 38-63 (+25),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",2
11:55,"TURNOVER  by JONES,COBY",,,,,,,"TURNOVER  by JONES,COBY",2
11:55,,,,,"STEAL  by CRUMLY,JONNY",,,"STEAL  by CRUMLY,JONNY",2
11:51,,38,,65 (+27),"GOOD DUNK by KNOX,JOEY(fastbreak)(in the paint)",SEWANEE 38-65 (+27),,"GOOD DUNK by KNOX,JOEY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CRUMLY,JONNY",,,"ASSIST  by CRUMLY,JONNY",2
11:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:49,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
11:49,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",2
11:49,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
11:49,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
11:35,"MISS JUMPER by MCCLAIN,CODY",,,,,,,"MISS JUMPER by MCCLAIN,CODY",2
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",2
11:28,,,,,"FOUL  by CRUMLY,JONNY",,,"FOUL  by CRUMLY,JONNY",2
11:18,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",40,,65 (+25),,JOHNSON 40-65 (+25),,"GOOD LAYUP by GILPIN,TAYLOR(in the paint)",2
10:58,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by LEE,MATT",,,"REBOUND OFF by LEE,MATT",2
10:55,,,,,"MISS 3PTR by HEITZENRATER,ANDREW",,,"MISS 3PTR by HEITZENRATER,ANDREW",2
--,"REBOUND DEF by GRUBB,CAVIN",,,,,,,"REBOUND DEF by GRUBB,CAVIN",2
10:49,"MISS 3PTR by GILPIN,TAYLOR",,,,,,,"MISS 3PTR by GILPIN,TAYLOR",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:24,,40,,67 (+27),"GOOD LAYUP by CRUMLY,JONNY(in the paint)",SEWANEE 40-67 (+27),,"GOOD LAYUP by CRUMLY,JONNY(in the paint)",2
--,,,,,"ASSIST  by HEITZENRATER,ANDREW",,,"ASSIST  by HEITZENRATER,ANDREW",2
10:10,"MISS LAYUP by GILPIN,TAYLOR",,,,,,,"MISS LAYUP by GILPIN,TAYLOR",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
09:59,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",2
09:59,"BLOCK  by ESTACIO,ESTIVEN",,,,,,,"BLOCK  by ESTACIO,ESTIVEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:59,SUB IN by 0,,,,,,,SUB IN by 0,2
09:59,"SUB OUT by GILPIN,TAYLOR",,,,,,,"SUB OUT by GILPIN,TAYLOR",2
09:46,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",2
--,"REBOUND DEF by GULLION,KENTON",,,,,,,"REBOUND DEF by GULLION,KENTON",2
09:36,"GOOD 3PTR by MCCLAIN,CODY",43,,67 (+24),,JOHNSON 43-67 (+24),,"GOOD 3PTR by MCCLAIN,CODY",2
--,"ASSIST  by GRUBB,CAVIN",,,,,,,"ASSIST  by GRUBB,CAVIN",2
09:14,,43,,69 (+26),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 43-69 (+26),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
--,,,,,"ASSIST  by CRUMLY,JONNY",,,"ASSIST  by CRUMLY,JONNY",2
09:06,"GOOD 3PTR by GRUBB,CAVIN",46,,69 (+23),,JOHNSON 46-69 (+23),,"GOOD 3PTR by GRUBB,CAVIN",2
08:44,,46,,71 (+25),"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 46-71 (+25),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
08:35,"GOOD LAYUP by GRUBB,CAVIN(in the paint)",48,,71 (+23),,JOHNSON 48-71 (+23),,"GOOD LAYUP by GRUBB,CAVIN(in the paint)",2
08:26,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by GULLION,KENTON",,,,,,,"REBOUND DEF by GULLION,KENTON",2
08:21,"MISS 3PTR by GRUBB,CAVIN",,,,,,,"MISS 3PTR by GRUBB,CAVIN",2
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",2
08:13,"MISS 3PTR by MCCLAIN,CODY",,,,,,,"MISS 3PTR by MCCLAIN,CODY",2
--,"REBOUND OFF by GULLION,KENTON",,,,,,,"REBOUND OFF by GULLION,KENTON",2
07:57,"GOOD LAYUP by JONES,COBY(in the paint)",50,,71 (+21),,JOHNSON 50-71 (+21),,"GOOD LAYUP by JONES,COBY(in the paint)",2
--,"ASSIST  by GULLION,KENTON",,,,,,,"ASSIST  by GULLION,KENTON",2
07:57,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",2
07:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:57,"GOOD FT by JONES,COBY",51,,71 (+20),,JOHNSON 51-71 (+20),,"GOOD FT by JONES,COBY",2
07:57,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
07:57,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
07:57,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",2
07:57,,,,,"SUB OUT by HEITZENRATER,ANDREW",,,"SUB OUT by HEITZENRATER,ANDREW",2
07:57,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
07:57,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
07:38,,,,,"MISS 3PTR by LEE,MATT",,,"MISS 3PTR by LEE,MATT",2
--,"REBOUND DEF by ESTACIO,ESTIVEN",,,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",2
07:23,"MISS JUMPER by JONES,COBY",,,,,,,"MISS JUMPER by JONES,COBY",2
--,"REBOUND OFF by ESTACIO,ESTIVEN",,,,,,,"REBOUND OFF by ESTACIO,ESTIVEN",2
07:19,"GOOD LAYUP by ESTACIO,ESTIVEN(in the paint)",53,,71 (+18),,JOHNSON 53-71 (+18),,"GOOD LAYUP by ESTACIO,ESTIVEN(in the paint)",2
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",2
07:19,"MISS FT by ESTACIO,ESTIVEN",,,,,,,"MISS FT by ESTACIO,ESTIVEN",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
07:05,,53,,73 (+20),"GOOD JUMPER by LEE,MATT(in the paint)",SEWANEE 53-73 (+20),,"GOOD JUMPER by LEE,MATT(in the paint)",2
06:49,"TURNOVER  by ESTACIO,ESTIVEN",,,,,,,"TURNOVER  by ESTACIO,ESTIVEN",2
06:22,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,"REBOUND DEF by JONES,COBY",,,,,,,"REBOUND DEF by JONES,COBY",2
06:14,"GOOD JUMPER by JONES,COBY",55,,73 (+18),,JOHNSON 55-73 (+18),,"GOOD JUMPER by JONES,COBY",2
05:52,"SUB IN by GILPIN,TAYLOR",,,,,,,"SUB IN by GILPIN,TAYLOR",2
05:52,SUB OUT by 0,,,,,,,SUB OUT by 0,2
05:45,,,,,"MISS LAYUP by SMITH,LUKE",,,"MISS LAYUP by SMITH,LUKE",2
--,,,,,"REBOUND OFF by CALDWELL,CAM",,,"REBOUND OFF by CALDWELL,CAM",2
05:42,,55,,75 (+20),"GOOD TIPIN by CALDWELL,CAM(in the paint)",SEWANEE 55-75 (+20),,"GOOD TIPIN by CALDWELL,CAM(in the paint)",2
05:35,"GOOD 3PTR by GRUBB,CAVIN",58,,75 (+17),,JOHNSON 58-75 (+17),,"GOOD 3PTR by GRUBB,CAVIN",2
--,"ASSIST  by GILPIN,TAYLOR",,,,,,,"ASSIST  by GILPIN,TAYLOR",2
05:21,,58,,78 (+20),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 58-78 (+20),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
05:00,"GOOD JUMPER by JONES,COBY(in the paint)",60,,78 (+18),,JOHNSON 60-78 (+18),,"GOOD JUMPER by JONES,COBY(in the paint)",2
05:00,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",2
05:00,"TURNOVER  by JONES,COBY",,,,,,,"TURNOVER  by JONES,COBY",2
04:51,,,,,"MISS 3PTR by LEE,MATT",,,"MISS 3PTR by LEE,MATT",2
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",2
04:31,,60,,80 (+20),"GOOD LAYUP by LEE,MATT(in the paint)",SEWANEE 60-80 (+20),,"GOOD LAYUP by LEE,MATT(in the paint)",2
04:21,"MISS 3PTR by GRUBB,CAVIN",,,,,,,"MISS 3PTR by GRUBB,CAVIN",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
04:00,"FOUL  by MCCLAIN,CODY",,,,,,,"FOUL  by MCCLAIN,CODY",2
04:00,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
04:00,,60,,81 (+21),"GOOD FT by WARLICK,JORDAN",SEWANEE 60-81 (+21),,"GOOD FT by WARLICK,JORDAN",2
04:00,,,,,"MISS FT by WARLICK,JORDAN",,,"MISS FT by WARLICK,JORDAN",2
--,"REBOUND DEF by GULLION,KENTON",,,,,,,"REBOUND DEF by GULLION,KENTON",2
03:54,"GOOD JUMPER by WILSON,MANCER",62,,81 (+19),,JOHNSON 62-81 (+19),,"GOOD JUMPER by WILSON,MANCER",2
03:50,"SUB IN by WILSON,MANCER",,,,,,,"SUB IN by WILSON,MANCER",2
03:50,"SUB OUT by MCCLAIN,CODY",,,,,,,"SUB OUT by MCCLAIN,CODY",2
03:38,"FOUL  by GULLION,KENTON",,,,,,,"FOUL  by GULLION,KENTON",2
03:38,,62,,82 (+20),"GOOD FT by LEE,MATT",SEWANEE 62-82 (+20),,"GOOD FT by LEE,MATT",2
03:38,,62,,83 (+21),"GOOD FT by LEE,MATT",SEWANEE 62-83 (+21),,"GOOD FT by LEE,MATT",2
03:38,,,,,"SUB IN by HEITZENRATER,ANDREW",,,"SUB IN by HEITZENRATER,ANDREW",2
03:38,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
03:38,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
03:38,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
03:38,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
03:38,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
03:31,"GOOD 3PTR by GULLION,KENTON",65,,83 (+18),,JOHNSON 65-83 (+18),,"GOOD 3PTR by GULLION,KENTON",2
--,"ASSIST  by GRUBB,CAVIN",,,,,,,"ASSIST  by GRUBB,CAVIN",2
03:16,,,,,"MISS JUMPER by HOLLOWAY,JACK",,,"MISS JUMPER by HOLLOWAY,JACK",2
--,"REBOUND DEF by JONES,COBY",,,,,,,"REBOUND DEF by JONES,COBY",2
03:08,"GOOD JUMPER by JONES,COBY",67,,83 (+16),,JOHNSON 67-83 (+16),,"GOOD JUMPER by JONES,COBY",2
02:53,,67,,85 (+18),"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",SEWANEE 67-85 (+18),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
--,,,,,"ASSIST  by HEITZENRATER,ANDREW",,,"ASSIST  by HEITZENRATER,ANDREW",2
02:44,"MISS JUMPER by GILPIN,TAYLOR",,,,,,,"MISS JUMPER by GILPIN,TAYLOR",2
--,"REBOUND OFF by JONES,COBY",,,,,,,"REBOUND OFF by JONES,COBY",2
02:42,,,,,"FOUL  by HEITZENRATER,ANDREW",,,"FOUL  by HEITZENRATER,ANDREW",2
02:42,"GOOD FT by JONES,COBY",68,,85 (+17),,JOHNSON 68-85 (+17),,"GOOD FT by JONES,COBY",2
02:42,"GOOD FT by JONES,COBY",69,,85 (+16),,JOHNSON 69-85 (+16),,"GOOD FT by JONES,COBY",2
02:32,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
02:30,"STEAL  by GILPIN,TAYLOR",,,,,,,"STEAL  by GILPIN,TAYLOR",2
02:26,"GOOD 3PTR by GILPIN,TAYLOR(fastbreak)",72,,85 (+13),,JOHNSON 72-85 (+13),,"GOOD 3PTR by GILPIN,TAYLOR(fastbreak)",2
--,"ASSIST  by JONES,COBY",,,,,,,"ASSIST  by JONES,COBY",2
01:57,,72,,87 (+15),"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",SEWANEE 72-87 (+15),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
01:45,"GOOD 3PTR by GILPIN,TAYLOR",75,,87 (+12),,JOHNSON 75-87 (+12),,"GOOD 3PTR by GILPIN,TAYLOR",2
--,"ASSIST  by GULLION,KENTON",,,,,,,"ASSIST  by GULLION,KENTON",2
01:30,,75,,89 (+14),"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",SEWANEE 75-89 (+14),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",2
01:18,"TURNOVER  by GULLION,KENTON",,,,,,,"TURNOVER  by GULLION,KENTON",2
01:17,,,,,"STEAL  by WARLICK,JORDAN",,,"STEAL  by WARLICK,JORDAN",2
01:06,,,,,"MISS 3PTR by HEITZENRATER,ANDREW",,,"MISS 3PTR by HEITZENRATER,ANDREW",2
--,"REBOUND DEF by JONES,COBY",,,,,,,"REBOUND DEF by JONES,COBY",2
00:57,,,,,"FOUL  by HEITZENRATER,ANDREW",,,"FOUL  by HEITZENRATER,ANDREW",2
00:57,"MISS FT by GULLION,KENTON",,,,,,,"MISS FT by GULLION,KENTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:57,"GOOD FT by GULLION,KENTON",76,,89 (+13),,JOHNSON 76-89 (+13),,"GOOD FT by GULLION,KENTON",2
00:43,,,,,"TURNOVER  by HEITZENRATER,ANDREW",,,"TURNOVER  by HEITZENRATER,ANDREW",2
00:41,"STEAL  by GRUBB,CAVIN",,,,,,,"STEAL  by GRUBB,CAVIN",2
00:38,"GOOD LAYUP by GRUBB,CAVIN(fastbreak)(in the paint)",78,,89 (+11),,JOHNSON 78-89 (+11),,"GOOD LAYUP by GRUBB,CAVIN(fastbreak)(in the paint)",2
00:10,,78,,91 (+13),"GOOD LAYUP by JOHNSON,DAVID(in the paint)",SEWANEE 78-91 (+13),,"GOOD LAYUP by JOHNSON,DAVID(in the paint)",2
--,,,,,"ASSIST  by HOLLOWAY,JACK",,,"ASSIST  by HOLLOWAY,JACK",2
00:05,"MISS 3PTR by GILPIN,TAYLOR",,,,,,,"MISS 3PTR by GILPIN,TAYLOR",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
