Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,PCM,Game Score,Team Indicator,Play,Period
18:40,"MISS LAYUP by LEE,MATT",,,,,,,"MISS LAYUP by LEE,MATT",2
--,,,,,"REBOUND DEF by JOSEPH,MICHAEL",,,"REBOUND DEF by JOSEPH,MICHAEL",2
18:32,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
18:22,,,,,"MISS JUMPER by MILLS,TAYLOR",,,"MISS JUMPER by MILLS,TAYLOR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:18,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
18:16,,,,,"TURNOVER  by RILEY,MILES",,,"TURNOVER  by RILEY,MILES",2
18:15,"STEAL  by LEE,MATT",,,,,,,"STEAL  by LEE,MATT",2
18:07,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
18:06,,,,,"STEAL  by RILEY,MILES",,,"STEAL  by RILEY,MILES",2
18:04,,,,,"TURNOVER  by MILLS,TAYLOR",,,"TURNOVER  by MILLS,TAYLOR",2
18:03,"STEAL  by BUESCHER,HUNTER",,,,,,,"STEAL  by BUESCHER,HUNTER",2
17:51,"GOOD LAYUP by LEE,MATT(in the paint)",43 (+8),,35,,SEWANEE 43-35 (+8),,"GOOD LAYUP by LEE,MATT(in the paint)",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
17:37,,,,,"TURNOVER  by RILEY,MILES",,,"TURNOVER  by RILEY,MILES",2
17:16,"MISS JUMPER by CALDWELL,CAM",,,,,,,"MISS JUMPER by CALDWELL,CAM",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
17:12,"MISS LAYUP by WARLICK,JORDAN",,,,,,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by LANIER,MARQUISE",,,"REBOUND DEF by LANIER,MARQUISE",2
17:10,,,,,"SUB IN by FOOTE,JORDAN",,,"SUB IN by FOOTE,JORDAN",2
17:10,,,,,"SUB OUT by JOSEPH,MICHAEL",,,"SUB OUT by JOSEPH,MICHAEL",2
16:57,,,,,"MISS 3PTR by FOOTE,JORDAN",,,"MISS 3PTR by FOOTE,JORDAN",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
16:39,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by FOOTE,JORDAN",,,"REBOUND DEF by FOOTE,JORDAN",2
16:30,,,,,"MISS 3PTR by QUICK,JUSTIN",,,"MISS 3PTR by QUICK,JUSTIN",2
--,,,,,"REBOUND OFF by RILEY,MILES",,,"REBOUND OFF by RILEY,MILES",2
16:24,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
16:19,,,,,"MISS LAYUP by LANIER,MARQUISE",,,"MISS LAYUP by LANIER,MARQUISE",2
--,"REBOUND DEF by WARLICK,JORDAN",,,,,,,"REBOUND DEF by WARLICK,JORDAN",2
16:18,,,,,"FOUL  by FOOTE,JORDAN",,,"FOUL  by FOOTE,JORDAN",2
16:08,,,,,"FOUL  by RILEY,MILES",,,"FOUL  by RILEY,MILES",2
16:08,,,,,"SUB IN by BERRY,PARKER",,,"SUB IN by BERRY,PARKER",2
16:08,,,,,"SUB OUT by RILEY,MILES",,,"SUB OUT by RILEY,MILES",2
15:52,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
15:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:52,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
15:52,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
15:52,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
15:52,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
15:38,,,,,"MISS LAYUP by FOOTE,JORDAN",,,"MISS LAYUP by FOOTE,JORDAN",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
15:17,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:12,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
15:10,,,,,"STEAL  by QUICK,JUSTIN",,,"STEAL  by QUICK,JUSTIN",2
15:07,,43 (+5),,38,"GOOD 3PTR by MILLS,TAYLOR(fastbreak)",PCM 43-38 (+5),,"GOOD 3PTR by MILLS,TAYLOR(fastbreak)",2
--,,,,,"ASSIST  by LANIER,MARQUISE",,,"ASSIST  by LANIER,MARQUISE",2
14:42,"GOOD LAYUP by SMITH,LUKE(in the paint)",45 (+7),,38,,SEWANEE 45-38 (+7),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
14:42,,,,,"FOUL  by FOOTE,JORDAN",,,"FOUL  by FOOTE,JORDAN",2
14:42,"GOOD FT by SMITH,LUKE",46 (+8),,38,,SEWANEE 46-38 (+8),,"GOOD FT by SMITH,LUKE",2
14:42,,,,,"SUB IN by JOSEPH,MICHAEL",,,"SUB IN by JOSEPH,MICHAEL",2
14:42,,,,,"SUB OUT by FOOTE,JORDAN",,,"SUB OUT by FOOTE,JORDAN",2
14:34,,46 (+6),,40,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",PCM 46-40 (+6),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
14:13,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by JOSEPH,MICHAEL",,,"REBOUND DEF by JOSEPH,MICHAEL",2
14:00,,46 (+4),,42,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",PCM 46-42 (+4),,"GOOD LAYUP by JOSEPH,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by MILLS,TAYLOR",,,"ASSIST  by MILLS,TAYLOR",2
13:43,"GOOD 3PTR by CRUMLY,JONNY",49 (+7),,42,,SEWANEE 49-42 (+7),,"GOOD 3PTR by CRUMLY,JONNY",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
13:25,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
13:25,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
13:25,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
13:25,,,,,"SUB IN by STIMPSON,ANDREW",,,"SUB IN by STIMPSON,ANDREW",2
13:25,,,,,"SUB OUT by QUICK,JUSTIN",,,"SUB OUT by QUICK,JUSTIN",2
13:23,,,,,"TURNOVER  by MILLS,TAYLOR",,,"TURNOVER  by MILLS,TAYLOR",2
13:14,,,,,"FOUL  by STIMPSON,ANDREW",,,"FOUL  by STIMPSON,ANDREW",2
13:02,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by STIMPSON,ANDREW",,,"REBOUND DEF by STIMPSON,ANDREW",2
13:00,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
13:00,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
13:00,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
13:00,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
13:00,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
12:44,,,,,"MISS 3PTR by STIMPSON,ANDREW",,,"MISS 3PTR by STIMPSON,ANDREW",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
12:24,"GOOD 3PTR by BUESCHER,HUNTER",52 (+10),,42,,SEWANEE 52-42 (+10),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,"ASSIST  by CALDWELL,CAM",,,,,,,"ASSIST  by CALDWELL,CAM",2
12:11,,52 (+8),,44,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",PCM 52-44 (+8),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
12:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:09,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
12:09,,,,,"SUB IN by HUSKEY,COLE",,,"SUB IN by HUSKEY,COLE",2
12:09,,,,,"SUB OUT by LANIER,MARQUISE",,,"SUB OUT by LANIER,MARQUISE",2
11:45,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
11:44,,,,,"STEAL  by JOSEPH,MICHAEL",,,"STEAL  by JOSEPH,MICHAEL",2
11:37,,,,,"TURNOVER  by MILLS,TAYLOR",,,"TURNOVER  by MILLS,TAYLOR",2
11:36,"STEAL  by CALDWELL,CAM",,,,,,,"STEAL  by CALDWELL,CAM",2
11:19,"MISS LAYUP by HEITZENRATER,ANDREW",,,,,,,"MISS LAYUP by HEITZENRATER,ANDREW",2
--,"REBOUND DEF by HEITZENRATER,ANDREW",,,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",2
11:16,,,,,"FOUL  by HUSKEY,COLE",,,"FOUL  by HUSKEY,COLE",2
11:16,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
11:16,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",2
11:09,"GOOD LAYUP by SMITH,LUKE(in the paint)",54 (+10),,44,,SEWANEE 54-44 (+10),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
11:02,,54 (+8),,46,"GOOD LAYUP by JOSEPH,MICHAEL(fastbreak)(in the paint)",PCM 54-46 (+8),,"GOOD LAYUP by JOSEPH,MICHAEL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERRY,PARKER",,,"ASSIST  by BERRY,PARKER",2
10:42,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",56 (+10),,46,,SEWANEE 56-46 (+10),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
10:29,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
10:29,,,,,"MISS FT by JOSEPH,MICHAEL",,,"MISS FT by JOSEPH,MICHAEL",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
10:29,,,,,"SUB IN by LANIER,MARQUISE",,,"SUB IN by LANIER,MARQUISE",2
10:29,,,,,"SUB IN by RILEY,MILES",,,"SUB IN by RILEY,MILES",2
10:29,,,,,"SUB OUT by MILLS,TAYLOR",,,"SUB OUT by MILLS,TAYLOR",2
10:29,,,,,"SUB OUT by BERRY,PARKER",,,"SUB OUT by BERRY,PARKER",2
10:07,"MISS JUMPER by LEE,MATT",,,,,,,"MISS JUMPER by LEE,MATT",2
--,,,,,"REBOUND DEF by LANIER,MARQUISE",,,"REBOUND DEF by LANIER,MARQUISE",2
10:00,,56 (+8),,48,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",PCM 56-48 (+8),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
09:40,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",58 (+10),,48,,SEWANEE 58-48 (+10),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
--,"ASSIST  by LEE,MATT",,,,,,,"ASSIST  by LEE,MATT",2
09:40,,,,,"FOUL  by STIMPSON,ANDREW",,,"FOUL  by STIMPSON,ANDREW",2
09:40,"GOOD FT by BUESCHER,HUNTER",59 (+11),,48,,SEWANEE 59-48 (+11),,"GOOD FT by BUESCHER,HUNTER",2
09:33,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
09:33,,,,,"MISS FT by LANIER,MARQUISE",,,"MISS FT by LANIER,MARQUISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:33,,59 (+10),,49,"GOOD FT by LANIER,MARQUISE",PCM 59-49 (+10),,"GOOD FT by LANIER,MARQUISE",2
09:33,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
09:33,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
09:26,"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",61 (+12),,49,,SEWANEE 61-49 (+12),,"GOOD LAYUP by KNOX,JOEY(fastbreak)(in the paint)",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
09:11,,61 (+10),,51,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",PCM 61-51 (+10),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
08:42,"GOOD 3PTR by BUESCHER,HUNTER",64 (+13),,51,,SEWANEE 64-51 (+13),,"GOOD 3PTR by BUESCHER,HUNTER",2
08:32,,64 (+11),,53,"GOOD LAYUP by RILEY,MILES(in the paint)",PCM 64-53 (+11),,"GOOD LAYUP by RILEY,MILES(in the paint)",2
08:14,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by RILEY,MILES",,,"REBOUND DEF by RILEY,MILES",2
07:57,,,,,"MISS JUMPER by JOSEPH,MICHAEL",,,"MISS JUMPER by JOSEPH,MICHAEL",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
07:37,"MISS LAYUP by WARLICK,JORDAN",,,,,,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by STIMPSON,ANDREW",,,"REBOUND DEF by STIMPSON,ANDREW",2
07:24,,,,,"TURNOVER  by LANIER,MARQUISE",,,"TURNOVER  by LANIER,MARQUISE",2
07:23,"STEAL  by SMITH,LUKE",,,,,,,"STEAL  by SMITH,LUKE",2
07:04,"GOOD JUMPER by SMITH,LUKE(in the paint)",66 (+13),,53,,SEWANEE 66-53 (+13),,"GOOD JUMPER by SMITH,LUKE(in the paint)",2
06:50,,,,,"MISS 3PTR by LANIER,MARQUISE",,,"MISS 3PTR by LANIER,MARQUISE",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
06:34,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by HUSKEY,COLE",,,"REBOUND DEF by HUSKEY,COLE",2
06:25,,,,,"MISS 3PTR by STIMPSON,ANDREW",,,"MISS 3PTR by STIMPSON,ANDREW",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
06:06,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
06:05,,,,,"STEAL  by JOSEPH,MICHAEL",,,"STEAL  by JOSEPH,MICHAEL",2
06:00,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
06:00,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
06:00,,,,,"MISS FT by LANIER,MARQUISE",,,"MISS FT by LANIER,MARQUISE",2
--,,,,,"REBOUND OFF by QUICK,JUSTIN",,,"REBOUND OFF by QUICK,JUSTIN",2
06:00,,,,,"SUB IN by MILLS,TAYLOR",,,"SUB IN by MILLS,TAYLOR",2
06:00,,,,,"SUB IN by QUICK,JUSTIN",,,"SUB IN by QUICK,JUSTIN",2
06:00,,,,,"SUB OUT by HUSKEY,COLE",,,"SUB OUT by HUSKEY,COLE",2
06:00,,,,,"SUB OUT by STIMPSON,ANDREW",,,"SUB OUT by STIMPSON,ANDREW",2
05:48,,,,,"TURNOVER  by RILEY,MILES",,,"TURNOVER  by RILEY,MILES",2
05:48,"STEAL  by LEE,MATT",,,,,,,"STEAL  by LEE,MATT",2
05:48,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
05:48,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
05:48,,,,,"SUB IN by FOOTE,JORDAN",,,"SUB IN by FOOTE,JORDAN",2
05:48,,,,,"SUB OUT by LANIER,MARQUISE",,,"SUB OUT by LANIER,MARQUISE",2
05:22,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by MILLS,TAYLOR",,,"REBOUND DEF by MILLS,TAYLOR",2
05:15,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
05:15,,66 (+12),,54,"GOOD FT by QUICK,JUSTIN",PCM 66-54 (+12),,"GOOD FT by QUICK,JUSTIN",2
05:15,,66 (+11),,55,"GOOD FT by QUICK,JUSTIN",PCM 66-55 (+11),,"GOOD FT by QUICK,JUSTIN",2
05:15,,,,,"SUB IN by LANIER,MARQUISE",,,"SUB IN by LANIER,MARQUISE",2
05:15,,,,,"SUB OUT by JOSEPH,MICHAEL",,,"SUB OUT by JOSEPH,MICHAEL",2
04:46,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
04:43,,,,,"STEAL  by QUICK,JUSTIN",,,"STEAL  by QUICK,JUSTIN",2
04:41,,66 (+9),,57,"GOOD LAYUP by RILEY,MILES(fastbreak)(in the paint)",PCM 66-57 (+9),,"GOOD LAYUP by RILEY,MILES(fastbreak)(in the paint)",2
04:15,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
04:14,,,,,"STEAL  by QUICK,JUSTIN",,,"STEAL  by QUICK,JUSTIN",2
04:03,,,,,"TURNOVER  by RILEY,MILES",,,"TURNOVER  by RILEY,MILES",2
04:01,"STEAL  by CALDWELL,CAM",,,,,,,"STEAL  by CALDWELL,CAM",2
03:46,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",68 (+11),,57,,SEWANEE 68-57 (+11),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
03:35,,,,,"MISS 3PTR by MILLS,TAYLOR",,,"MISS 3PTR by MILLS,TAYLOR",2
--,,,,,"REBOUND OFF by FOOTE,JORDAN",,,"REBOUND OFF by FOOTE,JORDAN",2
03:29,,68 (+9),,59,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",PCM 68-59 (+9),,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",2
03:04,,,,,"FOUL  by RILEY,MILES",,,"FOUL  by RILEY,MILES",2
03:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:04,"GOOD FT by BUESCHER,HUNTER",69 (+10),,59,,SEWANEE 69-59 (+10),,"GOOD FT by BUESCHER,HUNTER",2
03:04,"MISS FT by BUESCHER,HUNTER",,,,,,,"MISS FT by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by FOOTE,JORDAN",,,"REBOUND DEF by FOOTE,JORDAN",2
03:04,,,,,"SUB IN by STIMPSON,ANDREW",,,"SUB IN by STIMPSON,ANDREW",2
03:04,,,,,"SUB OUT by RILEY,MILES",,,"SUB OUT by RILEY,MILES",2
02:55,,,,,"TURNOVER  by LANIER,MARQUISE",,,"TURNOVER  by LANIER,MARQUISE",2
02:55,,,,,"FOUL  by LANIER,MARQUISE",,,"FOUL  by LANIER,MARQUISE",2
02:27,"GOOD 3PTR by WARLICK,JORDAN",72 (+13),,59,,SEWANEE 72-59 (+13),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
02:04,,72 (+11),,61,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",PCM 72-61 (+11),,"GOOD LAYUP by FOOTE,JORDAN(in the paint)",2
02:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:52,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
01:52,,,,,"STEAL  by QUICK,JUSTIN",,,"STEAL  by QUICK,JUSTIN",2
01:42,,,,,"TURNOVER  by QUICK,JUSTIN",,,"TURNOVER  by QUICK,JUSTIN",2
01:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:37,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
01:37,,,,,"STEAL  by MILLS,TAYLOR",,,"STEAL  by MILLS,TAYLOR",2
01:29,,,,,"TURNOVER  by MILLS,TAYLOR",,,"TURNOVER  by MILLS,TAYLOR",2
01:22,,,,,"FOUL  by FOOTE,JORDAN",,,"FOUL  by FOOTE,JORDAN",2
01:22,"GOOD FT by LEE,MATT",73 (+12),,61,,SEWANEE 73-61 (+12),,"GOOD FT by LEE,MATT",2
01:22,"MISS FT by LEE,MATT",,,,,,,"MISS FT by LEE,MATT",2
--,"REBOUND OFF by WARLICK,JORDAN",,,,,,,"REBOUND OFF by WARLICK,JORDAN",2
01:19,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
01:18,,,,,"STEAL  by FOOTE,JORDAN",,,"STEAL  by FOOTE,JORDAN",2
01:14,,73 (+10),,63,"GOOD LAYUP by MILLS,TAYLOR(in the paint)",PCM 73-63 (+10),,"GOOD LAYUP by MILLS,TAYLOR(in the paint)",2
01:14,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
01:14,,73 (+9),,64,"GOOD FT by MILLS,TAYLOR",PCM 73-64 (+9),,"GOOD FT by MILLS,TAYLOR",2
01:14,,,,,"SUB IN by EASTON,EVAN",,,"SUB IN by EASTON,EVAN",2
01:14,,,,,"SUB OUT by LANIER,MARQUISE",,,"SUB OUT by LANIER,MARQUISE",2
01:02,,,,,"FOUL  by FOOTE,JORDAN",,,"FOUL  by FOOTE,JORDAN",2
01:02,"GOOD FT by SMITH,LUKE",74 (+10),,64,,SEWANEE 74-64 (+10),,"GOOD FT by SMITH,LUKE",2
01:02,"GOOD FT by SMITH,LUKE",75 (+11),,64,,SEWANEE 75-64 (+11),,"GOOD FT by SMITH,LUKE",2
01:02,,,,,"SUB IN by LANIER,MARQUISE",,,"SUB IN by LANIER,MARQUISE",2
01:02,,,,,"SUB OUT by EASTON,EVAN",,,"SUB OUT by EASTON,EVAN",2
00:53,,,,,"MISS 3PTR by FOOTE,JORDAN",,,"MISS 3PTR by FOOTE,JORDAN",2
--,,,,,"REBOUND OFF by STIMPSON,ANDREW",,,"REBOUND OFF by STIMPSON,ANDREW",2
00:47,,,,,"MISS 3PTR by MILLS,TAYLOR",,,"MISS 3PTR by MILLS,TAYLOR",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
00:42,,,,,"FOUL  by QUICK,JUSTIN",,,"FOUL  by QUICK,JUSTIN",2
00:42,"GOOD FT by SMITH,LUKE",76 (+12),,64,,SEWANEE 76-64 (+12),,"GOOD FT by SMITH,LUKE",2
00:42,"GOOD FT by SMITH,LUKE",77 (+13),,64,,SEWANEE 77-64 (+13),,"GOOD FT by SMITH,LUKE",2
00:42,,,,,"SUB IN by RICHTER,WILL",,,"SUB IN by RICHTER,WILL",2
00:42,,,,,"SUB OUT by FOOTE,JORDAN",,,"SUB OUT by FOOTE,JORDAN",2
00:36,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
00:36,,,,,"MISS FT by LANIER,MARQUISE",,,"MISS FT by LANIER,MARQUISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:36,,,,,"MISS FT by LANIER,MARQUISE",,,"MISS FT by LANIER,MARQUISE",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
00:32,,,,,"FOUL  by RICHTER,WILL",,,"FOUL  by RICHTER,WILL",2
00:32,"MISS FT by LEE,MATT",,,,,,,"MISS FT by LEE,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:32,"GOOD FT by LEE,MATT",78 (+14),,64,,SEWANEE 78-64 (+14),,"GOOD FT by LEE,MATT",2
00:32,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
00:32,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
00:32,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
00:32,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
00:27,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
00:27,,78 (+13),,65,"GOOD FT by LANIER,MARQUISE",PCM 78-65 (+13),,"GOOD FT by LANIER,MARQUISE",2
00:27,,78 (+12),,66,"GOOD FT by LANIER,MARQUISE",PCM 78-66 (+12),,"GOOD FT by LANIER,MARQUISE",2
00:27,,,,,"SUB IN by EASTON,EVAN",,,"SUB IN by EASTON,EVAN",2
00:27,,,,,"SUB OUT by LANIER,MARQUISE",,,"SUB OUT by LANIER,MARQUISE",2
00:17,,,,,"FOUL  by EASTON,EVAN",,,"FOUL  by EASTON,EVAN",2
00:17,"GOOD FT by LEE,MATT",79 (+13),,66,,SEWANEE 79-66 (+13),,"GOOD FT by LEE,MATT",2
00:17,"GOOD FT by LEE,MATT",80 (+14),,66,,SEWANEE 80-66 (+14),,"GOOD FT by LEE,MATT",2
00:17,,,,,"SUB IN by LANIER,MARQUISE",,,"SUB IN by LANIER,MARQUISE",2
00:17,,,,,"SUB OUT by EASTON,EVAN",,,"SUB OUT by EASTON,EVAN",2
00:10,,80 (+12),,68,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",PCM 80-68 (+12),,"GOOD LAYUP by LANIER,MARQUISE(in the paint)",2
