,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds
0,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,19:38,"MISS JUMPER by MULLANEY,JEFF",,,,,,,"MISS JUMPER by MULLANEY,JEFF",1,jumper,missed,centre,"mullaney,jeff",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1178
1,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,,,,"REBOUND DEF by OWENS,JACOB",,,"REBOUND DEF by OWENS,JACOB",1,defensive rebound,,marietta,"owens,jacob",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",
2,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,19:21,,0,,2 ,"GOOD LAYUP by HAMMOND,TYLER(in the paint)",MAR 0-2 (-2),,"GOOD LAYUP by HAMMOND,TYLER(in the paint)",1,layup,good,marietta,"hammond,tyler",2,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1161
3,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:57,"MISS LAYUP by ROSS,GREG",0,,2 ,,,,"MISS LAYUP by ROSS,GREG",1,layup,missed,centre,"ross,greg",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1137
4,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,0,,2 ,"REBOUND DEF by HAMMOND,TYLER",,,"REBOUND DEF by HAMMOND,TYLER",1,defensive rebound,,marietta,"hammond,tyler",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",
5,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:38,,0,,2 ,"MISS JUMPER by KNAB,KEVIN",,,"MISS JUMPER by KNAB,KEVIN",1,jumper,missed,marietta,"knab,kevin",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1118
6,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,"REBOUND DEF by LLOYD,ALEX",0,,2 ,,,,"REBOUND DEF by LLOYD,ALEX",1,defensive rebound,,centre,"lloyd,alex",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",
7,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:25,"MISS LAYUP by LLOYD,ALEX",0,,2 ,,,,"MISS LAYUP by LLOYD,ALEX",1,layup,missed,centre,"lloyd,alex",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1105
8,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,--,,0,,2 ,"REBOUND DEF by OWENS,JACOB",,,"REBOUND DEF by OWENS,JACOB",1,defensive rebound,,marietta,"owens,jacob",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",
9,0699,Marietta,Centre,0,62-67,"33,34","20,42",26-3,21-6,N/A,N/A,03/04/11,8:00 p.m.,N/A,"(Ban Johnson Arena); Marietta, Ohio",Win,2,False,1541,False,18:05,,0,,2 ,"MISS JUMPER by HAMMOND,TYLER",,,"MISS JUMPER by HAMMOND,TYLER",1,jumper,missed,marietta,"hammond,tyler",,"['whiteside,donovan', 'ross,greg', 'mullaney,jeff', 'ellis,bryon', 'lloyd,alex']","['halter,trevor', 'knab,kevin', 'hammond,tyler', 'humphrey,jason', 'owens,jacob']",1085
