Time Remaining,CENTREM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
20:00,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
20:00,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
20:00,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
20:00,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
19:41,,17,,24 (+7),"GOOD 3PTR by THOMAS,LARRY",BSC 17-24 (+7),,"GOOD 3PTR by THOMAS,LARRY",2
19:32,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
19:31,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
19:30,,17,,26 (+9),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 17-26 (+9),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
19:14,"GOOD LAYUP by WESLEY,TYLER(in the paint)",19,,26 (+7),,CENTREM 19-26 (+7),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
19:14,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
19:14,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
19:14,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
19:14,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
19:00,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
18:50,"MISS JUMPER by LOPEZ,COLLIN",,,,,,,"MISS JUMPER by LOPEZ,COLLIN",2
18:50,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
18:34,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
18:17,"GOOD 3PTR by WHITESIDE,DONOVAN",22,,26 (+4),,CENTREM 22-26 (+4),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
17:56,,22,,29 (+7),"GOOD 3PTR by CRAIN,JOHN",BSC 22-29 (+7),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
17:47,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",24,,29 (+5),,CENTREM 24-29 (+5),,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
17:23,,24,,32 (+8),"GOOD 3PTR by THOMAS,LARRY",BSC 24-32 (+8),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
17:03,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
17:03,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
16:52,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
16:44,"GOOD DUNK by WESLEY,TYLER(fastbreak)(in the paint)",26,,32 (+6),,CENTREM 26-32 (+6),,"GOOD DUNK by WESLEY,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
16:27,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
16:27,,26,,33 (+7),"GOOD FT by SCHAMP,GRIFFIN",BSC 26-33 (+7),,"GOOD FT by SCHAMP,GRIFFIN",2
16:27,,26,,34 (+8),"GOOD FT by SCHAMP,GRIFFIN",BSC 26-34 (+8),,"GOOD FT by SCHAMP,GRIFFIN",2
16:27,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
16:27,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
16:27,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
16:27,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
16:27,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
16:27,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
16:27,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
16:27,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
16:27,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
16:27,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
16:27,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
16:27,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
16:15,"GOOD 3PTR by KARSNER,JOSH",29,,34 (+5),,CENTREM 29-34 (+5),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by MURRAY,RYAN",,,,,,,"ASSIST  by MURRAY,RYAN",2
15:40,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
15:29,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
15:13,,29,,36 (+7),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 29-36 (+7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
14:39,"GOOD 3PTR by WHITESIDE,DONOVAN",32,,36 (+4),,CENTREM 32-36 (+4),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
14:23,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:05,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:55,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
13:41,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,"REBOUND OFF by KARSNER,JOSH",,,,,,,"REBOUND OFF by KARSNER,JOSH",2
13:34,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
13:33,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
13:17,,32,,38 (+6),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 32-38 (+6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
13:02,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
12:37,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
12:37,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
12:37,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
12:37,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
12:37,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
12:37,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
12:37,,,,,"SUB IN by HANCOCK,AUSTIN",,,"SUB IN by HANCOCK,AUSTIN",2
12:37,,,,,"SUB IN by DANIELS,ROB",,,"SUB IN by DANIELS,ROB",2
12:37,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
12:37,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:37,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
12:37,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
12:37,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
12:37,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
12:22,"FOUL  by MURRAY,RYAN",,,,,,,"FOUL  by MURRAY,RYAN",2
12:22,,32,,39 (+7),"GOOD FT by MARSCHNER,BRENDAN",BSC 32-39 (+7),,"GOOD FT by MARSCHNER,BRENDAN",2
12:22,,32,,40 (+8),"GOOD FT by MARSCHNER,BRENDAN",BSC 32-40 (+8),,"GOOD FT by MARSCHNER,BRENDAN",2
12:22,,32,,41 (+9),"GOOD FT by MARSCHNER,BRENDAN",BSC 32-41 (+9),,"GOOD FT by MARSCHNER,BRENDAN",2
12:04,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
12:04,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
11:52,,32,,43 (+11),"GOOD JUMPER by MARSCHNER,BRENDAN(in the paint)",BSC 32-43 (+11),,"GOOD JUMPER by MARSCHNER,BRENDAN(in the paint)",2
11:24,,,,,"FOUL  by HANCOCK,AUSTIN",,,"FOUL  by HANCOCK,AUSTIN",2
11:24,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:24,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
11:24,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
11:24,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
11:24,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
11:24,,,,,"SUB OUT by HANCOCK,AUSTIN",,,"SUB OUT by HANCOCK,AUSTIN",2
11:24,,,,,"SUB OUT by DANIELS,ROB",,,"SUB OUT by DANIELS,ROB",2
11:24,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
11:20,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
11:04,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
11:04,"GOOD FT by SCINTA,BLAKE",33,,43 (+10),,CENTREM 33-43 (+10),,"GOOD FT by SCINTA,BLAKE",2
11:04,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
10:51,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
10:51,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
10:51,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
10:32,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
10:07,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
10:03,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
10:03,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
09:51,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
09:51,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
09:51,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
09:51,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
09:51,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
09:51,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
09:51,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
09:38,"GOOD JUMPER by WHITESIDE,DONOVAN",35,,43 (+8),,CENTREM 35-43 (+8),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
09:19,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
09:08,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
08:51,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
08:32,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
08:18,"GOOD 3PTR by SCINTA,BLAKE",38,,43 (+5),,CENTREM 38-43 (+5),,"GOOD 3PTR by SCINTA,BLAKE",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
08:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:03,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
08:03,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
08:03,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
08:03,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
07:56,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
07:56,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
07:56,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
07:48,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
07:28,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
07:05,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
06:48,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
06:48,"GOOD FT by GEEGAN,MIKE",39,,43 (+4),,CENTREM 39-43 (+4),,"GOOD FT by GEEGAN,MIKE",2
06:48,"GOOD FT by GEEGAN,MIKE",40,,43 (+3),,CENTREM 40-43 (+3),,"GOOD FT by GEEGAN,MIKE",2
06:48,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
06:48,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
06:48,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
06:48,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
06:48,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
06:48,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
06:48,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
06:48,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
06:48,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
06:48,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
06:48,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
06:48,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
06:28,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
06:13,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
06:13,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
06:01,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
06:01,"GOOD FT by LOPEZ,COLLIN",41,,43 (+2),,CENTREM 41-43 (+2),,"GOOD FT by LOPEZ,COLLIN",2
06:01,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by HOLLE,MASON",,,"REBOUND DEF by HOLLE,MASON",2
06:01,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
06:01,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
05:26,,41,,46 (+5),"GOOD 3PTR by CRAIN,JOHN",BSC 41-46 (+5),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
05:14,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
04:41,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
04:40,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
04:40,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
04:20,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
03:58,,41,,48 (+7),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 41-48 (+7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
03:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:54,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
03:54,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
03:54,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
03:54,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
03:54,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
03:54,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
03:54,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:54,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
03:54,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
03:54,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:40,"GOOD JUMPER by WHITESIDE,DONOVAN",43,,48 (+5),,CENTREM 43-48 (+5),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
03:15,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
03:13,"STEAL  by LOPEZ,COLLIN",,,,,,,"STEAL  by LOPEZ,COLLIN",2
03:00,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
02:49,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
02:19,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
02:05,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
02:05,"GOOD FT by KARSNER,JOSH",44,,48 (+4),,CENTREM 44-48 (+4),,"GOOD FT by KARSNER,JOSH",2
02:05,"GOOD FT by KARSNER,JOSH",45,,48 (+3),,CENTREM 45-48 (+3),,"GOOD FT by KARSNER,JOSH",2
02:05,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
02:05,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
01:36,,45,,50 (+5),"GOOD JUMPER by THOMAS,LARRY",BSC 45-50 (+5),,"GOOD JUMPER by THOMAS,LARRY",2
01:17,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
01:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:03,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:43,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
00:43,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
00:42,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",47,,50 (+3),,CENTREM 47-50 (+3),,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
00:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:26,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
00:25,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
00:23,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
00:15,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
00:15,,47,,51 (+4),"GOOD FT by HENRY,COLIN",BSC 47-51 (+4),,"GOOD FT by HENRY,COLIN",2
00:15,,47,,52 (+5),"GOOD FT by HENRY,COLIN",BSC 47-52 (+5),,"GOOD FT by HENRY,COLIN",2
00:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:15,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
00:15,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:15,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
00:15,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
00:11,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
00:11,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:11,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
00:11,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
00:11,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
00:11,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:03,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
00:03,,47,,53 (+6),"GOOD FT by SCHAMP,GRIFFIN",BSC 47-53 (+6),,"GOOD FT by SCHAMP,GRIFFIN",2
00:03,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:00,"GOOD 3PTR by KARSNER,JOSH",50,,53 (+3),,CENTREM 50-53 (+3),,"GOOD 3PTR by KARSNER,JOSH",2
