Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,BSCM,Game Score,Team Indicator,Play,Period
01:49,"GOOD FT by ALDOUS,HANK",52,,64 (+12),,HCM 52-64 (+12),,"GOOD FT by ALDOUS,HANK",2
01:49,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
01:49,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
01:49,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
01:49,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
01:46,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
01:46,,52,,65 (+13),"GOOD FT by HOLLAND,JASON",BSCM 52-65 (+13),,"GOOD FT by HOLLAND,JASON",2
01:46,,52,,66 (+14),"GOOD FT by HOLLAND,JASON",BSCM 52-66 (+14),,"GOOD FT by HOLLAND,JASON",2
01:43,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
01:43,,52,,67 (+15),"GOOD FT by HOLLAND,JASON",BSCM 52-67 (+15),,"GOOD FT by HOLLAND,JASON",2
01:43,,52,,68 (+16),"GOOD FT by HOLLAND,JASON",BSCM 52-68 (+16),,"GOOD FT by HOLLAND,JASON",2
01:43,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
01:43,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
01:43,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
01:43,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
01:40,"GOOD JUMPER by ALDOUS,HANK",54,,68 (+14),,HCM 54-68 (+14),,"GOOD JUMPER by ALDOUS,HANK",2
01:32,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
01:32,,54,,69 (+15),"GOOD FT by THOMAS,LARRY",BSCM 54-69 (+15),,"GOOD FT by THOMAS,LARRY",2
01:32,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
01:30,"GOOD JUMPER by ALDOUS,HANK",56,,69 (+13),,HCM 56-69 (+13),,"GOOD JUMPER by ALDOUS,HANK",2
01:20,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
01:20,,56,,70 (+14),"GOOD FT by HOLLAND,JASON",BSCM 56-70 (+14),,"GOOD FT by HOLLAND,JASON",2
01:20,,56,,71 (+15),"GOOD FT by HOLLAND,JASON",BSCM 56-71 (+15),,"GOOD FT by HOLLAND,JASON",2
01:20,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
01:20,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
01:16,"GOOD 3PTR by ALDOUS,HANK",59,,71 (+12),,HCM 59-71 (+12),,"GOOD 3PTR by ALDOUS,HANK",2
01:04,,59,,73 (+14),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 59-73 (+14),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
01:00,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
01:00,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
01:00,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
01:00,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
00:54,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
00:54,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,"GOOD FT by ALDOUS,HANK",60,,73 (+13),,HCM 60-73 (+13),,"GOOD FT by ALDOUS,HANK",2
00:54,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
00:54,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:54,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
00:54,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:52,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
00:52,,60,,74 (+14),"GOOD FT by THOMAS,LARRY",BSCM 60-74 (+14),,"GOOD FT by THOMAS,LARRY",2
00:52,,60,,75 (+15),"GOOD FT by THOMAS,LARRY",BSCM 60-75 (+15),,"GOOD FT by THOMAS,LARRY",2
00:52,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
00:52,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
00:52,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
00:52,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
00:52,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
00:52,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
00:42,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:40,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
00:40,"SUB IN by PURSCELL,COLTON",,,,,,,"SUB IN by PURSCELL,COLTON",2
00:40,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
00:40,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
00:40,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
00:40,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:40,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
00:40,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
00:36,,60,,77 (+17),"GOOD LAYUP by CRAIN,JOHN(in the paint)",BSCM 60-77 (+17),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",2
00:22,"GOOD JUMPER by GARRETT,TRAVIS",62,,77 (+15),,HCM 62-77 (+15),,"GOOD JUMPER by GARRETT,TRAVIS",2
