Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,BSCM,Game Score,Team Indicator,Play,Period
19:36,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
19:36,"BLOCK  by PRIMM,COLTON",,,,,,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
19:20,"GOOD LAYUP by VANCE,LUKE(in the paint)",28,,29 (+1),,HCM 28-29 (+1),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
--,"ASSIST  by PRIMM,COLTON",,,,,,,"ASSIST  by PRIMM,COLTON",2
19:15,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
19:15,"GOOD FT by VANCE,LUKE",29,,29,,HCM 29-29 (0),,"GOOD FT by VANCE,LUKE",2
18:56,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
18:54,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
18:54,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
18:52,"STEAL  by GUMM,GABE",,,,,,,"STEAL  by GUMM,GABE",2
18:50,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
18:49,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
18:37,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
18:21,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
18:03,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
18:03,"MISS FT by PRIMM,COLTON",,,,,,,"MISS FT by PRIMM,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:03,"GOOD FT by PRIMM,COLTON",30 (+1),,29,,HCM 30-29 (-1),,"GOOD FT by PRIMM,COLTON",2
18:03,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
18:03,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
18:03,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
18:03,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
17:55,,30,,31 (+1),"GOOD JUMPER by LEWIS,EVAN(in the paint)",BSCM 30-31 (+1),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",2
17:49,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
17:48,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
17:40,,30,,33 (+3),"GOOD JUMPER by THOMAS,LARRY(in the paint)",BSCM 30-33 (+3),,"GOOD JUMPER by THOMAS,LARRY(in the paint)",2
17:29,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
17:00,"TURNOVER  by PRIMM,COLTON",,,,,,,"TURNOVER  by PRIMM,COLTON",2
16:55,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
16:55,,30,,34 (+4),"GOOD FT by HOLLAND,JASON",BSCM 30-34 (+4),,"GOOD FT by HOLLAND,JASON",2
16:55,,30,,35 (+5),"GOOD FT by HOLLAND,JASON",BSCM 30-35 (+5),,"GOOD FT by HOLLAND,JASON",2
16:55,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
16:55,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
16:54,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
16:53,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
16:51,,30,,37 (+7),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSCM 30-37 (+7),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
16:32,"TURNOVER  by TAULTON,JORDAN",,,,,,,"TURNOVER  by TAULTON,JORDAN",2
16:31,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
16:28,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
16:17,,30,,39 (+9),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSCM 30-39 (+9),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
15:48,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
15:48,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
15:45,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:33,,30,,41 (+11),"GOOD JUMPER by LEWIS,EVAN(in the paint)",BSCM 30-41 (+11),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",2
15:23,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
15:18,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
15:17,"STEAL  by ALDOUS,HANK",,,,,,,"STEAL  by ALDOUS,HANK",2
15:15,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
15:15,"GOOD FT by ALDOUS,HANK",31,,41 (+10),,HCM 31-41 (+10),,"GOOD FT by ALDOUS,HANK",2
15:15,"GOOD FT by ALDOUS,HANK",32,,41 (+9),,HCM 32-41 (+9),,"GOOD FT by ALDOUS,HANK",2
15:15,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
15:15,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
15:15,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
15:15,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:11,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
15:05,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
15:05,,32,,42 (+10),"GOOD FT by THOMAS,LARRY",BSCM 32-42 (+10),,"GOOD FT by THOMAS,LARRY",2
15:05,,32,,43 (+11),"GOOD FT by THOMAS,LARRY",BSCM 32-43 (+11),,"GOOD FT by THOMAS,LARRY",2
14:59,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
14:49,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
14:49,,32,,44 (+12),"GOOD FT by WELCH,ROSS",BSCM 32-44 (+12),,"GOOD FT by WELCH,ROSS",2
14:49,,32,,45 (+13),"GOOD FT by WELCH,ROSS",BSCM 32-45 (+13),,"GOOD FT by WELCH,ROSS",2
14:49,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
14:49,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
14:49,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
14:40,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
14:27,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
14:19,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
14:19,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
14:19,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
14:10,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",2
14:10,"BLOCK  by NIKOLOVSKI,DREW",,,,,,,"BLOCK  by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
13:43,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
13:34,,32,,48 (+16),"GOOD 3PTR by SCHAMP,GRIFFIN",BSCM 32-48 (+16),,"GOOD 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
13:28,,,,,"FOUL TECH by HOLLAND,JASON",,,"FOUL TECH by HOLLAND,JASON",2
13:28,"GOOD FT by NIKOLOVSKI,DREW",33,,48 (+15),,HCM 33-48 (+15),,"GOOD FT by NIKOLOVSKI,DREW",2
13:28,"GOOD FT by NIKOLOVSKI,DREW",34,,48 (+14),,HCM 34-48 (+14),,"GOOD FT by NIKOLOVSKI,DREW",2
13:28,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
13:28,"GOOD FT by TAULTON,JORDAN",35,,48 (+13),,HCM 35-48 (+13),,"GOOD FT by TAULTON,JORDAN",2
13:28,"GOOD FT by TAULTON,JORDAN",36,,48 (+12),,HCM 36-48 (+12),,"GOOD FT by TAULTON,JORDAN",2
13:28,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
13:28,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
13:28,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
13:28,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
13:28,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
13:28,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:14,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
13:12,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
13:07,,36,,49 (+13),"GOOD FT by THOM,IAN",BSCM 36-49 (+13),,"GOOD FT by THOM,IAN",2
12:47,,36,,50 (+14),"GOOD FT by THOM,IAN",BSCM 36-50 (+14),,"GOOD FT by THOM,IAN",2
12:47,"SUB IN by GUMM,GABE",,,,,,,"SUB IN by GUMM,GABE",2
12:47,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
12:46,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
12:45,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
12:44,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by MCKAY,COLLIN",,,"REBOUND DEF by MCKAY,COLLIN",2
12:44,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:37,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",2
12:37,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
12:10,,,,,"MISS JUMPER by CRAIN,JOHN",,,"MISS JUMPER by CRAIN,JOHN",2
--,"REBOUND DEF by GUMM,GABE",,,,,,,"REBOUND DEF by GUMM,GABE",2
12:04,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
11:49,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
11:49,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
11:49,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
11:49,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
11:49,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:49,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
11:38,"MISS 3PTR by GUMM,GABE",,,,,,,"MISS 3PTR by GUMM,GABE",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
11:34,"GOOD LAYUP by VANCE,LUKE(in the paint)",38,,50 (+12),,HCM 38-50 (+12),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
11:22,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
11:20,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
11:20,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
11:20,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
11:20,,,,,"SUB IN by DANIELS,ROB",,,"SUB IN by DANIELS,ROB",2
11:20,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
11:20,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
11:20,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
11:20,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
11:20,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
11:20,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",2
11:06,"GOOD LAYUP by OGLE,JOHN(in the paint)",40,,50 (+10),,HCM 40-50 (+10),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
10:50,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
10:50,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:50,,40,,51 (+11),"GOOD FT by MCLEAN,JAMES",BSCM 40-51 (+11),,"GOOD FT by MCLEAN,JAMES",2
10:45,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",42,,51 (+9),,HCM 42-51 (+9),,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
10:35,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
10:35,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",2
10:35,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
10:35,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
10:35,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
10:35,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
10:35,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
10:35,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:35,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
10:35,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
10:35,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
10:35,,,,,"SUB OUT by DANIELS,ROB",,,"SUB OUT by DANIELS,ROB",2
10:35,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
10:18,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:09,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
10:09,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
09:48,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
09:48,"BLOCK  by VANCE,LUKE",,,,,,,"BLOCK  by VANCE,LUKE",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
09:33,"MISS JUMPER by GUMM,GABE",,,,,,,"MISS JUMPER by GUMM,GABE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
09:24,,42,,54 (+12),"GOOD 3PTR by SCHAMP,GRIFFIN",BSCM 42-54 (+12),,"GOOD 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
09:08,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
09:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:58,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
08:28,,42,,56 (+14),"GOOD JUMPER by SCHAMP,GRIFFIN",BSCM 42-56 (+14),,"GOOD JUMPER by SCHAMP,GRIFFIN",2
08:11,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
08:11,"GOOD FT by TAULTON,JORDAN",43,,56 (+13),,HCM 43-56 (+13),,"GOOD FT by TAULTON,JORDAN",2
08:11,"GOOD FT by TAULTON,JORDAN",44,,56 (+12),,HCM 44-56 (+12),,"GOOD FT by TAULTON,JORDAN",2
08:05,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
07:59,,44,,58 (+14),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 44-58 (+14),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
07:45,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
07:45,"GOOD FT by CONARD,ALEC",45,,58 (+13),,HCM 45-58 (+13),,"GOOD FT by CONARD,ALEC",2
07:45,"GOOD FT by CONARD,ALEC",46,,58 (+12),,HCM 46-58 (+12),,"GOOD FT by CONARD,ALEC",2
07:38,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
07:08,"TURNOVER  by PRIMM,COLTON",,,,,,,"TURNOVER  by PRIMM,COLTON",2
06:49,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
06:49,,46,,59 (+13),"GOOD FT by WELCH,ROSS",BSCM 46-59 (+13),,"GOOD FT by WELCH,ROSS",2
06:49,,46,,60 (+14),"GOOD FT by WELCH,ROSS",BSCM 46-60 (+14),,"GOOD FT by WELCH,ROSS",2
06:49,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
06:49,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
06:47,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
06:47,"MISS FT by PRIMM,COLTON",,,,,,,"MISS FT by PRIMM,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:47,"GOOD FT by PRIMM,COLTON",47,,60 (+13),,HCM 47-60 (+13),,"GOOD FT by PRIMM,COLTON",2
06:47,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
06:47,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
06:47,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
06:47,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
06:47,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
06:47,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
06:32,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
06:32,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:32,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
06:32,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
06:32,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
06:15,"GOOD 3PTR by ALDOUS,HANK",50,,60 (+10),,HCM 50-60 (+10),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by VANCE,LUKE",,,,,,,"ASSIST  by VANCE,LUKE",2
05:52,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
05:52,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:52,,50,,61 (+11),"GOOD FT by THOMAS,LARRY",BSCM 50-61 (+11),,"GOOD FT by THOMAS,LARRY",2
05:24,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
04:57,,50,,63 (+13),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSCM 50-63 (+13),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
04:30,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
04:16,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
04:15,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",2
04:15,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
04:15,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
04:15,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
04:15,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
04:15,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
04:15,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
04:15,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
03:55,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
03:54,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
03:50,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
03:30,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
02:55,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
02:45,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
02:45,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:45,,50,,64 (+14),"GOOD FT by HOLLAND,JASON",BSCM 50-64 (+14),,"GOOD FT by HOLLAND,JASON",2
02:45,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
02:45,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
02:45,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
02:45,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
02:23,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
02:17,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
02:17,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:17,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
02:17,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
02:17,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
02:11,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",2
02:02,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
01:57,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
01:57,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:57,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
01:49,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
01:49,"GOOD FT by ALDOUS,HANK",51,,64 (+13),,HCM 51-64 (+13),,"GOOD FT by ALDOUS,HANK",2
