Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
13:49,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
13:49,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
13:40,,,,,"TURNOVER  by HAYES,CONNER",,,"TURNOVER  by HAYES,CONNER",1
13:39,"STEAL  by TOME,MATT",,,,,,,"STEAL  by TOME,MATT",1
13:34,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
13:15,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
13:15,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
13:15,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
13:15,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
13:11,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
13:02,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
13:02,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:02,,4,,11 (+7),"GOOD FT by AVERY,ALEX",BSC 4-11 (+7),,"GOOD FT by AVERY,ALEX",1
13:02,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
13:02,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
13:02,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
13:02,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
12:39,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND OFF by VEAL,ROBERT",,,,,,,"REBOUND OFF by VEAL,ROBERT",1
12:32,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
12:17,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
12:16,"STEAL  by WILLIAMS,JORDEN",,,,,,,"STEAL  by WILLIAMS,JORDEN",1
12:06,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by MCKAY,COLLIN",,,"REBOUND DEF by MCKAY,COLLIN",1
11:42,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
11:33,,,,,"FOUL  by MCKAY,COLLIN",,,"FOUL  by MCKAY,COLLIN",1
11:28,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
11:28,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
11:28,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
11:28,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
11:28,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
11:28,,,,,"SUB IN by DANIELS,ROB",,,"SUB IN by DANIELS,ROB",1
11:28,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
11:28,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",1
11:28,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
11:28,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",1
11:28,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
11:28,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
11:12,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
11:10,,,,,"STEAL  by MARSCHNER,BRENDAN",,,"STEAL  by MARSCHNER,BRENDAN",1
11:10,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
10:53,"FOUL  by VEAL,ROBERT",,,,,,,"FOUL  by VEAL,ROBERT",1
10:53,,4,,12 (+8),"GOOD FT by MARSCHNER,BRENDAN",BSC 4-12 (+8),,"GOOD FT by MARSCHNER,BRENDAN",1
10:53,,4,,13 (+9),"GOOD FT by MARSCHNER,BRENDAN",BSC 4-13 (+9),,"GOOD FT by MARSCHNER,BRENDAN",1
10:53,,4,,14 (+10),"GOOD FT by MARSCHNER,BRENDAN",BSC 4-14 (+10),,"GOOD FT by MARSCHNER,BRENDAN",1
10:53,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
10:53,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
10:53,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
10:53,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
10:53,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
10:53,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
10:34,"GOOD LAYUP by CARTER,KESHONN(in the paint)",6,,14 (+8),,SEWANEE 6-14 (+8),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
10:04,,,,,"TURNOVER  by DANIELS,ROB",,,"TURNOVER  by DANIELS,ROB",1
10:03,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",1
09:58,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",8,,14 (+6),,SEWANEE 8-14 (+6),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",1
09:39,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
09:39,,8,,15 (+7),"GOOD FT by MCLEAN,JAMES",BSC 8-15 (+7),,"GOOD FT by MCLEAN,JAMES",1
09:39,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
09:39,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
09:39,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
09:39,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
09:39,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
09:39,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
09:39,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
09:39,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
09:39,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
09:39,,,,,"SUB OUT by DANIELS,ROB",,,"SUB OUT by DANIELS,ROB",1
09:39,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
09:26,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",10,,15 (+5),,SEWANEE 10-15 (+5),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
09:26,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",1
09:26,"GOOD FT by CALDWELL,MARCELLUS",11,,15 (+4),,SEWANEE 11-15 (+4),,"GOOD FT by CALDWELL,MARCELLUS",1
09:26,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
09:26,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
09:14,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",1
09:14,"BLOCK  by BROWN,SETH",,,,,,,"BLOCK  by BROWN,SETH",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
09:06,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
08:41,,11,,18 (+7),"GOOD 3PTR by CRAIN,JOHN",BSC 11-18 (+7),,"GOOD 3PTR by CRAIN,JOHN",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
08:31,"GOOD LAYUP by CARTER,KESHONN(in the paint)",13,,18 (+5),,SEWANEE 13-18 (+5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
08:07,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",1
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",1
08:05,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
08:05,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
08:04,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
07:57,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
07:49,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
07:49,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
07:49,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
07:22,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",1
07:21,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",1
07:03,"GOOD JUMPER by CARTER,KESHONN",15,,18 (+3),,SEWANEE 15-18 (+3),,"GOOD JUMPER by CARTER,KESHONN",1
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",1
06:35,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
06:35,,15,,19 (+4),"GOOD FT by SCHAMP,GRIFFIN",BSC 15-19 (+4),,"GOOD FT by SCHAMP,GRIFFIN",1
06:35,,15,,20 (+5),"GOOD FT by SCHAMP,GRIFFIN",BSC 15-20 (+5),,"GOOD FT by SCHAMP,GRIFFIN",1
06:35,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
06:35,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",1
06:35,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",1
06:35,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
06:23,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",1
06:09,"TURNOVER  by DOWNEY,WILL",,,,,,,"TURNOVER  by DOWNEY,WILL",1
05:58,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
05:57,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",1
05:55,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",1
05:55,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:55,"GOOD FT by CARTER,KESHONN",16,,20 (+4),,SEWANEE 16-20 (+4),,"GOOD FT by CARTER,KESHONN",1
05:55,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",1
05:55,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
05:55,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
05:55,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
05:55,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
05:55,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
05:55,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
05:55,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",1
05:55,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
05:55,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
05:55,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
05:55,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
05:30,,,,,"MISS JUMPER by HAYES,CONNER",,,"MISS JUMPER by HAYES,CONNER",1
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",1
05:29,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",1
05:29,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
05:29,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
05:05,"GOOD 3PTR by WILLIAMS,JORDEN",19,,20 (+1),,SEWANEE 19-20 (+1),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,"ASSIST  by DOWNEY,WILL",,,,,,,"ASSIST  by DOWNEY,WILL",1
04:42,,19,,22 (+3),"GOOD LAYUP by HAYES,CONNER(in the paint)",BSC 19-22 (+3),,"GOOD LAYUP by HAYES,CONNER(in the paint)",1
04:42,"FOUL  by DOWNEY,WILL",,,,,,,"FOUL  by DOWNEY,WILL",1
04:42,,19,,23 (+4),"GOOD FT by HAYES,CONNER",BSC 19-23 (+4),,"GOOD FT by HAYES,CONNER",1
04:42,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
04:42,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
04:42,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
04:42,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",1
04:42,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
04:42,"SUB OUT by DOWNEY,WILL",,,,,,,"SUB OUT by DOWNEY,WILL",1
04:32,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
04:31,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",1
04:28,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",1
04:28,,19,,24 (+5),"GOOD FT by LEWIS,EVAN",BSC 19-24 (+5),,"GOOD FT by LEWIS,EVAN",1
04:28,,19,,25 (+6),"GOOD FT by LEWIS,EVAN",BSC 19-25 (+6),,"GOOD FT by LEWIS,EVAN",1
04:28,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
04:28,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
04:11,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",1
04:09,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",1
04:05,,19,,27 (+8),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 19-27 (+8),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
03:30,"GOOD 3PTR by BORN,LEO",22,,27 (+5),,SEWANEE 22-27 (+5),,"GOOD 3PTR by BORN,LEO",1
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",1
03:20,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
03:02,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
03:02,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
03:02,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
03:02,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
03:02,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
03:02,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
03:02,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
03:02,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
03:02,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
03:02,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
03:02,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
03:02,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
03:02,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",1
02:44,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
02:34,,22,,30 (+8),"GOOD 3PTR by THOMAS,LARRY",BSC 22-30 (+8),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",1
02:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:01,"MISS 3PTR by CALDWELL,MARCELLUS",,,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",1
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",1
01:42,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",24,,30 (+6),,SEWANEE 24-30 (+6),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",1
01:33,,24,,33 (+9),"GOOD 3PTR by CRAIN,JOHN",BSC 24-33 (+9),,"GOOD 3PTR by CRAIN,JOHN",1
01:15,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",1
00:56,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
00:56,,24,,34 (+10),"GOOD FT by SCHAMP,GRIFFIN",BSC 24-34 (+10),,"GOOD FT by SCHAMP,GRIFFIN",1
00:56,,24,,35 (+11),"GOOD FT by SCHAMP,GRIFFIN",BSC 24-35 (+11),,"GOOD FT by SCHAMP,GRIFFIN",1
00:56,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
00:56,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
00:56,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
00:56,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
00:56,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
00:56,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
00:46,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",1
00:46,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",1
00:46,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
00:46,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
00:34,,24,,37 (+13),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 24-37 (+13),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
00:17,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",1
00:16,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
00:00,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:48,"TURNOVER  by CALDWELL,MARCELLUS",,,,,,,"TURNOVER  by CALDWELL,MARCELLUS",2
19:33,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
19:33,,24,,38 (+14),"GOOD FT by SCHAMP,GRIFFIN",BSC 24-38 (+14),,"GOOD FT by SCHAMP,GRIFFIN",2
19:33,,24,,39 (+15),"GOOD FT by SCHAMP,GRIFFIN",BSC 24-39 (+15),,"GOOD FT by SCHAMP,GRIFFIN",2
19:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
19:33,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
19:33,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
19:09,"GOOD LAYUP by CARTER,KESHONN(in the paint)",26,,39 (+13),,SEWANEE 26-39 (+13),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
18:44,,26,,42 (+16),"GOOD 3PTR by CRAIN,JOHN",BSC 26-42 (+16),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
18:13,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
18:02,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
17:39,"GOOD JUMPER by WILLIAMS,JORDEN",28,,42 (+14),,SEWANEE 28-42 (+14),,"GOOD JUMPER by WILLIAMS,JORDEN",2
