Time Remaining,SAL,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
20:00,"SUB IN by WILKERSON,BRANDYN",,,,,,,"SUB IN by WILKERSON,BRANDYN",2
20:00,"SUB OUT by SAVERCOOL,KYLE",,,,,,,"SUB OUT by SAVERCOOL,KYLE",2
19:37,,40 (+3),,37,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 40-37 (-3),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
19:23,"MISS 3PTR by STRICKLAND,CONOR",,,,,,,"MISS 3PTR by STRICKLAND,CONOR",2
--,"REBOUND OFF by RULAND,LUKE",,,,,,,"REBOUND OFF by RULAND,LUKE",2
19:17,"GOOD 3PTR by WILKERSON,BRANDYN",43 (+6),,37,,SAL 43-37 (-6),,"GOOD 3PTR by WILKERSON,BRANDYN",2
--,"ASSIST  by RULAND,LUKE",,,,,,,"ASSIST  by RULAND,LUKE",2
18:58,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by WILKERSON,BRANDYN",,,,,,,"REBOUND DEF by WILKERSON,BRANDYN",2
18:53,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
18:49,"MISS LAYUP by STRICKLAND,CONOR",,,,,,,"MISS LAYUP by STRICKLAND,CONOR",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
18:36,"FOUL  by WILKERSON,BRANDYN",,,,,,,"FOUL  by WILKERSON,BRANDYN",2
18:36,"SUB IN by VIQUEIRA,CHRIS",,,,,,,"SUB IN by VIQUEIRA,CHRIS",2
18:36,"SUB OUT by STRICKLAND,CONOR",,,,,,,"SUB OUT by STRICKLAND,CONOR",2
18:34,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
18:33,"STEAL  by WILKERSON,BRANDYN",,,,,,,"STEAL  by WILKERSON,BRANDYN",2
18:31,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",45 (+8),,37,,SAL 45-37 (-8),,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",2
18:10,,45 (+6),,39,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 45-39 (-6),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
18:10,"FOUL  by HARWOOD,TIM",,,,,,,"FOUL  by HARWOOD,TIM",2
18:10,,45 (+5),,40,"GOOD FT by SCHAMP,GRIFFIN",BSC 45-40 (-5),,"GOOD FT by SCHAMP,GRIFFIN",2
17:39,"GOOD LAYUP by JETER,GORDON(in the paint)",47 (+7),,40,,SAL 47-40 (-7),,"GOOD LAYUP by JETER,GORDON(in the paint)",2
17:12,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by RULAND,LUKE",,,,,,,"REBOUND DEF by RULAND,LUKE",2
17:03,"GOOD JUMPER by WILKERSON,BRANDYN",49 (+9),,40,,SAL 49-40 (-9),,"GOOD JUMPER by WILKERSON,BRANDYN",2
16:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:57,"SUB IN by SAVERCOOL,KYLE",,,,,,,"SUB IN by SAVERCOOL,KYLE",2
16:57,"SUB OUT by JETER,GORDON",,,,,,,"SUB OUT by JETER,GORDON",2
16:57,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
16:57,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
16:47,"FOUL  by SAVERCOOL,KYLE",,,,,,,"FOUL  by SAVERCOOL,KYLE",2
16:47,,49 (+8),,41,"GOOD FT by SCHAMP,GRIFFIN",BSC 49-41 (-8),,"GOOD FT by SCHAMP,GRIFFIN",2
16:47,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by SAVERCOOL,KYLE",,,,,,,"REBOUND DEF by SAVERCOOL,KYLE",2
16:20,"MISS JUMPER by RULAND,LUKE",,,,,,,"MISS JUMPER by RULAND,LUKE",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
15:44,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
15:42,"FOUL  by RULAND,LUKE",,,,,,,"FOUL  by RULAND,LUKE",2
15:42,,49 (+7),,42,"GOOD FT by SCHAMP,GRIFFIN",BSC 49-42 (-7),,"GOOD FT by SCHAMP,GRIFFIN",2
15:42,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by SAVERCOOL,KYLE",,,,,,,"REBOUND DEF by SAVERCOOL,KYLE",2
15:42,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",2
15:42,"SUB IN by MILBURN,DOMINIC",,,,,,,"SUB IN by MILBURN,DOMINIC",2
15:42,"SUB IN by WITMER,JUSTIN",,,,,,,"SUB IN by WITMER,JUSTIN",2
15:42,"SUB OUT by HARWOOD,TIM",,,,,,,"SUB OUT by HARWOOD,TIM",2
15:42,"SUB OUT by WILKERSON,BRANDYN",,,,,,,"SUB OUT by WILKERSON,BRANDYN",2
15:42,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",2
15:23,"MISS LAYUP by PORTER,CHARLES",,,,,,,"MISS LAYUP by PORTER,CHARLES",2
15:23,,,,,"BLOCK  by SCHAMP,GRIFFIN",,,"BLOCK  by SCHAMP,GRIFFIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:22,"MISS 3PTR by VIQUEIRA,CHRIS",,,,,,,"MISS 3PTR by VIQUEIRA,CHRIS",2
--,"REBOUND OFF by SAVERCOOL,KYLE",,,,,,,"REBOUND OFF by SAVERCOOL,KYLE",2
15:18,"GOOD LAYUP by SAVERCOOL,KYLE(in the paint)",51 (+9),,42,,SAL 51-42 (-9),,"GOOD LAYUP by SAVERCOOL,KYLE(in the paint)",2
15:03,,51 (+7),,44,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 51-44 (-7),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
14:54,"TURNOVER  by WITMER,JUSTIN",,,,,,,"TURNOVER  by WITMER,JUSTIN",2
14:42,"FOUL  by SAVERCOOL,KYLE",,,,,,,"FOUL  by SAVERCOOL,KYLE",2
14:41,,51 (+6),,45,"GOOD FT by LEWIS,EVAN",BSC 51-45 (-6),,"GOOD FT by LEWIS,EVAN",2
14:41,,51 (+5),,46,"GOOD FT by LEWIS,EVAN",BSC 51-46 (-5),,"GOOD FT by LEWIS,EVAN",2
14:41,"SUB IN by GILLUM,JACOY",,,,,,,"SUB IN by GILLUM,JACOY",2
14:41,"SUB OUT by SAVERCOOL,KYLE",,,,,,,"SUB OUT by SAVERCOOL,KYLE",2
14:32,"MISS LAYUP by VIQUEIRA,CHRIS",,,,,,,"MISS LAYUP by VIQUEIRA,CHRIS",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
14:17,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
14:16,"STEAL  by PORTER,CHARLES",,,,,,,"STEAL  by PORTER,CHARLES",2
14:13,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
14:13,"MISS FT by PORTER,CHARLES",,,,,,,"MISS FT by PORTER,CHARLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:13,"MISS FT by PORTER,CHARLES",,,,,,,"MISS FT by PORTER,CHARLES",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
14:03,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",2
13:56,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
13:54,"STEAL  by WITMER,JUSTIN",,,,,,,"STEAL  by WITMER,JUSTIN",2
13:48,"GOOD LAYUP by MILBURN,DOMINIC(fastbreak)(in the paint)",53 (+7),,46,,SAL 53-46 (-7),,"GOOD LAYUP by MILBURN,DOMINIC(fastbreak)(in the paint)",2
--,"ASSIST  by GILLUM,JACOY",,,,,,,"ASSIST  by GILLUM,JACOY",2
13:25,,53 (+5),,48,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 53-48 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
13:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:12,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",2
13:12,"SUB IN by HARWOOD,TIM",,,,,,,"SUB IN by HARWOOD,TIM",2
13:12,"SUB IN by STRICKLAND,CONOR",,,,,,,"SUB IN by STRICKLAND,CONOR",2
13:12,"SUB OUT by PORTER,CHARLES",,,,,,,"SUB OUT by PORTER,CHARLES",2
13:12,"SUB OUT by VIQUEIRA,CHRIS",,,,,,,"SUB OUT by VIQUEIRA,CHRIS",2
13:12,"SUB OUT by GILLUM,JACOY",,,,,,,"SUB OUT by GILLUM,JACOY",2
13:12,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
13:12,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:12,,,,,"SUB IN by THORN,IAN",,,"SUB IN by THORN,IAN",2
13:12,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
13:12,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:12,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
13:12,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
13:12,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:01,"MISS LAYUP by MILBURN,DOMINIC",,,,,,,"MISS LAYUP by MILBURN,DOMINIC",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
12:30,,,,,"MISS JUMPER by HENRY,COLIN",,,"MISS JUMPER by HENRY,COLIN",2
12:30,"BLOCK  by RULAND,LUKE",,,,,,,"BLOCK  by RULAND,LUKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:24,,,,,"MISS 3PTR by THORN,IAN",,,"MISS 3PTR by THORN,IAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:23,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
12:23,"SUB IN by WILKERSON,BRANDYN",,,,,,,"SUB IN by WILKERSON,BRANDYN",2
12:23,"SUB OUT by WITMER,JUSTIN",,,,,,,"SUB OUT by WITMER,JUSTIN",2
11:50,"GOOD JUMPER by MILBURN,DOMINIC(in the paint)",55 (+7),,48,,SAL 55-48 (-7),,"GOOD JUMPER by MILBURN,DOMINIC(in the paint)",2
11:32,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
11:32,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",2
11:32,"SUB OUT by MILBURN,DOMINIC",,,,,,,"SUB OUT by MILBURN,DOMINIC",2
11:29,"TURNOVER  by WILKERSON,BRANDYN",,,,,,,"TURNOVER  by WILKERSON,BRANDYN",2
11:17,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:00,"GOOD LAYUP by HARWOOD,TIM(in the paint)",57 (+9),,48,,SAL 57-48 (-9),,"GOOD LAYUP by HARWOOD,TIM(in the paint)",2
10:57,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
10:54,"FOUL  by HARWOOD,TIM",,,,,,,"FOUL  by HARWOOD,TIM",2
10:47,"GOOD FT by HARWOOD,TIM",58 (+10),,48,,SAL 58-48 (-10),,"GOOD FT by HARWOOD,TIM",2
10:36,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:34,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
10:34,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
10:34,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
10:34,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
10:34,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
10:31,"TURNOVER  by HARWOOD,TIM",,,,,,,"TURNOVER  by HARWOOD,TIM",2
10:31,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:31,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
10:12,,58 (+8),,50,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 58-50 (-8),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
10:04,"TURNOVER  by JETER,GORDON",,,,,,,"TURNOVER  by JETER,GORDON",2
10:04,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",2
10:04,"SUB OUT by STRICKLAND,CONOR",,,,,,,"SUB OUT by STRICKLAND,CONOR",2
09:42,"FOUL  by WILKERSON,BRANDYN",,,,,,,"FOUL  by WILKERSON,BRANDYN",2
09:42,,58 (+7),,51,"GOOD FT by SCHAMP,GRIFFIN",BSC 58-51 (-7),,"GOOD FT by SCHAMP,GRIFFIN",2
09:42,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:42,"SUB IN by MILLER,RYAN",,,,,,,"SUB IN by MILLER,RYAN",2
09:42,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",2
09:40,"SUB IN by SAVERCOOL,KYLE",,,,,,,"SUB IN by SAVERCOOL,KYLE",2
09:40,"SUB OUT by JETER,GORDON",,,,,,,"SUB OUT by JETER,GORDON",2
09:40,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
09:40,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
09:18,"GOOD JUMPER by PORTER,CHARLES(in the paint)",60 (+9),,51,,SAL 60-51 (-9),,"GOOD JUMPER by PORTER,CHARLES(in the paint)",2
09:00,,60 (+7),,53,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 60-53 (-7),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
08:51,"GOOD LAYUP by MILLER,RYAN(fastbreak)(in the paint)",62 (+9),,53,,SAL 62-53 (-9),,"GOOD LAYUP by MILLER,RYAN(fastbreak)(in the paint)",2
--,"ASSIST  by PORTER,CHARLES",,,,,,,"ASSIST  by PORTER,CHARLES",2
08:38,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
08:37,"STEAL  by PORTER,CHARLES",,,,,,,"STEAL  by PORTER,CHARLES",2
08:34,,,,,"FOUL  by THORN,IAN",,,"FOUL  by THORN,IAN",2
08:34,"SUB IN by WITMER,JUSTIN",,,,,,,"SUB IN by WITMER,JUSTIN",2
08:34,"SUB OUT by HARWOOD,TIM",,,,,,,"SUB OUT by HARWOOD,TIM",2
08:34,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
08:34,,,,,"SUB OUT by THORN,IAN",,,"SUB OUT by THORN,IAN",2
08:28,"GOOD LAYUP by MILLER,RYAN(in the paint)",64 (+11),,53,,SAL 64-53 (-11),,"GOOD LAYUP by MILLER,RYAN(in the paint)",2
08:09,,64 (+9),,55,"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 64-55 (-9),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
08:09,"FOUL  by WITMER,JUSTIN",,,,,,,"FOUL  by WITMER,JUSTIN",2
08:09,,64 (+8),,56,"GOOD FT by WELCH,ROSS",BSC 64-56 (-8),,"GOOD FT by WELCH,ROSS",2
08:09,"SUB IN by VIQUEIRA,CHRIS",,,,,,,"SUB IN by VIQUEIRA,CHRIS",2
08:09,"SUB OUT by PORTER,CHARLES",,,,,,,"SUB OUT by PORTER,CHARLES",2
07:56,"GOOD JUMPER by VIQUEIRA,CHRIS(in the paint)",66 (+10),,56,,SAL 66-56 (-10),,"GOOD JUMPER by VIQUEIRA,CHRIS(in the paint)",2
07:41,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by MILLER,RYAN",,,,,,,"REBOUND DEF by MILLER,RYAN",2
07:22,"MISS 3PTR by WILKERSON,BRANDYN",,,,,,,"MISS 3PTR by WILKERSON,BRANDYN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
07:06,,66 (+8),,58,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",BSC 66-58 (-8),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",2
07:06,"FOUL  by MILLER,RYAN",,,,,,,"FOUL  by MILLER,RYAN",2
07:06,,66 (+7),,59,"GOOD FT by FREEMAN,SCHYLAR",BSC 66-59 (-7),,"GOOD FT by FREEMAN,SCHYLAR",2
07:06,"SUB IN by HARWOOD,TIM",,,,,,,"SUB IN by HARWOOD,TIM",2
07:06,"SUB IN by MILBURN,DOMINIC",,,,,,,"SUB IN by MILBURN,DOMINIC",2
07:06,"SUB IN by STRICKLAND,CONOR",,,,,,,"SUB IN by STRICKLAND,CONOR",2
07:06,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",2
07:06,"SUB OUT by SAVERCOOL,KYLE",,,,,,,"SUB OUT by SAVERCOOL,KYLE",2
07:06,"SUB OUT by WILKERSON,BRANDYN",,,,,,,"SUB OUT by WILKERSON,BRANDYN",2
07:06,"SUB OUT by WITMER,JUSTIN",,,,,,,"SUB OUT by WITMER,JUSTIN",2
07:06,"SUB OUT by MILLER,RYAN",,,,,,,"SUB OUT by MILLER,RYAN",2
07:01,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
06:58,"MISS LAYUP by HARWOOD,TIM",,,,,,,"MISS LAYUP by HARWOOD,TIM",2
06:58,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
06:36,,66 (+5),,61,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 66-61 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
06:25,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",68 (+7),,61,,SAL 68-61 (-7),,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",2
06:19,,68 (+4),,64,"GOOD 3PTR by WELCH,ROSS",BSC 68-64 (-4),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
06:08,"TURNOVER  by MILBURN,DOMINIC",,,,,,,"TURNOVER  by MILBURN,DOMINIC",2
06:08,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
06:08,"FOUL  by HARWOOD,TIM",,,,,,,"FOUL  by HARWOOD,TIM",2
06:08,,68 (+3),,65,"GOOD FT by THOMAS,LARRY",BSC 68-65 (-3),,"GOOD FT by THOMAS,LARRY",2
06:08,,68 (+2),,66,"GOOD FT by THOMAS,LARRY",BSC 68-66 (-2),,"GOOD FT by THOMAS,LARRY",2
06:08,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",2
06:08,"SUB OUT by STRICKLAND,CONOR",,,,,,,"SUB OUT by STRICKLAND,CONOR",2
05:43,"MISS LAYUP by JETER,GORDON",,,,,,,"MISS LAYUP by JETER,GORDON",2
--,"REBOUND OFF by MILBURN,DOMINIC",,,,,,,"REBOUND OFF by MILBURN,DOMINIC",2
05:40,"GOOD LAYUP by MILBURN,DOMINIC(in the paint)",70 (+4),,66,,SAL 70-66 (-4),,"GOOD LAYUP by MILBURN,DOMINIC(in the paint)",2
05:22,,70 (+2),,68,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 70-68 (-2),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
05:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:21,"SUB IN by SAVERCOOL,KYLE",,,,,,,"SUB IN by SAVERCOOL,KYLE",2
05:21,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",2
05:21,"SUB OUT by PORTER,CHARLES",,,,,,,"SUB OUT by PORTER,CHARLES",2
05:21,"SUB OUT by MILBURN,DOMINIC",,,,,,,"SUB OUT by MILBURN,DOMINIC",2
05:03,"MISS JUMPER by HARWOOD,TIM",,,,,,,"MISS JUMPER by HARWOOD,TIM",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
04:28,,70,,70,"GOOD JUMPER by FREEMAN,SCHYLAR",BSC 70-70 (0),,"GOOD JUMPER by FREEMAN,SCHYLAR",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
04:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:54,"MISS 3PTR by VIQUEIRA,CHRIS",,,,,,,"MISS 3PTR by VIQUEIRA,CHRIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:52,"SUB IN by GILLUM,JACOY",,,,,,,"SUB IN by GILLUM,JACOY",2
03:52,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",2
03:28,"FOUL  by GILLUM,JACOY",,,,,,,"FOUL  by GILLUM,JACOY",2
03:28,,70,,71 (+1),"GOOD FT by WELCH,ROSS",BSC 70-71 (+1),,"GOOD FT by WELCH,ROSS",2
03:28,,70,,72 (+2),"GOOD FT by WELCH,ROSS",BSC 70-72 (+2),,"GOOD FT by WELCH,ROSS",2
03:28,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",2
03:28,"SUB OUT by VIQUEIRA,CHRIS",,,,,,,"SUB OUT by VIQUEIRA,CHRIS",2
03:06,"MISS LAYUP by GILLUM,JACOY",,,,,,,"MISS LAYUP by GILLUM,JACOY",2
--,"REBOUND OFF by JETER,GORDON",,,,,,,"REBOUND OFF by JETER,GORDON",2
03:02,"GOOD LAYUP by JETER,GORDON(in the paint)",72,,72,,SAL 72-72 (0),,"GOOD LAYUP by JETER,GORDON(in the paint)",2
02:44,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
02:44,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",2
02:44,"SUB OUT by GILLUM,JACOY",,,,,,,"SUB OUT by GILLUM,JACOY",2
02:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:14,"MISS LAYUP by PORTER,CHARLES",,,,,,,"MISS LAYUP by PORTER,CHARLES",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
01:52,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by JETER,GORDON",,,,,,,"REBOUND DEF by JETER,GORDON",2
01:37,"MISS JUMPER by RULAND,LUKE",,,,,,,"MISS JUMPER by RULAND,LUKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:09,"GOOD LAYUP by HARWOOD,TIM(in the paint)",74 (+2),,72,,SAL 74-72 (-2),,"GOOD LAYUP by HARWOOD,TIM(in the paint)",2
01:09,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
01:09,"MISS FT by HARWOOD,TIM",,,,,,,"MISS FT by HARWOOD,TIM",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
00:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:54,"SUB IN by GILLUM,JACOY",,,,,,,"SUB IN by GILLUM,JACOY",2
00:54,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",2
00:38,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by GILLUM,JACOY",,,,,,,"REBOUND DEF by GILLUM,JACOY",2
00:33,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
00:33,"GOOD FT by SAVERCOOL,KYLE",75 (+3),,72,,SAL 75-72 (-3),,"GOOD FT by SAVERCOOL,KYLE",2
00:33,"MISS FT by SAVERCOOL,KYLE",,,,,,,"MISS FT by SAVERCOOL,KYLE",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
00:33,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
00:33,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
00:05,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
00:00,,,,,"MISS LAYUP by HOLLAND,JASON",,,"MISS LAYUP by HOLLAND,JASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
