Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:42,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
17:38,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
17:38,"GOOD FT by LIVSEY,GEOFF",44 (+2),,42,,RHODESMB 44-42 (-2),,"GOOD FT by LIVSEY,GEOFF",2
17:38,"GOOD FT by LIVSEY,GEOFF",45 (+3),,42,,RHODESMB 45-42 (-3),,"GOOD FT by LIVSEY,GEOFF",2
17:25,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
17:25,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
17:25,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
17:12,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
17:12,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
17:04,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
17:04,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:04,,45 (+2),,43,"GOOD FT by FREEMAN,SCHYLAR",BSC 45-43 (-2),,"GOOD FT by FREEMAN,SCHYLAR",2
17:04,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
17:04,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
17:04,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
17:04,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
17:02,"TURNOVER  by SLEDGE,TATE",,,,,,,"TURNOVER  by SLEDGE,TATE",2
16:56,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",2
16:56,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:56,,45 (+1),,44,"GOOD FT by FREEMAN,SCHYLAR",BSC 45-44 (-1),,"GOOD FT by FREEMAN,SCHYLAR",2
16:49,"GOOD LAYUP by DUNAVANT,JOHNNY(fastbreak)(in the paint)",47 (+3),,44,,RHODESMB 47-44 (-3),,"GOOD LAYUP by DUNAVANT,JOHNNY(fastbreak)(in the paint)",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
16:24,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
16:03,"MISS LAYUP by DUNAVANT,JOHNNY",,,,,,,"MISS LAYUP by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
15:57,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
15:52,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
15:47,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
15:47,"GOOD FT by MILLER,DREW",48 (+4),,44,,RHODESMB 48-44 (-4),,"GOOD FT by MILLER,DREW",2
15:47,"GOOD FT by MILLER,DREW",49 (+5),,44,,RHODESMB 49-44 (-5),,"GOOD FT by MILLER,DREW",2
15:47,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
15:47,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
15:47,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
15:47,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
15:29,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
15:26,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
14:55,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
14:37,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
14:07,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
13:55,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
13:55,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
13:55,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
13:55,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
13:55,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
13:55,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
13:55,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
13:55,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
13:55,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
13:55,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
13:55,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
13:55,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
13:55,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
13:55,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:55,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:50,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
13:43,,,,,"MISS 3PTR by AVERY,ALEX",,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
13:38,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
13:38,"BLOCK  by HOECK,RYAN VAN",,,,,,,"BLOCK  by HOECK,RYAN VAN",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
13:36,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
13:18,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
13:18,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
13:18,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
13:10,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:08,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
13:08,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
13:08,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
12:58,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
12:58,,49 (+4),,45,"GOOD FT by AVERY,ALEX",BSC 49-45 (-4),,"GOOD FT by AVERY,ALEX",2
12:58,,49 (+3),,46,"GOOD FT by AVERY,ALEX",BSC 49-46 (-3),,"GOOD FT by AVERY,ALEX",2
12:58,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
12:58,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
12:45,"GOOD 3PTR by SULLIVAN,BRENNAN",52 (+6),,46,,RHODESMB 52-46 (-6),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
12:27,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
12:27,,52 (+5),,47,"GOOD FT by THOMAS,LARRY",BSC 52-47 (-5),,"GOOD FT by THOMAS,LARRY",2
12:27,,52 (+4),,48,"GOOD FT by THOMAS,LARRY",BSC 52-48 (-4),,"GOOD FT by THOMAS,LARRY",2
12:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:27,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
12:27,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
11:59,"GOOD 3PTR by GALLAGHER,MICHAEL",55 (+7),,48,,RHODESMB 55-48 (-7),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
11:46,,,,,"MISS LAYUP by HOLLE,MASON",,,"MISS LAYUP by HOLLE,MASON",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
11:31,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
11:14,,55 (+5),,50,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 55-50 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",2
10:40,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:37,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
10:37,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
10:27,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",2
10:27,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:27,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
10:27,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
10:27,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
10:10,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
10:10,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
10:10,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
09:54,,55 (+2),,53,"GOOD 3PTR by CRAIN,JOHN",BSC 55-53 (-2),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
09:41,"GOOD LAYUP by MILLER,DREW(in the paint)",57 (+4),,53,,RHODESMB 57-53 (-4),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
09:07,,57 (+2),,55,"GOOD JUMPER by FREEMAN,SCHYLAR",BSC 57-55 (-2),,"GOOD JUMPER by FREEMAN,SCHYLAR",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
08:43,"MISS JUMPER by WAGNER,MATT",,,,,,,"MISS JUMPER by WAGNER,MATT",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
08:16,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
08:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:07,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
08:07,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
08:07,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
08:07,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
07:51,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
07:43,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
07:43,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
07:43,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
07:43,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
07:41,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
07:41,"STEAL  by MCGRAIL,PATRICK",,,,,,,"STEAL  by MCGRAIL,PATRICK",2
07:03,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
06:29,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
06:15,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
06:12,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
06:12,,57 (+1),,56,"GOOD FT by FREEMAN,SCHYLAR",BSC 57-56 (-1),,"GOOD FT by FREEMAN,SCHYLAR",2
06:12,,57,,57,"GOOD FT by FREEMAN,SCHYLAR",BSC 57-57 (0),,"GOOD FT by FREEMAN,SCHYLAR",2
06:12,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
06:12,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
05:50,"GOOD JUMPER by HOECK,RYAN VAN",59 (+2),,57,,RHODESMB 59-57 (-2),,"GOOD JUMPER by HOECK,RYAN VAN",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
05:33,,59,,59,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 59-59 (0),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
05:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:11,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
05:11,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
05:04,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:01,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
05:01,,,,,"MISS FT by GALFSKY,ANDER",,,"MISS FT by GALFSKY,ANDER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:01,,59,,60 (+1),"GOOD FT by GALFSKY,ANDER",BSC 59-60 (+1),,"GOOD FT by GALFSKY,ANDER",2
05:01,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
05:01,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
05:01,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
05:01,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
05:01,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
05:01,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
04:32,"GOOD JUMPER by HOECK,RYAN VAN(in the paint)",61 (+1),,60,,RHODESMB 61-60 (-1),,"GOOD JUMPER by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
04:05,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
04:04,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
04:01,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
04:01,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:01,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
04:01,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
04:01,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
03:32,,61,,62 (+1),"GOOD LAYUP by GALFSKY,ANDER(in the paint)",BSC 61-62 (+1),,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
03:31,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
03:31,,61,,63 (+2),"GOOD FT by GALFSKY,ANDER",BSC 61-63 (+2),,"GOOD FT by GALFSKY,ANDER",2
03:31,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
03:31,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
03:15,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",63,,63,,RHODESMB 63-63 (0),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
02:55,,63,,66 (+3),"GOOD 3PTR by CRAIN,JOHN",BSC 63-66 (+3),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
02:29,"GOOD LAYUP by SLEDGE,TATE(in the paint)",65,,66 (+1),,RHODESMB 65-66 (+1),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
02:11,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
02:11,,65,,67 (+2),"GOOD FT by SCHAMP,GRIFFIN",BSC 65-67 (+2),,"GOOD FT by SCHAMP,GRIFFIN",2
02:11,,65,,68 (+3),"GOOD FT by SCHAMP,GRIFFIN",BSC 65-68 (+3),,"GOOD FT by SCHAMP,GRIFFIN",2
02:11,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
02:11,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
01:58,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",67,,68 (+1),,RHODESMB 67-68 (+1),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
01:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:45,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
01:45,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
01:32,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
01:32,,67,,69 (+2),"GOOD FT by SCHAMP,GRIFFIN",BSC 67-69 (+2),,"GOOD FT by SCHAMP,GRIFFIN",2
01:32,,67,,70 (+3),"GOOD FT by SCHAMP,GRIFFIN",BSC 67-70 (+3),,"GOOD FT by SCHAMP,GRIFFIN",2
01:32,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
01:32,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
01:06,"GOOD LAYUP by MILLER,DREW(in the paint)",69,,70 (+1),,RHODESMB 69-70 (+1),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
01:06,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
01:06,"GOOD FT by MILLER,DREW",70,,70,,RHODESMB 70-70 (0),,"GOOD FT by MILLER,DREW",2
01:06,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
01:06,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
01:06,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
01:06,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
00:53,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
00:53,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:53,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
00:53,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
00:53,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
00:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:48,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
00:48,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
00:41,"GOOD 3PTR by MCGRAIL,PATRICK",73 (+3),,70,,RHODESMB 73-70 (-3),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
00:32,,73,,73,"GOOD 3PTR by THOMAS,LARRY",BSC 73-73 (0),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
00:31,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:01,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
05:00,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",3
05:00,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",3
05:00,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",3
05:00,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",3
05:00,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",3
05:00,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",3
04:47,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",3
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",3
04:20,,73,,75 (+2),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 73-75 (+2),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",3
04:00,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",3
04:00,"GOOD FT by COLLINS,LUKE",74,,75 (+1),,RHODESMB 74-75 (+1),,"GOOD FT by COLLINS,LUKE",3
04:00,"GOOD FT by COLLINS,LUKE",75,,75,,RHODESMB 75-75 (0),,"GOOD FT by COLLINS,LUKE",3
03:37,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",3
03:37,,75,,76 (+1),"GOOD FT by FREEMAN,SCHYLAR",BSC 75-76 (+1),,"GOOD FT by FREEMAN,SCHYLAR",3
03:37,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",3
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",3
03:17,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",3
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",3
02:40,,75,,79 (+4),"GOOD 3PTR by SCHAMP,GRIFFIN",BSC 75-79 (+4),,"GOOD 3PTR by SCHAMP,GRIFFIN",3
02:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
02:29,"GOOD LAYUP by MILLER,DREW(in the paint)",77,,79 (+2),,RHODESMB 77-79 (+2),,"GOOD LAYUP by MILLER,DREW(in the paint)",3
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",3
02:29,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",3
02:29,"GOOD FT by MILLER,DREW",78,,79 (+1),,RHODESMB 78-79 (+1),,"GOOD FT by MILLER,DREW",3
02:02,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",3
02:02,,78,,80 (+2),"GOOD FT by SCHAMP,GRIFFIN",BSC 78-80 (+2),,"GOOD FT by SCHAMP,GRIFFIN",3
02:02,,78,,81 (+3),"GOOD FT by SCHAMP,GRIFFIN",BSC 78-81 (+3),,"GOOD FT by SCHAMP,GRIFFIN",3
02:02,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",3
