Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:33,"MISS JUMPER by PRIMM,COLTON",,,,,,,"MISS JUMPER by PRIMM,COLTON",2
17:33,,,,,"BLOCK  by WELCH,ROSS",,,"BLOCK  by WELCH,ROSS",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
17:26,,21,,47 (+26),"GOOD 3PTR by SCHAMP,GRIFFIN",BSC 21-47 (+26),,"GOOD 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
17:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:14,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
17:14,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
17:00,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",23,,47 (+24),,HENDRIX 23-47 (+24),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
16:45,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
16:41,"STEAL  by BARRETT,JORDAN",,,,,,,"STEAL  by BARRETT,JORDAN",2
16:25,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",2
16:22,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
16:22,"MISS FT by PRIMM,COLTON",,,,,,,"MISS FT by PRIMM,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:22,"GOOD FT by PRIMM,COLTON",24,,47 (+23),,HENDRIX 24-47 (+23),,"GOOD FT by PRIMM,COLTON",2
16:22,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
16:22,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
16:22,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
16:22,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
16:22,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
16:22,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
16:22,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
16:22,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
16:22,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
16:22,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
16:14,,,,,"FOUL  by HAYES,CONNER",,,"FOUL  by HAYES,CONNER",2
16:14,,,,,"TURNOVER  by HAYES,CONNER",,,"TURNOVER  by HAYES,CONNER",2
16:01,"MISS LAYUP by VANCE,LUKE",,,,,,,"MISS LAYUP by VANCE,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:00,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
16:00,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:46,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
15:44,"STEAL  by PRIMM,COLTON",,,,,,,"STEAL  by PRIMM,COLTON",2
15:33,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
15:30,"MISS JUMPER by VANCE,LUKE",,,,,,,"MISS JUMPER by VANCE,LUKE",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
15:27,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
15:11,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
14:52,"MISS JUMPER by BARRETT,JORDAN",,,,,,,"MISS JUMPER by BARRETT,JORDAN",2
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",2
14:40,"GOOD JUMPER by PRIMM,COLTON(in the paint)",26,,47 (+21),,HENDRIX 26-47 (+21),,"GOOD JUMPER by PRIMM,COLTON(in the paint)",2
14:23,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",2
14:18,,26,,49 (+23),"GOOD LAYUP by GALFSKY,ANDER(in the paint)",BSC 26-49 (+23),,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
13:56,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
13:55,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
13:37,,26,,52 (+26),"GOOD 3PTR by CRAIN,JOHN",BSC 26-52 (+26),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",2
13:33,"FOUL  by TAULTON,JORDAN",,,,,,,"FOUL  by TAULTON,JORDAN",2
13:33,"TURNOVER  by TAULTON,JORDAN",,,,,,,"TURNOVER  by TAULTON,JORDAN",2
13:33,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
13:33,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
13:33,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
13:33,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
13:31,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by HAYES,CONNER",,,"REBOUND OFF by HAYES,CONNER",2
13:24,,,,,"MISS JUMPER by HOLLE,MASON",,,"MISS JUMPER by HOLLE,MASON",2
13:24,"BLOCK  by OGLE,JOHN",,,,,,,"BLOCK  by OGLE,JOHN",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
13:05,"MISS 3PTR by BARRETT,JORDAN",,,,,,,"MISS 3PTR by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
13:03,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
12:52,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
12:49,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
12:49,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
12:49,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
12:49,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
12:49,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
12:49,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
12:49,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
12:49,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
12:49,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
12:49,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
12:49,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
12:49,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
12:45,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",28,,52 (+24),,HENDRIX 28-52 (+24),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
12:45,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
12:45,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
12:22,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
12:21,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",2
11:56,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
11:53,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
11:49,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",30,,52 (+22),,HENDRIX 30-52 (+22),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
11:40,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:26,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",32,,52 (+20),,HENDRIX 32-52 (+20),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",2
11:14,,32,,54 (+22),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 32-54 (+22),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
10:56,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
10:38,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
10:31,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
10:31,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
10:31,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
10:28,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
10:26,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
10:24,,32,,56 (+24),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 32-56 (+24),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
10:14,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
10:13,,,,,"STEAL  by GALFSKY,ANDER",,,"STEAL  by GALFSKY,ANDER",2
10:10,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
10:02,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
10:02,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
09:54,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",34,,56 (+22),,HENDRIX 34-56 (+22),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
09:36,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
09:36,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",2
09:36,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
09:29,,34,,59 (+25),"GOOD 3PTR by WELCH,ROSS",BSC 34-59 (+25),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
09:22,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
09:18,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
09:18,,34,,60 (+26),"GOOD FT by THOMAS,LARRY",BSC 34-60 (+26),,"GOOD FT by THOMAS,LARRY",2
09:18,,34,,61 (+27),"GOOD FT by THOMAS,LARRY",BSC 34-61 (+27),,"GOOD FT by THOMAS,LARRY",2
09:14,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
09:13,,,,,"STEAL  by GALFSKY,ANDER",,,"STEAL  by GALFSKY,ANDER",2
09:12,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
09:11,"STEAL  by GARRETT,TRAVIS",,,,,,,"STEAL  by GARRETT,TRAVIS",2
08:58,"MISS JUMPER by BARRETT,JORDAN",,,,,,,"MISS JUMPER by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
08:48,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
08:48,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
08:48,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
08:48,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
08:48,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
08:28,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
08:18,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
08:07,"GOOD LAYUP by VANCE,LUKE(in the paint)",36,,61 (+25),,HENDRIX 36-61 (+25),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
07:52,,36,,63 (+27),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 36-63 (+27),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
07:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:51,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
07:51,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
07:51,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
07:51,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
07:51,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
07:51,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
07:51,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
07:51,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
07:51,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
07:51,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
07:40,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
07:10,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
07:08,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
07:08,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",2
--,,,,,"REBOUND DEF by HAYES,CONNER",,,"REBOUND DEF by HAYES,CONNER",2
07:08,"SUB IN by PRIMM,COLTON",,,,,,,"SUB IN by PRIMM,COLTON",2
07:08,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
06:50,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
06:50,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
06:38,,36,,66 (+30),"GOOD 3PTR by CRAIN,JOHN",BSC 36-66 (+30),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
06:05,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
06:05,"GOOD FT by LITTLEFIELD,GEAREN",37,,66 (+29),,HENDRIX 37-66 (+29),,"GOOD FT by LITTLEFIELD,GEAREN",2
06:05,"GOOD FT by LITTLEFIELD,GEAREN",38,,66 (+28),,HENDRIX 38-66 (+28),,"GOOD FT by LITTLEFIELD,GEAREN",2
05:50,,38,,68 (+30),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 38-68 (+30),,"GOOD LAYUP by THOM,IAN(in the paint)",2
05:34,,,,,"FOUL  by HAYES,CONNER",,,"FOUL  by HAYES,CONNER",2
05:34,"GOOD FT by LITTLEFIELD,GEAREN",39,,68 (+29),,HENDRIX 39-68 (+29),,"GOOD FT by LITTLEFIELD,GEAREN",2
05:34,"GOOD FT by LITTLEFIELD,GEAREN",40,,68 (+28),,HENDRIX 40-68 (+28),,"GOOD FT by LITTLEFIELD,GEAREN",2
05:34,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
05:34,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
05:34,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
05:34,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
05:26,,40,,71 (+31),"GOOD 3PTR by HAYES,CONNER",BSC 40-71 (+31),,"GOOD 3PTR by HAYES,CONNER",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
05:06,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
05:06,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
04:52,"GOOD LAYUP by PRIMM,COLTON(in the paint)",42,,71 (+29),,HENDRIX 42-71 (+29),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
04:32,,42,,74 (+32),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 42-74 (+32),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"ASSIST  by MCKAY,COLLIN",,,"ASSIST  by MCKAY,COLLIN",2
04:04,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:02,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
04:02,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
04:02,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:50,,,,,"SUB IN by PLAYER,MATT",,,"SUB IN by PLAYER,MATT",2
03:44,,42,,76 (+34),"GOOD LAYUP by MARSCHNER,BRENDAN(in the paint)",BSC 42-76 (+34),,"GOOD LAYUP by MARSCHNER,BRENDAN(in the paint)",2
03:44,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
03:44,,42,,77 (+35),"GOOD FT by MARSCHNER,BRENDAN",BSC 42-77 (+35),,"GOOD FT by MARSCHNER,BRENDAN",2
03:30,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
03:30,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",2
03:15,,,,,"TURNOVER  by HARDIMAN,BEN",,,"TURNOVER  by HARDIMAN,BEN",2
02:54,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by BAKER,BRUCE",,,,,,,"REBOUND OFF by BAKER,BRUCE",2
02:48,"GOOD JUMPER by BAKER,BRUCE",44,,77 (+33),,HENDRIX 44-77 (+33),,"GOOD JUMPER by BAKER,BRUCE",2
02:35,,,,,"MISS 3PTR by MCKAY,COLLIN",,,"MISS 3PTR by MCKAY,COLLIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:10,"GOOD 3PTR by GARRETT,TRAVIS",47,,77 (+30),,HENDRIX 47-77 (+30),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by BAKER,BRUCE",,,,,,,"ASSIST  by BAKER,BRUCE",2
01:46,,47,,79 (+32),"GOOD LAYUP by MARSCHNER,BRENDAN(in the paint)",BSC 47-79 (+32),,"GOOD LAYUP by MARSCHNER,BRENDAN(in the paint)",2
--,,,,,"ASSIST  by HAYES,CONNER",,,"ASSIST  by HAYES,CONNER",2
01:32,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
01:26,"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",49,,79 (+30),,HENDRIX 49-79 (+30),,"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",2
01:24,"SUB IN by PURSCELL,COLTON",,,,,,,"SUB IN by PURSCELL,COLTON",2
01:24,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
01:24,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
01:24,,,,,"SUB IN by DANIELS,ROB",,,"SUB IN by DANIELS,ROB",2
01:24,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
01:24,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",2
01:14,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
01:14,,49,,80 (+31),"GOOD FT by MARSCHNER,BRENDAN",BSC 49-80 (+31),,"GOOD FT by MARSCHNER,BRENDAN",2
01:14,,49,,81 (+32),"GOOD FT by MARSCHNER,BRENDAN",BSC 49-81 (+32),,"GOOD FT by MARSCHNER,BRENDAN",2
00:54,"MISS 3PTR by BAKER,BRUCE",,,,,,,"MISS 3PTR by BAKER,BRUCE",2
--,"REBOUND OFF by PURSCELL,COLTON",,,,,,,"REBOUND OFF by PURSCELL,COLTON",2
00:48,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
00:28,,49,,83 (+34),"GOOD JUMPER by PLAYER,MATT(in the paint)",BSC 49-83 (+34),,"GOOD JUMPER by PLAYER,MATT(in the paint)",2
00:14,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",2
00:14,"GOOD FT by LITTLEFIELD,GEAREN",50,,83 (+33),,HENDRIX 50-83 (+33),,"GOOD FT by LITTLEFIELD,GEAREN",2
00:14,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",2
