Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
00:50,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
00:50,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
00:50,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",1
00:50,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
00:50,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
00:50,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
00:50,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
00:34,,,,,"MISS LAYUP by PARK,BRANDON",,,"MISS LAYUP by PARK,BRANDON",1
--,,,,,"REBOUND OFF by COTTER,DOUGLAS",,,"REBOUND OFF by COTTER,DOUGLAS",1
00:31,,,,,"MISS LAYUP by COTTER,DOUGLAS",,,"MISS LAYUP by COTTER,DOUGLAS",1
--,,,,,"REBOUND OFF by PARK,BRANDON",,,"REBOUND OFF by PARK,BRANDON",1
00:10,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",1
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",1
00:00,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:46,,46 (+12),,34,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 46-34 (+12),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by SMOAK,HUNTER",,,"ASSIST  by SMOAK,HUNTER",2
19:21,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
19:21,,46 (+10),,36,"GOOD LAYUP by JACOBS,OWEN(fastbreak)(in the paint)",BCM 46-36 (+10),,"GOOD LAYUP by JACOBS,OWEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GRAHAM,LAKE",,,"ASSIST  by GRAHAM,LAKE",2
18:59,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
18:58,,,,,"STEAL  by GRAHAM,LAKE",,,"STEAL  by GRAHAM,LAKE",2
18:27,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
18:04,"MISS 3PTR by HOLLAND,JASON",,,,,,,"MISS 3PTR by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
17:57,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
17:57,,46 (+9),,37,"GOOD FT by MCCLOUD,LEE",BCM 46-37 (+9),,"GOOD FT by MCCLOUD,LEE",2
17:57,,46 (+8),,38,"GOOD FT by MCCLOUD,LEE",BCM 46-38 (+8),,"GOOD FT by MCCLOUD,LEE",2
17:57,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
17:57,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
17:57,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
17:57,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
17:57,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
17:57,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
17:57,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
17:57,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
17:57,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
17:57,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
17:34,"GOOD 3PTR by AVERY,ALEX",49 (+11),,38,,BSC-M 49-38 (+11),,"GOOD 3PTR by AVERY,ALEX",2
--,"ASSIST  by GALFSKY,ANDER",,,,,,,"ASSIST  by GALFSKY,ANDER",2
17:15,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
17:12,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
16:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:49,"GOOD LAYUP by HENRY,COLIN(in the paint)",51 (+13),,38,,BSC-M 51-38 (+13),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
16:42,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
16:42,,51 (+12),,39,"GOOD FT by JACOBS,OWEN",BCM 51-39 (+12),,"GOOD FT by JACOBS,OWEN",2
16:42,,51 (+11),,40,"GOOD FT by JACOBS,OWEN",BCM 51-40 (+11),,"GOOD FT by JACOBS,OWEN",2
16:30,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
16:12,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:03,,,,,"MISS LAYUP by GRAHAM,LAKE",,,"MISS LAYUP by GRAHAM,LAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:58,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
15:58,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:58,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
15:58,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
15:57,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
15:51,"GOOD 3PTR by CRAIN,JOHN",54 (+14),,40,,BSC-M 54-40 (+14),,"GOOD 3PTR by CRAIN,JOHN",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
15:38,,54 (+12),,42,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",BCM 54-42 (+12),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
15:38,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
15:38,,54 (+11),,43,"GOOD FT by GRAHAM,LAKE",BCM 54-43 (+11),,"GOOD FT by GRAHAM,LAKE",2
15:38,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
15:38,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
15:33,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
15:25,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
14:59,,,,,"TURNOVER  by WHALEN,MAC",,,"TURNOVER  by WHALEN,MAC",2
14:58,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
14:54,"GOOD LAYUP by FREEMAN,SCHYLAR(fastbreak)(in the paint)",56 (+13),,43,,BSC-M 56-43 (+13),,"GOOD LAYUP by FREEMAN,SCHYLAR(fastbreak)(in the paint)",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
14:39,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
14:34,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
14:32,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
14:18,"GOOD LAYUP by THOM,IAN(in the paint)",58 (+15),,43,,BSC-M 58-43 (+15),,"GOOD LAYUP by THOM,IAN(in the paint)",2
13:51,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
13:43,"GOOD LAYUP by CRAIN,JOHN(fastbreak)(in the paint)",60 (+17),,43,,BSC-M 60-43 (+17),,"GOOD LAYUP by CRAIN,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by FREEMAN,SCHYLAR",,,,,,,"ASSIST  by FREEMAN,SCHYLAR",2
13:38,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
13:38,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
13:38,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
13:38,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:38,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
13:38,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
13:37,,60 (+15),,45,"GOOD LAYUP by MCCLOUD,LEE(fastbreak)(in the paint)",BCM 60-45 (+15),,"GOOD LAYUP by MCCLOUD,LEE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
13:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:23,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
13:23,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
13:23,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
13:16,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
13:14,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
13:11,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
13:11,"GOOD FT by THOMAS,LARRY",61 (+16),,45,,BSC-M 61-45 (+16),,"GOOD FT by THOMAS,LARRY",2
13:11,"GOOD FT by THOMAS,LARRY",62 (+17),,45,,BSC-M 62-45 (+17),,"GOOD FT by THOMAS,LARRY",2
12:44,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
12:44,,62 (+16),,46,"GOOD FT by MCCLOUD,LEE",BCM 62-46 (+16),,"GOOD FT by MCCLOUD,LEE",2
12:44,,62 (+15),,47,"GOOD FT by MCCLOUD,LEE",BCM 62-47 (+15),,"GOOD FT by MCCLOUD,LEE",2
12:28,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
12:28,"GOOD FT by FREEMAN,SCHYLAR",63 (+16),,47,,BSC-M 63-47 (+16),,"GOOD FT by FREEMAN,SCHYLAR",2
12:28,"GOOD FT by FREEMAN,SCHYLAR",64 (+17),,47,,BSC-M 64-47 (+17),,"GOOD FT by FREEMAN,SCHYLAR",2
12:28,,64 (+15),,49,"GOOD JUMPER by MCCLOUD,LEE",BCM 64-49 (+15),,"GOOD JUMPER by MCCLOUD,LEE",2
12:28,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
12:28,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
11:50,"GOOD 3PTR by WELCH,ROSS",67 (+18),,49,,BSC-M 67-49 (+18),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",2
11:49,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
11:49,,67 (+17),,50,"GOOD FT by WHALEN,MAC",BCM 67-50 (+17),,"GOOD FT by WHALEN,MAC",2
11:49,,67 (+16),,51,"GOOD FT by WHALEN,MAC",BCM 67-51 (+16),,"GOOD FT by WHALEN,MAC",2
11:49,"GOOD LAYUP by THOMAS,LARRY(in the paint)",69 (+18),,51,,BSC-M 69-51 (+18),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,"ASSIST  by SCHAMP,GRIFFIN",,,,,,,"ASSIST  by SCHAMP,GRIFFIN",2
11:42,,69 (+16),,53,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",BCM 69-53 (+16),,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",2
11:31,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",71 (+18),,53,,BSC-M 71-53 (+18),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
11:31,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
11:31,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
11:31,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
11:31,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
11:23,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
11:17,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
10:38,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
10:26,"MISS 3PTR by SCHAMP,GRIFFIN",,,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
10:10,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
09:53,,71 (+15),,56,"GOOD 3PTR by SMOAK,HUNTER",BCM 71-56 (+15),,"GOOD 3PTR by SMOAK,HUNTER",2
09:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:36,"GOOD 3PTR by THOMAS,LARRY",74 (+18),,56,,BSC-M 74-56 (+18),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by FREEMAN,SCHYLAR",,,,,,,"ASSIST  by FREEMAN,SCHYLAR",2
09:17,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
09:15,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
09:07,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
09:04,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
08:55,,,,,"MISS LAYUP by GRAHAM,LAKE",,,"MISS LAYUP by GRAHAM,LAKE",2
--,,,,,"REBOUND OFF by COTTER,DOUGLAS",,,"REBOUND OFF by COTTER,DOUGLAS",2
08:53,,,,,"MISS LAYUP by COTTER,DOUGLAS",,,"MISS LAYUP by COTTER,DOUGLAS",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
08:50,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
08:50,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
08:50,,74 (+15),,59,"GOOD 3PTR by SMOAK,HUNTER",BCM 74-59 (+15),,"GOOD 3PTR by SMOAK,HUNTER",2
08:50,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
08:50,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
08:50,,,,,"BLOCK  by JACOBS,OWEN",,,"BLOCK  by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
08:50,,74 (+12),,62,"GOOD 3PTR by SMOAK,HUNTER",BCM 74-62 (+12),,"GOOD 3PTR by SMOAK,HUNTER",2
08:50,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
08:50,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
08:50,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
08:50,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
08:50,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
08:50,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
08:50,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
08:50,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
08:50,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
08:50,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
08:50,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
08:50,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
08:50,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
08:50,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
08:50,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
08:50,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
07:59,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
07:59,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
07:59,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
07:59,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
07:59,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
07:28,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
07:28,,,,,"MISS FT by SMOAK,HUNTER",,,"MISS FT by SMOAK,HUNTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:28,,74 (+11),,63,"GOOD FT by SMOAK,HUNTER",BCM 74-63 (+11),,"GOOD FT by SMOAK,HUNTER",2
06:58,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
06:51,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
06:41,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:35,"MISS LAYUP by FREEMAN,SCHYLAR",,,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
06:12,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
06:12,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
06:07,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
06:05,"GOOD FT by FREEMAN,SCHYLAR",75 (+12),,63,,BSC-M 75-63 (+12),,"GOOD FT by FREEMAN,SCHYLAR",2
05:50,"MISS FT by FREEMAN,SCHYLAR",,,,,,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
05:40,,75 (+10),,65,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 75-65 (+10),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
05:29,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
06:12,"GOOD FT by SCHAMP,GRIFFIN",76 (+11),,65,,BSC-M 76-65 (+11),,"GOOD FT by SCHAMP,GRIFFIN",2
06:12,"GOOD FT by SCHAMP,GRIFFIN",77 (+12),,65,,BSC-M 77-65 (+12),,"GOOD FT by SCHAMP,GRIFFIN",2
05:56,,,,,"MISS LAYUP by COTTER,DOUGLAS",,,"MISS LAYUP by COTTER,DOUGLAS",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
05:32,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by SMOAK,HUNTER",,,"REBOUND DEF by SMOAK,HUNTER",2
05:25,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
04:58,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",79 (+14),,65,,BSC-M 79-65 (+14),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
04:47,,79 (+12),,67,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",BCM 79-67 (+12),,"GOOD LAYUP by COTTER,DOUGLAS(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
04:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:27,"GOOD JUMPER by THOMAS,LARRY",81 (+14),,67,,BSC-M 81-67 (+14),,"GOOD JUMPER by THOMAS,LARRY",2
03:48,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
03:48,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
03:46,,,,,"TURNOVER  by COTTER,DOUGLAS",,,"TURNOVER  by COTTER,DOUGLAS",2
03:46,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
03:46,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
03:46,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
03:46,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
03:46,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
03:46,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
03:46,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
03:46,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
03:46,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
03:46,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
03:46,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",2
03:46,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
03:43,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
03:51,"GOOD FT by HOLLAND,JASON",82 (+15),,67,,BSC-M 82-67 (+15),,"GOOD FT by HOLLAND,JASON",2
03:51,"GOOD FT by HOLLAND,JASON",83 (+16),,67,,BSC-M 83-67 (+16),,"GOOD FT by HOLLAND,JASON",2
03:40,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
03:30,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",2
03:28,,,,,"STEAL  by WHALEN,MAC",,,"STEAL  by WHALEN,MAC",2
03:27,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
03:26,,83 (+15),,68,"GOOD FT by WHALEN,MAC",BCM 83-68 (+15),,"GOOD FT by WHALEN,MAC",2
03:26,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
03:09,"TURNOVER  by HOLLAND,JASON",,,,,,,"TURNOVER  by HOLLAND,JASON",2
03:08,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
02:50,,,,,"TURNOVER  by WHALEN,MAC",,,"TURNOVER  by WHALEN,MAC",2
02:46,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
02:16,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
02:16,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:16,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by WEBBER,CONNOR",,,"REBOUND DEF by WEBBER,CONNOR",2
02:16,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
02:16,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:16,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
02:16,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
02:16,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
02:16,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
02:16,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
02:16,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
02:12,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
