Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
17:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
17:07,"MISS 3PTR by LAYSON,ALEX",,,,,,,"MISS 3PTR by LAYSON,ALEX",1
--,"REBOUND OFF by MOORER,TERRY",,,,,,,"REBOUND OFF by MOORER,TERRY",1
17:00,"MISS JUMPER by MOORER,TERRY",,,,,,,"MISS JUMPER by MOORER,TERRY",1
--,"REBOUND OFF by HILL,AUSTIN",,,,,,,"REBOUND OFF by HILL,AUSTIN",1
16:55,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",1
16:40,"MISS JUMPER by VARNEY,JASON",,,,,,,"MISS JUMPER by VARNEY,JASON",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
16:29,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",1
16:09,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",1
16:09,"SUB IN by HUGHES,TAYLOR",,,,,,,"SUB IN by HUGHES,TAYLOR",1
16:09,"SUB OUT by TACKETT,CODY",,,,,,,"SUB OUT by TACKETT,CODY",1
16:09,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",1
15:56,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",1
15:54,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
15:51,,0,,13 (+13),"GOOD LAYUP by FREEMAN,SCHYLAR(fastbreak)(in the paint)",BSC 0-13 (+13),,"GOOD LAYUP by FREEMAN,SCHYLAR(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
15:27,"TURNOVER  by HILL,AUSTIN",,,,,,,"TURNOVER  by HILL,AUSTIN",1
15:27,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
15:27,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
15:15,,0,,16 (+16),"GOOD 3PTR by THOMAS,LARRY",BSC 0-16 (+16),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",1
14:58,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",2,,16 (+14),,HCM 2-16 (+14),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",1
--,"ASSIST  by LAYSON,ALEX",,,,,,,"ASSIST  by LAYSON,ALEX",1
14:44,,2,,18 (+16),"GOOD JUMPER by THOMAS,LARRY",BSC 2-18 (+16),,"GOOD JUMPER by THOMAS,LARRY",1
14:44,"FOUL  by LAYSON,ALEX",,,,,,,"FOUL  by LAYSON,ALEX",1
14:44,,2,,19 (+17),"GOOD FT by THOMAS,LARRY",BSC 2-19 (+17),,"GOOD FT by THOMAS,LARRY",1
14:44,"SUB IN by ROBERSON,ADAM",,,,,,,"SUB IN by ROBERSON,ADAM",1
14:44,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
14:35,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
14:14,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:12,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
14:12,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
14:12,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
14:12,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
14:12,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
14:12,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
14:12,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
14:12,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:04,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",1
13:43,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
13:43,"MISS FT by ROBERSON,ADAM",,,,,,,"MISS FT by ROBERSON,ADAM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:43,"GOOD FT by ROBERSON,ADAM",3,,19 (+16),,HCM 3-19 (+16),,"GOOD FT by ROBERSON,ADAM",1
13:43,"SUB IN by MOORER,TERRY",,,,,,,"SUB IN by MOORER,TERRY",1
13:43,"SUB OUT by HILL,AUSTIN",,,,,,,"SUB OUT by HILL,AUSTIN",1
13:28,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",1
--,"REBOUND DEF by MOORER,TERRY",,,,,,,"REBOUND DEF by MOORER,TERRY",1
13:23,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
13:23,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
13:23,"SUB OUT by LAYSON,ALEX",,,,,,,"SUB OUT by LAYSON,ALEX",1
13:10,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
13:07,"STEAL  by HUGHES,TAYLOR",,,,,,,"STEAL  by HUGHES,TAYLOR",1
12:51,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",1
12:50,,,,,"STEAL  by HOLLE,MASON",,,"STEAL  by HOLLE,MASON",1
12:44,,,,,"MISS JUMPER by HOLLE,MASON",,,"MISS JUMPER by HOLLE,MASON",1
12:44,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:43,"SUB IN by DALLAS,MICHAEL",,,,,,,"SUB IN by DALLAS,MICHAEL",1
12:43,"SUB IN by HILL,AUSTIN",,,,,,,"SUB IN by HILL,AUSTIN",1
12:43,"SUB OUT by ROBERSON,ADAM",,,,,,,"SUB OUT by ROBERSON,ADAM",1
12:43,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",1
12:43,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
12:43,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
12:29,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
12:21,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
12:08,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
12:06,"STEAL  by MOORER,TERRY",,,,,,,"STEAL  by MOORER,TERRY",1
12:05,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
12:02,"STEAL  by ROBERSON,ADAM",,,,,,,"STEAL  by ROBERSON,ADAM",1
11:55,"MISS 3PTR by DARBY,ZACH",,,,,,,"MISS 3PTR by DARBY,ZACH",1
--,"REBOUND OFF by DALLAS,MICHAEL",,,,,,,"REBOUND OFF by DALLAS,MICHAEL",1
11:45,"GOOD LAYUP by VARNEY,JASON(in the paint)",5,,19 (+14),,HCM 5-19 (+14),,"GOOD LAYUP by VARNEY,JASON(in the paint)",1
--,"ASSIST  by DALLAS,MICHAEL",,,,,,,"ASSIST  by DALLAS,MICHAEL",1
11:25,,5,,21 (+16),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 5-21 (+16),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
11:00,"MISS LAYUP by HILL,AUSTIN",,,,,,,"MISS LAYUP by HILL,AUSTIN",1
--,"REBOUND OFF by MOORER,TERRY",,,,,,,"REBOUND OFF by MOORER,TERRY",1
10:57,"MISS LAYUP by MOORER,TERRY",,,,,,,"MISS LAYUP by MOORER,TERRY",1
--,"REBOUND OFF by MOORER,TERRY",,,,,,,"REBOUND OFF by MOORER,TERRY",1
10:54,"MISS LAYUP by MOORER,TERRY",,,,,,,"MISS LAYUP by MOORER,TERRY",1
10:54,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",1
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",1
10:47,"FOUL  by VARNEY,JASON",,,,,,,"FOUL  by VARNEY,JASON",1
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",1
10:47,"SUB IN by DONALDSON,BILL",,,,,,,"SUB IN by DONALDSON,BILL",1
10:47,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",1
10:47,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
10:47,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
10:47,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
10:47,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
10:22,,5,,24 (+19),"GOOD 3PTR by AVERY,ALEX",BSC 5-24 (+19),,"GOOD 3PTR by AVERY,ALEX",1
10:08,"MISS LAYUP by DALLAS,MICHAEL",,,,,,,"MISS LAYUP by DALLAS,MICHAEL",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
10:01,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by DONALDSON,BILL",,,,,,,"REBOUND DEF by DONALDSON,BILL",1
09:48,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",1
--,"REBOUND OFF by DALLAS,MICHAEL",,,,,,,"REBOUND OFF by DALLAS,MICHAEL",1
09:42,"MISS LAYUP by DALLAS,MICHAEL",,,,,,,"MISS LAYUP by DALLAS,MICHAEL",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
09:41,"FOUL  by DONALDSON,BILL",,,,,,,"FOUL  by DONALDSON,BILL",1
09:37,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
09:37,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
09:37,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
09:37,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
09:37,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
09:37,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
09:36,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",1
--,"REBOUND DEF by LAYSON,ALEX",,,,,,,"REBOUND DEF by LAYSON,ALEX",1
09:12,"MISS 3PTR by HILL,AUSTIN",,,,,,,"MISS 3PTR by HILL,AUSTIN",1
--,"REBOUND OFF by HILL,AUSTIN",,,,,,,"REBOUND OFF by HILL,AUSTIN",1
09:09,"MISS LAYUP by HILL,AUSTIN",,,,,,,"MISS LAYUP by HILL,AUSTIN",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
09:04,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by BRYANT,TRE",,,,,,,"REBOUND DEF by BRYANT,TRE",1
08:58,"SUB IN by BRYANT,TRE",,,,,,,"SUB IN by BRYANT,TRE",1
08:58,"SUB IN by TACKETT,CODY",,,,,,,"SUB IN by TACKETT,CODY",1
08:58,"SUB IN by LAYSON,ALEX",,,,,,,"SUB IN by LAYSON,ALEX",1
08:58,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",1
08:58,"SUB OUT by DALLAS,MICHAEL",,,,,,,"SUB OUT by DALLAS,MICHAEL",1
08:58,"SUB OUT by HUGHES,TAYLOR",,,,,,,"SUB OUT by HUGHES,TAYLOR",1
08:51,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
08:47,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",1
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",1
08:47,"FOUL  by DONALDSON,BILL",,,,,,,"FOUL  by DONALDSON,BILL",1
08:47,,5,,25 (+20),"GOOD FT by FREEMAN,SCHYLAR",BSC 5-25 (+20),,"GOOD FT by FREEMAN,SCHYLAR",1
08:47,,5,,26 (+21),"GOOD FT by FREEMAN,SCHYLAR",BSC 5-26 (+21),,"GOOD FT by FREEMAN,SCHYLAR",1
08:47,"SUB IN by WASHINGTON,DANTAVIUS",,,,,,,"SUB IN by WASHINGTON,DANTAVIUS",1
08:47,"SUB IN by MOORER,TERRY",,,,,,,"SUB IN by MOORER,TERRY",1
08:47,"SUB OUT by DONALDSON,BILL",,,,,,,"SUB OUT by DONALDSON,BILL",1
08:47,"SUB OUT by HILL,AUSTIN",,,,,,,"SUB OUT by HILL,AUSTIN",1
08:37,"TURNOVER  by WASHINGTON,DANTAVIUS",,,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",1
08:34,,,,,"STEAL  by SCHAMP,GRIFFIN",,,"STEAL  by SCHAMP,GRIFFIN",1
08:26,,5,,28 (+23),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 5-28 (+23),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
08:26,"FOUL  by BRYANT,TRE",,,,,,,"FOUL  by BRYANT,TRE",1
08:26,,5,,29 (+24),"GOOD FT by SCHAMP,GRIFFIN",BSC 5-29 (+24),,"GOOD FT by SCHAMP,GRIFFIN",1
08:15,"SUB IN by CASTEEL,JONAH",,,,,,,"SUB IN by CASTEEL,JONAH",1
08:15,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",1
08:15,"SUB OUT by BRYANT,TRE",,,,,,,"SUB OUT by BRYANT,TRE",1
08:15,"SUB OUT by LAYSON,ALEX",,,,,,,"SUB OUT by LAYSON,ALEX",1
08:09,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",1
07:47,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",1
07:22,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
07:22,"MISS FT by VARNEY,JASON",,,,,,,"MISS FT by VARNEY,JASON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:22,"GOOD FT by VARNEY,JASON",6,,29 (+23),,HCM 6-29 (+23),,"GOOD FT by VARNEY,JASON",1
07:08,,6,,31 (+25),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 6-31 (+25),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",1
06:43,"MISS JUMPER by VARNEY,JASON",,,,,,,"MISS JUMPER by VARNEY,JASON",1
--,"REBOUND OFF by MOORER,TERRY",,,,,,,"REBOUND OFF by MOORER,TERRY",1
06:40,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
06:19,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",,,"MISS JUMPER by SCHAMP,GRIFFIN",1
06:19,"BLOCK  by MOORER,TERRY",,,,,,,"BLOCK  by MOORER,TERRY",1
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",1
06:10,"FOUL  by WASHINGTON,DANTAVIUS",,,,,,,"FOUL  by WASHINGTON,DANTAVIUS",1
06:10,,6,,32 (+26),"GOOD FT by SCHAMP,GRIFFIN",BSC 6-32 (+26),,"GOOD FT by SCHAMP,GRIFFIN",1
06:10,,6,,33 (+27),"GOOD FT by SCHAMP,GRIFFIN",BSC 6-33 (+27),,"GOOD FT by SCHAMP,GRIFFIN",1
06:10,"SUB IN by HILL,AUSTIN",,,,,,,"SUB IN by HILL,AUSTIN",1
06:10,"SUB IN by HUGHES,TAYLOR",,,,,,,"SUB IN by HUGHES,TAYLOR",1
06:10,"SUB OUT by WASHINGTON,DANTAVIUS",,,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",1
06:10,"SUB OUT by TACKETT,CODY",,,,,,,"SUB OUT by TACKETT,CODY",1
06:10,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",1
06:10,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",1
06:10,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
06:10,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
06:03,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",1
06:01,"STEAL  by HILL,AUSTIN",,,,,,,"STEAL  by HILL,AUSTIN",1
05:55,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
05:54,"STEAL  by HILL,AUSTIN",,,,,,,"STEAL  by HILL,AUSTIN",1
05:39,"TURNOVER  by MOORER,TERRY",,,,,,,"TURNOVER  by MOORER,TERRY",1
05:33,,6,,36 (+30),"GOOD 3PTR by HAYES,CONNER",BSC 6-36 (+30),,"GOOD 3PTR by HAYES,CONNER",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
05:24,"TURNOVER  by HUGHES,TAYLOR",,,,,,,"TURNOVER  by HUGHES,TAYLOR",1
05:21,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",1
05:19,,6,,39 (+33),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 6-39 (+33),,"GOOD 3PTR by MARSCHNER,BRENDAN",1
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",1
05:01,"TURNOVER  by CASTEEL,JONAH",,,,,,,"TURNOVER  by CASTEEL,JONAH",1
04:59,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",1
04:46,,,,,"MISS LAYUP by MARSCHNER,BRENDAN",,,"MISS LAYUP by MARSCHNER,BRENDAN",1
--,"REBOUND DEF by HILL,AUSTIN",,,,,,,"REBOUND DEF by HILL,AUSTIN",1
04:42,"MISS 3PTR by HUGHES,TAYLOR",,,,,,,"MISS 3PTR by HUGHES,TAYLOR",1
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",1
04:36,"FOUL  by VARNEY,JASON",,,,,,,"FOUL  by VARNEY,JASON",1
04:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:36,,6,,40 (+34),"GOOD FT by HOLLAND,JASON",BSC 6-40 (+34),,"GOOD FT by HOLLAND,JASON",1
04:36,,6,,41 (+35),"GOOD FT by HOLLAND,JASON",BSC 6-41 (+35),,"GOOD FT by HOLLAND,JASON",1
04:36,"SUB IN by LAYSON,ALEX",,,,,,,"SUB IN by LAYSON,ALEX",1
04:36,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",1
04:36,"SUB OUT by MOORER,TERRY",,,,,,,"SUB OUT by MOORER,TERRY",1
04:36,"SUB OUT by HUGHES,TAYLOR",,,,,,,"SUB OUT by HUGHES,TAYLOR",1
04:36,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
04:36,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
04:14,"GOOD 3PTR by VARNEY,JASON",9,,41 (+32),,HCM 9-41 (+32),,"GOOD 3PTR by VARNEY,JASON",1
--,"ASSIST  by LAYSON,ALEX",,,,,,,"ASSIST  by LAYSON,ALEX",1
04:03,,9,,43 (+34),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 9-43 (+34),,"GOOD LAYUP by THOM,IAN(in the paint)",1
03:52,"GOOD LAYUP by HILL,AUSTIN(in the paint)",11,,43 (+32),,HCM 11-43 (+32),,"GOOD LAYUP by HILL,AUSTIN(in the paint)",1
--,"ASSIST  by JOHNSON,CHARLIE",,,,,,,"ASSIST  by JOHNSON,CHARLIE",1
03:40,,11,,46 (+35),"GOOD 3PTR by HAYES,CONNER",BSC 11-46 (+35),,"GOOD 3PTR by HAYES,CONNER",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
03:23,"GOOD JUMPER by HILL,AUSTIN",13,,46 (+33),,HCM 13-46 (+33),,"GOOD JUMPER by HILL,AUSTIN",1
--,"ASSIST  by LAYSON,ALEX",,,,,,,"ASSIST  by LAYSON,ALEX",1
03:00,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",1
02:59,"STEAL  by JOHNSON,CHARLIE",,,,,,,"STEAL  by JOHNSON,CHARLIE",1
02:39,"GOOD JUMPER by LAYSON,ALEX",15,,46 (+31),,HCM 15-46 (+31),,"GOOD JUMPER by LAYSON,ALEX",1
02:19,"SUB IN by ROBERSON,ADAM",,,,,,,"SUB IN by ROBERSON,ADAM",1
02:19,"SUB OUT by CASTEEL,JONAH",,,,,,,"SUB OUT by CASTEEL,JONAH",1
02:19,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:19,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
02:19,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
02:19,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
02:19,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",1
02:19,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",1
02:19,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
02:19,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
02:01,,,,,"MISS JUMPER by GALFSKY,ANDER",,,"MISS JUMPER by GALFSKY,ANDER",1
01:40,"MISS JUMPER by HILL,AUSTIN",,,,,,,"MISS JUMPER by HILL,AUSTIN",1
01:40,,,,,"BLOCK  by HENRY,COLIN",,,"BLOCK  by HENRY,COLIN",1
--,"REBOUND OFF by HILL,AUSTIN",,,,,,,"REBOUND OFF by HILL,AUSTIN",1
01:33,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
01:33,"MISS FT by HILL,AUSTIN",,,,,,,"MISS FT by HILL,AUSTIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:33,"GOOD FT by HILL,AUSTIN",16,,46 (+30),,HCM 16-46 (+30),,"GOOD FT by HILL,AUSTIN",1
01:22,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:15,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
01:02,"GOOD JUMPER by HILL,AUSTIN",18,,46 (+28),,HCM 18-46 (+28),,"GOOD JUMPER by HILL,AUSTIN",1
00:46,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:11,"TURNOVER  by DALLAS,MICHAEL",,,,,,,"TURNOVER  by DALLAS,MICHAEL",1
00:09,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
