Time Remaining,BIRMINGHAM SOUTHERN,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
20:00,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
20:00,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
20:00,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
20:00,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
20:00,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",2
19:40,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
19:40,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:40,"GOOD FT by SCHAMP,GRIFFIN",30 (+2),,28,,BIRMINGHAM SOUTHERN 30-28 (+2),,"GOOD FT by SCHAMP,GRIFFIN",2
19:14,,30,,31 (+1),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 30-31 (-1),,"GOOD 3PTR by WILLIAMS,JORDEN",2
19:06,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",,,"REBOUND DEF by CARDWELL,MARCELLUS",2
18:37,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
18:35,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
18:33,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",32 (+1),,31,,BIRMINGHAM SOUTHERN 32-31 (+1),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
18:24,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
18:24,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
18:24,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
18:11,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
17:50,,32,,33 (+1),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 32-33 (-1),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
17:33,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
17:33,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
17:22,,32,,35 (+3),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 32-35 (-3),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
17:03,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
16:51,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",2
16:51,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
16:22,,32,,37 (+5),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 32-37 (-5),,"GOOD JUMPER by CARTER,KESHONN",2
16:13,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
16:00,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
15:52,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
15:39,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
15:39,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
15:39,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
15:33,"GOOD 3PTR by THOMAS,LARRY",35,,37 (+2),,BIRMINGHAM SOUTHERN 35-37 (-2),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by GALFSKY,ANDER",,,,,,,"ASSIST  by GALFSKY,ANDER",2
15:25,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
15:04,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
14:56,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
14:56,"GOOD LAYUP by HAYES,CONNER(in the paint)",37,,37,,BIRMINGHAM SOUTHERN 37-37 (0),,"GOOD LAYUP by HAYES,CONNER(in the paint)",2
14:56,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
14:56,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
14:56,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
14:56,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
14:56,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
14:56,,,,,"SUB OUT by CARDWELL,MARCELLUS",,,"SUB OUT by CARDWELL,MARCELLUS",2
14:48,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
14:48,"GOOD FT by SCHAMP,GRIFFIN",38 (+1),,37,,BIRMINGHAM SOUTHERN 38-37 (+1),,"GOOD FT by SCHAMP,GRIFFIN",2
14:42,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
14:24,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
14:24,,38,,38,"GOOD FT by CARTER,KESHONN",SEWANEE 38-38 (0),,"GOOD FT by CARTER,KESHONN",2
14:24,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by GALFSKY,ANDER",,,,,,,"REBOUND DEF by GALFSKY,ANDER",2
14:24,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
14:24,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
14:24,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
14:24,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:24,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:24,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
14:04,"TURNOVER  by GALFSKY,ANDER",,,,,,,"TURNOVER  by GALFSKY,ANDER",2
13:58,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
13:58,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
13:54,"GOOD LAYUP by HOLLAND,JASON(in the paint)",40 (+2),,38,,BIRMINGHAM SOUTHERN 40-38 (+2),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",2
13:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:32,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
13:32,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
13:32,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
13:31,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
13:31,,40 (+1),,39,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 40-39 (+1),,"GOOD FT by WILLIAMS,JORDEN",2
13:31,,40,,40,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 40-40 (0),,"GOOD FT by WILLIAMS,JORDEN",2
13:31,,40,,41 (+1),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 40-41 (-1),,"GOOD FT by WILLIAMS,JORDEN",2
13:31,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
13:31,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
13:31,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
13:31,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
13:31,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
13:31,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
13:31,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
13:31,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
13:31,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
13:31,,,,,"SUB IN by CARDWELL,MARCELLUS",,,"SUB IN by CARDWELL,MARCELLUS",2
13:29,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
13:13,,40,,43 (+3),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 40-43 (-3),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
12:44,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
12:28,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
12:25,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
12:25,,40,,44 (+4),"GOOD FT by BORN,LEO",SEWANEE 40-44 (-4),,"GOOD FT by BORN,LEO",2
12:25,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
12:25,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
12:25,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
11:51,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
11:51,"FOUL  by FREEMAN,SCHYLAR",,,,,,,"FOUL  by FREEMAN,SCHYLAR",2
11:29,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
11:27,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",2
11:03,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",42,,44 (+2),,BIRMINGHAM SOUTHERN 42-44 (-2),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",2
10:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:23,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
10:23,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
10:16,,42,,46 (+4),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 42-46 (-4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
09:55,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
09:40,"GOOD JUMPER by THOMAS,LARRY",44,,46 (+2),,BIRMINGHAM SOUTHERN 44-46 (-2),,"GOOD JUMPER by THOMAS,LARRY",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
09:09,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
09:09,,44,,47 (+3),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 44-47 (-3),,"GOOD FT by WILLIAMS,JORDEN",2
09:09,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
09:09,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
09:09,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
09:09,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
09:09,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
09:09,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
09:08,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
09:00,,,,,"FOUL  by CARDWELL,MARCELLUS",,,"FOUL  by CARDWELL,MARCELLUS",2
09:00,"MISS FT by HOLLAND,JASON",,,,,,,"MISS FT by HOLLAND,JASON",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
08:25,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by WILLIAMS,JORDEN",,,"REBOUND OFF by WILLIAMS,JORDEN",2
08:07,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
07:49,"GOOD 3PTR by THOMAS,LARRY",47,,47,,BIRMINGHAM SOUTHERN 47-47 (0),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
07:46,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
07:04,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
06:56,"MISS LAYUP by FREEMAN,SCHYLAR",,,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
06:37,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",,,"REBOUND OFF by CARDWELL,MARCELLUS",2
06:30,,47,,50 (+3),"GOOD 3PTR by TOME,MATT",SEWANEE 47-50 (-3),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
06:17,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by HOLLE,MASON",,,,,,,"REBOUND OFF by HOLLE,MASON",2
05:59,"MISS LAYUP by HOLLAND,JASON",,,,,,,"MISS LAYUP by HOLLAND,JASON",2
05:59,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
05:38,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
05:38,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
05:38,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
05:38,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
05:38,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
05:38,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
05:38,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
05:38,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
05:38,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
05:04,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
05:04,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
05:04,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
05:04,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:57,,,,,"MISS 3PTR by CARDWELL,MARCELLUS",,,"MISS 3PTR by CARDWELL,MARCELLUS",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
04:29,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
04:24,,,,,"MISS JUMPER by CARDWELL,MARCELLUS",,,"MISS JUMPER by CARDWELL,MARCELLUS",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
04:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:37,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
03:03,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
03:03,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
02:59,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
02:39,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
02:37,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
02:37,,47,,51 (+4),"GOOD FT by BROWN,SETH",SEWANEE 47-51 (-4),,"GOOD FT by BROWN,SETH",2
02:37,,47,,52 (+5),"GOOD FT by BROWN,SETH",SEWANEE 47-52 (-5),,"GOOD FT by BROWN,SETH",2
02:37,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
02:04,"GOOD 3PTR by HOLLAND,JASON",50,,52 (+2),,BIRMINGHAM SOUTHERN 50-52 (-2),,"GOOD 3PTR by HOLLAND,JASON",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
01:41,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
01:41,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:41,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,"REBOUND DEF by GALFSKY,ANDER",,,,,,,"REBOUND DEF by GALFSKY,ANDER",2
01:41,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
01:41,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
01:23,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
01:23,"GOOD FT by SCHAMP,GRIFFIN",51,,52 (+1),,BIRMINGHAM SOUTHERN 51-52 (-1),,"GOOD FT by SCHAMP,GRIFFIN",2
01:23,"GOOD FT by SCHAMP,GRIFFIN",52,,52,,BIRMINGHAM SOUTHERN 52-52 (0),,"GOOD FT by SCHAMP,GRIFFIN",2
00:49,,52,,55 (+3),"GOOD 3PTR by TOME,MATT",SEWANEE 52-55 (-3),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
00:24,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,"REBOUND OFF by GALFSKY,ANDER",,,,,,,"REBOUND OFF by GALFSKY,ANDER",2
00:18,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
00:15,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
00:15,,52,,56 (+4),"GOOD FT by CARTER,KESHONN",SEWANEE 52-56 (-4),,"GOOD FT by CARTER,KESHONN",2
00:15,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:15,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
00:15,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
00:07,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",2
00:04,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
00:04,"GOOD FT by SCHAMP,GRIFFIN",53,,56 (+3),,BIRMINGHAM SOUTHERN 53-56 (-3),,"GOOD FT by SCHAMP,GRIFFIN",2
00:04,"GOOD FT by SCHAMP,GRIFFIN",54,,56 (+2),,BIRMINGHAM SOUTHERN 54-56 (-2),,"GOOD FT by SCHAMP,GRIFFIN",2
00:04,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:04,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
00:04,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
00:04,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
00:04,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
00:03,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
00:03,,54,,57 (+3),"GOOD FT by CARTER,KESHONN",SEWANEE 54-57 (-3),,"GOOD FT by CARTER,KESHONN",2
00:03,,54,,58 (+4),"GOOD FT by CARTER,KESHONN",SEWANEE 54-58 (-4),,"GOOD FT by CARTER,KESHONN",2
00:03,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
00:03,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
00:00,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
