Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
13:17,,41,,44 (+3),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 41-44 (-3),,"GOOD 3PTR by GRIFFIN,JAROD",2
13:17,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
13:17,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",2
13:15,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
13:15,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
13:15,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
13:15,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
13:15,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
13:15,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
13:15,,,,,"SUB IN by PURVIS,KC",,,"SUB IN by PURVIS,KC",2
13:15,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
13:15,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
13:15,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
13:15,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:15,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
13:12,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
13:06,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
12:48,,41,,46 (+5),"GOOD JUMPER by AYERS,PERRY",CENTRE-M 41-46 (-5),,"GOOD JUMPER by AYERS,PERRY",2
12:44,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
12:44,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
12:44,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
12:44,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
12:39,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
12:39,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
12:11,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
11:57,,,,,"FOUL  by PURVIS,KC",,,"FOUL  by PURVIS,KC",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:57,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
11:57,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:57,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:42,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
11:26,,,,,"TURNOVER  by PURVIS,KC",,,"TURNOVER  by PURVIS,KC",2
11:25,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
11:20,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:16,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
11:16,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
11:16,,,,,"SUB OUT by PURVIS,KC",,,"SUB OUT by PURVIS,KC",2
11:16,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
10:54,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
10:43,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
10:37,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
10:37,"GOOD FT by CALAMESE,MICHAEL",42,,46 (+4),,HENDRIX 42-46 (-4),,"GOOD FT by CALAMESE,MICHAEL",2
10:37,"GOOD FT by CALAMESE,MICHAEL",43,,46 (+3),,HENDRIX 43-46 (-3),,"GOOD FT by CALAMESE,MICHAEL",2
10:10,,43,,48 (+5),"GOOD LAYUP by CRUMP,DAWSON(in the paint)",CENTRE-M 43-48 (-5),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
09:58,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
09:58,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
09:58,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
09:58,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
09:58,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
09:58,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
09:38,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
09:38,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
09:37,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
09:37,,43,,49 (+6),"GOOD FT by BATES,JACOB",CENTRE-M 43-49 (-6),,"GOOD FT by BATES,JACOB",2
09:37,,43,,50 (+7),"GOOD FT by BATES,JACOB",CENTRE-M 43-50 (-7),,"GOOD FT by BATES,JACOB",2
09:37,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
09:37,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
09:37,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
09:37,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
09:33,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
09:33,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
09:26,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
09:23,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
09:23,"GOOD LAYUP by FITCH,CARL(in the paint)",45,,50 (+5),,HENDRIX 45-50 (-5),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
09:23,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
09:23,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
08:59,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
08:47,,45,,51 (+6),"GOOD FT by AYERS,PERRY",CENTRE-M 45-51 (-6),,"GOOD FT by AYERS,PERRY",2
08:47,,45,,52 (+7),"GOOD FT by AYERS,PERRY",CENTRE-M 45-52 (-7),,"GOOD FT by AYERS,PERRY",2
08:47,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",2
08:47,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
08:36,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
08:36,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
08:27,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
08:09,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
08:09,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:09,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
08:09,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
08:09,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
07:54,,45,,54 (+9),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 45-54 (-9),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
07:41,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
07:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:41,"GOOD FT by FITCH,CARL",46,,54 (+8),,HENDRIX 46-54 (-8),,"GOOD FT by FITCH,CARL",2
07:41,"MISS FT by FITCH,CARL",,,,,,,"MISS FT by FITCH,CARL",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
07:41,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
07:41,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
07:17,,,,,"MISS 3PTR by AYERS,PERRY",,,"MISS 3PTR by AYERS,PERRY",2
--,,,,,"REBOUND OFF by BATES,JACOB",,,"REBOUND OFF by BATES,JACOB",2
06:42,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
06:41,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
06:41,"GOOD FT by BRASFIELD,KAM",47,,54 (+7),,HENDRIX 47-54 (-7),,"GOOD FT by BRASFIELD,KAM",2
06:41,"GOOD FT by BRASFIELD,KAM",48,,54 (+6),,HENDRIX 48-54 (-6),,"GOOD FT by BRASFIELD,KAM",2
06:41,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
06:41,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
06:16,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
05:58,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
05:58,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
05:58,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
05:48,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
05:39,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
05:39,"GOOD FT by BRASFIELD,KAM",49,,54 (+5),,HENDRIX 49-54 (-5),,"GOOD FT by BRASFIELD,KAM",2
05:39,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
05:39,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
05:39,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
05:23,,49,,57 (+8),"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 49-57 (-8),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
05:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:58,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
04:58,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
04:43,,49,,59 (+10),"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",CENTRE-M 49-59 (-10),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
04:28,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
04:23,"GOOD 3PTR by BRASFIELD,KAM",52,,59 (+7),,HENDRIX 52-59 (-7),,"GOOD 3PTR by BRASFIELD,KAM",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
03:54,,52,,61 (+9),"GOOD LAYUP by SINE,TUCKER(in the paint)",CENTRE-M 52-61 (-9),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
03:54,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
03:54,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:54,,52,,62 (+10),"GOOD FT by SINE,TUCKER",CENTRE-M 52-62 (-10),,"GOOD FT by SINE,TUCKER",2
03:43,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
03:17,,52,,64 (+12),"GOOD JUMPER by BATES,JACOB(in the paint)",CENTRE-M 52-64 (-12),,"GOOD JUMPER by BATES,JACOB(in the paint)",2
02:59,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
02:59,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
02:59,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
02:59,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:59,,52,,65 (+13),"GOOD FT by BATES,JACOB",CENTRE-M 52-65 (-13),,"GOOD FT by BATES,JACOB",2
02:46,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:39,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
02:39,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
02:23,,52,,68 (+16),"GOOD 3PTR by CRUMP,DAWSON",CENTRE-M 52-68 (-16),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
02:08,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:48,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:41,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
01:41,"GOOD FT by EATON,JACK",53,,68 (+15),,HENDRIX 53-68 (-15),,"GOOD FT by EATON,JACK",2
01:41,"MISS FT by EATON,JACK",,,,,,,"MISS FT by EATON,JACK",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
01:41,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
01:41,"GOOD 3PTR by STANLEY,SETH",56,,68 (+12),,HENDRIX 56-68 (-12),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
01:00,,,,,"TURNOVER  by CRUMP,DAWSON",,,"TURNOVER  by CRUMP,DAWSON",2
01:00,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
01:00,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
00:58,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
00:58,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
00:52,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
00:45,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
00:45,,56,,69 (+13),"GOOD FT by BATES,JACOB",CENTRE-M 56-69 (-13),,"GOOD FT by BATES,JACOB",2
00:45,,56,,70 (+14),"GOOD FT by BATES,JACOB",CENTRE-M 56-70 (-14),,"GOOD FT by BATES,JACOB",2
00:45,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
00:45,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
00:41,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",2
00:32,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
00:30,,,,,"STEAL  by RAKES,BAILEY",,,"STEAL  by RAKES,BAILEY",2
00:23,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:23,,56,,71 (+15),"GOOD FT by RAKES,BAILEY",CENTRE-M 56-71 (-15),,"GOOD FT by RAKES,BAILEY",2
00:23,,56,,72 (+16),"GOOD FT by RAKES,BAILEY",CENTRE-M 56-72 (-16),,"GOOD FT by RAKES,BAILEY",2
00:23,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
00:23,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
00:17,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
