Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
02:45,"GOOD FT by BRASFIELD,KAM",40 (+18),,22,,HENDRIX 40-22 (+18),,"GOOD FT by BRASFIELD,KAM",1
02:25,,40 (+16),,24,"GOOD LAYUP by MCNAMARA,BRENDEN(in the paint)",RHODES 40-24 (+16),,"GOOD LAYUP by MCNAMARA,BRENDEN(in the paint)",1
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",1
02:07,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",1
02:07,"GOOD FT by BRASFIELD,KAM",41 (+17),,24,,HENDRIX 41-24 (+17),,"GOOD FT by BRASFIELD,KAM",1
02:07,"GOOD FT by BRASFIELD,KAM",42 (+18),,24,,HENDRIX 42-24 (+18),,"GOOD FT by BRASFIELD,KAM",1
02:00,,,,,"FOUL  by MCNAMARA,BRENDEN",,,"FOUL  by MCNAMARA,BRENDEN",1
02:00,,,,,"TURNOVER  by MCNAMARA,BRENDEN",,,"TURNOVER  by MCNAMARA,BRENDEN",1
01:47,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:28,,,,,"MISS 3PTR by DIXON,TADDEUS",,,"MISS 3PTR by DIXON,TADDEUS",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
01:09,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",1
00:53,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",1
00:43,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
00:43,,42 (+17),,25,"GOOD FT by DIXON,TADDEUS",RHODES 42-25 (+17),,"GOOD FT by DIXON,TADDEUS",1
00:43,,,,,"MISS FT by DIXON,TADDEUS",,,"MISS FT by DIXON,TADDEUS",1
--,"REBOUND DEF by RIDING,JAKE",,,,,,,"REBOUND DEF by RIDING,JAKE",1
00:43,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
00:43,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:43,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
00:43,,,,,"SUB OUT by MCNAMARA,BRENDEN",,,"SUB OUT by MCNAMARA,BRENDEN",1
00:30,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",1
00:03,"MISS 3PTR by RIDING,JAKE",,,,,,,"MISS 3PTR by RIDING,JAKE",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
19:40,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
19:40,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
19:20,,42 (+15),,27,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 42-27 (+15),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
19:01,"GOOD 3PTR by STANLEY,SETH",45 (+18),,27,,HENDRIX 45-27 (+18),,"GOOD 3PTR by STANLEY,SETH",2
18:44,,,,,"MISS LAYUP by JAMES,MAC",,,"MISS LAYUP by JAMES,MAC",2
18:44,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
18:34,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",47 (+20),,27,,HENDRIX 47-27 (+20),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
18:27,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
18:03,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
17:53,"GOOD 3PTR by SMITH,PRESTON",50 (+23),,27,,HENDRIX 50-27 (+23),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
17:28,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
17:28,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
17:18,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
16:59,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
16:59,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
16:59,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
16:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:59,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
16:42,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",52 (+25),,27,,HENDRIX 52-27 (+25),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
16:23,,52 (+23),,29,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 52-29 (+23),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
16:09,"GOOD 3PTR by SMITH,PRESTON",55 (+26),,29,,HENDRIX 55-29 (+26),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
15:48,,,,,"TURNOVER  by SAMSON,VAUGHN",,,"TURNOVER  by SAMSON,VAUGHN",2
15:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:48,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
15:48,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
15:48,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
15:48,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
15:48,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
15:48,,,,,"SUB IN by DIXON,TADDEUS",,,"SUB IN by DIXON,TADDEUS",2
15:48,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
15:48,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
15:20,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
15:09,,,,,"MISS 3PTR by DIXON,TADDEUS",,,"MISS 3PTR by DIXON,TADDEUS",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
15:00,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",57 (+28),,29,,HENDRIX 57-29 (+28),,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",2
14:39,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,"REBOUND DEF by RIDING,JAKE",,,,,,,"REBOUND DEF by RIDING,JAKE",2
14:32,"TURNOVER  by RIDING,JAKE",,,,,,,"TURNOVER  by RIDING,JAKE",2
14:32,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
14:21,,,,,"MISS LAYUP by LOVE,KERRY",,,"MISS LAYUP by LOVE,KERRY",2
14:21,"BLOCK  by BRASFIELD,KAM",,,,,,,"BLOCK  by BRASFIELD,KAM",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
14:11,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
14:03,,57 (+26),,31,"GOOD LAYUP by LOVE,KERRY(fastbreak)(in the paint)",RHODES 57-31 (+26),,"GOOD LAYUP by LOVE,KERRY(fastbreak)(in the paint)",2
13:35,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
13:35,"GOOD FT by STANLEY,SETH",58 (+27),,31,,HENDRIX 58-31 (+27),,"GOOD FT by STANLEY,SETH",2
13:35,"GOOD FT by STANLEY,SETH",59 (+28),,31,,HENDRIX 59-31 (+28),,"GOOD FT by STANLEY,SETH",2
13:35,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
13:35,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
13:35,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
13:35,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
13:35,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
13:35,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
13:35,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
13:35,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
13:35,,,,,"SUB IN by MCNAMARA,BRENDEN",,,"SUB IN by MCNAMARA,BRENDEN",2
13:35,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
13:35,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
13:35,,,,,"SUB OUT by DIXON,TADDEUS",,,"SUB OUT by DIXON,TADDEUS",2
13:12,,59 (+26),,33,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 59-33 (+26),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
13:12,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
13:12,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
12:59,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
12:52,,,,,"MISS JUMPER by SHEN,KEVIN",,,"MISS JUMPER by SHEN,KEVIN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
12:41,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
12:29,,,,,"MISS JUMPER by MCNAMARA,BRENDEN",,,"MISS JUMPER by MCNAMARA,BRENDEN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
12:07,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
12:03,,,,,"FOUL  by MCNAMARA,BRENDEN",,,"FOUL  by MCNAMARA,BRENDEN",2
12:03,"GOOD FT by LINK,JACOB",60 (+27),,33,,HENDRIX 60-33 (+27),,"GOOD FT by LINK,JACOB",2
12:03,"GOOD FT by LINK,JACOB",61 (+28),,33,,HENDRIX 61-33 (+28),,"GOOD FT by LINK,JACOB",2
11:53,,61 (+26),,35,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 61-35 (+26),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
11:33,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
11:28,,61 (+24),,37,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",RHODES 61-37 (+24),,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
11:12,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
11:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:12,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
11:12,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
11:12,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:12,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:12,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
11:12,,,,,"SUB OUT by MCNAMARA,BRENDEN",,,"SUB OUT by MCNAMARA,BRENDEN",2
10:54,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
10:54,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:54,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
10:39,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
10:39,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:37,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
10:37,"GOOD FT by COMAN,SEAN",62 (+25),,37,,HENDRIX 62-37 (+25),,"GOOD FT by COMAN,SEAN",2
10:37,"GOOD FT by COMAN,SEAN",63 (+26),,37,,HENDRIX 63-37 (+26),,"GOOD FT by COMAN,SEAN",2
10:18,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
10:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:13,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
10:13,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
10:09,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
10:09,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
10:09,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
10:05,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
09:46,"TURNOVER  by RIDING,JAKE",,,,,,,"TURNOVER  by RIDING,JAKE",2
09:46,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
09:43,,63 (+24),,39,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",RHODES 63-39 (+24),,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",2
09:43,"FOUL  by RIDING,JAKE",,,,,,,"FOUL  by RIDING,JAKE",2
09:43,,63 (+23),,40,"GOOD FT by JAMES,MAC(fastbreak)",RHODES 63-40 (+23),,"GOOD FT by JAMES,MAC(fastbreak)",2
09:43,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
09:43,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
09:43,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
09:43,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
09:42,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
09:15,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",2
09:10,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
09:02,,63 (+20),,43,"GOOD 3PTR by SHEN,KEVIN(fastbreak)",RHODES 63-43 (+20),,"GOOD 3PTR by SHEN,KEVIN(fastbreak)",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
08:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:58,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",2
08:58,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
08:58,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
08:58,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
08:58,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
08:58,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
08:26,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
08:08,,63 (+17),,46,"GOOD 3PTR by GALVIN,OWEN",RHODES 63-46 (+17),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
07:52,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
07:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:52,"GOOD FT by EATON,JACK",64 (+18),,46,,HENDRIX 64-46 (+18),,"GOOD FT by EATON,JACK",2
07:52,"GOOD FT by EATON,JACK",65 (+19),,46,,HENDRIX 65-46 (+19),,"GOOD FT by EATON,JACK",2
07:52,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
07:52,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
07:52,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
07:52,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
07:41,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
07:11,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
07:11,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
07:06,,65 (+17),,48,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",RHODES 65-48 (+17),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GIROUX,PRESTON",,,"ASSIST  by GIROUX,PRESTON",2
06:43,"GOOD 3PTR by STANLEY,SETH",68 (+20),,48,,HENDRIX 68-48 (+20),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
06:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:40,,,,,"SUB IN by MCNAMARA,BRENDEN",,,"SUB IN by MCNAMARA,BRENDEN",2
06:40,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
06:40,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
06:40,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
06:34,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
06:34,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
06:19,,,,,"FOUL  by LOVE,KERRY",,,"FOUL  by LOVE,KERRY",2
06:19,"GOOD FT by BRASFIELD,KAM",69 (+21),,48,,HENDRIX 69-48 (+21),,"GOOD FT by BRASFIELD,KAM",2
06:19,"GOOD FT by BRASFIELD,KAM",70 (+22),,48,,HENDRIX 70-48 (+22),,"GOOD FT by BRASFIELD,KAM",2
06:07,,70 (+19),,51,"GOOD 3PTR by JAMES,MAC",RHODES 70-51 (+19),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
05:47,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
05:47,"GOOD FT by STANLEY,SETH",71 (+20),,51,,HENDRIX 71-51 (+20),,"GOOD FT by STANLEY,SETH",2
05:47,"GOOD FT by STANLEY,SETH",72 (+21),,51,,HENDRIX 72-51 (+21),,"GOOD FT by STANLEY,SETH",2
05:47,"GOOD FT by STANLEY,SETH",73 (+22),,51,,HENDRIX 73-51 (+22),,"GOOD FT by STANLEY,SETH",2
05:47,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
05:47,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
05:47,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
05:47,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
05:24,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
04:52,"GOOD LAYUP by FITCH,CARL(in the paint)",75 (+24),,51,,HENDRIX 75-51 (+24),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
04:38,,,,,"MISS JUMPER by MCNAMARA,BRENDEN",,,"MISS JUMPER by MCNAMARA,BRENDEN",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
04:30,,,,,"SUB IN by DIXON,TADDEUS",,,"SUB IN by DIXON,TADDEUS",2
04:30,,,,,"SUB OUT by MCNAMARA,BRENDEN",,,"SUB OUT by MCNAMARA,BRENDEN",2
04:21,"GOOD 3PTR by SMITH,PRESTON",78 (+27),,51,,HENDRIX 78-51 (+27),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
04:08,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
04:08,,,,,"SUB IN by GUEST,TYLER",,,"SUB IN by GUEST,TYLER",2
04:08,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
04:08,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
04:08,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
04:00,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
03:45,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
03:35,,78 (+25),,53,"GOOD LAYUP by GUEST,TYLER(fastbreak)(in the paint)",RHODES 78-53 (+25),,"GOOD LAYUP by GUEST,TYLER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
03:19,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
03:13,,,,,"TURNOVER  by GUEST,TYLER",,,"TURNOVER  by GUEST,TYLER",2
03:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:13,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
03:13,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
03:13,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
03:13,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
03:13,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
03:13,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
03:13,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
03:13,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
03:13,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
03:13,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
03:00,"GOOD LAYUP by CONRAD,ALEX(in the paint)",80 (+27),,53,,HENDRIX 80-53 (+27),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
02:43,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:41,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
02:41,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
02:41,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
02:41,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
02:41,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
02:41,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
02:41,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
02:41,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
02:41,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
02:37,,80 (+25),,55,"GOOD LAYUP by GUEST,TYLER(in the paint)",RHODES 80-55 (+25),,"GOOD LAYUP by GUEST,TYLER(in the paint)",2
