Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
--,"ASSIST ASSIST by SMITH,PRESTON",,,,,,,"ASSIST ASSIST by SMITH,PRESTON",1
16:58,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",1
16:53,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
16:45,"GOOD LAYUP by STANELY,SETH(fastbreak)(in the paint)",5,,8 (+3),,HC 5-8 (-3),,"GOOD LAYUP by STANELY,SETH(fastbreak)(in the paint)",1
16:45,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",1
16:45,"GOOD FT by STANELY,SETH",6,,8 (+2),,HC 6-8 (-2),,"GOOD FT by STANELY,SETH",1
16:27,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
16:17,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
15:56,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",1
15:49,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",1
--,"REBOUND DEF by STANELY,SETH",,,,,,,"REBOUND DEF by STANELY,SETH",1
15:38,"GOOD LAYUP by LINK,JACOB(in the paint)",8,,8,,HC 8-8 (0),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
--,"ASSIST ASSIST by FITCH,CARL",,,,,,,"ASSIST ASSIST by FITCH,CARL",1
15:15,,8,,10 (+2),"GOOD LAYUP by INUNGU,TOM(in the paint)",OU 8-10 (-2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
14:54,"MISS LAYUP by STANELY,SETH",,,,,,,"MISS LAYUP by STANELY,SETH",1
14:54,,,,,"BLOCK  by SONE,CARLOS",,,"BLOCK  by SONE,CARLOS",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
14:47,,8,,12 (+4),"GOOD LAYUP by PERRY,WILL(fastbreak)(in the paint)",OU 8-12 (-4),,"GOOD LAYUP by PERRY,WILL(fastbreak)(in the paint)",1
14:23,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",1
14:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
14:23,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",1
14:23,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",1
14:23,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",1
14:23,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
14:23,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",1
14:23,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
14:23,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",1
14:23,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
14:21,"MISS 3PTR by STANELY,SETH",,,,,,,"MISS 3PTR by STANELY,SETH",1
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",1
14:13,"GOOD 3PTR by ROUSE,TREY",11,,12 (+1),,HC 11-12 (-1),,"GOOD 3PTR by ROUSE,TREY",1
--,"ASSIST ASSIST by EATON,JACK",,,,,,,"ASSIST ASSIST by EATON,JACK",1
13:48,,11,,14 (+3),"GOOD JUMPER by KOCH,WILL(in the paint)",OU 11-14 (-3),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
--,,,,,"ASSIST ASSIST by FOSTER,LANE",,,"ASSIST ASSIST by FOSTER,LANE",1
13:17,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",1
13:17,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",1
13:17,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
13:17,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",1
13:17,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
13:01,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
12:33,"GOOD 3PTR by STANELY,SETH",14,,14,,HC 14-14 (0),,"GOOD 3PTR by STANELY,SETH",1
--,"ASSIST ASSIST by ROUSE,TREY",,,,,,,"ASSIST ASSIST by ROUSE,TREY",1
12:18,,,,,"TURNOVER  by BREATHWAITE,ZACH",,,"TURNOVER  by BREATHWAITE,ZACH",1
12:17,"STEAL  by STANELY,SETH",,,,,,,"STEAL  by STANELY,SETH",1
12:11,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",1
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",1
12:07,"GOOD LAYUP by FITCH,CARL(in the paint)",16 (+2),,14,,HC 16-14 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
11:44,,16,,17 (+1),"GOOD 3PTR by KOCH,WILL",OU 16-17 (-1),,"GOOD 3PTR by KOCH,WILL",1
--,,,,,"ASSIST ASSIST by BREATHWAITE,ZACH",,,"ASSIST ASSIST by BREATHWAITE,ZACH",1
11:21,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",1
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",1
11:02,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
10:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
10:53,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",1
10:53,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",1
10:53,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
10:53,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",1
10:53,"SUB OUT by STANELY,SETH",,,,,,,"SUB OUT by STANELY,SETH",1
10:53,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
10:53,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
10:53,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",1
10:53,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",1
10:53,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
10:41,"GOOD JUMPER by EATON,JACK(in the paint)",18 (+1),,17,,HC 18-17 (+1),,"GOOD JUMPER by EATON,JACK(in the paint)",1
10:15,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
09:43,"GOOD LAYUP by CONRAD,ALEX(in the paint)",20 (+3),,17,,HC 20-17 (+3),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
--,"ASSIST ASSIST by RIDING,JAKE",,,,,,,"ASSIST ASSIST by RIDING,JAKE",1
09:24,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",1
09:24,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",1
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",1
09:17,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
09:12,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
08:58,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
08:48,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",1
08:45,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
08:45,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
08:38,,20,,20,"GOOD 3PTR by JENEI,RYAN",OU 20-20 (0),,"GOOD 3PTR by JENEI,RYAN",1
--,,,,,"ASSIST ASSIST by SONE,CARLOS",,,"ASSIST ASSIST by SONE,CARLOS",1
08:13,"GOOD JUMPER by CONRAD,ALEX(in the paint)",22 (+2),,20,,HC 22-20 (+2),,"GOOD JUMPER by CONRAD,ALEX(in the paint)",1
07:47,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",1
07:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:41,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",1
07:41,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
07:41,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",1
07:41,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",1
07:41,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
07:38,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
07:24,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",1
07:24,,,,,"BLOCK  by JENEI,RYAN",,,"BLOCK  by JENEI,RYAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
07:09,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",1
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",1
06:57,,22,,22,"GOOD JUMPER by KOCH,WILL",OU 22-22 (0),,"GOOD JUMPER by KOCH,WILL",1
06:46,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",1
06:22,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
06:11,"GOOD LAYUP by RIDING,JAKE(in the paint)",24 (+2),,22,,HC 24-22 (+2),,"GOOD LAYUP by RIDING,JAKE(in the paint)",1
05:48,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:44,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",1
05:44,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
05:44,"SUB IN by STANELY,SETH",,,,,,,"SUB IN by STANELY,SETH",1
05:44,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",1
05:44,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
05:30,,24,,24,"GOOD JUMPER by KOCH,WILL",OU 24-24 (0),,"GOOD JUMPER by KOCH,WILL",1
05:13,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",1
05:13,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
05:09,,24,,26 (+2),"GOOD DUNK by INUNGU,TOM(fastbreak)",OU 24-26 (-2),,"GOOD DUNK by INUNGU,TOM(fastbreak)",1
--,,,,,"ASSIST ASSIST by FOSTER,LANE",,,"ASSIST ASSIST by FOSTER,LANE",1
04:45,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",1
04:45,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
04:29,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
04:04,"MISS 3PTR by STANELY,SETH",,,,,,,"MISS 3PTR by STANELY,SETH",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
03:43,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:38,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",1
03:38,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
03:38,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",1
03:38,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
03:32,"GOOD LAYUP by LINK,JACOB(in the paint)",26,,26,,HC 26-26 (0),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
03:32,,,,,"FOUL  by BREATHWAITE,ZACH",,,"FOUL  by BREATHWAITE,ZACH",1
03:32,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",1
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",1
03:18,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",1
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",1
03:04,"MISS LAYUP by STANELY,SETH",,,,,,,"MISS LAYUP by STANELY,SETH",1
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",1
02:58,"GOOD 3PTR by SMITH,PRESTON",29 (+3),,26,,HC 29-26 (+3),,"GOOD 3PTR by SMITH,PRESTON",1
02:38,"FOUL  by STANELY,SETH",,,,,,,"FOUL  by STANELY,SETH",1
02:38,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:38,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
02:38,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",1
02:38,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
02:23,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
02:09,,29 (+1),,28,"GOOD JUMPER by KOCH,WILL(in the paint)",OU 29-28 (+1),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
01:50,"TURNOVER  by STANELY,SETH",,,,,,,"TURNOVER  by STANELY,SETH",1
01:48,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",1
01:42,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",1
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",1
01:33,,29,,30 (+1),"GOOD LAYUP by PERRY,WILL(in the paint)",OU 29-30 (-1),,"GOOD LAYUP by PERRY,WILL(in the paint)",1
01:12,"MISS JUMPER by STANELY,SETH",,,,,,,"MISS JUMPER by STANELY,SETH",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
00:57,,,,,"MISS LAYUP by PERRY,WILL",,,"MISS LAYUP by PERRY,WILL",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
00:33,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",1
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",1
00:31,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",1
00:31,,,,,"MISS FT by SONE,CARLOS",,,"MISS FT by SONE,CARLOS",1
--,"REBOUND DEF by STANELY,SETH",,,,,,,"REBOUND DEF by STANELY,SETH",1
00:31,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
00:31,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
00:01,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
19:39,,29,,33 (+4),"GOOD 3PTR by KOCH,WILL",OU 29-33 (-4),,"GOOD 3PTR by KOCH,WILL",2
--,,,,,"ASSIST ASSIST by PERRY,WILL",,,"ASSIST ASSIST by PERRY,WILL",2
19:22,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
19:15,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
19:08,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
19:08,,,,,"BLOCK  by KOCH,WILL",,,"BLOCK  by KOCH,WILL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:02,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
18:48,"GOOD JUMPER by STANELY,SETH",31,,33 (+2),,HC 31-33 (-2),,"GOOD JUMPER by STANELY,SETH",2
18:20,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
18:20,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:17,,31,,36 (+5),"GOOD 3PTR by PERRY,WILL",OU 31-36 (-5),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST ASSIST by FOSTER,LANE",,,"ASSIST ASSIST by FOSTER,LANE",2
17:58,"MISS JUMPER by STANELY,SETH",,,,,,,"MISS JUMPER by STANELY,SETH",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
17:38,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
17:21,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
17:21,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:21,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:21,"GOOD FT by SMITH,PRESTON",32,,36 (+4),,HC 32-36 (-4),,"GOOD FT by SMITH,PRESTON",2
16:56,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",2
16:24,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
16:15,,32,,39 (+7),"GOOD 3PTR by SONE,CARLOS",OU 32-39 (-7),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST ASSIST by KOCH,WILL",,,"ASSIST ASSIST by KOCH,WILL",2
15:52,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
15:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:34,,32,,42 (+10),"GOOD 3PTR by PERRY,WILL",OU 32-42 (-10),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST ASSIST by FOSTER,LANE",,,"ASSIST ASSIST by FOSTER,LANE",2
15:12,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
15:12,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
15:12,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
15:12,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
15:12,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
15:12,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
15:12,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
15:12,"SUB OUT by STANELY,SETH",,,,,,,"SUB OUT by STANELY,SETH",2
15:12,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
14:50,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
14:35,,32,,45 (+13),"GOOD 3PTR by PERRY,WILL",OU 32-45 (-13),,"GOOD 3PTR by PERRY,WILL",2
14:25,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
14:06,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
13:58,"GOOD LAYUP by LINK,JACOB(in the paint)",34,,45 (+11),,HC 34-45 (-11),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
13:50,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
13:39,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
13:32,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
13:31,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
12:55,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
12:53,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
12:53,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
12:53,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
12:53,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
12:53,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
12:53,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
12:53,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
12:39,,34,,47 (+13),"GOOD LAYUP by PERRY,WILL(in the paint)",OU 34-47 (-13),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
12:08,"MISS JUMPER by RIDING,JAKE",,,,,,,"MISS JUMPER by RIDING,JAKE",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
11:51,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
11:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:46,"MISS JUMPER by EATON,JACK",,,,,,,"MISS JUMPER by EATON,JACK",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
11:40,,34,,49 (+15),"GOOD DUNK by BREATHWAITE,ZACH(fastbreak)",OU 34-49 (-15),,"GOOD DUNK by BREATHWAITE,ZACH(fastbreak)",2
--,,,,,"ASSIST ASSIST by FOSTER,LANE",,,"ASSIST ASSIST by FOSTER,LANE",2
11:18,,,,,"FOUL  by BREATHWAITE,ZACH",,,"FOUL  by BREATHWAITE,ZACH",2
11:14,"GOOD LAYUP by CONRAD,ALEX(in the paint)",36,,49 (+13),,HC 36-49 (-13),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
