Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
11:14,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
11:14,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
10:53,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by CRAWFORD,TRACE",,,,,,,"REBOUND DEF by CRAWFORD,TRACE",2
10:43,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
10:43,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
10:43,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
10:43,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
10:43,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
10:43,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
10:21,,,,,"MISS 3PTR by BREATHWAITE,ZACH",,,"MISS 3PTR by BREATHWAITE,ZACH",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
10:09,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
10:09,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
10:09,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
10:09,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
10:09,"SUB IN by STANELY,SETH",,,,,,,"SUB IN by STANELY,SETH",2
10:09,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
10:09,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
10:09,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
10:09,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
10:09,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
10:09,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
09:54,,36,,51 (+15),"GOOD JUMPER by INUNGU,TOM(in the paint)",OU 36-51 (-15),,"GOOD JUMPER by INUNGU,TOM(in the paint)",2
09:54,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
09:54,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,"REBOUND DEF by STANELY,SETH",,,,,,,"REBOUND DEF by STANELY,SETH",2
09:40,"GOOD LAYUP by FITCH,CARL(in the paint)",38,,51 (+13),,HC 38-51 (-13),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST ASSIST by SMITH,PRESTON",,,,,,,"ASSIST ASSIST by SMITH,PRESTON",2
09:06,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:51,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",2
08:51,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
08:43,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
08:33,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
08:25,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
08:25,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
08:25,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
08:25,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
08:25,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
08:25,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
08:25,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
08:05,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
07:48,"GOOD 3PTR by LINK,JACOB",41,,51 (+10),,HC 41-51 (-10),,"GOOD 3PTR by LINK,JACOB",2
--,"ASSIST ASSIST by STANELY,SETH",,,,,,,"ASSIST ASSIST by STANELY,SETH",2
07:45,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
07:42,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
07:42,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
07:29,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
07:11,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
07:11,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
07:04,,41,,54 (+13),"GOOD 3PTR by FOSTER,LANE",OU 41-54 (-13),,"GOOD 3PTR by FOSTER,LANE",2
--,,,,,"ASSIST ASSIST by INUNGU,TOM",,,"ASSIST ASSIST by INUNGU,TOM",2
06:33,"GOOD JUMPER by SMITH,PRESTON",43,,54 (+11),,HC 43-54 (-11),,"GOOD JUMPER by SMITH,PRESTON",2
05:59,,43,,57 (+14),"GOOD 3PTR by KOCH,WILL",OU 43-57 (-14),,"GOOD 3PTR by KOCH,WILL",2
--,,,,,"ASSIST ASSIST by INUNGU,TOM",,,"ASSIST ASSIST by INUNGU,TOM",2
05:41,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
05:41,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
05:41,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
05:41,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
05:24,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
05:06,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
04:58,"MISS 3PTR by STANELY,SETH",,,,,,,"MISS 3PTR by STANELY,SETH",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
04:39,,43,,59 (+16),"GOOD JUMPER by KOCH,WILL",OU 43-59 (-16),,"GOOD JUMPER by KOCH,WILL",2
04:17,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
04:16,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:11,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
04:11,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
04:11,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
04:11,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
04:11,"SUB OUT by STANELY,SETH",,,,,,,"SUB OUT by STANELY,SETH",2
04:11,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",2
04:11,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
04:05,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
04:05,,,,,"MISS FT by RICE,TRE'",,,"MISS FT by RICE,TRE'",2
--,"REBOUND DEF by RIDING,JAKE",,,,,,,"REBOUND DEF by RIDING,JAKE",2
03:55,"GOOD 3PTR by ROUSE,TREY",46,,59 (+13),,HC 46-59 (-13),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST ASSIST by SMITH,PRESTON",,,,,,,"ASSIST ASSIST by SMITH,PRESTON",2
03:53,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
03:25,,,,,"MISS JUMPER by RICE,TRE'",,,"MISS JUMPER by RICE,TRE'",2
03:25,"BLOCK  by EATON,JACK",,,,,,,"BLOCK  by EATON,JACK",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
03:16,"GOOD LAYUP by RIDING,JAKE(in the paint)",48,,59 (+11),,HC 48-59 (-11),,"GOOD LAYUP by RIDING,JAKE(in the paint)",2
--,"ASSIST ASSIST by EATON,JACK",,,,,,,"ASSIST ASSIST by EATON,JACK",2
03:12,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
03:12,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
03:12,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",2
03:09,"FOUL  by RIDING,JAKE",,,,,,,"FOUL  by RIDING,JAKE",2
03:09,,48,,60 (+12),"GOOD FT by FOSTER,LANE",OU 48-60 (-12),,"GOOD FT by FOSTER,LANE",2
03:09,,48,,61 (+13),"GOOD FT by FOSTER,LANE",OU 48-61 (-13),,"GOOD FT by FOSTER,LANE",2
02:58,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
02:53,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
02:44,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
02:43,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
02:18,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
02:10,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
02:10,"GOOD FT by EATON,JACK",49,,61 (+12),,HC 49-61 (-12),,"GOOD FT by EATON,JACK",2
02:10,"GOOD FT by EATON,JACK",50,,61 (+11),,HC 50-61 (-11),,"GOOD FT by EATON,JACK",2
01:59,,,,,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",2
01:57,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
01:53,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
01:48,"GOOD LAYUP by CONRAD,ALEX(in the paint)",52,,61 (+9),,HC 52-61 (-9),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
01:45,"FOUL  by RIDING,JAKE",,,,,,,"FOUL  by RIDING,JAKE",2
01:45,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
01:30,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
01:30,"GOOD FT by CONRAD,ALEX",53,,61 (+8),,HC 53-61 (-8),,"GOOD FT by CONRAD,ALEX",2
01:30,"GOOD FT by CONRAD,ALEX",54,,61 (+7),,HC 54-61 (-7),,"GOOD FT by CONRAD,ALEX",2
01:29,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
01:29,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:29,,54,,62 (+8),"GOOD FT by FOSTER,LANE",OU 54-62 (-8),,"GOOD FT by FOSTER,LANE",2
01:27,"TURNOVER  by RIDING,JAKE",,,,,,,"TURNOVER  by RIDING,JAKE",2
01:16,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
00:58,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
00:58,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
00:58,,54,,63 (+9),"GOOD FT by SONE,CARLOS",OU 54-63 (-9),,"GOOD FT by SONE,CARLOS",2
00:58,,,,,"MISS FT by SONE,CARLOS",,,"MISS FT by SONE,CARLOS",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
00:58,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
00:58,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
00:53,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
00:53,"GOOD FT by ROUSE,TREY",55,,63 (+8),,HC 55-63 (-8),,"GOOD FT by ROUSE,TREY",2
00:53,"GOOD FT by ROUSE,TREY",56,,63 (+7),,HC 56-63 (-7),,"GOOD FT by ROUSE,TREY",2
00:52,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
00:52,,56,,64 (+8),"GOOD FT by FOSTER,LANE",OU 56-64 (-8),,"GOOD FT by FOSTER,LANE",2
00:52,,56,,65 (+9),"GOOD FT by FOSTER,LANE",OU 56-65 (-9),,"GOOD FT by FOSTER,LANE",2
00:44,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
00:36,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
00:36,,56,,66 (+10),"GOOD FT by SONE,CARLOS",OU 56-66 (-10),,"GOOD FT by SONE,CARLOS",2
00:36,,,,,"MISS FT by SONE,CARLOS",,,"MISS FT by SONE,CARLOS",2
--,"REBOUND DEF by RIDING,JAKE",,,,,,,"REBOUND DEF by RIDING,JAKE",2
00:22,"GOOD 3PTR by RIDING,JAKE",59,,66 (+7),,HC 59-66 (-7),,"GOOD 3PTR by RIDING,JAKE",2
--,"ASSIST ASSIST by CRAWFORD,TRACE",,,,,,,"ASSIST ASSIST by CRAWFORD,TRACE",2
00:19,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
00:16,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
00:16,,59,,67 (+8),"GOOD FT by KOCH,WILL",OU 59-67 (-8),,"GOOD FT by KOCH,WILL",2
00:16,,59,,68 (+9),"GOOD FT by KOCH,WILL",OU 59-68 (-9),,"GOOD FT by KOCH,WILL",2
00:16,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
00:16,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
00:16,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
00:16,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
00:15,"GOOD 3PTR by ROUSE,TREY",62,,68 (+6),,HC 62-68 (-6),,"GOOD 3PTR by ROUSE,TREY",2
00:09,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
00:09,,62,,69 (+7),"GOOD FT by FOSTER,LANE",OU 62-69 (-7),,"GOOD FT by FOSTER,LANE",2
00:09,,62,,70 (+8),"GOOD FT by FOSTER,LANE",OU 62-70 (-8),,"GOOD FT by FOSTER,LANE",2
00:02,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",2
00:02,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
