Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,WASHUM,Game Score,Team Indicator,Play,Period
18:59,,33,,60 (+27),"GOOD FT by KLIMEK, CHRIS",WASHUM 33-60 (-27),,"GOOD FT by KLIMEK, CHRIS",2
18:41,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by COONEY, TIM",,,"REBOUND DEF by COONEY, TIM",2
18:28,,,,,"MISS LAYUP by KLIMEK, CHRIS",,,"MISS LAYUP by KLIMEK, CHRIS",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
18:22,"MISS LAYUP by COLLINS,LUKE",,,,,,,"MISS LAYUP by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by PALUCKI, MATT",,,"REBOUND DEF by PALUCKI, MATT",2
18:14,,33,,63 (+30),"GOOD 3PTR by PALUCKI, MATT",WASHUM 33-63 (-30),,"GOOD 3PTR by PALUCKI, MATT",2
--,,,,,"ASSIST  by COONEY, TIM",,,"ASSIST  by COONEY, TIM",2
17:49,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
17:48,,,,,"STEAL  by ABOONA, ALAN",,,"STEAL  by ABOONA, ALAN",2
17:46,,,,,"TURNOVER  by ABOONA, ALAN",,,"TURNOVER  by ABOONA, ALAN",2
17:45,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
17:45,,,,,"FOUL  by COONEY, TIM",,,"FOUL  by COONEY, TIM",2
17:22,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND DEF by BURT, NICK",,,"REBOUND DEF by BURT, NICK",2
17:17,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
17:09,,,,,"TURNOVER  by ABOONA, ALAN",,,"TURNOVER  by ABOONA, ALAN",2
17:08,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
17:08,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
16:55,"GOOD 3PTR by COLLINS,LUKE",36,,63 (+27),,RHODESMB 36-63 (-27),,"GOOD 3PTR by COLLINS,LUKE",2
--,"ASSIST  by WAGNER,MATT",,,,,,,"ASSIST  by WAGNER,MATT",2
16:37,,,,,"MISS 3PTR by ABOONA, ALAN",,,"MISS 3PTR by ABOONA, ALAN",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
16:26,"TURNOVER  by DUNAVANT,JOHNNY",,,,,,,"TURNOVER  by DUNAVANT,JOHNNY",2
16:25,,,,,"STEAL  by ABOONA, ALAN",,,"STEAL  by ABOONA, ALAN",2
16:19,,,,,"TURNOVER  by BURT, NICK",,,"TURNOVER  by BURT, NICK",2
16:01,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
16:01,,,,,"BLOCK  by KLIMEK, CHRIS",,,"BLOCK  by KLIMEK, CHRIS",2
--,,,,,"REBOUND DEF by PALUCKI, MATT",,,"REBOUND DEF by PALUCKI, MATT",2
15:54,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
15:54,,,,,"MISS FT by KLIMEK, CHRIS",,,"MISS FT by KLIMEK, CHRIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:54,,36,,64 (+28),"GOOD FT by KLIMEK, CHRIS",WASHUM 36-64 (-28),,"GOOD FT by KLIMEK, CHRIS",2
15:44,"MISS 3PTR by DUNAVANT,JOHNNY",,,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND DEF by ABOONA, ALAN",,,"REBOUND DEF by ABOONA, ALAN",2
15:40,,,,,"TURNOVER  by ABOONA, ALAN",,,"TURNOVER  by ABOONA, ALAN",2
15:39,"STEAL  by HOECK,RYAN VAN",,,,,,,"STEAL  by HOECK,RYAN VAN",2
15:25,"MISS LAYUP by WAGNER,MATT",,,,,,,"MISS LAYUP by WAGNER,MATT",2
--,"REBOUND OFF by HOECK,RYAN VAN",,,,,,,"REBOUND OFF by HOECK,RYAN VAN",2
15:22,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",38,,64 (+26),,RHODESMB 38-64 (-26),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
15:11,,38,,66 (+28),"GOOD LAYUP by ABOONA, ALAN(in the paint)",WASHUM 38-66 (-28),,"GOOD LAYUP by ABOONA, ALAN(in the paint)",2
--,,,,,"ASSIST  by KLIMEK, CHRIS",,,"ASSIST  by KLIMEK, CHRIS",2
14:54,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by ABOONA, ALAN",,,"REBOUND DEF by ABOONA, ALAN",2
14:43,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
14:43,,,,,"SUB IN by FATOKI, DAVID",,,"SUB IN by FATOKI, DAVID",2
14:43,,,,,"SUB OUT by ABOONA, ALAN",,,"SUB OUT by ABOONA, ALAN",2
14:42,,,,,"MISS JUMPER by PALUCKI, MATT",,,"MISS JUMPER by PALUCKI, MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:38,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
14:38,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
14:38,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
14:36,,38,,68 (+30),"GOOD LAYUP by BURT, NICK(in the paint)",WASHUM 38-68 (-30),,"GOOD LAYUP by BURT, NICK(in the paint)",2
--,,,,,"ASSIST  by FATOKI, DAVID",,,"ASSIST  by FATOKI, DAVID",2
14:23,,,,,"FOUL  by BURT, NICK",,,"FOUL  by BURT, NICK",2
14:23,,,,,"SUB IN by STAFFEIL, BRANDON",,,"SUB IN by STAFFEIL, BRANDON",2
14:23,,,,,"SUB OUT by BURT, NICK",,,"SUB OUT by BURT, NICK",2
14:21,"GOOD LAYUP by COLLINS,LUKE(in the paint)",40,,68 (+28),,RHODESMB 40-68 (-28),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
14:08,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
14:08,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
14:08,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
14:06,,40,,70 (+30),"GOOD LAYUP by KLIMEK, CHRIS(in the paint)",WASHUM 40-70 (-30),,"GOOD LAYUP by KLIMEK, CHRIS(in the paint)",2
--,,,,,"ASSIST  by FATOKI, DAVID",,,"ASSIST  by FATOKI, DAVID",2
13:52,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
13:52,,,,,"BLOCK  by KLIMEK, CHRIS",,,"BLOCK  by KLIMEK, CHRIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:36,,,,,"MISS LAYUP by KLIMEK, CHRIS",,,"MISS LAYUP by KLIMEK, CHRIS",2
--,,,,,"REBOUND OFF by STAFFEIL, BRANDON",,,"REBOUND OFF by STAFFEIL, BRANDON",2
13:33,,40,,72 (+32),"GOOD LAYUP by STAFFEIL, BRANDON(in the paint)",WASHUM 40-72 (-32),,"GOOD LAYUP by STAFFEIL, BRANDON(in the paint)",2
13:21,,,,,"FOUL  by STAFFEIL, BRANDON",,,"FOUL  by STAFFEIL, BRANDON",2
13:21,"MISS FT by COLLINS,LUKE",,,,,,,"MISS FT by COLLINS,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:21,"MISS FT by COLLINS,LUKE",,,,,,,"MISS FT by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by KLIMEK, CHRIS",,,"REBOUND DEF by KLIMEK, CHRIS",2
13:11,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
13:10,,,,,"MISS FT by KLIMEK, CHRIS",,,"MISS FT by KLIMEK, CHRIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:10,,40,,73 (+33),"GOOD FT by KLIMEK, CHRIS",WASHUM 40-73 (-33),,"GOOD FT by KLIMEK, CHRIS",2
13:10,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
13:10,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
13:10,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
13:10,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
12:58,,,,,"FOUL  by STAFFEIL, BRANDON",,,"FOUL  by STAFFEIL, BRANDON",2
12:46,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:36,"GOOD FT by SLEDGE,TATE",41,,73 (+32),,RHODESMB 41-73 (-32),,"GOOD FT by SLEDGE,TATE",2
12:18,,41,,75 (+34),"GOOD LAYUP by KLIMEK, CHRIS(in the paint)",WASHUM 41-75 (-34),,"GOOD LAYUP by KLIMEK, CHRIS(in the paint)",2
--,,,,,"ASSIST  by FATOKI, DAVID",,,"ASSIST  by FATOKI, DAVID",2
12:18,"MISS JUMPER by GALLAGHER,MICHAEL",,,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by FATOKI, DAVID",,,"REBOUND DEF by FATOKI, DAVID",2
12:17,,,,,"TURNOVER  by PALUCKI, MATT",,,"TURNOVER  by PALUCKI, MATT",2
12:13,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by COONEY, TIM",,,"REBOUND DEF by COONEY, TIM",2
12:02,,,,,"TURNOVER  by FATOKI, DAVID",,,"TURNOVER  by FATOKI, DAVID",2
12:00,"STEAL  by SLEDGE,TATE",,,,,,,"STEAL  by SLEDGE,TATE",2
11:55,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",43,,75 (+32),,RHODESMB 43-75 (-32),,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by GALLAGHER,MICHAEL",,,,,,,"ASSIST  by GALLAGHER,MICHAEL",2
11:31,,,,,"MISS 3PTR by COONEY, TIM",,,"MISS 3PTR by COONEY, TIM",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
11:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:22,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
11:22,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
11:22,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
11:22,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
11:22,,,,,"SUB IN by ABOONA, ALAN",,,"SUB IN by ABOONA, ALAN",2
11:22,,,,,"SUB IN by PATT, WILL",,,"SUB IN by PATT, WILL",2
11:22,,,,,"SUB OUT by COONEY, TIM",,,"SUB OUT by COONEY, TIM",2
11:22,,,,,"SUB OUT by KLIMEK, CHRIS",,,"SUB OUT by KLIMEK, CHRIS",2
11:03,,,,,"FOUL  by STAFFEIL, BRANDON",,,"FOUL  by STAFFEIL, BRANDON",2
11:03,,,,,"SUB IN by GARVIN, TOM",,,"SUB IN by GARVIN, TOM",2
11:03,,,,,"SUB OUT by STAFFEIL, BRANDON",,,"SUB OUT by STAFFEIL, BRANDON",2
10:58,"MISS 3PTR by WAGNER,MATT",,,,,,,"MISS 3PTR by WAGNER,MATT",2
--,,,,,"REBOUND DEF by FATOKI, DAVID",,,"REBOUND DEF by FATOKI, DAVID",2
10:46,,,,,"MISS 3PTR by ABOONA, ALAN",,,"MISS 3PTR by ABOONA, ALAN",2
--,,,,,"REBOUND OFF by GARVIN, TOM",,,"REBOUND OFF by GARVIN, TOM",2
10:42,,,,,"MISS LAYUP by GARVIN, TOM",,,"MISS LAYUP by GARVIN, TOM",2
--,,,,,"REBOUND OFF by FATOKI, DAVID",,,"REBOUND OFF by FATOKI, DAVID",2
10:31,,,,,"MISS 3PTR by ABOONA, ALAN",,,"MISS 3PTR by ABOONA, ALAN",2
--,,,,,"REBOUND OFF by ABOONA, ALAN",,,"REBOUND OFF by ABOONA, ALAN",2
10:26,,,,,"MISS LAYUP by ABOONA, ALAN",,,"MISS LAYUP by ABOONA, ALAN",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
10:14,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by WAGNER,MATT",,,,,,,"REBOUND OFF by WAGNER,MATT",2
10:08,"TURNOVER  by WAGNER,MATT",,,,,,,"TURNOVER  by WAGNER,MATT",2
10:07,,,,,"STEAL  by ABOONA, ALAN",,,"STEAL  by ABOONA, ALAN",2
10:05,,,,,"MISS LAYUP by FATOKI, DAVID",,,"MISS LAYUP by FATOKI, DAVID",2
--,,,,,"REBOUND OFF by GARVIN, TOM",,,"REBOUND OFF by GARVIN, TOM",2
09:58,,,,,"MISS JUMPER by PATT, WILL",,,"MISS JUMPER by PATT, WILL",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
09:42,"MISS LAYUP by MCGRAIL,PATRICK",,,,,,,"MISS LAYUP by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by ABOONA, ALAN",,,"REBOUND DEF by ABOONA, ALAN",2
09:22,,,,,"MISS LAYUP by GARVIN, TOM",,,"MISS LAYUP by GARVIN, TOM",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
09:04,"TURNOVER  by GALLAGHER,MICHAEL",,,,,,,"TURNOVER  by GALLAGHER,MICHAEL",2
09:03,,,,,"STEAL  by PATT, WILL",,,"STEAL  by PATT, WILL",2
09:01,,43,,77 (+34),"GOOD LAYUP by FATOKI, DAVID(fastbreak)(in the paint)",WASHUM 43-77 (-34),,"GOOD LAYUP by FATOKI, DAVID(fastbreak)(in the paint)",2
08:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:51,,,,,"SUB IN by SILVERMAN-LLOYD, L",,,"SUB IN by SILVERMAN-LLOYD, L",2
08:51,,,,,"SUB IN by COONEY, TIM",,,"SUB IN by COONEY, TIM",2
08:51,,,,,"SUB OUT by PALUCKI, MATT",,,"SUB OUT by PALUCKI, MATT",2
08:51,,,,,"SUB OUT by ABOONA, ALAN",,,"SUB OUT by ABOONA, ALAN",2
08:42,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",2
08:41,,,,,"STEAL  by FATOKI, DAVID",,,"STEAL  by FATOKI, DAVID",2
08:37,,,,,"MISS LAYUP by COONEY, TIM",,,"MISS LAYUP by COONEY, TIM",2
08:37,"BLOCK  by LIVSEY,GEOFF",,,,,,,"BLOCK  by LIVSEY,GEOFF",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:36,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
08:36,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
08:36,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
08:36,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
08:36,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
08:36,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:36,,,,,"SUB IN by RAPP,JORDAN",,,"SUB IN by RAPP,JORDAN",2
08:36,,,,,"SUB OUT by COONEY, TIM",,,"SUB OUT by COONEY, TIM",2
08:29,,,,,"MISS 3PTR by FATOKI, DAVID",,,"MISS 3PTR by FATOKI, DAVID",2
--,,,,,"REBOUND OFF by SILVERMAN-LLOYD, L",,,"REBOUND OFF by SILVERMAN-LLOYD, L",2
08:25,,43,,79 (+36),"GOOD LAYUP by SILVERMAN-LLOYD, L(in the paint)",WASHUM 43-79 (-36),,"GOOD LAYUP by SILVERMAN-LLOYD, L(in the paint)",2
08:12,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",45,,79 (+34),,RHODESMB 45-79 (-34),,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",2
07:48,,,,,"MISS JUMPER by PATT, WILL",,,"MISS JUMPER by PATT, WILL",2
--,"REBOUND DEF by DUNAVANT,JOHNNY",,,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",2
07:23,"MISS JUMPER by DUNAVANT,JOHNNY",,,,,,,"MISS JUMPER by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND DEF by RAPP,JORDAN",,,"REBOUND DEF by RAPP,JORDAN",2
06:58,,,,,"MISS JUMPER by FATOKI, DAVID",,,"MISS JUMPER by FATOKI, DAVID",2
--,,,,,"REBOUND OFF by GARVIN, TOM",,,"REBOUND OFF by GARVIN, TOM",2
06:51,,45,,81 (+36),"GOOD LAYUP by RAPP,JORDAN(in the paint)",WASHUM 45-81 (-36),,"GOOD LAYUP by RAPP,JORDAN(in the paint)",2
--,,,,,"ASSIST  by SILVERMAN-LLOYD, L",,,"ASSIST  by SILVERMAN-LLOYD, L",2
06:40,"GOOD LAYUP by WAGNER,MATT(in the paint)",47,,81 (+34),,RHODESMB 47-81 (-34),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
06:40,,,,,"FOUL  by PATT, WILL",,,"FOUL  by PATT, WILL",2
06:40,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",2
--,,,,,"REBOUND DEF by PATT, WILL",,,"REBOUND DEF by PATT, WILL",2
06:40,,,,,"SUB IN by LACOB, KENT",,,"SUB IN by LACOB, KENT",2
06:40,,,,,"SUB OUT by FATOKI, DAVID",,,"SUB OUT by FATOKI, DAVID",2
06:32,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
06:32,,47,,82 (+35),"GOOD FT by GARVIN, TOM",WASHUM 47-82 (-35),,"GOOD FT by GARVIN, TOM",2
06:32,,47,,83 (+36),"GOOD FT by GARVIN, TOM",WASHUM 47-83 (-36),,"GOOD FT by GARVIN, TOM",2
06:32,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
06:32,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
06:17,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by GARVIN, TOM",,,"REBOUND DEF by GARVIN, TOM",2
06:03,,,,,"MISS LAYUP by RAPP,JORDAN",,,"MISS LAYUP by RAPP,JORDAN",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
05:55,,,,,"FOUL  by SILVERMAN-LLOYD, L",,,"FOUL  by SILVERMAN-LLOYD, L",2
05:55,"GOOD FT by MILLER,DREW",48,,83 (+35),,RHODESMB 48-83 (-35),,"GOOD FT by MILLER,DREW",2
05:55,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,,,,,"REBOUND DEF by PATT, WILL",,,"REBOUND DEF by PATT, WILL",2
05:55,"SUB IN by BLISS,DYLAN",,,,,,,"SUB IN by BLISS,DYLAN",2
05:55,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
05:41,,,,,"TURNOVER  by PATT, WILL",,,"TURNOVER  by PATT, WILL",2
05:34,,,,,"FOUL  by PATT, WILL",,,"FOUL  by PATT, WILL",2
05:34,"GOOD FT by WAGNER,MATT",49,,83 (+34),,RHODESMB 49-83 (-34),,"GOOD FT by WAGNER,MATT",2
05:34,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",2
--,,,,,"REBOUND DEF by RAPP,JORDAN",,,"REBOUND DEF by RAPP,JORDAN",2
05:13,,,,,"MISS 3PTR by BREGMAN, MICHAEL",,,"MISS 3PTR by BREGMAN, MICHAEL",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
05:03,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
05:01,,,,,"STEAL  by BREGMAN, MICHAEL",,,"STEAL  by BREGMAN, MICHAEL",2
04:58,,,,,"MISS LAYUP by GARVIN, TOM",,,"MISS LAYUP by GARVIN, TOM",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
04:48,"GOOD 3PTR by BLISS,DYLAN",52,,83 (+31),,RHODESMB 52-83 (-31),,"GOOD 3PTR by BLISS,DYLAN",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
04:30,,,,,"TURNOVER  by BREGMAN, MICHAEL",,,"TURNOVER  by BREGMAN, MICHAEL",2
04:30,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
04:30,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
04:30,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
04:30,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
04:30,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
04:30,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
04:30,,,,,"SUB IN by STAFFEIL, BRANDON",,,"SUB IN by STAFFEIL, BRANDON",2
04:30,,,,,"SUB OUT by PATT, WILL",,,"SUB OUT by PATT, WILL",2
04:16,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",2
--,,,,,"REBOUND DEF by STAFFEIL, BRANDON",,,"REBOUND DEF by STAFFEIL, BRANDON",2
03:56,,,,,"MISS 3PTR by LACOB, KENT",,,"MISS 3PTR by LACOB, KENT",2
--,,,,,"REBOUND OFF by GARVIN, TOM",,,"REBOUND OFF by GARVIN, TOM",2
03:51,,,,,"MISS LAYUP by GARVIN, TOM",,,"MISS LAYUP by GARVIN, TOM",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
03:24,"MISS 3PTR by BLISS,DYLAN",,,,,,,"MISS 3PTR by BLISS,DYLAN",2
--,,,,,"REBOUND DEF by LACOB, KENT",,,"REBOUND DEF by LACOB, KENT",2
03:09,,,,,"MISS JUMPER by RAPP,JORDAN",,,"MISS JUMPER by RAPP,JORDAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:05,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
03:05,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
02:53,"MISS LAYUP by BLISS,DYLAN",,,,,,,"MISS LAYUP by BLISS,DYLAN",2
--,,,,,"REBOUND DEF by BREGMAN, MICHAEL",,,"REBOUND DEF by BREGMAN, MICHAEL",2
02:47,,52,,85 (+33),"GOOD LAYUP by RAPP,JORDAN(fastbreak)(in the paint)",WASHUM 52-85 (-33),,"GOOD LAYUP by RAPP,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BREGMAN, MICHAEL",,,"ASSIST  by BREGMAN, MICHAEL",2
02:30,"GOOD 3PTR by GALLAGHER,MICHAEL",55,,85 (+30),,RHODESMB 55-85 (-30),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
02:07,,55,,87 (+32),"GOOD LAYUP by GARVIN, TOM(in the paint)",WASHUM 55-87 (-32),,"GOOD LAYUP by GARVIN, TOM(in the paint)",2
--,,,,,"ASSIST  by STAFFEIL, BRANDON",,,"ASSIST  by STAFFEIL, BRANDON",2
02:06,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
02:06,,55,,88 (+33),"GOOD FT by GARVIN, TOM",WASHUM 55-88 (-33),,"GOOD FT by GARVIN, TOM",2
02:06,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
02:06,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
02:06,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:06,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
02:06,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
02:06,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
02:06,,,,,"SUB IN by MALONE, CHANDLER",,,"SUB IN by MALONE, CHANDLER",2
02:06,,,,,"SUB OUT by LACOB, KENT",,,"SUB OUT by LACOB, KENT",2
01:48,"GOOD LAYUP by BLISS,DYLAN(in the paint)",57,,88 (+31),,RHODESMB 57-88 (-31),,"GOOD LAYUP by BLISS,DYLAN(in the paint)",2
01:28,,,,,"MISS 3PTR by MALONE, CHANDLER",,,"MISS 3PTR by MALONE, CHANDLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:23,,,,,"SUB IN by BREGMAN, MICHAEL",,,"SUB IN by BREGMAN, MICHAEL",2
01:23,,,,,"SUB OUT by SILVERMAN-LLOYD, L",,,"SUB OUT by SILVERMAN-LLOYD, L",2
01:07,"GOOD 3PTR by BLISS,DYLAN",60,,88 (+28),,RHODESMB 60-88 (-28),,"GOOD 3PTR by BLISS,DYLAN",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
00:43,,,,,"MISS LAYUP by STAFFEIL, BRANDON",,,"MISS LAYUP by STAFFEIL, BRANDON",2
--,,,,,"REBOUND OFF by RAPP,JORDAN",,,"REBOUND OFF by RAPP,JORDAN",2
00:37,,60,,90 (+30),"GOOD LAYUP by RAPP,JORDAN(in the paint)",WASHUM 60-90 (-30),,"GOOD LAYUP by RAPP,JORDAN(in the paint)",2
00:28,"MISS LAYUP by LOWRIE,ANDREW",,,,,,,"MISS LAYUP by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by STAFFEIL, BRANDON",,,"REBOUND DEF by STAFFEIL, BRANDON",2
