Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
18:52,"TURNOVER  by TAULTON,JORDAN",,,,,,,"TURNOVER  by TAULTON,JORDAN",2
18:50,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
18:43,,,,,"MISS 3PTR by HOECK,RYAN VAN",,,"MISS 3PTR by HOECK,RYAN VAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:31,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
18:26,"GOOD LAYUP by VANCE,LUKE(in the paint)",36,,47 (+11),,HENDRIX 36-47 (+11),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
18:08,,36,,49 (+13),"GOOD JUMPER by MILLER,DREW(in the paint)",RHODES 36-49 (+13),,"GOOD JUMPER by MILLER,DREW(in the paint)",2
17:48,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
17:48,"GOOD FT by PRIMM,COLTON",37,,49 (+12),,HENDRIX 37-49 (+12),,"GOOD FT by PRIMM,COLTON",2
17:48,"GOOD FT by PRIMM,COLTON",38,,49 (+11),,HENDRIX 38-49 (+11),,"GOOD FT by PRIMM,COLTON",2
17:48,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
17:48,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
17:27,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
17:27,,38,,50 (+12),"GOOD FT by MILLER,DREW",RHODES 38-50 (+12),,"GOOD FT by MILLER,DREW",2
17:27,,38,,51 (+13),"GOOD FT by MILLER,DREW",RHODES 38-51 (+13),,"GOOD FT by MILLER,DREW",2
17:17,"GOOD LAYUP by VANCE,LUKE(in the paint)",40,,51 (+11),,HENDRIX 40-51 (+11),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
16:57,,,,,"MISS JUMPER by WAGNER,MATT",,,"MISS JUMPER by WAGNER,MATT",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
16:50,"MISS LAYUP by PRIMM,COLTON",,,,,,,"MISS LAYUP by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
16:33,,40,,53 (+13),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 40-53 (+13),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
16:21,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
16:21,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
16:02,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
15:50,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
15:49,,,,,"STEAL  by WAGNER,MATT",,,"STEAL  by WAGNER,MATT",2
15:39,,40,,55 (+15),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 40-55 (+15),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:33,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
15:33,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",2
15:08,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
14:47,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
14:47,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
14:47,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
14:47,,,,,"SUB IN by HECHINGER,GRANT",,,"SUB IN by HECHINGER,GRANT",2
14:43,"TURNOVER  by ROLAND,WILL",,,,,,,"TURNOVER  by ROLAND,WILL",2
14:21,,40,,57 (+17),"GOOD JUMPER by DUNAVANT,JOHNNY",RHODES 40-57 (+17),,"GOOD JUMPER by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
14:05,"MISS LAYUP by CONARD,ALEC",,,,,,,"MISS LAYUP by CONARD,ALEC",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
14:05,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
13:53,,40,,59 (+19),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 40-59 (+19),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
13:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:47,"SUB IN by GUMM,GABE",,,,,,,"SUB IN by GUMM,GABE",2
13:47,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
13:47,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
13:47,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
13:47,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:47,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
13:36,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
13:36,"GOOD 3PTR by ROLAND,WILL",43,,59 (+16),,HENDRIX 43-59 (+16),,"GOOD 3PTR by ROLAND,WILL",2
--,"ASSIST  by GUMM,GABE",,,,,,,"ASSIST  by GUMM,GABE",2
13:15,,43,,62 (+19),"GOOD 3PTR by COLLINS,LUKE",RHODES 43-62 (+19),,"GOOD 3PTR by COLLINS,LUKE",2
13:00,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by ROLAND,WILL",,,,,,,"REBOUND OFF by ROLAND,WILL",2
12:56,"GOOD JUMPER by ROLAND,WILL",45,,62 (+17),,HENDRIX 45-62 (+17),,"GOOD JUMPER by ROLAND,WILL",2
12:35,,,,,"MISS LAYUP by SLEDGE,TATE",,,"MISS LAYUP by SLEDGE,TATE",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
12:17,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",2
12:04,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
11:41,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
11:40,"STEAL  by ROLAND,WILL",,,,,,,"STEAL  by ROLAND,WILL",2
11:18,"GOOD JUMPER by PRIMM,COLTON(in the paint)",47,,62 (+15),,HENDRIX 47-62 (+15),,"GOOD JUMPER by PRIMM,COLTON(in the paint)",2
10:59,,,,,"MISS LAYUP by DUNAVANT,JOHNNY",,,"MISS LAYUP by DUNAVANT,JOHNNY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:50,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
10:50,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
10:50,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
10:42,"MISS 3PTR by ROLAND,WILL",,,,,,,"MISS 3PTR by ROLAND,WILL",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
10:31,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
10:18,"GOOD LAYUP by CONARD,ALEC(in the paint)",49,,62 (+13),,HENDRIX 49-62 (+13),,"GOOD LAYUP by CONARD,ALEC(in the paint)",2
10:18,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
10:18,"MISS FT by CONARD,ALEC",,,,,,,"MISS FT by CONARD,ALEC",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
10:06,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
10:06,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
10:06,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
10:06,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
10:06,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
10:06,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
10:06,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
09:57,,,,,"MISS LAYUP by MCGRAIL,PATRICK",,,"MISS LAYUP by MCGRAIL,PATRICK",2
--,"REBOUND DEF by CONARD,ALEC",,,,,,,"REBOUND DEF by CONARD,ALEC",2
09:47,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",2
09:33,"GOOD LAYUP by CONARD,ALEC(in the paint)",51,,62 (+11),,HENDRIX 51-62 (+11),,"GOOD LAYUP by CONARD,ALEC(in the paint)",2
--,"ASSIST  by ROLAND,WILL",,,,,,,"ASSIST  by ROLAND,WILL",2
09:20,"FOUL  by GUMM,GABE",,,,,,,"FOUL  by GUMM,GABE",2
09:05,,51,,64 (+13),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODES 51-64 (+13),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
09:02,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
09:02,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
08:49,"MISS JUMPER by GUMM,GABE",,,,,,,"MISS JUMPER by GUMM,GABE",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
08:49,"FOUL  by ROLAND,WILL",,,,,,,"FOUL  by ROLAND,WILL",2
08:49,"SUB IN by TAULTON,JORDAN",,,,,,,"SUB IN by TAULTON,JORDAN",2
08:49,"SUB OUT by GUMM,GABE",,,,,,,"SUB OUT by GUMM,GABE",2
08:40,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
08:40,,51,,65 (+14),"GOOD FT by MILLER,DREW",RHODES 51-65 (+14),,"GOOD FT by MILLER,DREW",2
08:40,"SUB IN by VANCE,LUKE",,,,,,,"SUB IN by VANCE,LUKE",2
08:40,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
08:40,"SUB OUT by ROLAND,WILL",,,,,,,"SUB OUT by ROLAND,WILL",2
08:40,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
08:40,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
08:40,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
08:40,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
08:38,,51,,66 (+15),"GOOD FT by MILLER,DREW",RHODES 51-66 (+15),,"GOOD FT by MILLER,DREW",2
08:19,"TURNOVER  by VANCE,LUKE",,,,,,,"TURNOVER  by VANCE,LUKE",2
08:17,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",2
08:06,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
07:52,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",2
07:52,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
07:30,,51,,69 (+18),"GOOD 3PTR by LIVSEY,GEOFF",RHODES 51-69 (+18),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
07:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:02,"GOOD JUMPER by PRIMM,COLTON(in the paint)",53,,69 (+16),,HENDRIX 53-69 (+16),,"GOOD JUMPER by PRIMM,COLTON(in the paint)",2
06:48,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
06:40,,53,,71 (+18),"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",RHODES 53-71 (+18),,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",2
06:24,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
06:01,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
06:01,"BLOCK  by PRIMM,COLTON",,,,,,,"BLOCK  by PRIMM,COLTON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:01,"SUB IN by ROLAND,WILL",,,,,,,"SUB IN by ROLAND,WILL",2
06:01,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
06:01,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
05:51,"FOUL  by ROLAND,WILL",,,,,,,"FOUL  by ROLAND,WILL",2
05:51,,53,,72 (+19),"GOOD FT by MILLER,DREW",RHODES 53-72 (+19),,"GOOD FT by MILLER,DREW",2
05:51,,53,,73 (+20),"GOOD FT by MILLER,DREW",RHODES 53-73 (+20),,"GOOD FT by MILLER,DREW",2
05:51,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
05:51,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
05:37,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
05:30,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
05:28,"STEAL  by ROLAND,WILL",,,,,,,"STEAL  by ROLAND,WILL",2
05:23,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
05:03,"FOUL  by CONARD,ALEC",,,,,,,"FOUL  by CONARD,ALEC",2
05:03,,53,,74 (+21),"GOOD FT by WAGNER,MATT",RHODES 53-74 (+21),,"GOOD FT by WAGNER,MATT",2
05:03,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",2
--,"REBOUND DEF by ROLAND,WILL",,,,,,,"REBOUND DEF by ROLAND,WILL",2
04:40,"TURNOVER  by ROLAND,WILL",,,,,,,"TURNOVER  by ROLAND,WILL",2
04:40,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
04:30,,53,,77 (+24),"GOOD 3PTR by MILLER,DREW",RHODES 53-77 (+24),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
04:14,"GOOD LAYUP by VANCE,LUKE(in the paint)",55,,77 (+22),,HENDRIX 55-77 (+22),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
04:14,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
04:14,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
03:55,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
03:42,"TURNOVER  by CONARD,ALEC",,,,,,,"TURNOVER  by CONARD,ALEC",2
03:40,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
03:39,,55,,79 (+24),"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",RHODES 55-79 (+24),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",2
03:21,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
03:07,,55,,81 (+26),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 55-81 (+26),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
03:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:04,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
03:04,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
03:04,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
03:04,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
03:04,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
03:04,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
03:04,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:04,,,,,"SUB IN by MUHAMMAD,AQUIL",,,"SUB IN by MUHAMMAD,AQUIL",2
03:04,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
03:04,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:04,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
03:04,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
03:04,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
03:04,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
03:04,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
02:55,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",2
02:54,,,,,"STEAL  by MUHAMMAD,AQUIL",,,"STEAL  by MUHAMMAD,AQUIL",2
02:37,,55,,83 (+28),"GOOD JUMPER by MUHAMMAD,AQUIL(in the paint)",RHODES 55-83 (+28),,"GOOD JUMPER by MUHAMMAD,AQUIL(in the paint)",2
02:22,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",,,"REBOUND DEF by MUHAMMAD,AQUIL",2
02:19,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
02:19,,,,,"MISS FT by MUHAMMAD,AQUIL",,,"MISS FT by MUHAMMAD,AQUIL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:19,,55,,84 (+29),"GOOD FT by MUHAMMAD,AQUIL",RHODES 55-84 (+29),,"GOOD FT by MUHAMMAD,AQUIL",2
02:19,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
02:19,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
01:54,"GOOD JUMPER by STEELE,AARON(in the paint)",57,,84 (+27),,HENDRIX 57-84 (+27),,"GOOD JUMPER by STEELE,AARON(in the paint)",2
01:26,,,,,"MISS JUMPER by BLISS,DYLAN",,,"MISS JUMPER by BLISS,DYLAN",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
01:11,"GOOD 3PTR by GARRETT,TRAVIS",60,,84 (+24),,HENDRIX 60-84 (+24),,"GOOD 3PTR by GARRETT,TRAVIS",2
01:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:06,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
01:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
00:55,"FOUL  by BAKER,BRUCE",,,,,,,"FOUL  by BAKER,BRUCE",2
00:57,,60,,85 (+25),"GOOD FT by LOWRIE,ANDREW",RHODES 60-85 (+25),,"GOOD FT by LOWRIE,ANDREW",2
00:57,,60,,86 (+26),"GOOD FT by LOWRIE,ANDREW",RHODES 60-86 (+26),,"GOOD FT by LOWRIE,ANDREW",2
00:45,"TURNOVER  by ROLAND,WILL",,,,,,,"TURNOVER  by ROLAND,WILL",2
00:44,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
00:38,,,,,"MISS JUMPER by LOWRIE,ANDREW",,,"MISS JUMPER by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by LOWRIE,ANDREW",,,"REBOUND OFF by LOWRIE,ANDREW",2
00:31,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
00:27,"GOOD LAYUP by BAKER,BRUCE(fastbreak)(in the paint)",62,,86 (+24),,HENDRIX 62-86 (+24),,"GOOD LAYUP by BAKER,BRUCE(fastbreak)(in the paint)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
00:27,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
00:27,"MISS FT by BAKER,BRUCE",,,,,,,"MISS FT by BAKER,BRUCE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:06,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
00:05,,,,,"STEAL  by MUHAMMAD,AQUIL",,,"STEAL  by MUHAMMAD,AQUIL",2
