Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",2
17:31,"GOOD LAYUP by GREDIC,KEAHMERE(fastbreak)(in the paint)",36 (+1),,35,,RUST 36-35 (-1),,"GOOD LAYUP by GREDIC,KEAHMERE(fastbreak)(in the paint)",2
17:19,,36,,37 (+1),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 36-37 (+1),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
17:03,"MISS 3PTR by BOWENS,JONATHAN",,,,,,,"MISS 3PTR by BOWENS,JONATHAN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
16:55,,36,,39 (+3),"GOOD LAYUP by COLLINS,LUKE(in the paint)",RHODESMB 36-39 (+3),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
16:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:37,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
16:37,"GOOD FT by ANDERSON,PAUL",37,,39 (+2),,RUST 37-39 (+2),,"GOOD FT by ANDERSON,PAUL",2
16:37,"GOOD FT by ANDERSON,PAUL",38,,39 (+1),,RUST 38-39 (+1),,"GOOD FT by ANDERSON,PAUL",2
16:19,,38,,41 (+3),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 38-41 (+3),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
16:19,"FOUL  by BOWENS,JONATHAN",,,,,,,"FOUL  by BOWENS,JONATHAN",2
16:19,,38,,42 (+4),"GOOD FT by HOECK,RYAN VAN",RHODESMB 38-42 (+4),,"GOOD FT by HOECK,RYAN VAN",2
15:57,"MISS LAYUP by BOWENS,JONATHAN",,,,,,,"MISS LAYUP by BOWENS,JONATHAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
15:49,,38,,44 (+6),"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",RHODESMB 38-44 (+6),,"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
15:31,"TURNOVER  by BIRKS,ANDREW",,,,,,,"TURNOVER  by BIRKS,ANDREW",2
15:30,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
15:27,,38,,46 (+8),"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",RHODESMB 38-46 (+8),,"GOOD LAYUP by LIVSEY,GEOFF(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
15:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:26,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
15:26,"SUB IN by THOMPSON,SHUN",,,,,,,"SUB IN by THOMPSON,SHUN",2
15:26,"SUB OUT by BIRKS,ANDREW",,,,,,,"SUB OUT by BIRKS,ANDREW",2
15:26,"SUB OUT by BOWENS,JONATHAN",,,,,,,"SUB OUT by BOWENS,JONATHAN",2
15:26,,,,,"SUB IN by CASTNER,HENRY",,,"SUB IN by CASTNER,HENRY",2
15:26,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:26,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
15:26,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
15:26,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
15:14,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
15:14,"MISS FT by THOMPSON,SHUN",,,,,,,"MISS FT by THOMPSON,SHUN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:14,"GOOD FT by THOMPSON,SHUN",39,,46 (+7),,RUST 39-46 (+7),,"GOOD FT by THOMPSON,SHUN",2
15:14,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
15:14,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
15:14,,,,,"SUB OUT by CASTNER,HENRY",,,"SUB OUT by CASTNER,HENRY",2
15:14,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
15:14,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
15:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:47,,,,,"MISS JUMPER by DUNAVANT,JOHNNY",,,"MISS JUMPER by DUNAVANT,JOHNNY",2
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",2
14:35,"TURNOVER  by GREDIC,KEAHMERE",,,,,,,"TURNOVER  by GREDIC,KEAHMERE",2
14:35,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
14:35,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:21,,39,,48 (+9),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODESMB 39-48 (+9),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
