Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,RHODESMB,Game Score,Team Indicator,Play,Period
14:06,"GOOD 3PTR by ANDERSON,PAUL",42,,48 (+6),,RUST 42-48 (+6),,"GOOD 3PTR by ANDERSON,PAUL",2
--,"ASSIST  by THOMPSON,SHUN",,,,,,,"ASSIST  by THOMPSON,SHUN",2
13:48,,42,,51 (+9),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 42-51 (+9),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
13:29,"GOOD LAYUP by GREDIC,KEAHMERE(in the paint)",44,,51 (+7),,RUST 44-51 (+7),,"GOOD LAYUP by GREDIC,KEAHMERE(in the paint)",2
13:05,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by GREDIC,KEAHMERE",,,,,,,"REBOUND DEF by GREDIC,KEAHMERE",2
13:00,"MISS LAYUP by STUCKEY,CURTIS",,,,,,,"MISS LAYUP by STUCKEY,CURTIS",2
--,"REBOUND OFF by THOMPSON,SHUN",,,,,,,"REBOUND OFF by THOMPSON,SHUN",2
12:59,"GOOD TIPIN by THOMPSON,SHUN(fastbreak)(in the paint)",46,,51 (+5),,RUST 46-51 (+5),,"GOOD TIPIN by THOMPSON,SHUN(fastbreak)(in the paint)",2
12:59,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
12:59,"MISS FT by THOMPSON,SHUN",,,,,,,"MISS FT by THOMPSON,SHUN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
12:59,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
12:59,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
12:37,,,,,"MISS JUMPER by WAGNER,MATT",,,"MISS JUMPER by WAGNER,MATT",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
12:24,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:24,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
12:24,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:24,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
12:02,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
11:49,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
11:49,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
11:49,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
11:40,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
11:40,,46,,52 (+6),"GOOD FT by SLEDGE,TATE",RHODESMB 46-52 (+6),,"GOOD FT by SLEDGE,TATE",2
11:40,,46,,53 (+7),"GOOD FT by SLEDGE,TATE",RHODESMB 46-53 (+7),,"GOOD FT by SLEDGE,TATE",2
11:24,"MISS LAYUP by SEALS,JORDAN",,,,,,,"MISS LAYUP by SEALS,JORDAN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
11:21,"FOUL  by SEALS,JORDAN",,,,,,,"FOUL  by SEALS,JORDAN",2
11:02,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",2
11:01,"STEAL  by STUCKEY,CURTIS",,,,,,,"STEAL  by STUCKEY,CURTIS",2
10:57,"GOOD LAYUP by STUCKEY,CURTIS(fastbreak)(in the paint)",48,,53 (+5),,RUST 48-53 (+5),,"GOOD LAYUP by STUCKEY,CURTIS(fastbreak)(in the paint)",2
10:37,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
10:36,"STEAL  by GREDIC,KEAHMERE",,,,,,,"STEAL  by GREDIC,KEAHMERE",2
10:30,"GOOD LAYUP by GREDIC,KEAHMERE(fastbreak)(in the paint)",50,,53 (+3),,RUST 50-53 (+3),,"GOOD LAYUP by GREDIC,KEAHMERE(fastbreak)(in the paint)",2
10:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:04,,50,,56 (+6),"GOOD 3PTR by MCGRAIL,PATRICK",RHODESMB 50-56 (+6),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
09:23,"GOOD 3PTR by ANDERSON,PAUL",53,,56 (+3),,RUST 53-56 (+3),,"GOOD 3PTR by ANDERSON,PAUL",2
--,"ASSIST  by SEALS,JORDAN",,,,,,,"ASSIST  by SEALS,JORDAN",2
09:00,,,,,"MISS 3PTR by DUNAVANT,JOHNNY",,,"MISS 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
08:59,"FOUL  by SEALS,JORDAN",,,,,,,"FOUL  by SEALS,JORDAN",2
08:59,,53,,57 (+4),"GOOD FT by SLEDGE,TATE",RHODESMB 53-57 (+4),,"GOOD FT by SLEDGE,TATE",2
08:59,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
08:59,"SUB IN by CLARK,JUSTICZE",,,,,,,"SUB IN by CLARK,JUSTICZE",2
08:59,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
08:59,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
08:59,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:59,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
08:59,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
08:51,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
08:47,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",2
08:46,"STEAL  by STUCKEY,CURTIS",,,,,,,"STEAL  by STUCKEY,CURTIS",2
08:40,"GOOD 3PTR by ANDERSON,PAUL",56,,57 (+1),,RUST 56-57 (+1),,"GOOD 3PTR by ANDERSON,PAUL",2
--,"ASSIST  by ANDERSON,PAUL",,,,,,,"ASSIST  by ANDERSON,PAUL",2
08:18,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by CLARK,JUSTICZE",,,,,,,"REBOUND DEF by CLARK,JUSTICZE",2
08:08,"MISS 3PTR by THOMPSON,SHUN",,,,,,,"MISS 3PTR by THOMPSON,SHUN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
07:37,,56,,59 (+3),"GOOD JUMPER by MCGRAIL,PATRICK(in the paint)",RHODESMB 56-59 (+3),,"GOOD JUMPER by MCGRAIL,PATRICK(in the paint)",2
07:18,"GOOD LAYUP by CLARK,JUSTICZE(in the paint)",58,,59 (+1),,RUST 58-59 (+1),,"GOOD LAYUP by CLARK,JUSTICZE(in the paint)",2
07:03,,58,,61 (+3),"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODESMB 58-61 (+3),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
06:45,"MISS JUMPER by THOMPSON,SHUN",,,,,,,"MISS JUMPER by THOMPSON,SHUN",2
--,"REBOUND OFF by STUCKEY,CURTIS",,,,,,,"REBOUND OFF by STUCKEY,CURTIS",2
06:41,"MISS LAYUP by STUCKEY,CURTIS",,,,,,,"MISS LAYUP by STUCKEY,CURTIS",2
--,"REBOUND OFF by STUCKEY,CURTIS",,,,,,,"REBOUND OFF by STUCKEY,CURTIS",2
06:37,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",60,,61 (+1),,RUST 60-61 (+1),,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",2
06:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:32,"SUB IN by BOWENS,JONATHAN",,,,,,,"SUB IN by BOWENS,JONATHAN",2
06:32,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
06:32,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
06:32,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
06:32,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
06:32,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
06:18,,60,,64 (+4),"GOOD 3PTR by GALLAGHER,MICHAEL",RHODESMB 60-64 (+4),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
05:57,"GOOD JUMPER by ANDERSON,PAUL",62,,64 (+2),,RUST 62-64 (+2),,"GOOD JUMPER by ANDERSON,PAUL",2
05:45,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
05:45,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",2
--,"REBOUND DEF by CLARK,JUSTICZE",,,,,,,"REBOUND DEF by CLARK,JUSTICZE",2
05:35,"GOOD JUMPER by GREDIC,KEAHMERE",64,,64,,RUST 64-64 (0),,"GOOD JUMPER by GREDIC,KEAHMERE",2
05:23,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
05:16,"FOUL  by BOWENS,JONATHAN",,,,,,,"FOUL  by BOWENS,JONATHAN",2
05:16,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:16,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",2
--,"REBOUND DEF by CLARK,JUSTICZE",,,,,,,"REBOUND DEF by CLARK,JUSTICZE",2
05:08,"TURNOVER  by THOMPSON,SHUN",,,,,,,"TURNOVER  by THOMPSON,SHUN",2
05:08,"FOUL  by THOMPSON,SHUN",,,,,,,"FOUL  by THOMPSON,SHUN",2
05:08,,,,,"SUB IN by DUNAVANT,JOHNNY",,,"SUB IN by DUNAVANT,JOHNNY",2
05:08,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:08,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
05:08,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:45,,64,,66 (+2),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODESMB 64-66 (+2),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by DUNAVANT,JOHNNY",,,"ASSIST  by DUNAVANT,JOHNNY",2
04:34,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
04:34,"MISS FT by THOMPSON,SHUN",,,,,,,"MISS FT by THOMPSON,SHUN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:34,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
04:34,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
04:13,,64,,68 (+4),"GOOD JUMPER by LIVSEY,GEOFF",RHODESMB 64-68 (+4),,"GOOD JUMPER by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
03:56,"MISS JUMPER by GREDIC,KEAHMERE",,,,,,,"MISS JUMPER by GREDIC,KEAHMERE",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
03:31,,64,,71 (+7),"GOOD 3PTR by DUNAVANT,JOHNNY",RHODESMB 64-71 (+7),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
03:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:22,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
03:22,"SUB OUT by CLARK,JUSTICZE",,,,,,,"SUB OUT by CLARK,JUSTICZE",2
02:55,"MISS 3PTR by GREDIC,KEAHMERE",,,,,,,"MISS 3PTR by GREDIC,KEAHMERE",2
--,"REBOUND OFF by BOWENS,JONATHAN",,,,,,,"REBOUND OFF by BOWENS,JONATHAN",2
02:52,"GOOD LAYUP by BOWENS,JONATHAN(in the paint)",66,,71 (+5),,RUST 66-71 (+5),,"GOOD LAYUP by BOWENS,JONATHAN(in the paint)",2
02:52,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
02:52,"MISS FT by BOWENS,JONATHAN",,,,,,,"MISS FT by BOWENS,JONATHAN",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",,,"REBOUND DEF by DUNAVANT,JOHNNY",2
02:20,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND DEF by BOWENS,JONATHAN",,,,,,,"REBOUND DEF by BOWENS,JONATHAN",2
02:18,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
02:18,"MISS FT by BOWENS,JONATHAN",,,,,,,"MISS FT by BOWENS,JONATHAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
02:06,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
02:06,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
02:06,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",2
02:06,"SUB OUT by BOWENS,JONATHAN",,,,,,,"SUB OUT by BOWENS,JONATHAN",2
02:06,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
02:06,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
02:06,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
02:06,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
01:59,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
01:59,"TURNOVER  by STUCKEY,CURTIS",,,,,,,"TURNOVER  by STUCKEY,CURTIS",2
01:27,,66,,74 (+8),"GOOD 3PTR by MILLER,DREW",RHODESMB 66-74 (+8),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
01:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:25,"SUB IN by BIRKS,ANDREW",,,,,,,"SUB IN by BIRKS,ANDREW",2
01:25,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
01:25,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
01:25,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:14,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
01:14,"MISS FT by BIRKS,ANDREW",,,,,,,"MISS FT by BIRKS,ANDREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:14,"GOOD FT by BIRKS,ANDREW",67,,74 (+7),,RUST 67-74 (+7),,"GOOD FT by BIRKS,ANDREW",2
01:14,"SUB IN by ANDERSON,PAUL",,,,,,,"SUB IN by ANDERSON,PAUL",2
01:14,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
01:14,"SUB OUT by BIRKS,ANDREW",,,,,,,"SUB OUT by BIRKS,ANDREW",2
01:14,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
00:55,"FOUL  by THOMPSON,SHUN",,,,,,,"FOUL  by THOMPSON,SHUN",2
00:55,,67,,75 (+8),"GOOD FT by COLLINS,LUKE",RHODESMB 67-75 (+8),,"GOOD FT by COLLINS,LUKE",2
00:55,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",2
00:55,"SUB IN by BIRKS,ANDREW",,,,,,,"SUB IN by BIRKS,ANDREW",2
00:55,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
00:55,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
00:55,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
00:49,"TURNOVER  by GREDIC,KEAHMERE",,,,,,,"TURNOVER  by GREDIC,KEAHMERE",2
00:49,"FOUL  by GREDIC,KEAHMERE",,,,,,,"FOUL  by GREDIC,KEAHMERE",2
00:49,"SUB IN by ANDERSON,PAUL",,,,,,,"SUB IN by ANDERSON,PAUL",2
00:49,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
00:49,"SUB OUT by BIRKS,ANDREW",,,,,,,"SUB OUT by BIRKS,ANDREW",2
00:49,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
00:39,"FOUL  by GREDIC,KEAHMERE",,,,,,,"FOUL  by GREDIC,KEAHMERE",2
00:39,,,,,"MISS FT by MCGRAIL,PATRICK",,,"MISS FT by MCGRAIL,PATRICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:39,,67,,76 (+9),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 67-76 (+9),,"GOOD FT by MCGRAIL,PATRICK",2
00:39,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
00:39,"SUB IN by BIRKS,ANDREW",,,,,,,"SUB IN by BIRKS,ANDREW",2
00:39,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
00:39,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
00:37,"GOOD 3PTR by BIRKS,ANDREW",70,,76 (+6),,RUST 70-76 (+6),,"GOOD 3PTR by BIRKS,ANDREW",2
--,"ASSIST  by GREDIC,KEAHMERE",,,,,,,"ASSIST  by GREDIC,KEAHMERE",2
00:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:25,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
00:25,,70,,77 (+7),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 70-77 (+7),,"GOOD FT by MCGRAIL,PATRICK",2
00:25,,70,,78 (+8),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 70-78 (+8),,"GOOD FT by MCGRAIL,PATRICK",2
00:25,"SUB IN by ANDERSON,PAUL",,,,,,,"SUB IN by ANDERSON,PAUL",2
00:25,"SUB IN by SEALS,JORDAN",,,,,,,"SUB IN by SEALS,JORDAN",2
00:25,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
00:25,"SUB OUT by BIRKS,ANDREW",,,,,,,"SUB OUT by BIRKS,ANDREW",2
00:17,"TURNOVER  by BIRKS,ANDREW",,,,,,,"TURNOVER  by BIRKS,ANDREW",2
00:17,,,,,"STEAL  by COLLINS,LUKE",,,"STEAL  by COLLINS,LUKE",2
00:16,"FOUL  by BIRKS,ANDREW",,,,,,,"FOUL  by BIRKS,ANDREW",2
00:16,,70,,79 (+9),"GOOD FT by COLLINS,LUKE",RHODESMB 70-79 (+9),,"GOOD FT by COLLINS,LUKE",2
00:16,,70,,80 (+10),"GOOD FT by MCGRAIL,PATRICK",RHODESMB 70-80 (+10),,"GOOD FT by MCGRAIL,PATRICK",2
00:16,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
00:16,"SUB IN by BIRKS,ANDREW",,,,,,,"SUB IN by BIRKS,ANDREW",2
00:16,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
00:16,"SUB OUT by THOMPSON,SHUN",,,,,,,"SUB OUT by THOMPSON,SHUN",2
00:16,"SUB OUT by SEALS,JORDAN",,,,,,,"SUB OUT by SEALS,JORDAN",2
00:07,"MISS 3PTR by ANDERSON,PAUL",,,,,,,"MISS 3PTR by ANDERSON,PAUL",2
--,"REBOUND OFF by ANDERSON,PAUL",,,,,,,"REBOUND OFF by ANDERSON,PAUL",2
00:04,"MISS 3PTR by STUCKEY,CURTIS",,,,,,,"MISS 3PTR by STUCKEY,CURTIS",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
