Time Remaining,BCMB,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
17:37,"GOOD JUMPER by CROPPER,DIARRA(in the paint)",28,,42 (+14),,BCMB 28-42 (+14),,"GOOD JUMPER by CROPPER,DIARRA(in the paint)",2
--,"ASSIST  by CAMPBELL,JAY",,,,,,,"ASSIST  by CAMPBELL,JAY",2
17:14,,28,,44 (+16),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 28-44 (+16),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
16:39,"MISS JUMPER by CAMPBELL,JAY",,,,,,,"MISS JUMPER by CAMPBELL,JAY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:37,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
16:35,"GOOD JUMPER by LOWRY,JON",30,,44 (+14),,BCMB 30-44 (+14),,"GOOD JUMPER by LOWRY,JON",2
--,"ASSIST  by CROPPER,DIARRA",,,,,,,"ASSIST  by CROPPER,DIARRA",2
16:22,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by LOWRY,JON",,,,,,,"REBOUND DEF by LOWRY,JON",2
16:10,"GOOD LAYUP by CAMPBELL,JAY(in the paint)",32,,44 (+12),,BCMB 32-44 (+12),,"GOOD LAYUP by CAMPBELL,JAY(in the paint)",2
--,"ASSIST  by ADAMS,BRANDON",,,,,,,"ASSIST  by ADAMS,BRANDON",2
15:47,,,,,"MISS JUMPER by MCGRAIL,PATRICK",,,"MISS JUMPER by MCGRAIL,PATRICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:44,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
15:44,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
15:44,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
15:22,"MISS LAYUP by CHANDLER,MATT",,,,,,,"MISS LAYUP by CHANDLER,MATT",2
--,"REBOUND OFF by LOWRY,JON",,,,,,,"REBOUND OFF by LOWRY,JON",2
15:19,"MISS JUMPER by LOWRY,JON",,,,,,,"MISS JUMPER by LOWRY,JON",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
15:07,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by CROPPER,DIARRA",,,,,,,"REBOUND DEF by CROPPER,DIARRA",2
14:56,"MISS JUMPER by CHANDLER,MATT",,,,,,,"MISS JUMPER by CHANDLER,MATT",2
--,"REBOUND OFF by LOWRY,JON",,,,,,,"REBOUND OFF by LOWRY,JON",2
14:30,"MISS JUMPER by CROPPER,DIARRA",,,,,,,"MISS JUMPER by CROPPER,DIARRA",2
14:30,,,,,"BLOCK  by LIVSEY,GEOFF",,,"BLOCK  by LIVSEY,GEOFF",2
--,"REBOUND OFF by CROPPER,DIARRA",,,,,,,"REBOUND OFF by CROPPER,DIARRA",2
14:22,"TURNOVER  by LOWRY,JON",,,,,,,"TURNOVER  by LOWRY,JON",2
14:21,,,,,"STEAL  by GALOW,ANDREW",,,"STEAL  by GALOW,ANDREW",2
14:19,,32,,46 (+14),"GOOD LAYUP by GALOW,ANDREW(fastbreak)(in the paint)",RCMBB13 32-46 (+14),,"GOOD LAYUP by GALOW,ANDREW(fastbreak)(in the paint)",2
13:59,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
13:59,"GOOD FT by CHANDLER,MATT",33,,46 (+13),,BCMB 33-46 (+13),,"GOOD FT by CHANDLER,MATT",2
13:59,"MISS FT by CHANDLER,MATT",,,,,,,"MISS FT by CHANDLER,MATT",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
13:59,"SUB IN by GIRGIN,CAN",,,,,,,"SUB IN by GIRGIN,CAN",2
13:59,"SUB IN by HILL,BRANDON",,,,,,,"SUB IN by HILL,BRANDON",2
13:59,"SUB OUT by ADAMS,BRANDON",,,,,,,"SUB OUT by ADAMS,BRANDON",2
13:59,"SUB OUT by CAMPBELL,JAY",,,,,,,"SUB OUT by CAMPBELL,JAY",2
13:59,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
13:37,,33,,48 (+15),"GOOD JUMPER by LIVSEY,GEOFF",RCMBB13 33-48 (+15),,"GOOD JUMPER by LIVSEY,GEOFF",2
13:18,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
13:18,"GOOD FT by GOWIN,JAMES",34,,48 (+14),,BCMB 34-48 (+14),,"GOOD FT by GOWIN,JAMES",2
13:18,"GOOD FT by GOWIN,JAMES",35,,48 (+13),,BCMB 35-48 (+13),,"GOOD FT by GOWIN,JAMES",2
13:18,SUB IN by 44,,,,,,,SUB IN by 44,2
13:18,"SUB OUT by CHANDLER,MATT",,,,,,,"SUB OUT by CHANDLER,MATT",2
13:05,"FOUL  by HILL,BRANDON",,,,,,,"FOUL  by HILL,BRANDON",2
12:46,,35,,51 (+16),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 35-51 (+16),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
12:29,"TURNOVER  by LOWRY,JON",,,,,,,"TURNOVER  by LOWRY,JON",2
12:28,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
12:24,,35,,53 (+18),"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",RCMBB13 35-53 (+18),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",2
12:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:08,"MISS JUMPER by CROPPER,DIARRA",,,,,,,"MISS JUMPER by CROPPER,DIARRA",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
11:55,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND DEF by GOWIN,JAMES",,,,,,,"REBOUND DEF by GOWIN,JAMES",2
11:51,"MISS JUMPER by LOWRY,JON",,,,,,,"MISS JUMPER by LOWRY,JON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:51,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
11:51,"GOOD LAYUP by GOWIN,JAMES(in the paint)",37,,53 (+16),,BCMB 37-53 (+16),,"GOOD LAYUP by GOWIN,JAMES(in the paint)",2
--,"ASSIST  by CROPPER,DIARRA",,,,,,,"ASSIST  by CROPPER,DIARRA",2
11:51,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
11:51,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
11:51,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
11:51,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
11:51,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
11:51,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
11:51,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
11:51,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
11:35,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
11:09,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:09,"SUB IN by CAMPBELL,JAY",,,,,,,"SUB IN by CAMPBELL,JAY",2
11:09,"SUB IN by GOWIN,JAMES",,,,,,,"SUB IN by GOWIN,JAMES",2
11:09,"SUB OUT by LOWRY,JON",,,,,,,"SUB OUT by LOWRY,JON",2
11:09,"SUB OUT by GIRGIN,CAN",,,,,,,"SUB OUT by GIRGIN,CAN",2
11:05,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
11:05,,,,,"TURNOVER  by WAGNER,MATT",,,"TURNOVER  by WAGNER,MATT",2
10:51,"MISS JUMPER by CROPPER,DIARRA",,,,,,,"MISS JUMPER by CROPPER,DIARRA",2
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",2
10:36,,37,,55 (+18),"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 37-55 (+18),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
10:17,"TURNOVER  by CROPPER,DIARRA",,,,,,,"TURNOVER  by CROPPER,DIARRA",2
10:16,,,,,"STEAL  by MCGRAIL,PATRICK",,,"STEAL  by MCGRAIL,PATRICK",2
10:10,"FOUL  by GOWIN,JAMES",,,,,,,"FOUL  by GOWIN,JAMES",2
10:10,,37,,56 (+19),"GOOD FT by WAGNER,MATT",RCMBB13 37-56 (+19),,"GOOD FT by WAGNER,MATT",2
10:10,,37,,57 (+20),"GOOD FT by WAGNER,MATT",RCMBB13 37-57 (+20),,"GOOD FT by WAGNER,MATT",2
10:10,"SUB IN by KING,JEREMY",,,,,,,"SUB IN by KING,JEREMY",2
10:10,"SUB IN by LOWRY,JON",,,,,,,"SUB IN by LOWRY,JON",2
10:10,"SUB IN by CHANDLER,MATT",,,,,,,"SUB IN by CHANDLER,MATT",2
10:10,SUB OUT by 44,,,,,,,SUB OUT by 44,2
10:10,"SUB OUT by CROPPER,DIARRA",,,,,,,"SUB OUT by CROPPER,DIARRA",2
10:10,"SUB OUT by HILL,BRANDON",,,,,,,"SUB OUT by HILL,BRANDON",2
09:52,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
09:51,"STEAL  by LOWRY,JON",,,,,,,"STEAL  by LOWRY,JON",2
09:18,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,"REBOUND DEF by LOWRY,JON",,,,,,,"REBOUND DEF by LOWRY,JON",2
09:12,"MISS JUMPER by CAMPBELL,JAY",,,,,,,"MISS JUMPER by CAMPBELL,JAY",2
--,"REBOUND OFF by LOWRY,JON",,,,,,,"REBOUND OFF by LOWRY,JON",2
09:09,"GOOD JUMPER by CHANDLER,MATT",39,,57 (+18),,BCMB 39-57 (+18),,"GOOD JUMPER by CHANDLER,MATT",2
08:57,,39,,60 (+21),"GOOD 3PTR by GALOW,ANDREW",RCMBB13 39-60 (+21),,"GOOD 3PTR by GALOW,ANDREW",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
08:37,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:37,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
08:37,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
08:37,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
08:37,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
08:37,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
08:29,"MISS LAYUP by CHANDLER,MATT",,,,,,,"MISS LAYUP by CHANDLER,MATT",2
08:29,,,,,"BLOCK  by MILLER,DREW",,,"BLOCK  by MILLER,DREW",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
08:05,,39,,62 (+23),"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 39-62 (+23),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
07:44,"TURNOVER  by CHANDLER,MATT",,,,,,,"TURNOVER  by CHANDLER,MATT",2
07:44,,,,,"STEAL  by HARTWELL,THEO",,,"STEAL  by HARTWELL,THEO",2
07:44,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
07:44,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
07:44,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
07:44,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
07:35,SUB IN by 44,,,,,,,SUB IN by 44,2
07:35,"SUB OUT by GOWIN,JAMES",,,,,,,"SUB OUT by GOWIN,JAMES",2
07:28,,39,,64 (+25),"GOOD JUMPER by DUNAVANT,JOHN",RCMBB13 39-64 (+25),,"GOOD JUMPER by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
07:01,"MISS JUMPER by GRIFFEL,JON",,,,,,,"MISS JUMPER by GRIFFEL,JON",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
06:47,"SUB IN by GOWIN,COLIN",,,,,,,"SUB IN by GOWIN,COLIN",2
06:47,"SUB OUT by KING,JEREMY",,,,,,,"SUB OUT by KING,JEREMY",2
06:37,,39,,67 (+28),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 39-67 (+28),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
06:23,"TURNOVER  by CAMPBELL,JAY",,,,,,,"TURNOVER  by CAMPBELL,JAY",2
06:22,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
06:18,"FOUL  by GRIFFEL,JON",,,,,,,"FOUL  by GRIFFEL,JON",2
05:52,,39,,70 (+31),"GOOD 3PTR by MILLER,DREW",RCMBB13 39-70 (+31),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
05:52,"FOUL  by CHANDLER,MATT",,,,,,,"FOUL  by CHANDLER,MATT",2
05:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:52,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,"REBOUND DEF by CHANDLER,MATT",,,,,,,"REBOUND DEF by CHANDLER,MATT",2
05:52,"SUB IN by CROPPER,DIARRA",,,,,,,"SUB IN by CROPPER,DIARRA",2
05:52,"SUB IN by ROCHKES,LUCAS",,,,,,,"SUB IN by ROCHKES,LUCAS",2
05:52,"SUB OUT by LOWRY,JON",,,,,,,"SUB OUT by LOWRY,JON",2
05:52,"SUB OUT by CAMPBELL,JAY",,,,,,,"SUB OUT by CAMPBELL,JAY",2
05:38,"TURNOVER  by CROPPER,DIARRA",,,,,,,"TURNOVER  by CROPPER,DIARRA",2
05:38,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
05:38,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
05:15,,39,,72 (+33),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RCMBB13 39-72 (+33),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
05:13,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
05:13,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
04:45,"TURNOVER  by CHANDLER,MATT",,,,,,,"TURNOVER  by CHANDLER,MATT",2
04:44,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
04:34,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
04:34,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
04:34,"SUB IN by MOORE,TYLER",,,,,,,"SUB IN by MOORE,TYLER",2
04:34,"SUB IN by WELLS,EVAN",,,,,,,"SUB IN by WELLS,EVAN",2
04:34,"SUB OUT by CROPPER,DIARRA",,,,,,,"SUB OUT by CROPPER,DIARRA",2
04:34,"SUB OUT by CHANDLER,MATT",,,,,,,"SUB OUT by CHANDLER,MATT",2
04:27,"TURNOVER  by ROCHKES,LUCAS",,,,,,,"TURNOVER  by ROCHKES,LUCAS",2
04:26,,,,,"STEAL  by GALLAGHER,MICHAEL",,,"STEAL  by GALLAGHER,MICHAEL",2
04:24,,39,,74 (+35),"GOOD LAYUP by GALLAGHER,MICHAEL(fastbreak)(in the paint)",RCMBB13 39-74 (+35),,"GOOD LAYUP by GALLAGHER,MICHAEL(fastbreak)(in the paint)",2
04:24,"FOUL  by ROCHKES,LUCAS",,,,,,,"FOUL  by ROCHKES,LUCAS",2
04:24,,,,,"MISS FT by GALLAGHER,MICHAEL",,,"MISS FT by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by WELLS,EVAN",,,,,,,"REBOUND DEF by WELLS,EVAN",2
04:24,,,,,"SUB IN by BELVEAL,KAI",,,"SUB IN by BELVEAL,KAI",2
04:24,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
04:24,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
04:24,,,,,"SUB IN by VICARISI,ALEX",,,"SUB IN by VICARISI,ALEX",2
04:24,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:24,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
04:24,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
04:24,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
04:05,"GOOD 3PTR by ROCHKES,LUCAS",42,,74 (+32),,BCMB 42-74 (+32),,"GOOD 3PTR by ROCHKES,LUCAS",2
--,"ASSIST  by GRIFFEL,JON",,,,,,,"ASSIST  by GRIFFEL,JON",2
03:45,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND OFF by BELVEAL,KAI",,,"REBOUND OFF by BELVEAL,KAI",2
03:34,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",,,"MISS JUMPER by GALLAGHER,MICHAEL",2
03:34,"BLOCK  by MOORE,TYLER",,,,,,,"BLOCK  by MOORE,TYLER",2
--,"REBOUND DEF by GOWIN,COLIN",,,,,,,"REBOUND DEF by GOWIN,COLIN",2
03:23,,,,,"FOUL  by VICARISI,ALEX",,,"FOUL  by VICARISI,ALEX",2
03:23,"MISS FT by WELLS,EVAN",,,,,,,"MISS FT by WELLS,EVAN",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
03:23,"SUB IN by KIRBY,AUSTIN",,,,,,,"SUB IN by KIRBY,AUSTIN",2
03:23,"SUB OUT by GOWIN,COLIN",,,,,,,"SUB OUT by GOWIN,COLIN",2
03:23,,,,,"SUB IN by CATES,REID",,,"SUB IN by CATES,REID",2
03:23,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
03:07,,,,,"MISS JUMPER by BELVEAL,KAI",,,"MISS JUMPER by BELVEAL,KAI",2
03:07,"BLOCK  by WELLS,EVAN",,,,,,,"BLOCK  by WELLS,EVAN",2
--,"REBOUND DEF by WELLS,EVAN",,,,,,,"REBOUND DEF by WELLS,EVAN",2
02:57,"MISS 3PTR by ROCHKES,LUCAS",,,,,,,"MISS 3PTR by ROCHKES,LUCAS",2
--,,,,,"REBOUND DEF by CATES,REID",,,"REBOUND DEF by CATES,REID",2
02:40,,,,,"MISS JUMPER by VICARISI,ALEX",,,"MISS JUMPER by VICARISI,ALEX",2
--,,,,,"REBOUND OFF by BELVEAL,KAI",,,"REBOUND OFF by BELVEAL,KAI",2
02:34,,,,,"TURNOVER  by BELVEAL,KAI",,,"TURNOVER  by BELVEAL,KAI",2
02:34,"STEAL  by MOORE,TYLER",,,,,,,"STEAL  by MOORE,TYLER",2
02:18,"TURNOVER  by GRIFFEL,JON",,,,,,,"TURNOVER  by GRIFFEL,JON",2
02:17,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",2
01:57,,,,,"MISS JUMPER by CATES,REID",,,"MISS JUMPER by CATES,REID",2
--,"REBOUND DEF by GRIFFEL,JON",,,,,,,"REBOUND DEF by GRIFFEL,JON",2
01:41,"TURNOVER  by KIRBY,AUSTIN",,,,,,,"TURNOVER  by KIRBY,AUSTIN",2
01:40,,,,,"STEAL  by CHIEN,KEVIN",,,"STEAL  by CHIEN,KEVIN",2
01:15,,,,,"MISS JUMPER by SLEDGE,TATE",,,"MISS JUMPER by SLEDGE,TATE",2
--,"REBOUND DEF by WELLS,EVAN",,,,,,,"REBOUND DEF by WELLS,EVAN",2
01:06,,,,,"FOUL  by CATES,REID",,,"FOUL  by CATES,REID",2
01:06,"GOOD FT by MOORE,TYLER",43,,74 (+31),,BCMB 43-74 (+31),,"GOOD FT by MOORE,TYLER",2
01:05,"MISS FT by MOORE,TYLER",,,,,,,"MISS FT by MOORE,TYLER",2
--,,,,,"REBOUND DEF by VICARISI,ALEX",,,"REBOUND DEF by VICARISI,ALEX",2
00:54,,,,,"MISS JUMPER by CATES,REID",,,"MISS JUMPER by CATES,REID",2
--,"REBOUND DEF by KIRBY,AUSTIN",,,,,,,"REBOUND DEF by KIRBY,AUSTIN",2
00:51,,,,,"FOUL  by BELVEAL,KAI",,,"FOUL  by BELVEAL,KAI",2
00:51,"GOOD FT by KIRBY,AUSTIN",44,,74 (+30),,BCMB 44-74 (+30),,"GOOD FT by KIRBY,AUSTIN",2
00:51,"GOOD FT by KIRBY,AUSTIN",45,,74 (+29),,BCMB 45-74 (+29),,"GOOD FT by KIRBY,AUSTIN",2
00:37,,,,,"MISS LAYUP by CATES,REID",,,"MISS LAYUP by CATES,REID",2
--,"REBOUND DEF by WELLS,EVAN",,,,,,,"REBOUND DEF by WELLS,EVAN",2
00:22,"GOOD JUMPER by MOORE,TYLER(in the paint)",47,,74 (+27),,BCMB 47-74 (+27),,"GOOD JUMPER by MOORE,TYLER(in the paint)",2
