Time Remaining,RCMBB13,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
15:42,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",2
15:42,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
15:21,,,,,"MISS LAYUP by HAMILTON,PRICE",,,"MISS LAYUP by HAMILTON,PRICE",2
--,,,,,"REBOUND OFF by COURSON,TYLER",,,"REBOUND OFF by COURSON,TYLER",2
15:17,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
15:15,"STEAL  by GALOW,ANDREW",,,,,,,"STEAL  by GALOW,ANDREW",2
15:08,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
15:08,"TURNOVER  by HOECK,RYAN VAN",,,,,,,"TURNOVER  by HOECK,RYAN VAN",2
15:08,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
15:08,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
14:41,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by HOECK,RYAN VAN",,,,,,,"REBOUND DEF by HOECK,RYAN VAN",2
14:29,"MISS 3PTR by HOECK,RYAN VAN",,,,,,,"MISS 3PTR by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
14:14,,43 (+15),,28,"GOOD LAYUP by PITTS,ALEC(in the paint)",OUM 43-28 (+15),,"GOOD LAYUP by PITTS,ALEC(in the paint)",2
13:43,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",2
13:22,,,,,"TURNOVER  by HAMILTON,PRICE",,,"TURNOVER  by HAMILTON,PRICE",2
13:21,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
13:03,,,,,"FOUL  by PURDY,SAM",,,"FOUL  by PURDY,SAM",2
13:03,"SUB IN by DUNAVANT,JOHN",,,,,,,"SUB IN by DUNAVANT,JOHN",2
13:03,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
13:03,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
13:03,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
13:03,"SUB OUT by GALOW,ANDREW",,,,,,,"SUB OUT by GALOW,ANDREW",2
13:03,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
13:03,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
13:03,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
13:03,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
13:03,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
13:00,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
13:00,"GOOD FT by LIVSEY,GEOFF",44 (+16),,28,,RCMBB13 44-28 (+16),,"GOOD FT by LIVSEY,GEOFF",2
13:00,"GOOD FT by LIVSEY,GEOFF",45 (+17),,28,,RCMBB13 45-28 (+17),,"GOOD FT by LIVSEY,GEOFF",2
12:49,,,,,"MISS 3PTR by MOLINET,CHRISTIAN",,,"MISS 3PTR by MOLINET,CHRISTIAN",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
12:16,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
12:16,,,,,"BLOCK  by MOLINET,CHRISTIAN",,,"BLOCK  by MOLINET,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:14,,,,,"FOUL  by HAMILTON,PRICE",,,"FOUL  by HAMILTON,PRICE",2
11:54,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
11:52,,,,,"STEAL  by COURSON,TYLER",,,"STEAL  by COURSON,TYLER",2
11:48,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND OFF by HAMILTON,PRICE",,,"REBOUND OFF by HAMILTON,PRICE",2
11:27,,45 (+15),,30,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",OUM 45-30 (+15),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
11:05,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
11:05,,,,,"STEAL  by PATRICK,DREW",,,"STEAL  by PATRICK,DREW",2
11:05,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",2
11:05,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
11:05,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
11:05,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
11:05,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
11:05,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
10:55,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
10:55,,,,,"MISS FT by PATRICK,DREW",,,"MISS FT by PATRICK,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:55,,45 (+14),,31,"GOOD FT by PATRICK,DREW",OUM 45-31 (+14),,"GOOD FT by PATRICK,DREW",2
10:51,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
10:51,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
10:36,"GOOD LAYUP by HARTWELL,THEO(in the paint)",47 (+16),,31,,RCMBB13 47-31 (+16),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",2
10:20,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
10:01,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
10:01,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
10:01,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
09:56,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",2
09:56,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
09:56,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
09:56,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
09:56,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
09:41,,47 (+13),,34,"GOOD 3PTR by PURDY,SAM",OUM 47-34 (+13),,"GOOD 3PTR by PURDY,SAM",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
09:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:30,"TURNOVER  by DUNAVANT,JOHN",,,,,,,"TURNOVER  by DUNAVANT,JOHN",2
09:30,,,,,"STEAL  by MOLINET,CHRISTIAN",,,"STEAL  by MOLINET,CHRISTIAN",2
09:30,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
09:13,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",,,"REBOUND OFF by MOLINET,CHRISTIAN",2
08:56,,47 (+10),,37,"GOOD 3PTR by JOVAAG,BRANDEN",OUM 47-37 (+10),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,,,,,"ASSIST  by PURDY,SAM",,,"ASSIST  by PURDY,SAM",2
08:35,"MISS LAYUP by MILLER,DREW",,,,,,,"MISS LAYUP by MILLER,DREW",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
08:27,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
08:05,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",49 (+12),,37,,RCMBB13 49-37 (+12),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
07:53,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
07:26,"MISS 3PTR by DUNAVANT,JOHN",,,,,,,"MISS 3PTR by DUNAVANT,JOHN",2
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",2
06:56,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",2
06:44,,49 (+9),,40,"GOOD 3PTR by PITTS,ALEC",OUM 49-40 (+9),,"GOOD 3PTR by PITTS,ALEC",2
--,,,,,"ASSIST  by PURDY,SAM",,,"ASSIST  by PURDY,SAM",2
06:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:42,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
06:42,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
06:42,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
06:42,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
06:42,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
06:42,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
06:42,,,,,"SUB OUT by MOLINET,CHRISTIAN",,,"SUB OUT by MOLINET,CHRISTIAN",2
06:35,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
06:35,,,,,"STEAL  by PITTS,ALEC",,,"STEAL  by PITTS,ALEC",2
06:32,,49 (+7),,42,"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",OUM 49-42 (+7),,"GOOD LAYUP by COURSON,TYLER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PITTS,ALEC",,,"ASSIST  by PITTS,ALEC",2
06:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:08,"GOOD LAYUP by HARTWELL,THEO(in the paint)",51 (+9),,42,,RCMBB13 51-42 (+9),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
05:48,,,,,"MISS 3PTR by PITTS,ALEC",,,"MISS 3PTR by PITTS,ALEC",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
05:44,,,,,"SUB IN by HAMILTON,PRICE",,,"SUB IN by HAMILTON,PRICE",2
05:44,,,,,"SUB OUT by PURDY,SAM",,,"SUB OUT by PURDY,SAM",2
05:09,"MISS JUMPER by LIVSEY,GEOFF",,,,,,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND OFF by HARTWELL,THEO",,,,,,,"REBOUND OFF by HARTWELL,THEO",2
04:55,"GOOD 3PTR by LIVSEY,GEOFF",54 (+12),,42,,RCMBB13 54-42 (+12),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,"ASSIST  by GALOW,ANDREW",,,,,,,"ASSIST  by GALOW,ANDREW",2
04:26,,,,,"MISS JUMPER by PITTS,ALEC",,,"MISS JUMPER by PITTS,ALEC",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:23,,,,,"SUB IN by MOLINET,CHRISTIAN",,,"SUB IN by MOLINET,CHRISTIAN",2
04:23,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
04:16,,,,,"MISS LAYUP by JOVAAG,BRANDEN",,,"MISS LAYUP by JOVAAG,BRANDEN",2
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",2
03:46,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",,,"REBOUND DEF by MOLINET,CHRISTIAN",2
03:37,,54 (+9),,45,"GOOD 3PTR by PITTS,ALEC(fastbreak)",OUM 54-45 (+9),,"GOOD 3PTR by PITTS,ALEC(fastbreak)",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
02:58,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:54,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
02:54,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
02:54,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",2
02:54,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",2
02:54,,,,,"SUB IN by PURDY,SAM",,,"SUB IN by PURDY,SAM",2
02:54,,,,,"SUB OUT by HAMILTON,PRICE",,,"SUB OUT by HAMILTON,PRICE",2
02:54,,,,,"SUB OUT by PITTS,ALEC",,,"SUB OUT by PITTS,ALEC",2
02:54,,,,,"SUB OUT by COURSON,TYLER",,,"SUB OUT by COURSON,TYLER",2
02:22,,54 (+6),,48,"GOOD 3PTR by PURDY,SAM",OUM 54-48 (+6),,"GOOD 3PTR by PURDY,SAM",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
01:49,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:40,,54 (+3),,51,"GOOD 3PTR by PITTS,ALEC",OUM 54-51 (+3),,"GOOD 3PTR by PITTS,ALEC",2
--,,,,,"ASSIST  by MOLINET,CHRISTIAN",,,"ASSIST  by MOLINET,CHRISTIAN",2
01:14,"GOOD 3PTR by DUNAVANT,JOHN",57 (+6),,51,,RCMBB13 57-51 (+6),,"GOOD 3PTR by DUNAVANT,JOHN",2
01:03,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",2
01:03,,,,,"SUB IN by PITTS,ALEC",,,"SUB IN by PITTS,ALEC",2
01:03,,,,,"SUB OUT by JOVAAG,BRANDEN",,,"SUB OUT by JOVAAG,BRANDEN",2
00:54,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",2
00:54,"GOOD FT by MILLER,DREW",58 (+7),,51,,RCMBB13 58-51 (+7),,"GOOD FT by MILLER,DREW",2
00:54,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
00:54,,,,,"SUB IN by JOVAAG,BRANDEN",,,"SUB IN by JOVAAG,BRANDEN",2
00:54,,,,,"SUB IN by COURSON,TYLER",,,"SUB IN by COURSON,TYLER",2
00:54,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",2
00:54,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",2
00:48,,58 (+5),,53,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",OUM 58-53 (+5),,"GOOD LAYUP by MOLINET,CHRISTIAN(fastbreak)(in the paint)",2
00:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:36,,,,,"FOUL  by PURDY,SAM",,,"FOUL  by PURDY,SAM",2
00:36,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by COURSON,TYLER",,,"REBOUND DEF by COURSON,TYLER",2
00:24,,,,,"TURNOVER  by COURSON,TYLER",,,"TURNOVER  by COURSON,TYLER",2
00:23,"STEAL  by GALOW,ANDREW",,,,,,,"STEAL  by GALOW,ANDREW",2
00:22,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
00:22,"GOOD FT by GALOW,ANDREW",59 (+6),,53,,RCMBB13 59-53 (+6),,"GOOD FT by GALOW,ANDREW",2
00:22,"GOOD FT by GALOW,ANDREW",60 (+7),,53,,RCMBB13 60-53 (+7),,"GOOD FT by GALOW,ANDREW",2
00:17,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
00:17,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
00:17,,,,,"FOUL  by MOLINET,CHRISTIAN",,,"FOUL  by MOLINET,CHRISTIAN",2
00:17,"GOOD FT by MILLER,DREW",61 (+8),,53,,RCMBB13 61-53 (+8),,"GOOD FT by MILLER,DREW",2
00:17,"GOOD FT by MILLER,DREW",62 (+9),,53,,RCMBB13 62-53 (+9),,"GOOD FT by MILLER,DREW",2
00:12,,,,,"TURNOVER  by MOLINET,CHRISTIAN",,,"TURNOVER  by MOLINET,CHRISTIAN",2
