Time Remaining,UTT-M,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",2
14:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:29,"SUB IN by HYSELL,TYLER",,,,,,,"SUB IN by HYSELL,TYLER",2
14:29,"SUB IN by HOPSON,BILLY",,,,,,,"SUB IN by HOPSON,BILLY",2
14:29,"SUB IN by BEAN,DALLAS",,,,,,,"SUB IN by BEAN,DALLAS",2
14:29,"SUB OUT by HARBOUR,NATHAN",,,,,,,"SUB OUT by HARBOUR,NATHAN",2
14:29,"SUB OUT by STEPHENS,JOE",,,,,,,"SUB OUT by STEPHENS,JOE",2
14:29,"SUB OUT by HOULISTON,DARREN",,,,,,,"SUB OUT by HOULISTON,DARREN",2
14:29,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
14:29,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
14:29,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
14:29,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
14:29,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
14:29,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:10,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
14:08,"STEAL  by CANNON,JORDAN",,,,,,,"STEAL  by CANNON,JORDAN",2
13:45,"MISS JUMPER by CANNON,JORDAN",,,,,,,"MISS JUMPER by CANNON,JORDAN",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
13:24,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by HYSELL,TYLER",,,,,,,"REBOUND DEF by HYSELL,TYLER",2
13:03,"MISS 3PTR by DYKMAN,TRAVIS",,,,,,,"MISS 3PTR by DYKMAN,TRAVIS",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
12:51,,,,,"TURNOVER  by DUNAVANT,JOHN",,,"TURNOVER  by DUNAVANT,JOHN",2
12:49,"STEAL  by DYKMAN,TRAVIS",,,,,,,"STEAL  by DYKMAN,TRAVIS",2
12:43,"MISS JUMPER by DYKMAN,TRAVIS",,,,,,,"MISS JUMPER by DYKMAN,TRAVIS",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
12:40,"FOUL  by BEAN,DALLAS",,,,,,,"FOUL  by BEAN,DALLAS",2
12:40,"SUB IN by POTTER,TRE",,,,,,,"SUB IN by POTTER,TRE",2
12:40,"SUB OUT by DYKMAN,TRAVIS",,,,,,,"SUB OUT by DYKMAN,TRAVIS",2
12:22,,,,,"MISS JUMPER by SLEDGE,TATE",,,"MISS JUMPER by SLEDGE,TATE",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
12:18,"FOUL  by HYSELL,TYLER",,,,,,,"FOUL  by HYSELL,TYLER",2
12:18,,55 (+15),,40,"GOOD FT by HOECK,RYAN VAN",RCMBB13 55-40 (-15),,"GOOD FT by HOECK,RYAN VAN",2
12:18,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:18,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
12:18,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
12:06,"TURNOVER  by HYSELL,TYLER",,,,,,,"TURNOVER  by HYSELL,TYLER",2
11:44,,55 (+13),,42,"GOOD JUMPER by DUNAVANT,JOHN",RCMBB13 55-42 (-13),,"GOOD JUMPER by DUNAVANT,JOHN",2
11:32,"GOOD JUMPER by CANNON,JORDAN",57 (+15),,42,,UTT-M 57-42 (-15),,"GOOD JUMPER by CANNON,JORDAN",2
10:59,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",2
--,"REBOUND DEF by HOPSON,BILLY",,,,,,,"REBOUND DEF by HOPSON,BILLY",2
10:55,"GOOD LAYUP by HYSELL,TYLER(fastbreak)(in the paint)",59 (+17),,42,,UTT-M 59-42 (-17),,"GOOD LAYUP by HYSELL,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by HOPSON,BILLY",,,,,,,"ASSIST  by HOPSON,BILLY",2
10:55,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
10:55,"MISS FT by HYSELL,TYLER",,,,,,,"MISS FT by HYSELL,TYLER",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
10:55,"SUB IN by DYKMAN,TRAVIS",,,,,,,"SUB IN by DYKMAN,TRAVIS",2
10:55,"SUB OUT by CANNON,JORDAN",,,,,,,"SUB OUT by CANNON,JORDAN",2
10:28,,59 (+14),,45,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 59-45 (-14),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
10:19,"GOOD JUMPER by DYKMAN,TRAVIS",61 (+16),,45,,UTT-M 61-45 (-16),,"GOOD JUMPER by DYKMAN,TRAVIS",2
09:52,"FOUL  by POTTER,TRE",,,,,,,"FOUL  by POTTER,TRE",2
09:44,,61 (+13),,48,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 61-48 (-13),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
09:34,"MISS 3PTR by HOPSON,BILLY",,,,,,,"MISS 3PTR by HOPSON,BILLY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:20,,61 (+11),,50,"GOOD JUMPER by DUNAVANT,JOHN",RCMBB13 61-50 (-11),,"GOOD JUMPER by DUNAVANT,JOHN",2
09:07,"TURNOVER  by DYKMAN,TRAVIS",,,,,,,"TURNOVER  by DYKMAN,TRAVIS",2
08:57,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,"REBOUND DEF by POTTER,TRE",,,,,,,"REBOUND DEF by POTTER,TRE",2
08:50,"GOOD LAYUP by HOPSON,BILLY(fastbreak)(in the paint)",63 (+13),,50,,UTT-M 63-50 (-13),,"GOOD LAYUP by HOPSON,BILLY(fastbreak)(in the paint)",2
--,"ASSIST  by POTTER,TRE",,,,,,,"ASSIST  by POTTER,TRE",2
08:21,"FOUL  by HOPSON,BILLY",,,,,,,"FOUL  by HOPSON,BILLY",2
08:21,,63 (+12),,51,"GOOD FT by DUNAVANT,JOHN",RCMBB13 63-51 (-12),,"GOOD FT by DUNAVANT,JOHN",2
08:21,,63 (+11),,52,"GOOD FT by DUNAVANT,JOHN",RCMBB13 63-52 (-11),,"GOOD FT by DUNAVANT,JOHN",2
08:21,"SUB IN by HOULISTON,DARREN",,,,,,,"SUB IN by HOULISTON,DARREN",2
08:21,"SUB IN by HARBOUR,NATHAN",,,,,,,"SUB IN by HARBOUR,NATHAN",2
08:21,"SUB IN by CANNON,JORDAN",,,,,,,"SUB IN by CANNON,JORDAN",2
08:21,"SUB OUT by HYSELL,TYLER",,,,,,,"SUB OUT by HYSELL,TYLER",2
08:21,"SUB OUT by HOPSON,BILLY",,,,,,,"SUB OUT by HOPSON,BILLY",2
08:21,"SUB OUT by BEAN,DALLAS",,,,,,,"SUB OUT by BEAN,DALLAS",2
08:21,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
08:21,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
08:11,"MISS 3PTR by DYKMAN,TRAVIS",,,,,,,"MISS 3PTR by DYKMAN,TRAVIS",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
07:45,,63 (+8),,55,"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB13 63-55 (-8),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",2
07:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:38,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
07:38,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
07:30,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",65 (+10),,55,,UTT-M 65-55 (-10),,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",2
07:24,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:24,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
07:02,,65 (+7),,58,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 65-58 (-7),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
06:49,"MISS JUMPER by CANNON,JORDAN",,,,,,,"MISS JUMPER by CANNON,JORDAN",2
--,"REBOUND OFF by CANNON,JORDAN",,,,,,,"REBOUND OFF by CANNON,JORDAN",2
06:46,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
06:32,"GOOD JUMPER by POTTER,TRE(in the paint)",67 (+9),,58,,UTT-M 67-58 (-9),,"GOOD JUMPER by POTTER,TRE(in the paint)",2
06:13,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
06:12,"STEAL  by DYKMAN,TRAVIS",,,,,,,"STEAL  by DYKMAN,TRAVIS",2
06:09,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",69 (+11),,58,,UTT-M 69-58 (-11),,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",2
05:55,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
05:54,"STEAL  by POTTER,TRE",,,,,,,"STEAL  by POTTER,TRE",2
05:49,"GOOD 3PTR by CANNON,JORDAN",72 (+14),,58,,UTT-M 72-58 (-14),,"GOOD 3PTR by CANNON,JORDAN",2
--,"ASSIST  by POTTER,TRE",,,,,,,"ASSIST  by POTTER,TRE",2
05:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:46,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
05:46,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
05:46,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:46,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
05:46,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
05:46,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
05:36,,,,,"MISS LAYUP by GALOW,ANDREW",,,"MISS LAYUP by GALOW,ANDREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:29,,72 (+12),,60,"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 72-60 (-12),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
05:08,"GOOD 3PTR by HOULISTON,DARREN",75 (+15),,60,,UTT-M 75-60 (-15),,"GOOD 3PTR by HOULISTON,DARREN",2
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",2
04:54,,75 (+13),,62,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 75-62 (-13),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
04:54,"FOUL  by HOULISTON,DARREN",,,,,,,"FOUL  by HOULISTON,DARREN",2
04:54,,75 (+12),,63,"GOOD FT by GALOW,ANDREW",RCMBB13 75-63 (-12),,"GOOD FT by GALOW,ANDREW",2
04:29,"TURNOVER  by DYKMAN,TRAVIS",,,,,,,"TURNOVER  by DYKMAN,TRAVIS",2
04:13,"FOUL  by DYKMAN,TRAVIS",,,,,,,"FOUL  by DYKMAN,TRAVIS",2
04:13,,75 (+11),,64,"GOOD FT by GALOW,ANDREW",RCMBB13 75-64 (-11),,"GOOD FT by GALOW,ANDREW",2
04:13,,75 (+10),,65,"GOOD FT by GALOW,ANDREW",RCMBB13 75-65 (-10),,"GOOD FT by GALOW,ANDREW",2
03:51,"MISS 3PTR by CANNON,JORDAN",,,,,,,"MISS 3PTR by CANNON,JORDAN",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
03:40,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
03:40,"SUB IN by STEPHENS,JOE",,,,,,,"SUB IN by STEPHENS,JOE",2
03:40,"SUB OUT by POTTER,TRE",,,,,,,"SUB OUT by POTTER,TRE",2
03:18,"TURNOVER  by DYKMAN,TRAVIS",,,,,,,"TURNOVER  by DYKMAN,TRAVIS",2
03:18,,,,,"STEAL  by LIVSEY,GEOFF",,,"STEAL  by LIVSEY,GEOFF",2
03:18,"FOUL  by HOULISTON,DARREN",,,,,,,"FOUL  by HOULISTON,DARREN",2
03:18,,,,,"MISS FT by DUNAVANT,JOHN",,,"MISS FT by DUNAVANT,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:18,,75 (+9),,66,"GOOD FT by DUNAVANT,JOHN",RCMBB13 75-66 (-9),,"GOOD FT by DUNAVANT,JOHN",2
02:59,"GOOD LAYUP by HOULISTON,DARREN(in the paint)",77 (+11),,66,,UTT-M 77-66 (-11),,"GOOD LAYUP by HOULISTON,DARREN(in the paint)",2
--,"ASSIST  by CANNON,JORDAN",,,,,,,"ASSIST  by CANNON,JORDAN",2
02:38,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",2
02:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:26,"MISS LAYUP by CANNON,JORDAN",,,,,,,"MISS LAYUP by CANNON,JORDAN",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
02:07,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
02:07,"STEAL  by HARBOUR,NATHAN",,,,,,,"STEAL  by HARBOUR,NATHAN",2
02:07,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
01:47,"GOOD 3PTR by STEPHENS,JOE",80 (+14),,66,,UTT-M 80-66 (-14),,"GOOD 3PTR by STEPHENS,JOE",2
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",2
01:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:40,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
01:40,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
01:40,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
01:40,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
01:40,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
01:40,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
01:40,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
01:40,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
01:40,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
01:40,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
01:30,,80 (+11),,69,"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 80-69 (-11),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
00:59,"MISS 3PTR by STEPHENS,JOE",,,,,,,"MISS 3PTR by STEPHENS,JOE",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
00:43,,80 (+9),,71,"GOOD JUMPER by MILLER,DREW(in the paint)",RCMBB13 80-71 (-9),,"GOOD JUMPER by MILLER,DREW(in the paint)",2
00:08,"MISS JUMPER by HARBOUR,NATHAN",,,,,,,"MISS JUMPER by HARBOUR,NATHAN",2
--,"REBOUND OFF by HOULISTON,DARREN",,,,,,,"REBOUND OFF by HOULISTON,DARREN",2
00:04,"GOOD TIPIN by HOULISTON,DARREN(in the paint)",82 (+11),,71,,UTT-M 82-71 (-11),,"GOOD TIPIN by HOULISTON,DARREN(in the paint)",2
00:00,,,,,"MISS 3PTR by HOECK,RYAN VAN",,,"MISS 3PTR by HOECK,RYAN VAN",2
--,"REBOUND DEF by DYKMAN,TRAVIS",,,,,,,"REBOUND DEF by DYKMAN,TRAVIS",2
