Time Remaining,UTT-M,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
16:43,"STEAL  by HARBOUR,NATHAN",,,,,,,"STEAL  by HARBOUR,NATHAN",1
16:40,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",1
16:40,"MISS FT by CANNON,JORDAN",,,,,,,"MISS FT by CANNON,JORDAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:40,"GOOD FT by CANNON,JORDAN",6 (+4),,2,,UTT-M 6-2 (-4),,"GOOD FT by CANNON,JORDAN",1
16:11,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
16:01,"MISS 3PTR by STEPHENS,JOE",,,,,,,"MISS 3PTR by STEPHENS,JOE",1
--,"REBOUND OFF by HARBOUR,NATHAN",,,,,,,"REBOUND OFF by HARBOUR,NATHAN",1
15:50,"GOOD LAYUP by HARBOUR,NATHAN(in the paint)",8 (+6),,2,,UTT-M 8-2 (-6),,"GOOD LAYUP by HARBOUR,NATHAN(in the paint)",1
--,"ASSIST  by CANNON,JORDAN",,,,,,,"ASSIST  by CANNON,JORDAN",1
15:34,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",1
15:34,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
15:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
15:24,"MISS JUMPER by HOULISTON,DARREN",,,,,,,"MISS JUMPER by HOULISTON,DARREN",1
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",1
15:08,,8 (+3),,5,"GOOD 3PTR by GALOW,ANDREW",RCMBB13 8-5 (-3),,"GOOD 3PTR by GALOW,ANDREW",1
14:57,"GOOD JUMPER by CANNON,JORDAN",10 (+5),,5,,UTT-M 10-5 (-5),,"GOOD JUMPER by CANNON,JORDAN",1
14:40,,10 (+2),,8,"GOOD 3PTR by GALOW,ANDREW",RCMBB13 10-8 (-2),,"GOOD 3PTR by GALOW,ANDREW",1
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",1
14:19,"MISS JUMPER by HOULISTON,DARREN",,,,,,,"MISS JUMPER by HOULISTON,DARREN",1
--,"REBOUND OFF by STEPHENS,JOE",,,,,,,"REBOUND OFF by STEPHENS,JOE",1
14:06,"GOOD 3PTR by STEPHENS,JOE",13 (+5),,8,,UTT-M 13-8 (-5),,"GOOD 3PTR by STEPHENS,JOE",1
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",1
13:38,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",1
13:37,"STEAL  by DYKMAN,TRAVIS",,,,,,,"STEAL  by DYKMAN,TRAVIS",1
13:35,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",15 (+7),,8,,UTT-M 15-8 (-7),,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",1
--,"ASSIST  by STEPHENS,JOE",,,,,,,"ASSIST  by STEPHENS,JOE",1
13:08,,15 (+5),,10,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 15-10 (-5),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",1
12:56,"SUB IN by POTTER,TRE",,,,,,,"SUB IN by POTTER,TRE",1
12:56,"SUB IN by JENKINS,EQUETTIS",,,,,,,"SUB IN by JENKINS,EQUETTIS",1
12:56,"SUB IN by BEAN,DALLAS",,,,,,,"SUB IN by BEAN,DALLAS",1
12:56,"SUB IN by HOPSON,BILLY",,,,,,,"SUB IN by HOPSON,BILLY",1
12:56,"SUB IN by HYSELL,TYLER",,,,,,,"SUB IN by HYSELL,TYLER",1
12:56,"SUB OUT by CANNON,JORDAN",,,,,,,"SUB OUT by CANNON,JORDAN",1
12:56,"SUB OUT by DYKMAN,TRAVIS",,,,,,,"SUB OUT by DYKMAN,TRAVIS",1
12:56,"SUB OUT by HARBOUR,NATHAN",,,,,,,"SUB OUT by HARBOUR,NATHAN",1
12:56,"SUB OUT by STEPHENS,JOE",,,,,,,"SUB OUT by STEPHENS,JOE",1
12:56,"SUB OUT by HOULISTON,DARREN",,,,,,,"SUB OUT by HOULISTON,DARREN",1
12:56,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
12:56,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",1
12:56,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",1
12:53,"MISS LAYUP by BEAN,DALLAS",,,,,,,"MISS LAYUP by BEAN,DALLAS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
12:52,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",1
12:34,,15 (+2),,13,"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 15-13 (-2),,"GOOD 3PTR by GALLAGHER,MICHAEL",1
--,,,,,"ASSIST  by DUNAVANT,JOHN",,,"ASSIST  by DUNAVANT,JOHN",1
12:16,"MISS 3PTR by JENKINS,EQUETTIS",,,,,,,"MISS 3PTR by JENKINS,EQUETTIS",1
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",1
12:04,,15,,16 (+1),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 15-16 (+1),,"GOOD 3PTR by DUNAVANT,JOHN",1
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",1
11:41,"MISS JUMPER by HOPSON,BILLY",,,,,,,"MISS JUMPER by HOPSON,BILLY",1
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",1
11:34,"FOUL  by JENKINS,EQUETTIS",,,,,,,"FOUL  by JENKINS,EQUETTIS",1
11:34,,15,,17 (+2),"GOOD FT by GALOW,ANDREW",RCMBB13 15-17 (+2),,"GOOD FT by GALOW,ANDREW",1
11:34,,15,,18 (+3),"GOOD FT by GALOW,ANDREW",RCMBB13 15-18 (+3),,"GOOD FT by GALOW,ANDREW",1
11:34,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
11:34,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",1
11:34,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",1
11:34,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",1
11:13,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",1
11:02,"MISS JUMPER by HYSELL,TYLER",,,,,,,"MISS JUMPER by HYSELL,TYLER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:44,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",1
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",1
10:40,"FOUL  by BEAN,DALLAS",,,,,,,"FOUL  by BEAN,DALLAS",1
10:40,,15,,19 (+4),"GOOD FT by LIVSEY,GEOFF",RCMBB13 15-19 (+4),,"GOOD FT by LIVSEY,GEOFF",1
10:40,,15,,20 (+5),"GOOD FT by LIVSEY,GEOFF",RCMBB13 15-20 (+5),,"GOOD FT by LIVSEY,GEOFF",1
10:26,"MISS LAYUP by POTTER,TRE",,,,,,,"MISS LAYUP by POTTER,TRE",1
--,"REBOUND OFF by BEAN,DALLAS",,,,,,,"REBOUND OFF by BEAN,DALLAS",1
10:26,,,,,"FOUL  by CHIEN,KEVIN",,,"FOUL  by CHIEN,KEVIN",1
10:26,"MISS FT by BEAN,DALLAS",,,,,,,"MISS FT by BEAN,DALLAS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:26,"GOOD FT by BEAN,DALLAS",16,,20 (+4),,UTT-M 16-20 (+4),,"GOOD FT by BEAN,DALLAS",1
10:26,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",1
10:26,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
10:20,"FOUL  by BEAN,DALLAS",,,,,,,"FOUL  by BEAN,DALLAS",1
10:20,"SUB IN by DYKMAN,TRAVIS",,,,,,,"SUB IN by DYKMAN,TRAVIS",1
10:20,"SUB IN by HOULISTON,DARREN",,,,,,,"SUB IN by HOULISTON,DARREN",1
10:20,"SUB OUT by JENKINS,EQUETTIS",,,,,,,"SUB OUT by JENKINS,EQUETTIS",1
10:20,"SUB OUT by BEAN,DALLAS",,,,,,,"SUB OUT by BEAN,DALLAS",1
10:06,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",1
09:43,"MISS LAYUP by HYSELL,TYLER",,,,,,,"MISS LAYUP by HYSELL,TYLER",1
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",1
09:15,,16,,22 (+6),"GOOD JUMPER by HARTWELL,THEO(in the paint)",RCMBB13 16-22 (+6),,"GOOD JUMPER by HARTWELL,THEO(in the paint)",1
09:00,"MISS 3PTR by HOPSON,BILLY",,,,,,,"MISS 3PTR by HOPSON,BILLY",1
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",1
08:45,,16,,24 (+8),"GOOD LAYUP by MILLER,DREW(in the paint)",RCMBB13 16-24 (+8),,"GOOD LAYUP by MILLER,DREW(in the paint)",1
08:45,"FOUL  by HYSELL,TYLER",,,,,,,"FOUL  by HYSELL,TYLER",1
08:45,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",1
--,"REBOUND DEF by HYSELL,TYLER",,,,,,,"REBOUND DEF by HYSELL,TYLER",1
08:45,"SUB IN by CANNON,JORDAN",,,,,,,"SUB IN by CANNON,JORDAN",1
08:45,"SUB OUT by HOPSON,BILLY",,,,,,,"SUB OUT by HOPSON,BILLY",1
08:30,"MISS JUMPER by HYSELL,TYLER",,,,,,,"MISS JUMPER by HYSELL,TYLER",1
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",1
08:07,,,,,"TURNOVER  by CHIEN,KEVIN",,,"TURNOVER  by CHIEN,KEVIN",1
08:04,"STEAL  by HYSELL,TYLER",,,,,,,"STEAL  by HYSELL,TYLER",1
07:48,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",1
07:48,"GOOD FT by DYKMAN,TRAVIS",17,,24 (+7),,UTT-M 17-24 (+7),,"GOOD FT by DYKMAN,TRAVIS",1
07:48,"GOOD FT by DYKMAN,TRAVIS",18,,24 (+6),,UTT-M 18-24 (+6),,"GOOD FT by DYKMAN,TRAVIS",1
07:48,"SUB IN by HARBOUR,NATHAN",,,,,,,"SUB IN by HARBOUR,NATHAN",1
07:48,"SUB OUT by HYSELL,TYLER",,,,,,,"SUB OUT by HYSELL,TYLER",1
07:48,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",1
07:48,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",1
07:48,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",1
07:48,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",1
07:48,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
07:48,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
07:48,,,,,"SUB OUT by CHIEN,KEVIN",,,"SUB OUT by CHIEN,KEVIN",1
07:48,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",1
07:31,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:13,"MISS JUMPER by DYKMAN,TRAVIS",,,,,,,"MISS JUMPER by DYKMAN,TRAVIS",1
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",1
06:51,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
06:42,"GOOD 3PTR by CANNON,JORDAN",21,,24 (+3),,UTT-M 21-24 (+3),,"GOOD 3PTR by CANNON,JORDAN",1
--,"ASSIST  by POTTER,TRE",,,,,,,"ASSIST  by POTTER,TRE",1
06:25,,21,,26 (+5),"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 21-26 (+5),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",1
06:06,"MISS JUMPER by CANNON,JORDAN",,,,,,,"MISS JUMPER by CANNON,JORDAN",1
--,"REBOUND OFF by HOULISTON,DARREN",,,,,,,"REBOUND OFF by HOULISTON,DARREN",1
06:01,"GOOD LAYUP by HOULISTON,DARREN(in the paint)",23,,26 (+3),,UTT-M 23-26 (+3),,"GOOD LAYUP by HOULISTON,DARREN(in the paint)",1
06:01,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",1
06:01,"GOOD FT by HOULISTON,DARREN",24,,26 (+2),,UTT-M 24-26 (+2),,"GOOD FT by HOULISTON,DARREN",1
06:01,"SUB IN by STEPHENS,JOE",,,,,,,"SUB IN by STEPHENS,JOE",1
06:01,"SUB OUT by POTTER,TRE",,,,,,,"SUB OUT by POTTER,TRE",1
06:01,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
06:01,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
05:39,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",1
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",1
05:29,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",1
05:29,"GOOD FT by CANNON,JORDAN",25,,26 (+1),,UTT-M 25-26 (+1),,"GOOD FT by CANNON,JORDAN",1
05:29,"GOOD FT by CANNON,JORDAN",26,,26,,UTT-M 26-26 (0),,"GOOD FT by CANNON,JORDAN",1
05:29,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",1
05:29,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",1
05:17,,26,,29 (+3),"GOOD 3PTR by GALOW,ANDREW",RCMBB13 26-29 (+3),,"GOOD 3PTR by GALOW,ANDREW",1
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",1
04:49,"MISS 3PTR by CANNON,JORDAN",,,,,,,"MISS 3PTR by CANNON,JORDAN",1
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",1
04:38,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",1
04:38,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",1
04:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:19,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",28,,29 (+1),,UTT-M 28-29 (+1),,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",1
03:46,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",1
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",1
03:37,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",30 (+1),,29,,UTT-M 30-29 (-1),,"GOOD LAYUP by CANNON,JORDAN(fastbreak)(in the paint)",1
--,"ASSIST  by DYKMAN,TRAVIS",,,,,,,"ASSIST  by DYKMAN,TRAVIS",1
03:07,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",1
03:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:06,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
03:06,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
02:42,"GOOD 3PTR by STEPHENS,JOE",33 (+4),,29,,UTT-M 33-29 (-4),,"GOOD 3PTR by STEPHENS,JOE",1
--,"ASSIST  by HOULISTON,DARREN",,,,,,,"ASSIST  by HOULISTON,DARREN",1
02:11,,,,,"MISS JUMPER by GALOW,ANDREW",,,"MISS JUMPER by GALOW,ANDREW",1
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",1
02:05,"MISS 3PTR by STEPHENS,JOE",,,,,,,"MISS 3PTR by STEPHENS,JOE",1
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",1
01:48,,33 (+1),,32,"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 33-32 (-1),,"GOOD 3PTR by GALLAGHER,MICHAEL",1
01:33,"MISS JUMPER by DYKMAN,TRAVIS",,,,,,,"MISS JUMPER by DYKMAN,TRAVIS",1
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",1
01:22,,,,,"MISS JUMPER by GALOW,ANDREW",,,"MISS JUMPER by GALOW,ANDREW",1
--,"REBOUND DEF by CANNON,JORDAN",,,,,,,"REBOUND DEF by CANNON,JORDAN",1
01:15,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",1
01:15,"GOOD FT by STEPHENS,JOE",34 (+2),,32,,UTT-M 34-32 (-2),,"GOOD FT by STEPHENS,JOE",1
01:15,"GOOD FT by STEPHENS,JOE",35 (+3),,32,,UTT-M 35-32 (-3),,"GOOD FT by STEPHENS,JOE",1
01:15,"SUB IN by HOPSON,BILLY",,,,,,,"SUB IN by HOPSON,BILLY",1
01:15,"SUB IN by POTTER,TRE",,,,,,,"SUB IN by POTTER,TRE",1
01:15,"SUB OUT by DYKMAN,TRAVIS",,,,,,,"SUB OUT by DYKMAN,TRAVIS",1
01:15,"SUB OUT by HARBOUR,NATHAN",,,,,,,"SUB OUT by HARBOUR,NATHAN",1
01:15,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
01:15,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
01:03,,,,,"TURNOVER  by WAGNER,MATT",,,"TURNOVER  by WAGNER,MATT",1
01:03,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",1
00:57,,,,,"FOUL  by GALOW,ANDREW",,,"FOUL  by GALOW,ANDREW",1
00:57,"GOOD FT by HOPSON,BILLY",36 (+4),,32,,UTT-M 36-32 (-4),,"GOOD FT by HOPSON,BILLY",1
00:57,"GOOD FT by HOPSON,BILLY",37 (+5),,32,,UTT-M 37-32 (-5),,"GOOD FT by HOPSON,BILLY",1
00:41,,,,,"MISS JUMPER by GALOW,ANDREW",,,"MISS JUMPER by GALOW,ANDREW",1
--,"REBOUND DEF by CANNON,JORDAN",,,,,,,"REBOUND DEF by CANNON,JORDAN",1
00:34,"GOOD LAYUP by HOULISTON,DARREN(fastbreak)(in the paint)",39 (+7),,32,,UTT-M 39-32 (-7),,"GOOD LAYUP by HOULISTON,DARREN(fastbreak)(in the paint)",1
--,"ASSIST  by STEPHENS,JOE",,,,,,,"ASSIST  by STEPHENS,JOE",1
00:07,"FOUL  by HOULISTON,DARREN",,,,,,,"FOUL  by HOULISTON,DARREN",1
00:03,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",1
00:00,"GOOD 3PTR by HOPSON,BILLY",42 (+10),,32,,UTT-M 42-32 (-10),,"GOOD 3PTR by HOPSON,BILLY",1
19:46,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
19:42,"STEAL  by DYKMAN,TRAVIS",,,,,,,"STEAL  by DYKMAN,TRAVIS",2
19:41,"GOOD LAYUP by DYKMAN,TRAVIS(fastbreak)(in the paint)",44 (+12),,32,,UTT-M 44-32 (-12),,"GOOD LAYUP by DYKMAN,TRAVIS(fastbreak)(in the paint)",2
19:22,,,,,"MISS LAYUP by MCGRAIL,PATRICK",,,"MISS LAYUP by MCGRAIL,PATRICK",2
19:22,"BLOCK  by HOULISTON,DARREN",,,,,,,"BLOCK  by HOULISTON,DARREN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:11,"FOUL  by HARBOUR,NATHAN",,,,,,,"FOUL  by HARBOUR,NATHAN",2
19:11,,,,,"MISS FT by HARTWELL,THEO",,,"MISS FT by HARTWELL,THEO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:11,,44 (+11),,33,"GOOD FT by HARTWELL,THEO",RCMBB13 44-33 (-11),,"GOOD FT by HARTWELL,THEO",2
18:52,"MISS JUMPER by DYKMAN,TRAVIS",,,,,,,"MISS JUMPER by DYKMAN,TRAVIS",2
--,"REBOUND OFF by HOULISTON,DARREN",,,,,,,"REBOUND OFF by HOULISTON,DARREN",2
18:35,"MISS 3PTR by STEPHENS,JOE",,,,,,,"MISS 3PTR by STEPHENS,JOE",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
18:17,,44 (+9),,35,"GOOD JUMPER by DUNAVANT,JOHN(in the paint)",RCMBB13 44-35 (-9),,"GOOD JUMPER by DUNAVANT,JOHN(in the paint)",2
18:17,"FOUL  by STEPHENS,JOE",,,,,,,"FOUL  by STEPHENS,JOE",2
18:17,,,,,"MISS FT by DUNAVANT,JOHN",,,"MISS FT by DUNAVANT,JOHN",2
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",2
18:07,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",46 (+11),,35,,UTT-M 46-35 (-11),,"GOOD LAYUP by DYKMAN,TRAVIS(in the paint)",2
17:50,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",2
17:29,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
17:24,"TURNOVER  by STEPHENS,JOE",,,,,,,"TURNOVER  by STEPHENS,JOE",2
17:03,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND DEF by CANNON,JORDAN",,,,,,,"REBOUND DEF by CANNON,JORDAN",2
16:54,"TURNOVER  by DYKMAN,TRAVIS",,,,,,,"TURNOVER  by DYKMAN,TRAVIS",2
16:54,"FOUL  by DYKMAN,TRAVIS",,,,,,,"FOUL  by DYKMAN,TRAVIS",2
16:31,,46 (+9),,37,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB13 46-37 (-9),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
16:13,"GOOD LAYUP by STEPHENS,JOE(in the paint)",48 (+11),,37,,UTT-M 48-37 (-11),,"GOOD LAYUP by STEPHENS,JOE(in the paint)",2
--,"ASSIST  by CANNON,JORDAN",,,,,,,"ASSIST  by CANNON,JORDAN",2
15:52,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by HOULISTON,DARREN",,,,,,,"REBOUND DEF by HOULISTON,DARREN",2
15:36,"GOOD JUMPER by HARBOUR,NATHAN",50 (+13),,37,,UTT-M 50-37 (-13),,"GOOD JUMPER by HARBOUR,NATHAN",2
--,"ASSIST  by HOULISTON,DARREN",,,,,,,"ASSIST  by HOULISTON,DARREN",2
15:16,,50 (+11),,39,"GOOD JUMPER by DUNAVANT,JOHN",RCMBB13 50-39 (-11),,"GOOD JUMPER by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
15:05,"GOOD JUMPER by STEPHENS,JOE",52 (+13),,39,,UTT-M 52-39 (-13),,"GOOD JUMPER by STEPHENS,JOE",2
--,"ASSIST  by CANNON,JORDAN",,,,,,,"ASSIST  by CANNON,JORDAN",2
14:40,,,,,"MISS JUMPER by MCGRAIL,PATRICK",,,"MISS JUMPER by MCGRAIL,PATRICK",2
--,"REBOUND DEF by DYKMAN,TRAVIS",,,,,,,"REBOUND DEF by DYKMAN,TRAVIS",2
14:32,"GOOD 3PTR by CANNON,JORDAN(fastbreak)(in the paint)",55 (+16),,39,,UTT-M 55-39 (-16),,"GOOD 3PTR by CANNON,JORDAN(fastbreak)(in the paint)",2
