Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,UCA,Game Score,Team Indicator,Play,Period
14:16,,5 (+1),,4,"GOOD LAYUP by JONES,DEANDRE(fastbreak)(in the paint)",UCA 5-4 (+1),,"GOOD LAYUP by JONES,DEANDRE(fastbreak)(in the paint)",1
13:58,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND OFF by COMAN,SEAN",,,,,,,"REBOUND OFF by COMAN,SEAN",1
13:56,,,,,"FOUL  by JONES,DEANDRE",,,"FOUL  by JONES,DEANDRE",1
13:56,,,,,"SUB OUT by SHITTU,SK",,,"SUB OUT by SHITTU,SK",1
13:56,,,,,"SUB OUT by JONES,DEANDRE",,,"SUB OUT by JONES,DEANDRE",1
13:56,,,,,"SUB IN by COOPER,COLLIN",,,"SUB IN by COOPER,COLLIN",1
13:56,,,,,"SUB IN by CHATHAM,JARED",,,"SUB IN by CHATHAM,JARED",1
13:56,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",1
13:56,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",1
13:40,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
13:26,,5,,6 (+1),"GOOD LAYUP by CHATHAM,JARED(in the paint)",UCA 5-6 (-1),,"GOOD LAYUP by CHATHAM,JARED(in the paint)",1
13:12,,,,,"FOUL  by CHATHAM,JARED",,,"FOUL  by CHATHAM,JARED",1
13:02,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",1
12:53,,,,,"MISS 3PTR by BERGERSEN,RYLAN",,,"MISS 3PTR by BERGERSEN,RYLAN",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
12:44,"MISS 3PTR by CRAWFORD,TRACE",,,,,,,"MISS 3PTR by CRAWFORD,TRACE",1
--,,,,,"REBOUND DEF by BERGERSEN,RYLAN",,,"REBOUND DEF by BERGERSEN,RYLAN",1
12:36,,,,,"TURNOVER  by COOPER,COLLIN",,,"TURNOVER  by COOPER,COLLIN",1
12:36,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",1
12:16,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
12:16,,,,,"SUB OUT by KOVAL,HAYDEN",,,"SUB OUT by KOVAL,HAYDEN",1
12:16,,,,,"SUB IN by WEIDENAAR,AARON",,,"SUB IN by WEIDENAAR,AARON",1
12:16,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
12:16,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",1
12:08,,,,,"TURNOVER  by CHATHAM,JARED",,,"TURNOVER  by CHATHAM,JARED",1
11:37,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
11:36,,,,,"SUB OUT by BERGERSEN,RYLAN",,,"SUB OUT by BERGERSEN,RYLAN",1
11:36,,,,,"SUB IN by MCDANIEL,LEWIS",,,"SUB IN by MCDANIEL,LEWIS",1
11:36,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
11:36,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
11:17,,,,,"MISS JUMPER by KAYOULOUD,EDDY",,,"MISS JUMPER by KAYOULOUD,EDDY",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
10:59,"MISS JUMPER by CRAWFORD,TRACE",,,,,,,"MISS JUMPER by CRAWFORD,TRACE",1
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",1
10:47,"GOOD 3PTR by CARTWRIGHT,BROOKS",8 (+2),,6,,Hend 8-6 (+2),,"GOOD 3PTR by CARTWRIGHT,BROOKS",1
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",1
10:38,"FOUL  by MOORE,AUSTIN",,,,,,,"FOUL  by MOORE,AUSTIN",1
10:38,,8 (+1),,7,"GOOD FT by CHATHAM,JARED",UCA 8-7 (+1),,"GOOD FT by CHATHAM,JARED",1
10:38,,,,,"SUB OUT by KAYOULOUD,EDDY",,,"SUB OUT by KAYOULOUD,EDDY",1
10:38,,,,,"SUB IN by OLOWOKERE,MASAI",,,"SUB IN by OLOWOKERE,MASAI",1
10:38,,8,,8,"GOOD FT by CHATHAM,JARED",UCA 8-8 (0),,"GOOD FT by CHATHAM,JARED",1
10:18,,,,,"FOUL  by CHATHAM,JARED",,,"FOUL  by CHATHAM,JARED",1
10:18,,,,,"SUB OUT by CHATHAM,JARED",,,"SUB OUT by CHATHAM,JARED",1
10:18,,,,,"SUB IN by KOVAL,HAYDEN",,,"SUB IN by KOVAL,HAYDEN",1
10:18,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",1
10:18,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
10:18,"SUB IN by CUMMINGS II,ROD",,,,,,,"SUB IN by CUMMINGS II,ROD",1
10:18,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
10:18,"TURNOVER  by CUMMINGS II,ROD",,,,,,,"TURNOVER  by CUMMINGS II,ROD",1
10:08,,8,,10 (+2),"GOOD LAYUP by COOPER,COLLIN(in the paint)",UCA 8-10 (-2),,"GOOD LAYUP by COOPER,COLLIN(in the paint)",1
--,,,,,"ASSIST  by WEIDENAAR,AARON",,,"ASSIST  by WEIDENAAR,AARON",1
09:46,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",1
09:46,,,,,"STEAL  by COOPER,COLLIN",,,"STEAL  by COOPER,COLLIN",1
09:41,,,,,"MISS LAYUP by WEIDENAAR,AARON(in the paint)",,,"MISS LAYUP by WEIDENAAR,AARON(in the paint)",1
09:41,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
09:30,"TURNOVER  by CUMMINGS II,ROD",,,,,,,"TURNOVER  by CUMMINGS II,ROD",1
09:30,,,,,"SUB OUT by COOPER,COLLIN",,,"SUB OUT by COOPER,COLLIN",1
09:30,,,,,"SUB IN by JONES,DEANDRE",,,"SUB IN by JONES,DEANDRE",1
09:30,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",1
09:30,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",1
09:17,,8,,12 (+4),"GOOD LAYUP by MCDANIEL,LEWIS(in the paint)",UCA 8-12 (-4),,"GOOD LAYUP by MCDANIEL,LEWIS(in the paint)",1
09:06,"MISS JUMPER by CUMMINGS II,ROD(in the paint)",,,,,,,"MISS JUMPER by CUMMINGS II,ROD(in the paint)",1
09:06,,,,,"BLOCK  by KOVAL,HAYDEN",,,"BLOCK  by KOVAL,HAYDEN",1
--,,,,,"REBOUND DEF by WEIDENAAR,AARON",,,"REBOUND DEF by WEIDENAAR,AARON",1
08:54,,,,,"MISS 3PTR by WEIDENAAR,AARON",,,"MISS 3PTR by WEIDENAAR,AARON",1
--,,,,,"REBOUND OFF by KOVAL,HAYDEN",,,"REBOUND OFF by KOVAL,HAYDEN",1
08:46,,8,,14 (+6),"GOOD LAYUP by KOVAL,HAYDEN(in the paint)",UCA 8-14 (-6),,"GOOD LAYUP by KOVAL,HAYDEN(in the paint)",1
08:31,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
08:31,,,,,"STEAL  by JONES,DEANDRE",,,"STEAL  by JONES,DEANDRE",1
08:25,,,,,"MISS LAYUP by OLOWOKERE,MASAI(in the paint)",,,"MISS LAYUP by OLOWOKERE,MASAI(in the paint)",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
08:25,,,,,"FOUL  by MCDANIEL,LEWIS",,,"FOUL  by MCDANIEL,LEWIS",1
08:25,,,,,"SUB OUT by WEIDENAAR,AARON",,,"SUB OUT by WEIDENAAR,AARON",1
08:25,,,,,"SUB IN by BERGERSEN,RYLAN",,,"SUB IN by BERGERSEN,RYLAN",1
08:07,,,,,"FOUL  by OLOWOKERE,MASAI",,,"FOUL  by OLOWOKERE,MASAI",1
08:07,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",1
08:07,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
07:55,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",1
07:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:54,,,,,"SUB OUT by MCDANIEL,LEWIS",,,"SUB OUT by MCDANIEL,LEWIS",1
07:54,,,,,"SUB OUT by OLOWOKERE,MASAI",,,"SUB OUT by OLOWOKERE,MASAI",1
07:54,,,,,"SUB IN by SHITTU,SK",,,"SUB IN by SHITTU,SK",1
07:54,,,,,"SUB IN by KAYOULOUD,EDDY",,,"SUB IN by KAYOULOUD,EDDY",1
07:36,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
07:36,,,,,"MISS FT by KOVAL,HAYDEN",,,"MISS FT by KOVAL,HAYDEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:36,,8,,15 (+7),"GOOD FT by KOVAL,HAYDEN",UCA 8-15 (-7),,"GOOD FT by KOVAL,HAYDEN",1
07:09,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",1
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",1
07:03,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND DEF by BERGERSEN,RYLAN",,,"REBOUND DEF by BERGERSEN,RYLAN",1
06:54,,,,,"MISS LAYUP by KAYOULOUD,EDDY(in the paint)",,,"MISS LAYUP by KAYOULOUD,EDDY(in the paint)",1
--,"REBOUND DEF by CUMMINGS II,ROD",,,,,,,"REBOUND DEF by CUMMINGS II,ROD",1
06:27,"GOOD JUMPER by STANLEY,SETH(in the paint)",10,,15 (+5),,Hend 10-15 (-5),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
06:17,"FOUL  by CUMMINGS II,ROD",,,,,,,"FOUL  by CUMMINGS II,ROD",1
06:17,"SUB OUT by CUMMINGS II,ROD",,,,,,,"SUB OUT by CUMMINGS II,ROD",1
06:17,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",1
06:11,,,,,"MISS JUMPER by KAYOULOUD,EDDY",,,"MISS JUMPER by KAYOULOUD,EDDY",1
06:11,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
06:00,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",1
--,,,,,"REBOUND DEF by KOVAL,HAYDEN",,,"REBOUND DEF by KOVAL,HAYDEN",1
05:52,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",1
05:52,,,,,"MISS FT by SHITTU,SK(fastbreak)",,,"MISS FT by SHITTU,SK(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:52,,10,,16 (+6),"GOOD FT by SHITTU,SK(fastbreak)",UCA 10-16 (-6),,"GOOD FT by SHITTU,SK(fastbreak)",1
05:41,"TURNOVER  by CRAWFORD,TRACE",,,,,,,"TURNOVER  by CRAWFORD,TRACE",1
05:41,,,,,"STEAL  by KAYOULOUD,EDDY",,,"STEAL  by KAYOULOUD,EDDY",1
05:37,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
05:37,,,,,"MISS FT by BERGERSEN,RYLAN(fastbreak)",,,"MISS FT by BERGERSEN,RYLAN(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:37,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",1
05:37,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
05:37,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",1
05:37,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",1
05:36,,,,,"MISS FT by BERGERSEN,RYLAN(fastbreak)",,,"MISS FT by BERGERSEN,RYLAN(fastbreak)",1
--,"REBOUND DEF by CRAWFORD,TRACE",,,,,,,"REBOUND DEF by CRAWFORD,TRACE",1
05:07,,,,,"FOUL  by SHITTU,SK",,,"FOUL  by SHITTU,SK",1
05:07,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:07,,,,,"SUB OUT by KOVAL,HAYDEN",,,"SUB OUT by KOVAL,HAYDEN",1
05:07,,,,,"SUB IN by BAKER,JAXSON",,,"SUB IN by BAKER,JAXSON",1
05:06,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
04:51,,,,,"MISS LAYUP by JONES,DEANDRE(in the paint)",,,"MISS LAYUP by JONES,DEANDRE(in the paint)",1
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",1
04:42,,,,,"FOUL  by SHITTU,SK",,,"FOUL  by SHITTU,SK",1
04:42,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:42,,,,,"SUB OUT by SHITTU,SK",,,"SUB OUT by SHITTU,SK",1
04:42,,,,,"SUB IN by CHATHAM,JARED",,,"SUB IN by CHATHAM,JARED",1
04:42,"GOOD FT by STANLEY,SETH",11,,16 (+5),,Hend 11-16 (-5),,"GOOD FT by STANLEY,SETH",1
04:25,,,,,"MISS JUMPER by CHATHAM,JARED",,,"MISS JUMPER by CHATHAM,JARED",1
--,,,,,"REBOUND OFF by BAKER,JAXSON",,,"REBOUND OFF by BAKER,JAXSON",1
04:19,,11,,18 (+7),"GOOD LAYUP by BAKER,JAXSON(in the paint)",UCA 11-18 (-7),,"GOOD LAYUP by BAKER,JAXSON(in the paint)",1
03:54,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",1
--,,,,,"REBOUND DEF by CHATHAM,JARED",,,"REBOUND DEF by CHATHAM,JARED",1
03:45,,,,,"TURNOVER  by CHATHAM,JARED",,,"TURNOVER  by CHATHAM,JARED",1
03:45,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
03:45,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
03:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:22,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",1
03:11,,11,,20 (+9),"GOOD JUMPER by BERGERSEN,RYLAN(in the paint)",UCA 11-20 (-9),,"GOOD JUMPER by BERGERSEN,RYLAN(in the paint)",1
02:38,"MISS JUMPER by CONRAD,ALEX(in the paint)",,,,,,,"MISS JUMPER by CONRAD,ALEX(in the paint)",1
02:38,,,,,"BLOCK  by BAKER,JAXSON",,,"BLOCK  by BAKER,JAXSON",1
--,,,,,"REBOUND DEF by BAKER,JAXSON",,,"REBOUND DEF by BAKER,JAXSON",1
02:29,,,,,"MISS LAYUP by JONES,DEANDRE(in the paint)",,,"MISS LAYUP by JONES,DEANDRE(in the paint)",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
02:19,"MISS 3PTR by MOORE,AUSTIN",,,,,,,"MISS 3PTR by MOORE,AUSTIN",1
--,,,,,"REBOUND DEF by BAKER,JAXSON",,,"REBOUND DEF by BAKER,JAXSON",1
02:08,,11,,23 (+12),"GOOD 3PTR by BAKER,JAXSON",UCA 11-23 (-12),,"GOOD 3PTR by BAKER,JAXSON",1
--,,,,,"ASSIST  by BERGERSEN,RYLAN",,,"ASSIST  by BERGERSEN,RYLAN",1
02:06,,,,,"SUB OUT by JONES,DEANDRE",,,"SUB OUT by JONES,DEANDRE",1
02:06,,,,,"SUB IN by MCDANIEL,LEWIS",,,"SUB IN by MCDANIEL,LEWIS",1
02:06,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
02:06,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",1
01:35,"MISS JUMPER by CRAWFORD,TRACE",,,,,,,"MISS JUMPER by CRAWFORD,TRACE",1
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",1
01:29,,,,,"MISS 3PTR by CHATHAM,JARED",,,"MISS 3PTR by CHATHAM,JARED",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:16,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:13,,,,,"SUB OUT by CHATHAM,JARED",,,"SUB OUT by CHATHAM,JARED",1
01:13,,,,,"SUB IN by OLOWOKERE,MASAI",,,"SUB IN by OLOWOKERE,MASAI",1
01:09,,11,,25 (+14),"GOOD LAYUP by OLOWOKERE,MASAI(in the paint)",UCA 11-25 (-14),,"GOOD LAYUP by OLOWOKERE,MASAI(in the paint)",1
00:46,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
00:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:35,,,,,"MISS LAYUP by MCDANIEL,LEWIS(in the paint)",,,"MISS LAYUP by MCDANIEL,LEWIS(in the paint)",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
00:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:20,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",1
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",1
00:00,,,,,"MISS 3PTR by MCDANIEL,LEWIS",,,"MISS 3PTR by MCDANIEL,LEWIS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
20:00,,,,,"SUB OUT by MCDANIEL,LEWIS",,,"SUB OUT by MCDANIEL,LEWIS",2
20:00,,,,,"SUB OUT by OLOWOKERE,MASAI",,,"SUB OUT by OLOWOKERE,MASAI",2
20:00,,,,,"SUB OUT by BAKER,JAXSON",,,"SUB OUT by BAKER,JAXSON",2
20:00,,,,,"SUB IN by SHITTU,SK",,,"SUB IN by SHITTU,SK",2
20:00,,,,,"SUB IN by KOVAL,HAYDEN",,,"SUB IN by KOVAL,HAYDEN",2
20:00,,,,,"SUB IN by JONES,DEANDRE",,,"SUB IN by JONES,DEANDRE",2
20:00,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
20:00,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",2
20:00,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
20:00,"SUB OUT by PRINS,ZACHARY",,,,,,,"SUB OUT by PRINS,ZACHARY",2
20:00,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
20:00,"SUB IN by CUMMINGS II,ROD",,,,,,,"SUB IN by CUMMINGS II,ROD",2
20:00,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
20:00,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
20:00,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",2
20:00,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
19:59,,,,,"TURNOVER  by BERGERSEN,RYLAN",,,"TURNOVER  by BERGERSEN,RYLAN",2
19:53,"MISS LAYUP by COMAN,SEAN(in the paint)",,,,,,,"MISS LAYUP by COMAN,SEAN(in the paint)",2
19:53,,,,,"BLOCK  by KAYOULOUD,EDDY",,,"BLOCK  by KAYOULOUD,EDDY",2
--,,,,,"REBOUND DEF by KAYOULOUD,EDDY",,,"REBOUND DEF by KAYOULOUD,EDDY",2
19:19,"FOUL  by CUMMINGS II,ROD",,,,,,,"FOUL  by CUMMINGS II,ROD",2
19:19,,,,,"MISS FT by KAYOULOUD,EDDY",,,"MISS FT by KAYOULOUD,EDDY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:19,,11,,26 (+15),"GOOD FT by KAYOULOUD,EDDY",UCA 11-26 (-15),,"GOOD FT by KAYOULOUD,EDDY",2
19:07,"MISS LAYUP by STANLEY,SETH(in the paint)",,,,,,,"MISS LAYUP by STANLEY,SETH(in the paint)",2
19:07,,,,,"BLOCK  by SHITTU,SK",,,"BLOCK  by SHITTU,SK",2
--,,,,,"REBOUND DEF by JONES,DEANDRE",,,"REBOUND DEF by JONES,DEANDRE",2
