Time Remaining,HENDRIXM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
18:37,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
18:37,"GOOD FT by CONRAD,ALEX",35,,43 (+8),,HENDRIXM 35-43 (-8),,"GOOD FT by CONRAD,ALEX",2
18:37,"GOOD FT by CONRAD,ALEX",36,,43 (+7),,HENDRIXM 36-43 (-7),,"GOOD FT by CONRAD,ALEX",2
18:37,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
18:37,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
18:37,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
18:37,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
18:24,,,,,"MISS LAYUP by STARR,RYAN",,,"MISS LAYUP by STARR,RYAN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
18:05,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",2
18:05,"MISS FT by COMAN,SEAN",,,,,,,"MISS FT by COMAN,SEAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:05,"GOOD FT by COMAN,SEAN",37,,43 (+6),,HENDRIXM 37-43 (-6),,"GOOD FT by COMAN,SEAN",2
18:05,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
18:05,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
17:45,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
17:42,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",2
17:23,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
17:19,"GOOD JUMPER by FITCH,CARL(in the paint)",39,,43 (+4),,HENDRIXM 39-43 (-4),,"GOOD JUMPER by FITCH,CARL(in the paint)",2
16:56,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
16:42,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
16:31,,,,,"TURNOVER  by GARWOOD,MACKIE",,,"TURNOVER  by GARWOOD,MACKIE",2
16:29,"STEAL  by FITCH,CARL",,,,,,,"STEAL  by FITCH,CARL",2
16:24,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
16:01,,39,,45 (+6),"GOOD LAYUP by STARR,RYAN(in the paint)",SEWANEE 39-45 (-6),,"GOOD LAYUP by STARR,RYAN(in the paint)",2
15:47,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",2
15:47,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:32,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",2
15:32,,,,,"BLOCK  by CRUMLY,JONNY",,,"BLOCK  by CRUMLY,JONNY",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
15:27,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
15:24,"GOOD LAYUP by LINK,JACOB(in the paint)",41,,45 (+4),,HENDRIXM 41-45 (-4),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
15:05,,,,,"MISS LAYUP by STARR,RYAN",,,"MISS LAYUP by STARR,RYAN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
14:59,"TURNOVER  by CARTWRIGHT,BROOKS",,,,,,,"TURNOVER  by CARTWRIGHT,BROOKS",2
14:58,,,,,"STEAL  by WARLICK,JORDAN",,,"STEAL  by WARLICK,JORDAN",2
14:35,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
14:35,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
14:35,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
14:27,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",2
14:27,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
14:27,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
14:18,"GOOD 3PTR by STANLEY,SETH",44,,45 (+1),,HENDRIXM 44-45 (-1),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by II,ROD CUMMINGS",,,,,,,"ASSIST  by II,ROD CUMMINGS",2
13:54,,44,,48 (+4),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 44-48 (-4),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by CRUMLY,JONNY",,,"ASSIST  by CRUMLY,JONNY",2
13:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
13:51,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
13:51,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
13:43,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",2
13:43,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:43,"GOOD FT by LINK,JACOB",45,,48 (+3),,HENDRIXM 45-48 (-3),,"GOOD FT by LINK,JACOB",2
13:31,,45,,50 (+5),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 45-50 (-5),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
13:23,"GOOD 3PTR by STANLEY,SETH",48,,50 (+2),,HENDRIXM 48-50 (-2),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
13:02,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
13:02,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
13:02,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
12:59,,,,,"TURNOVER  by MCDONOUGH,SEAN",,,"TURNOVER  by MCDONOUGH,SEAN",2
12:58,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
12:52,"MISS 3PTR by II,ROD CUMMINGS",,,,,,,"MISS 3PTR by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
12:30,,48,,53 (+5),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 48-53 (-5),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
12:05,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
11:39,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
11:24,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
11:24,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:10,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
11:04,"GOOD 3PTR by STANLEY,SETH",51,,53 (+2),,HENDRIXM 51-53 (-2),,"GOOD 3PTR by STANLEY,SETH",2
10:35,,51,,55 (+4),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 51-55 (-4),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
10:21,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
10:03,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
10:03,,51,,56 (+5),"GOOD FT by STARR,RYAN",SEWANEE 51-56 (-5),,"GOOD FT by STARR,RYAN",2
10:03,,,,,"MISS FT by STARR,RYAN",,,"MISS FT by STARR,RYAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:51,"GOOD 3PTR by STANLEY,SETH",54,,56 (+2),,HENDRIXM 54-56 (-2),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",2
09:32,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
09:32,,54,,57 (+3),"GOOD FT by KNOX,JOEY",SEWANEE 54-57 (-3),,"GOOD FT by KNOX,JOEY",2
09:32,,54,,58 (+4),"GOOD FT by KNOX,JOEY",SEWANEE 54-58 (-4),,"GOOD FT by KNOX,JOEY",2
09:16,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
09:13,"GOOD LAYUP by LINK,JACOB(in the paint)",56,,58 (+2),,HENDRIXM 56-58 (-2),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
08:55,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",2
08:55,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
08:36,"GOOD LAYUP by CONRAD,ALEX(in the paint)",58,,58,,HENDRIXM 58-58 (0),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
08:13,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
08:08,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",2
08:08,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:08,"GOOD FT by LINK,JACOB",59 (+1),,58,,HENDRIXM 59-58 (+1),,"GOOD FT by LINK,JACOB",2
08:08,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
08:08,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
08:08,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
08:08,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",2
07:55,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",2
07:33,,59,,60 (+1),"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 59-60 (-1),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",2
07:03,"GOOD LAYUP by CONRAD,ALEX(in the paint)",61 (+1),,60,,HENDRIXM 61-60 (+1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
06:38,,61,,63 (+2),"GOOD 3PTR by THOMAS,ADRIAN",SEWANEE 61-63 (-2),,"GOOD 3PTR by THOMAS,ADRIAN",2
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",2
06:16,"GOOD LAYUP by CONRAD,ALEX(in the paint)",63,,63,,HENDRIXM 63-63 (0),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
05:50,,,,,"MISS JUMPER by KNOX,JOEY",,,"MISS JUMPER by KNOX,JOEY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
05:50,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
05:50,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
05:25,"GOOD LAYUP by CONRAD,ALEX(in the paint)",65 (+2),,63,,HENDRIXM 65-63 (+2),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
05:04,,65,,65,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 65-65 (0),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",2
04:33,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",2
04:33,,,,,"BLOCK  by WARLICK,JORDAN",,,"BLOCK  by WARLICK,JORDAN",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
04:22,"GOOD LAYUP by STANLEY,SETH(in the paint)",67 (+2),,65,,HENDRIXM 67-65 (+2),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
04:15,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
04:15,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
04:15,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
04:02,,,,,"MISS 3PTR by CRUMLY,JONNY",,,"MISS 3PTR by CRUMLY,JONNY",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
03:52,"GOOD 3PTR by CARTWRIGHT,BROOKS",70 (+5),,65,,HENDRIXM 70-65 (+5),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
03:15,,70 (+3),,67,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 70-67 (+3),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
02:54,"GOOD LAYUP by CONRAD,ALEX(in the paint)",72 (+5),,67,,HENDRIXM 72-67 (+5),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
02:33,,72 (+2),,70,"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 72-70 (+2),,"GOOD 3PTR by WARLICK,JORDAN",2
02:12,"GOOD 3PTR by CARTWRIGHT,BROOKS",75 (+5),,70,,HENDRIXM 75-70 (+5),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
02:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:11,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
02:11,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
02:11,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
02:11,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
02:11,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",2
02:11,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
02:11,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
02:02,,,,,"MISS LAYUP by STARR,RYAN",,,"MISS LAYUP by STARR,RYAN",2
02:02,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
01:40,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
01:37,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",2
01:37,,,,,"BLOCK  by KNOX,JOEY",,,"BLOCK  by KNOX,JOEY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:37,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
01:37,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
01:35,"GOOD 3PTR by STANLEY,SETH",78 (+8),,70,,HENDRIXM 78-70 (+8),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by CARTWRIGHT,BROOKS",,,,,,,"ASSIST  by CARTWRIGHT,BROOKS",2
01:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:30,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
01:30,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
01:27,,78 (+6),,72,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 78-72 (+6),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
01:07,"GOOD 3PTR by COMAN,SEAN",81 (+9),,72,,HENDRIXM 81-72 (+9),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
00:52,,81 (+7),,74,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 81-74 (+7),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",2
00:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:50,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",2
00:50,"GOOD FT by CARTWRIGHT,BROOKS",82 (+8),,74,,HENDRIXM 82-74 (+8),,"GOOD FT by CARTWRIGHT,BROOKS",2
00:50,"GOOD FT by CARTWRIGHT,BROOKS",83 (+9),,74,,HENDRIXM 83-74 (+9),,"GOOD FT by CARTWRIGHT,BROOKS",2
00:50,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
00:50,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",2
00:43,,,,,"MISS JUMPER by STARR,RYAN",,,"MISS JUMPER by STARR,RYAN",2
--,,,,,"REBOUND OFF by STARR,RYAN",,,"REBOUND OFF by STARR,RYAN",2
00:41,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
00:41,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",2
00:41,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
00:40,,,,,"FOUL  by KNOX,JOEY",,,"FOUL  by KNOX,JOEY",2
00:40,"MISS FT by CARTWRIGHT,BROOKS",,,,,,,"MISS FT by CARTWRIGHT,BROOKS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:40,"GOOD FT by CARTWRIGHT,BROOKS",84 (+10),,74,,HENDRIXM 84-74 (+10),,"GOOD FT by CARTWRIGHT,BROOKS",2
00:40,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
00:40,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
00:40,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",2
00:40,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
00:34,,84 (+8),,76,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 84-76 (+8),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
00:30,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",2
00:30,"GOOD FT by COMAN,SEAN",85 (+9),,76,,HENDRIXM 85-76 (+9),,"GOOD FT by COMAN,SEAN",2
00:30,"GOOD FT by COMAN,SEAN",86 (+10),,76,,HENDRIXM 86-76 (+10),,"GOOD FT by COMAN,SEAN",2
00:26,,86 (+8),,78,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 86-78 (+8),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
00:26,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
00:26,,86 (+7),,79,"GOOD FT by THOMAS,ADRIAN",SEWANEE 86-79 (+7),,"GOOD FT by THOMAS,ADRIAN",2
00:26,,,,,"SUB IN by NORTON,HANK",,,"SUB IN by NORTON,HANK",2
00:26,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
00:26,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",2
00:26,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
00:26,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",2
00:26,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",2
00:24,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",2
00:24,"GOOD FT by COMAN,SEAN",87 (+8),,79,,HENDRIXM 87-79 (+8),,"GOOD FT by COMAN,SEAN",2
00:24,"GOOD FT by COMAN,SEAN",88 (+9),,79,,HENDRIXM 88-79 (+9),,"GOOD FT by COMAN,SEAN",2
00:24,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
00:24,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
00:24,,,,,"SUB OUT by NORTON,HANK",,,"SUB OUT by NORTON,HANK",2
00:24,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
00:18,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
00:16,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
00:02,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",2
00:02,,,,,"FOUL TECH by STARR,RYAN",,,"FOUL TECH by STARR,RYAN",2
