Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,ETBU,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by HAYNES,CHRIS",,,"REBOUND OFF by HAYNES,CHRIS",2
18:37,,26,,41 (+15),"GOOD LAYUP by HAYNES,CHRIS(in the paint)",ETBU 26-41 (-15),,"GOOD LAYUP by HAYNES,CHRIS(in the paint)",2
18:17,"GOOD LAYUP by STANLEY,SETH(in the paint)",28,,41 (+13),,Hend 28-41 (-13),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
18:07,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
18:07,,28,,42 (+14),"GOOD FT by DOOLEY,ROBBY",ETBU 28-42 (-14),,"GOOD FT by DOOLEY,ROBBY",2
18:07,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
18:07,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
18:07,,28,,43 (+15),"GOOD FT by DOOLEY,ROBBY",ETBU 28-43 (-15),,"GOOD FT by DOOLEY,ROBBY",2
17:41,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",2
17:41,,,,,"STEAL  by BROWN,LANDIN",,,"STEAL  by BROWN,LANDIN",2
17:36,,,,,"MISS LAYUP by BROWN,LANDIN(in the paint)",,,"MISS LAYUP by BROWN,LANDIN(in the paint)",2
--,,,,,"REBOUND OFF by HAYNES,CHRIS",,,"REBOUND OFF by HAYNES,CHRIS",2
17:36,,,,,"FOUL  by HAYNES,CHRIS",,,"FOUL  by HAYNES,CHRIS",2
17:36,,,,,"TURNOVER  by HAYNES,CHRIS",,,"TURNOVER  by HAYNES,CHRIS",2
17:11,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
17:11,,,,,"STEAL  by GRAY,JORDAN",,,"STEAL  by GRAY,JORDAN",2
17:06,,28,,45 (+17),"GOOD LAYUP by BROWN,LANDIN(fastbreak)(in the paint)",ETBU 28-45 (-17),,"GOOD LAYUP by BROWN,LANDIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GRAY,JORDAN",,,"ASSIST  by GRAY,JORDAN",2
16:52,"GOOD LAYUP by FITCH,CARL(in the paint)",30,,45 (+15),,Hend 30-45 (-15),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST  by II,ROD CUMMINGS",,,,,,,"ASSIST  by II,ROD CUMMINGS",2
16:26,,,,,"MISS LAYUP by BROWN,LANDIN(in the paint)",,,"MISS LAYUP by BROWN,LANDIN(in the paint)",2
16:26,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND OFF by GRAY,JORDAN",,,"REBOUND OFF by GRAY,JORDAN",2
16:16,,30,,48 (+18),"GOOD 3PTR by DOOLEY,ROBBY",ETBU 30-48 (-18),,"GOOD 3PTR by DOOLEY,ROBBY",2
--,,,,,"ASSIST  by GRAY,JORDAN",,,"ASSIST  by GRAY,JORDAN",2
15:54,"GOOD LAYUP by COMAN,SEAN(in the paint)",32,,48 (+16),,Hend 32-48 (-16),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
15:39,,32,,50 (+18),"GOOD LAYUP by HAYNES,CHRIS(in the paint)",ETBU 32-50 (-18),,"GOOD LAYUP by HAYNES,CHRIS(in the paint)",2
15:22,"MISS LAYUP by II,ROD CUMMINGS(in the paint)",,,,,,,"MISS LAYUP by II,ROD CUMMINGS(in the paint)",2
--,"REBOUND OFF by II,ROD CUMMINGS",,,,,,,"REBOUND OFF by II,ROD CUMMINGS",2
15:16,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
15:16,,,,,"STEAL  by GRAY,JORDAN",,,"STEAL  by GRAY,JORDAN",2
15:14,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",2
15:14,,,,,"SUB OUT by BROWN,LANDIN",,,"SUB OUT by BROWN,LANDIN",2
15:14,,,,,"SUB IN by WILLIAMS,JAYDEN",,,"SUB IN by WILLIAMS,JAYDEN",2
15:05,,,,,"MISS 3PTR by RIDDICK,WESTIN",,,"MISS 3PTR by RIDDICK,WESTIN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
14:53,"MISS JUMPER by COMAN,SEAN(in the paint)",,,,,,,"MISS JUMPER by COMAN,SEAN(in the paint)",2
14:53,,,,,"BLOCK  by HAYNES,CHRIS",,,"BLOCK  by HAYNES,CHRIS",2
--,,,,,"REBOUND DEF by GRAY,JORDAN",,,"REBOUND DEF by GRAY,JORDAN",2
14:40,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
14:40,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
14:40,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
14:40,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
14:40,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
14:37,,,,,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",,,"MISS LAYUP by DOOLEY,ROBBY(in the paint)",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
14:07,"MISS LAYUP by STANLEY,SETH(in the paint)",,,,,,,"MISS LAYUP by STANLEY,SETH(in the paint)",2
14:07,,,,,"BLOCK  by DOOLEY,ROBBY",,,"BLOCK  by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYDEN",,,"REBOUND DEF by WILLIAMS,JAYDEN",2
13:58,,32,,52 (+20),"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",ETBU 32-52 (-20),,"GOOD LAYUP by DOOLEY,ROBBY(in the paint)",2
13:32,"MISS LAYUP by LINK,JACOB(in the paint)",,,,,,,"MISS LAYUP by LINK,JACOB(in the paint)",2
13:32,,,,,"BLOCK  by DOOLEY,ROBBY",,,"BLOCK  by DOOLEY,ROBBY",2
--,,,,,"REBOUND DEF by RIDDICK,WESTIN",,,"REBOUND DEF by RIDDICK,WESTIN",2
13:16,,32,,55 (+23),"GOOD 3PTR by WILLIAMS,JAYDEN",ETBU 32-55 (-23),,"GOOD 3PTR by WILLIAMS,JAYDEN",2
--,,,,,"ASSIST  by DOOLEY,ROBBY",,,"ASSIST  by DOOLEY,ROBBY",2
12:43,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by DOOLEY,ROBBY",,,"REBOUND DEF by DOOLEY,ROBBY",2
12:10,,,,,"MISS JUMPER by RIDDICK,WESTIN",,,"MISS JUMPER by RIDDICK,WESTIN",2
12:10,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
12:10,"GOOD LAYUP by STANLEY,SETH(in the paint)",34,,55 (+21),,Hend 34-55 (-21),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",2
11:45,,,,,"SUB OUT by RIDDICK,WESTIN",,,"SUB OUT by RIDDICK,WESTIN",2
11:45,,,,,"SUB OUT by GRAY,JORDAN",,,"SUB OUT by GRAY,JORDAN",2
11:45,,,,,"SUB OUT by DOOLEY,ROBBY",,,"SUB OUT by DOOLEY,ROBBY",2
11:45,,,,,"SUB OUT by HAYNES,CHRIS",,,"SUB OUT by HAYNES,CHRIS",2
11:45,,,,,"SUB IN by FONTENOT,NATHAN",,,"SUB IN by FONTENOT,NATHAN",2
11:45,,,,,"SUB IN by COLLINS,COLTON",,,"SUB IN by COLLINS,COLTON",2
11:45,,,,,"SUB IN by COCHRAN,SPENCER",,,"SUB IN by COCHRAN,SPENCER",2
11:45,,,,,"SUB IN by CONNER,JADEN",,,"SUB IN by CONNER,JADEN",2
11:45,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
11:45,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
11:44,,,,,"MISS JUMPER by WILLIAMS,JAYDEN",,,"MISS JUMPER by WILLIAMS,JAYDEN",2
--,,,,,"REBOUND OFF by CONNER,JADEN",,,"REBOUND OFF by CONNER,JADEN",2
11:40,,34,,57 (+23),"GOOD LAYUP by CONNER,JADEN(in the paint)",ETBU 34-57 (-23),,"GOOD LAYUP by CONNER,JADEN(in the paint)",2
11:19,"GOOD LAYUP by STANLEY,SETH(in the paint)",36,,57 (+21),,Hend 36-57 (-21),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
11:13,,,,,"TURNOVER  by WILLIAMS,JAYDEN",,,"TURNOVER  by WILLIAMS,JAYDEN",2
11:13,"STEAL  by CARTWRIGHT,BROOKS",,,,,,,"STEAL  by CARTWRIGHT,BROOKS",2
11:03,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
11:01,"GOOD LAYUP by CONRAD,ALEX(in the paint)",38,,57 (+19),,Hend 38-57 (-19),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
10:47,,,,,"TURNOVER  by COLLINS,COLTON",,,"TURNOVER  by COLLINS,COLTON",2
10:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:22,"MISS JUMPER by EATON,JACK",,,,,,,"MISS JUMPER by EATON,JACK",2
10:22,,,,,"BLOCK  by FONTENOT,NATHAN",,,"BLOCK  by FONTENOT,NATHAN",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYDEN",,,"REBOUND DEF by WILLIAMS,JAYDEN",2
10:17,,,,,"MISS JUMPER by FONTENOT,NATHAN",,,"MISS JUMPER by FONTENOT,NATHAN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
10:08,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
10:08,,,,,"BLOCK  by COCHRAN,SPENCER",,,"BLOCK  by COCHRAN,SPENCER",2
--,,,,,"REBOUND DEF by FONTENOT,NATHAN",,,"REBOUND DEF by FONTENOT,NATHAN",2
10:05,,,,,"TURNOVER  by FONTENOT,NATHAN",,,"TURNOVER  by FONTENOT,NATHAN",2
10:02,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by COCHRAN,SPENCER",,,"REBOUND DEF by COCHRAN,SPENCER",2
09:35,,,,,"MISS 3PTR by COCHRAN,SPENCER",,,"MISS 3PTR by COCHRAN,SPENCER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:32,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
09:32,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
09:32,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
09:32,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
09:32,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
09:31,,,,,"MISS 3PTR by COCHRAN,SPENCER",,,"MISS 3PTR by COCHRAN,SPENCER",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:12,"MISS JUMPER by FITCH,CARL(in the paint)",,,,,,,"MISS JUMPER by FITCH,CARL(in the paint)",2
--,,,,,"REBOUND DEF by COCHRAN,SPENCER",,,"REBOUND DEF by COCHRAN,SPENCER",2
09:03,,,,,"TURNOVER  by WILLIAMS,JAYDEN",,,"TURNOVER  by WILLIAMS,JAYDEN",2
09:03,"STEAL  by CARTWRIGHT,BROOKS",,,,,,,"STEAL  by CARTWRIGHT,BROOKS",2
08:54,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by COLLINS,COLTON",,,"REBOUND DEF by COLLINS,COLTON",2
08:44,,38,,59 (+21),"GOOD LAYUP by COLLINS,COLTON(in the paint)",ETBU 38-59 (-21),,"GOOD LAYUP by COLLINS,COLTON(in the paint)",2
08:24,,,,,"FOUL  by CONNER,JADEN",,,"FOUL  by CONNER,JADEN",2
08:24,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:24,"GOOD FT by CONRAD,ALEX",39,,59 (+20),,Hend 39-59 (-20),,"GOOD FT by CONRAD,ALEX",2
08:15,,39,,62 (+23),"GOOD 3PTR by WILLIAMS,JAYDEN",ETBU 39-62 (-23),,"GOOD 3PTR by WILLIAMS,JAYDEN",2
--,,,,,"ASSIST  by COLLINS,COLTON",,,"ASSIST  by COLLINS,COLTON",2
08:00,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
07:56,"GOOD LAYUP by COMAN,SEAN(in the paint)",41,,62 (+21),,Hend 41-62 (-21),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
07:56,,,,,"FOUL  by FONTENOT,NATHAN",,,"FOUL  by FONTENOT,NATHAN",2
07:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:56,"GOOD FT by COMAN,SEAN",42,,62 (+20),,Hend 42-62 (-20),,"GOOD FT by COMAN,SEAN",2
07:56,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
07:56,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
07:47,,,,,"TURNOVER  by COCHRAN,SPENCER",,,"TURNOVER  by COCHRAN,SPENCER",2
07:32,,,,,"FOUL  by WILLIAMS,JAYDEN",,,"FOUL  by WILLIAMS,JAYDEN",2
07:23,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
07:23,,,,,"BLOCK  by COCHRAN,SPENCER",,,"BLOCK  by COCHRAN,SPENCER",2
--,,,,,"REBOUND DEF by COLLINS,COLTON",,,"REBOUND DEF by COLLINS,COLTON",2
07:13,,,,,"MISS LAYUP by CONNER,JADEN(in the paint)",,,"MISS LAYUP by CONNER,JADEN(in the paint)",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
06:50,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by CONNER,JADEN",,,"REBOUND DEF by CONNER,JADEN",2
06:39,,42,,65 (+23),"GOOD 3PTR by FONTENOT,NATHAN",ETBU 42-65 (-23),,"GOOD 3PTR by FONTENOT,NATHAN",2
--,,,,,"ASSIST  by COLLINS,COLTON",,,"ASSIST  by COLLINS,COLTON",2
06:20,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
06:09,"GOOD LAYUP by COMAN,SEAN(in the paint)",44,,65 (+21),,Hend 44-65 (-21),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
06:09,,,,,"FOUL  by CONNER,JADEN",,,"FOUL  by CONNER,JADEN",2
05:59,,,,,"SUB OUT by COCHRAN,SPENCER",,,"SUB OUT by COCHRAN,SPENCER",2
05:59,,,,,"SUB IN by OWENS,JACOB",,,"SUB IN by OWENS,JACOB",2
05:57,"GOOD FT by COMAN,SEAN",45,,65 (+20),,Hend 45-65 (-20),,"GOOD FT by COMAN,SEAN",2
05:56,,,,,"TURNOVER  by FONTENOT,NATHAN",,,"TURNOVER  by FONTENOT,NATHAN",2
05:56,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",2
05:55,,,,,"FOUL  by WILLIAMS,JAYDEN",,,"FOUL  by WILLIAMS,JAYDEN",2
05:55,"GOOD LAYUP by FITCH,CARL(in the paint)",47,,65 (+18),,Hend 47-65 (-18),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",2
05:43,,47,,68 (+21),"GOOD 3PTR by COLLINS,COLTON",ETBU 47-68 (-21),,"GOOD 3PTR by COLLINS,COLTON",2
--,,,,,"ASSIST  by FONTENOT,NATHAN",,,"ASSIST  by FONTENOT,NATHAN",2
05:24,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"REBOUND DEF by HUNTER,CODY",,,"REBOUND DEF by HUNTER,CODY",2
05:00,,,,,"SUB OUT by CONNER,JADEN",,,"SUB OUT by CONNER,JADEN",2
05:00,,,,,"SUB IN by HUNTER,CODY",,,"SUB IN by HUNTER,CODY",2
04:56,"MISS LAYUP by CRAWFORD,TRACE(in the paint)",,,,,,,"MISS LAYUP by CRAWFORD,TRACE(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:48,,,,,"SUB OUT by FONTENOT,NATHAN",,,"SUB OUT by FONTENOT,NATHAN",2
04:48,,,,,"SUB IN by BAKER,TEVIN",,,"SUB IN by BAKER,TEVIN",2
04:48,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
04:48,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
04:48,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
04:48,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
04:33,,,,,"MISS LAYUP by COLLINS,COLTON(in the paint)",,,"MISS LAYUP by COLLINS,COLTON(in the paint)",2
04:33,"BLOCK  by FITCH,CARL",,,,,,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND OFF by COLLINS,COLTON",,,"REBOUND OFF by COLLINS,COLTON",2
04:28,,,,,"MISS LAYUP by COLLINS,COLTON(in the paint)",,,"MISS LAYUP by COLLINS,COLTON(in the paint)",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
04:17,"GOOD LAYUP by COMAN,SEAN(in the paint)",49,,68 (+19),,Hend 49-68 (-19),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
04:02,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",2
04:02,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
03:56,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",2
03:49,"GOOD 3PTR by STANLEY,SETH",52,,68 (+16),,Hend 52-68 (-16),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
03:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:38,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
03:38,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
03:30,,52,,70 (+18),"GOOD LAYUP by BAKER,TEVIN(in the paint)",ETBU 52-70 (-18),,"GOOD LAYUP by BAKER,TEVIN(in the paint)",2
03:18,"GOOD 3PTR by COMAN,SEAN",55,,70 (+15),,Hend 55-70 (-15),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
03:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:54,,55,,72 (+17),"GOOD LAYUP by HUNTER,CODY(in the paint)",ETBU 55-72 (-17),,"GOOD LAYUP by HUNTER,CODY(in the paint)",2
02:44,"GOOD 3PTR by COMAN,SEAN",58,,72 (+14),,Hend 58-72 (-14),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
02:28,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
02:28,,58,,73 (+15),"GOOD FT by OWENS,JACOB",ETBU 58-73 (-15),,"GOOD FT by OWENS,JACOB",2
02:28,,58,,74 (+16),"GOOD FT by OWENS,JACOB",ETBU 58-74 (-16),,"GOOD FT by OWENS,JACOB",2
02:21,,,,,"SUB OUT by COLLINS,COLTON",,,"SUB OUT by COLLINS,COLTON",2
02:21,,,,,"SUB OUT by HUNTER,CODY",,,"SUB OUT by HUNTER,CODY",2
02:21,,,,,"SUB IN by CONNER,JADEN",,,"SUB IN by CONNER,JADEN",2
02:21,,,,,"SUB IN by ADAMS,CHRISTIAN",,,"SUB IN by ADAMS,CHRISTIAN",2
02:17,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
02:17,"MISS FT by STANLEY,SETH(fastbreak)",,,,,,,"MISS FT by STANLEY,SETH(fastbreak)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:17,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",2
02:17,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
02:17,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
02:17,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
02:17,,,,,"FOUL  by BAKER,TEVIN",,,"FOUL  by BAKER,TEVIN",2
02:17,"MISS FT by II,ROD CUMMINGS(fastbreak)",,,,,,,"MISS FT by II,ROD CUMMINGS(fastbreak)",2
--,,,,,"REBOUND DEF by BAKER,TEVIN",,,"REBOUND DEF by BAKER,TEVIN",2
02:03,,58,,76 (+18),"GOOD LAYUP by BAKER,TEVIN(in the paint)",ETBU 58-76 (-18),,"GOOD LAYUP by BAKER,TEVIN(in the paint)",2
01:50,"GOOD 3PTR by CARTWRIGHT,BROOKS",61,,76 (+15),,Hend 61-76 (-15),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
01:49,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:49,,,,,"SUB OUT by WILLIAMS,JAYDEN",,,"SUB OUT by WILLIAMS,JAYDEN",2
01:49,,,,,"SUB IN by JOHNSON,NOLAN",,,"SUB IN by JOHNSON,NOLAN",2
01:48,,,,,"TURNOVER  by ADAMS,CHRISTIAN",,,"TURNOVER  by ADAMS,CHRISTIAN",2
01:48,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",2
01:42,"MISS JUMPER by CARTWRIGHT,BROOKS",,,,,,,"MISS JUMPER by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by ADAMS,CHRISTIAN",,,"REBOUND DEF by ADAMS,CHRISTIAN",2
01:37,,,,,"TURNOVER  by ADAMS,CHRISTIAN",,,"TURNOVER  by ADAMS,CHRISTIAN",2
01:28,,,,,"FOUL  by OWENS,JACOB",,,"FOUL  by OWENS,JACOB",2
01:28,"GOOD FT by EATON,JACK",62,,76 (+14),,Hend 62-76 (-14),,"GOOD FT by EATON,JACK",2
01:28,"GOOD FT by EATON,JACK",63,,76 (+13),,Hend 63-76 (-13),,"GOOD FT by EATON,JACK",2
01:26,,,,,"TURNOVER  by ADAMS,CHRISTIAN",,,"TURNOVER  by ADAMS,CHRISTIAN",2
01:22,,,,,"FOUL  by OWENS,JACOB",,,"FOUL  by OWENS,JACOB",2
01:22,"GOOD FT by EATON,JACK(fastbreak)",64,,76 (+12),,Hend 64-76 (-12),,"GOOD FT by EATON,JACK(fastbreak)",2
01:22,"GOOD FT by EATON,JACK(fastbreak)",65,,76 (+11),,Hend 65-76 (-11),,"GOOD FT by EATON,JACK(fastbreak)",2
01:12,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
01:12,,65,,77 (+12),"GOOD FT by BAKER,TEVIN",ETBU 65-77 (-12),,"GOOD FT by BAKER,TEVIN",2
01:12,,65,,78 (+13),"GOOD FT by BAKER,TEVIN",ETBU 65-78 (-13),,"GOOD FT by BAKER,TEVIN",2
00:57,"MISS 3PTR by II,ROD CUMMINGS",,,,,,,"MISS 3PTR by II,ROD CUMMINGS",2
--,"REBOUND OFF by COMAN,SEAN",,,,,,,"REBOUND OFF by COMAN,SEAN",2
00:56,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
00:56,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
00:56,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
00:56,,,,,"MISS FT by OWENS,JACOB(fastbreak)",,,"MISS FT by OWENS,JACOB(fastbreak)",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
00:48,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by OWENS,JACOB",,,"REBOUND DEF by OWENS,JACOB",2
00:45,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
00:45,,65,,79 (+14),"GOOD FT by OWENS,JACOB(fastbreak)",ETBU 65-79 (-14),,"GOOD FT by OWENS,JACOB(fastbreak)",2
00:45,,,,,"MISS FT by OWENS,JACOB(fastbreak)",,,"MISS FT by OWENS,JACOB(fastbreak)",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
00:36,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by ADAMS,CHRISTIAN",,,"REBOUND DEF by ADAMS,CHRISTIAN",2
00:11,,65,,81 (+16),"GOOD LAYUP by BAKER,TEVIN(in the paint)",ETBU 65-81 (-16),,"GOOD LAYUP by BAKER,TEVIN(in the paint)",2
00:03,"GOOD 3PTR by COMAN,SEAN",68,,81 (+13),,Hend 68-81 (-13),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
