Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
16:41,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
16:34,,27,,29 (+2),"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",Berry 27-29 (-2),,"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",2
16:09,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
15:47,,,,,"MISS 3PTR by HASLAM,ETHAN",,,"MISS 3PTR by HASLAM,ETHAN",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
15:38,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
15:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:38,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:38,"GOOD FT by STANLEY,SETH",28,,29 (+1),,Hend 28-29 (-1),,"GOOD FT by STANLEY,SETH",2
15:38,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
15:38,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
15:38,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
15:38,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
15:22,,,,,"MISS LAYUP by BROOKS,AUSTIN",,,"MISS LAYUP by BROOKS,AUSTIN",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
15:13,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:53,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
14:45,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
14:33,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
14:33,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
14:33,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
14:33,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
14:33,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
14:11,,28,,31 (+3),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 28-31 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
13:49,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
13:25,,,,,"TURNOVER  by COSTAS,RILEY",,,"TURNOVER  by COSTAS,RILEY",2
13:25,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
13:20,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",30,,31 (+1),,Hend 30-31 (-1),,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",2
12:59,,30,,33 (+3),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",Berry 30-33 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by CLARK,ETHAN",,,"ASSIST  by CLARK,ETHAN",2
12:59,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
12:59,,30,,34 (+4),"GOOD FT by BROOKS,AUSTIN",Berry 30-34 (-4),,"GOOD FT by BROOKS,AUSTIN",2
12:36,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
12:36,"GOOD FT by COMAN,SEAN",31,,34 (+3),,Hend 31-34 (-3),,"GOOD FT by COMAN,SEAN",2
12:36,"GOOD FT by COMAN,SEAN",32,,34 (+2),,Hend 32-34 (-2),,"GOOD FT by COMAN,SEAN",2
12:20,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",2
12:20,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
11:53,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
11:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:53,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
11:53,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
11:53,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
11:53,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
11:35,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
11:24,,32,,37 (+5),"GOOD 3PTR by JOHNSON,MICAH",Berry 32-37 (-5),,"GOOD 3PTR by JOHNSON,MICAH",2
10:57,"GOOD 3PTR by STANLEY,SETH",35,,37 (+2),,Hend 35-37 (-2),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by II,ROD CUMMINGS",,,,,,,"ASSIST  by II,ROD CUMMINGS",2
10:37,,,,,"TURNOVER  by BROOKS,AUSTIN",,,"TURNOVER  by BROOKS,AUSTIN",2
10:37,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
10:37,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
10:37,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
10:37,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
10:37,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
10:37,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
10:14,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
10:05,,,,,"FOUL  by ESTES,DJ",,,"FOUL  by ESTES,DJ",2
10:05,,,,,"TURNOVER  by ESTES,DJ",,,"TURNOVER  by ESTES,DJ",2
09:39,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
09:32,,35,,39 (+4),"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",Berry 35-39 (-4),,"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",2
09:14,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
09:09,"GOOD 3PTR by STANLEY,SETH",38,,39 (+1),,Hend 38-39 (-1),,"GOOD 3PTR by STANLEY,SETH",2
08:45,,38,,41 (+3),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",Berry 38-41 (-3),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",2
--,,,,,"ASSIST  by HAYNES,CALEB",,,"ASSIST  by HAYNES,CALEB",2
08:23,"MISS LAYUP by EATON,JACK",,,,,,,"MISS LAYUP by EATON,JACK",2
--,,,,,"REBOUND DEF by CLARK,ETHAN",,,"REBOUND DEF by CLARK,ETHAN",2
08:14,,38,,43 (+5),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",Berry 38-43 (-5),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",2
07:59,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
07:59,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
07:46,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",2
07:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:46,"GOOD FT by LINK,JACOB",39,,43 (+4),,Hend 39-43 (-4),,"GOOD FT by LINK,JACOB",2
07:46,"GOOD FT by LINK,JACOB",40,,43 (+3),,Hend 40-43 (-3),,"GOOD FT by LINK,JACOB",2
07:46,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
07:46,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
07:37,,,,,"MISS LAYUP by HASLAM,ETHAN",,,"MISS LAYUP by HASLAM,ETHAN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
07:37,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",2
07:30,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by ESTES,DJ",,,"REBOUND DEF by ESTES,DJ",2
07:16,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
07:16,,40,,44 (+4),"GOOD FT by JOHNSON,MICAH",Berry 40-44 (-4),,"GOOD FT by JOHNSON,MICAH",2
07:16,,40,,45 (+5),"GOOD FT by JOHNSON,MICAH",Berry 40-45 (-5),,"GOOD FT by JOHNSON,MICAH",2
07:09,,,,,"FOUL  by JONES,DREW",,,"FOUL  by JONES,DREW",2
07:09,"GOOD FT by STANLEY,SETH",41,,45 (+4),,Hend 41-45 (-4),,"GOOD FT by STANLEY,SETH",2
07:09,"GOOD FT by STANLEY,SETH",42,,45 (+3),,Hend 42-45 (-3),,"GOOD FT by STANLEY,SETH",2
06:59,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
06:59,"BLOCK  by EATON,JACK",,,,,,,"BLOCK  by EATON,JACK",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
06:47,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
06:47,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
06:36,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
06:36,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
06:36,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
06:24,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",2
06:24,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",2
06:11,,,,,"MISS LAYUP by HASLAM,ETHAN",,,"MISS LAYUP by HASLAM,ETHAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
06:06,"MISS LAYUP by EATON,JACK",,,,,,,"MISS LAYUP by EATON,JACK",2
06:06,,,,,"BLOCK  by JONES,DREW",,,"BLOCK  by JONES,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:06,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
06:06,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
05:50,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
05:36,,,,,"TURNOVER  by JONES,DREW",,,"TURNOVER  by JONES,DREW",2
05:12,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
04:47,,42,,47 (+5),"GOOD JUMPER by JONES,DREW",Berry 42-47 (-5),,"GOOD JUMPER by JONES,DREW",2
04:25,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
03:55,,,,,"MISS LAYUP by HASLAM,ETHAN",,,"MISS LAYUP by HASLAM,ETHAN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
03:42,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
03:41,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:41,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
03:41,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
03:41,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
03:41,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
03:28,,,,,"MISS JUMPER by ESTES,DJ",,,"MISS JUMPER by ESTES,DJ",2
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",2
03:24,,,,,"MISS LAYUP by JOHNSON,MICAH",,,"MISS LAYUP by JOHNSON,MICAH",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
03:24,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
03:24,"GOOD FT by LINK,JACOB",43,,47 (+4),,Hend 43-47 (-4),,"GOOD FT by LINK,JACOB",2
03:24,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
03:07,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
03:07,,43,,48 (+5),"GOOD FT by HAYNES,CALEB",Berry 43-48 (-5),,"GOOD FT by HAYNES,CALEB",2
03:07,,43,,49 (+6),"GOOD FT by HAYNES,CALEB",Berry 43-49 (-6),,"GOOD FT by HAYNES,CALEB",2
03:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:54,"GOOD LAYUP by LINK,JACOB(in the paint)",45,,49 (+4),,Hend 45-49 (-4),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
02:29,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
02:27,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
02:27,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
02:12,"GOOD JUMPER by STANLEY,SETH",47,,49 (+2),,Hend 47-49 (-2),,"GOOD JUMPER by STANLEY,SETH",2
02:12,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
02:12,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
02:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:05,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
02:05,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
01:46,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",2
01:46,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
01:39,"GOOD LAYUP by LINK,JACOB(in the paint)",49,,49,,Hend 49-49 (0),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
01:12,,,,,"MISS JUMPER by JOHNSON,MICAH",,,"MISS JUMPER by JOHNSON,MICAH",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
00:46,"GOOD LAYUP by FITCH,CARL(in the paint)",51 (+2),,49,,Hend 51-49 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
00:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:46,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
00:46,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
00:29,,,,,"MISS JUMPER by JOHNSON,MICAH",,,"MISS JUMPER by JOHNSON,MICAH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:23,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
00:23,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:23,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",2
00:23,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
00:23,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
00:11,,51,,51,"GOOD JUMPER by JONES,DREW(in the paint)",Berry 51-51 (0),,"GOOD JUMPER by JONES,DREW(in the paint)",2
00:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:07,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
00:07,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
05:00,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",3
05:00,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",3
04:50,,51,,53 (+2),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",Berry 51-53 (-2),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",3
04:50,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",3
04:50,,51,,54 (+3),"GOOD FT by JOHNSON,MICAH",Berry 51-54 (-3),,"GOOD FT by JOHNSON,MICAH",3
04:50,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",3
04:50,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",3
04:26,"GOOD 3PTR by STANLEY,SETH",54,,54,,Hend 54-54 (0),,"GOOD 3PTR by STANLEY,SETH",3
04:03,,,,,"MISS 3PTR by HAYNES,CALEB",,,"MISS 3PTR by HAYNES,CALEB",3
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",3
03:53,"GOOD LAYUP by LINK,JACOB(in the paint)",56 (+2),,54,,Hend 56-54 (+2),,"GOOD LAYUP by LINK,JACOB(in the paint)",3
03:31,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",3
03:31,,,,,"MISS FT by JOHNSON,MICAH",,,"MISS FT by JOHNSON,MICAH",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:31,,56 (+1),,55,"GOOD FT by JOHNSON,MICAH",Berry 56-55 (+1),,"GOOD FT by JOHNSON,MICAH",3
03:15,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",3
03:07,,56,,57 (+1),"GOOD JUMPER by JOHNSON,MICAH",Berry 56-57 (-1),,"GOOD JUMPER by JOHNSON,MICAH",3
02:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
02:44,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",3
--,,,,,"REBOUND DEF by JONES,DREW",,,"REBOUND DEF by JONES,DREW",3
02:21,,56,,59 (+3),"GOOD JUMPER by JOHNSON,MICAH",Berry 56-59 (-3),,"GOOD JUMPER by JOHNSON,MICAH",3
02:06,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",3
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",3
02:02,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",3
02:02,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",3
02:02,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",3
02:02,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",3
01:45,,,,,"MISS 3PTR by JOHNSON,MICAH",,,"MISS 3PTR by JOHNSON,MICAH",3
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",3
01:34,"MISS 3PTR by EATON,JACK",,,,,,,"MISS 3PTR by EATON,JACK",3
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",3
01:20,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",3
01:20,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",3
01:14,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",3
01:14,,,,,"BLOCK  by JOHNSON,MICAH",,,"BLOCK  by JOHNSON,MICAH",3
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",3
01:09,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",3
01:09,,,,,"STEAL  by JOHNSON,MICAH",,,"STEAL  by JOHNSON,MICAH",3
01:04,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:44,,,,,"MISS JUMPER by JOHNSON,MICAH",,,"MISS JUMPER by JOHNSON,MICAH",3
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",3
00:43,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",3
00:43,,,,,"MISS FT by JOHNSON,MICAH",,,"MISS FT by JOHNSON,MICAH",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:43,,,,,"MISS FT by JOHNSON,MICAH",,,"MISS FT by JOHNSON,MICAH",3
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",3
00:33,"GOOD LAYUP by STANLEY,SETH(in the paint)",58,,59 (+1),,Hend 58-59 (-1),,"GOOD LAYUP by STANLEY,SETH(in the paint)",3
00:33,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",3
00:33,"GOOD FT by STANLEY,SETH",59,,59,,Hend 59-59 (0),,"GOOD FT by STANLEY,SETH",3
00:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:04,,,,,"MISS JUMPER by JONES,DREW",,,"MISS JUMPER by JONES,DREW",3
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",3
00:01,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",3
00:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:01,"GOOD FT by COMAN,SEAN",60 (+1),,59,,Hend 60-59 (+1),,"GOOD FT by COMAN,SEAN",3
00:01,"MISS FT by COMAN,SEAN",,,,,,,"MISS FT by COMAN,SEAN",3
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",3
