Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,SPA,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
00:25,"TURNOVER  by EBERT,CARSON",,,,,,,"TURNOVER  by EBERT,CARSON",1
00:23,,,,,"STEAL  by GOEING,BRANDON",,,"STEAL  by GOEING,BRANDON",1
00:09,,16,,25 (+9),"GOOD LAYUP by GOEING,BRANDON(in the paint)",SPA 16-25 (-9),,"GOOD LAYUP by GOEING,BRANDON(in the paint)",1
00:04,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:41,,,,,"MISS LAYUP by SMITH,TEREZ",,,"MISS LAYUP by SMITH,TEREZ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:36,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
19:35,"STEAL  by GUMP,MATT",,,,,,,"STEAL  by GUMP,MATT",2
19:30,,,,,"FOUL  by SMITH,TEREZ",,,"FOUL  by SMITH,TEREZ",2
19:29,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by ROWE,RYLAN",,,"REBOUND DEF by ROWE,RYLAN",2
19:09,,16,,28 (+12),"GOOD 3PTR by TURNER,JAMES",SPA 16-28 (-12),,"GOOD 3PTR by TURNER,JAMES",2
18:52,"MISS LAYUP by REPISHTI,BRYAN",,,,,,,"MISS LAYUP by REPISHTI,BRYAN",2
18:52,,,,,"BLOCK  by GOEING,BRANDON",,,"BLOCK  by GOEING,BRANDON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:43,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by ROWE,RYLAN",,,"REBOUND DEF by ROWE,RYLAN",2
18:34,,16,,31 (+15),"GOOD 3PTR by GOEING,BRANDON",SPA 16-31 (-15),,"GOOD 3PTR by GOEING,BRANDON",2
--,,,,,"ASSIST  by SMITH,TEREZ",,,"ASSIST  by SMITH,TEREZ",2
18:19,"GOOD JUMPER by REPISHTI,BRYAN",18,,31 (+13),,CEN 18-31 (-13),,"GOOD JUMPER by REPISHTI,BRYAN",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
17:53,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
17:53,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
17:50,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
17:48,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",2
17:42,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
17:41,,,,,"STEAL  by TURNER,JAMES",,,"STEAL  by TURNER,JAMES",2
17:38,,18,,33 (+15),"GOOD LAYUP by TURNER,JAMES(in the paint)",SPA 18-33 (-15),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
17:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:35,,,,,"SUB IN by WALLACE,KEITH",,,"SUB IN by WALLACE,KEITH",2
17:35,,,,,"SUB OUT by SMITH,TEREZ",,,"SUB OUT by SMITH,TEREZ",2
17:24,"GOOD JUMPER by SCINTA,BLAKE",20,,33 (+13),,CEN 20-33 (-13),,"GOOD JUMPER by SCINTA,BLAKE",2
16:56,,,,,"MISS JUMPER by GOEING,BRANDON",,,"MISS JUMPER by GOEING,BRANDON",2
--,"REBOUND DEF by REPISHTI,BRYAN",,,,,,,"REBOUND DEF by REPISHTI,BRYAN",2
16:35,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
16:34,,,,,"STEAL  by WALLACE,KEITH",,,"STEAL  by WALLACE,KEITH",2
16:28,,,,,"MISS 3PTR by ROWE,RYLAN",,,"MISS 3PTR by ROWE,RYLAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
16:10,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
16:10,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
16:04,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by ROWE,RYLAN",,,"REBOUND DEF by ROWE,RYLAN",2
15:54,,20,,36 (+16),"GOOD 3PTR by GOEING,BRANDON",SPA 20-36 (-16),,"GOOD 3PTR by GOEING,BRANDON",2
--,,,,,"ASSIST  by ROWE,RYLAN",,,"ASSIST  by ROWE,RYLAN",2
15:27,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
15:24,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
15:23,,,,,"STEAL  by GOEING,BRANDON",,,"STEAL  by GOEING,BRANDON",2
15:21,,,,,"MISS 3PTR by GOEING,BRANDON",,,"MISS 3PTR by GOEING,BRANDON",2
--,,,,,"REBOUND OFF by GOEING,BRANDON",,,"REBOUND OFF by GOEING,BRANDON",2
15:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:07,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
15:07,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
15:07,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
15:07,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
15:07,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
15:07,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
15:07,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
15:07,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
15:07,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
15:07,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
15:07,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
15:04,,,,,"TURNOVER  by ROWE,RYLAN",,,"TURNOVER  by ROWE,RYLAN",2
15:02,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",2
15:01,"GOOD LAYUP by SINE,TUCKER(in the paint)",22,,36 (+14),,CEN 22-36 (-14),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
14:39,,,,,"MISS JUMPER by TURNER,JAMES",,,"MISS JUMPER by TURNER,JAMES",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
14:09,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
14:09,,,,,"SUB IN by COSBY,VICTOR",,,"SUB IN by COSBY,VICTOR",2
14:09,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
14:03,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
13:45,,,,,"FOUL  by TRISKO,NICK",,,"FOUL  by TRISKO,NICK",2
13:45,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",2
13:45,,,,,"SUB OUT by TRISKO,NICK",,,"SUB OUT by TRISKO,NICK",2
13:41,,,,,"FOUL  by MOORE,AUSTIN",,,"FOUL  by MOORE,AUSTIN",2
13:32,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by ROWE,RYLAN",,,"REBOUND DEF by ROWE,RYLAN",2
13:13,,,,,"MISS 3PTR by GOEING,BRANDON",,,"MISS 3PTR by GOEING,BRANDON",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
12:58,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
12:58,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
12:58,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
12:58,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
12:58,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
12:58,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
12:58,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
12:58,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
12:58,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
12:58,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
12:58,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
12:58,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",2
12:58,,,,,"SUB IN by WALLACE,KEITH",,,"SUB IN by WALLACE,KEITH",2
12:58,,,,,"SUB IN by MUMPHREY,OWEN",,,"SUB IN by MUMPHREY,OWEN",2
12:58,,,,,"SUB IN by COSBY,VICTOR",,,"SUB IN by COSBY,VICTOR",2
12:58,,,,,"SUB IN by ELLIS,DOMINIQUE",,,"SUB IN by ELLIS,DOMINIQUE",2
12:58,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
12:58,,,,,"SUB OUT by TRISKO,NICK",,,"SUB OUT by TRISKO,NICK",2
12:58,,,,,"SUB OUT by ROWE,RYLAN",,,"SUB OUT by ROWE,RYLAN",2
12:58,,,,,"SUB OUT by JEANNELAS,MATT",,,"SUB OUT by JEANNELAS,MATT",2
12:58,,,,,"SUB OUT by GOEING,BRANDON",,,"SUB OUT by GOEING,BRANDON",2
12:53,,,,,"FOUL  by WALLACE,KEITH",,,"FOUL  by WALLACE,KEITH",2
12:53,,,,,"SUB IN by JEANNELAS,MATT",,,"SUB IN by JEANNELAS,MATT",2
12:53,,,,,"SUB OUT by WALLACE,KEITH",,,"SUB OUT by WALLACE,KEITH",2
12:35,,,,,"FOUL  by JEANNELAS,MATT",,,"FOUL  by JEANNELAS,MATT",2
12:23,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND OFF by SINE,TUCKER",,,,,,,"REBOUND OFF by SINE,TUCKER",2
12:15,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",24,,36 (+12),,CEN 24-36 (-12),,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",2
11:59,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
11:59,"GOOD FT by GRUBER,SAM",25,,36 (+11),,CEN 25-36 (-11),,"GOOD FT by GRUBER,SAM",2
11:59,"GOOD FT by GRUBER,SAM",26,,36 (+10),,CEN 26-36 (-10),,"GOOD FT by GRUBER,SAM",2
11:59,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
11:59,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
11:59,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
11:59,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
11:59,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
11:59,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
11:59,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
11:59,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
11:59,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
11:59,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
11:59,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
11:59,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
11:44,,,,,"MISS JUMPER by COSBY,VICTOR",,,"MISS JUMPER by COSBY,VICTOR",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
11:38,"GOOD 3PTR by GRUBER,SAM",29,,36 (+7),,CEN 29-36 (-7),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
11:23,,,,,"MISS 3PTR by MOORE,AUSTIN",,,"MISS 3PTR by MOORE,AUSTIN",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
11:12,"GOOD DUNK by SCINTA,BLAKE(in the paint)",31,,36 (+5),,CEN 31-36 (-5),,"GOOD DUNK by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GRUBER,SAM",,,,,,,"ASSIST  by GRUBER,SAM",2
11:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:07,,,,,"SUB IN by TRISKO,NICK",,,"SUB IN by TRISKO,NICK",2
11:07,,,,,"SUB IN by SMITH,TEREZ",,,"SUB IN by SMITH,TEREZ",2
11:07,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
11:07,,,,,"SUB IN by ROWE,RYLAN",,,"SUB IN by ROWE,RYLAN",2
11:07,,,,,"SUB IN by GOEING,BRANDON",,,"SUB IN by GOEING,BRANDON",2
11:07,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
11:07,,,,,"SUB OUT by TRISKO,NICK",,,"SUB OUT by TRISKO,NICK",2
11:07,,,,,"SUB OUT by ROWE,RYLAN",,,"SUB OUT by ROWE,RYLAN",2
11:07,,,,,"SUB OUT by JEANNELAS,MATT",,,"SUB OUT by JEANNELAS,MATT",2
11:07,,,,,"SUB OUT by GOEING,BRANDON",,,"SUB OUT by GOEING,BRANDON",2
10:45,"FOUL  by REPISHTI,BRYAN",,,,,,,"FOUL  by REPISHTI,BRYAN",2
10:45,,31,,37 (+6),"GOOD FT by GOEING,BRANDON",SPA 31-37 (-6),,"GOOD FT by GOEING,BRANDON",2
10:45,,31,,38 (+7),"GOOD FT by GOEING,BRANDON",SPA 31-38 (-7),,"GOOD FT by GOEING,BRANDON",2
10:27,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
10:18,,,,,"MISS LAYUP by ROWE,RYLAN",,,"MISS LAYUP by ROWE,RYLAN",2
10:18,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
10:12,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by TRISKO,NICK",,,"REBOUND DEF by TRISKO,NICK",2
09:41,,,,,"MISS 3PTR by TURNER,JAMES",,,"MISS 3PTR by TURNER,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:36,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
09:36,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
09:36,,,,,"SUB IN by JEANNELAS,MATT",,,"SUB IN by JEANNELAS,MATT",2
09:36,,,,,"SUB OUT by SMITH,TEREZ",,,"SUB OUT by SMITH,TEREZ",2
09:20,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",33,,38 (+5),,CEN 33-38 (-5),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
09:10,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
09:10,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
09:10,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
09:09,,,,,"TURNOVER  by ROWE,RYLAN",,,"TURNOVER  by ROWE,RYLAN",2
09:07,"STEAL  by REPISHTI,BRYAN",,,,,,,"STEAL  by REPISHTI,BRYAN",2
09:06,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",35,,38 (+3),,CEN 35-38 (-3),,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",2
08:35,,,,,"MISS LAYUP by GOEING,BRANDON",,,"MISS LAYUP by GOEING,BRANDON",2
--,,,,,"REBOUND OFF by JEANNELAS,MATT",,,"REBOUND OFF by JEANNELAS,MATT",2
08:32,,,,,"MISS LAYUP by JEANNELAS,MATT",,,"MISS LAYUP by JEANNELAS,MATT",2
08:32,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by REPISHTI,BRYAN",,,,,,,"REBOUND DEF by REPISHTI,BRYAN",2
08:25,,,,,"FOUL  by GOEING,BRANDON",,,"FOUL  by GOEING,BRANDON",2
08:25,"MISS FT by REPISHTI,BRYAN",,,,,,,"MISS FT by REPISHTI,BRYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:25,"GOOD FT by REPISHTI,BRYAN",36,,38 (+2),,CEN 36-38 (-2),,"GOOD FT by REPISHTI,BRYAN",2
08:25,,,,,"SUB IN by TRISKO,NICK",,,"SUB IN by TRISKO,NICK",2
08:25,,,,,"SUB IN by SMITH,TEREZ",,,"SUB IN by SMITH,TEREZ",2
08:25,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
08:25,,,,,"SUB IN by COSBY,VICTOR",,,"SUB IN by COSBY,VICTOR",2
08:25,,,,,"SUB IN by ELLIS,DOMINIQUE",,,"SUB IN by ELLIS,DOMINIQUE",2
08:25,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
08:25,,,,,"SUB OUT by TRISKO,NICK",,,"SUB OUT by TRISKO,NICK",2
08:25,,,,,"SUB OUT by ROWE,RYLAN",,,"SUB OUT by ROWE,RYLAN",2
08:25,,,,,"SUB OUT by JEANNELAS,MATT",,,"SUB OUT by JEANNELAS,MATT",2
08:25,,,,,"SUB OUT by GOEING,BRANDON",,,"SUB OUT by GOEING,BRANDON",2
07:59,,36,,40 (+4),"GOOD LAYUP by TRISKO,NICK(in the paint)",SPA 36-40 (-4),,"GOOD LAYUP by TRISKO,NICK(in the paint)",2
--,,,,,"ASSIST  by TURNER,JAMES",,,"ASSIST  by TURNER,JAMES",2
07:41,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
07:20,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
07:18,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
07:15,,,,,"FOUL  by SMITH,TEREZ",,,"FOUL  by SMITH,TEREZ",2
07:15,"GOOD FT by GUMP,MATT",37,,40 (+3),,CEN 37-40 (-3),,"GOOD FT by GUMP,MATT",2
07:15,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,,,,,"REBOUND DEF by TRISKO,NICK",,,"REBOUND DEF by TRISKO,NICK",2
07:15,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
07:15,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
07:15,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
07:15,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
07:15,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
07:15,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
07:15,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
07:15,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
07:15,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
07:15,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
07:01,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
07:01,,37,,41 (+4),"GOOD FT by TURNER,JAMES",SPA 37-41 (-4),,"GOOD FT by TURNER,JAMES",2
07:01,,,,,"MISS FT by TURNER,JAMES",,,"MISS FT by TURNER,JAMES",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
07:01,,,,,"SUB IN by MOORE,AUSTIN",,,"SUB IN by MOORE,AUSTIN",2
07:01,,,,,"SUB OUT by SMITH,TEREZ",,,"SUB OUT by SMITH,TEREZ",2
06:48,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
06:48,"GOOD FT by SINE,TUCKER",38,,41 (+3),,CEN 38-41 (-3),,"GOOD FT by SINE,TUCKER",2
06:48,"GOOD FT by SINE,TUCKER",39,,41 (+2),,CEN 39-41 (-2),,"GOOD FT by SINE,TUCKER",2
06:48,,,,,"SUB IN by GOEING,BRANDON",,,"SUB IN by GOEING,BRANDON",2
06:48,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
06:21,,,,,"FOUL  by GOEING,BRANDON",,,"FOUL  by GOEING,BRANDON",2
05:55,"GOOD JUMPER by SCINTA,BLAKE",41,,41,,CEN 41-41 (0),,"GOOD JUMPER by SCINTA,BLAKE",2
05:31,,41,,43 (+2),"GOOD JUMPER by ELLIS,DOMINIQUE",SPA 41-43 (-2),,"GOOD JUMPER by ELLIS,DOMINIQUE",2
--,,,,,"ASSIST  by COSBY,VICTOR",,,"ASSIST  by COSBY,VICTOR",2
05:21,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by COSBY,VICTOR",,,"REBOUND DEF by COSBY,VICTOR",2
04:55,,,,,"TURNOVER  by GOEING,BRANDON",,,"TURNOVER  by GOEING,BRANDON",2
04:54,"STEAL  by SCINTA,BLAKE",,,,,,,"STEAL  by SCINTA,BLAKE",2
04:35,,,,,"FOUL  by MOORE,AUSTIN",,,"FOUL  by MOORE,AUSTIN",2
04:35,"MISS FT by SINE,TUCKER",,,,,,,"MISS FT by SINE,TUCKER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:35,"GOOD FT by SINE,TUCKER",42,,43 (+1),,CEN 42-43 (-1),,"GOOD FT by SINE,TUCKER",2
04:35,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
04:35,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
04:35,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
04:35,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
04:07,,,,,"TURNOVER  by MOORE,AUSTIN",,,"TURNOVER  by MOORE,AUSTIN",2
04:07,,,,,"SUB IN by WALLACE,KEITH",,,"SUB IN by WALLACE,KEITH",2
04:07,,,,,"SUB OUT by MOORE,AUSTIN",,,"SUB OUT by MOORE,AUSTIN",2
03:58,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
03:32,,,,,"MISS 3PTR by GOEING,BRANDON",,,"MISS 3PTR by GOEING,BRANDON",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
03:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:14,,,,,"SUB IN by SMITH,TEREZ",,,"SUB IN by SMITH,TEREZ",2
03:14,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
03:14,,,,,"SUB OUT by WALLACE,KEITH",,,"SUB OUT by WALLACE,KEITH",2
03:14,,,,,"SUB OUT by GOEING,BRANDON",,,"SUB OUT by GOEING,BRANDON",2
03:05,,,,,"FOUL  by SMITH,TEREZ",,,"FOUL  by SMITH,TEREZ",2
03:05,"GOOD FT by SCINTA,BLAKE",43,,43,,CEN 43-43 (0),,"GOOD FT by SCINTA,BLAKE",2
03:05,"GOOD FT by SCINTA,BLAKE",44 (+1),,43,,CEN 44-43 (+1),,"GOOD FT by SCINTA,BLAKE",2
03:05,,,,,"SUB IN by WALLACE,KEITH",,,"SUB IN by WALLACE,KEITH",2
03:05,,,,,"SUB OUT by SMITH,TEREZ",,,"SUB OUT by SMITH,TEREZ",2
02:40,,,,,"MISS 3PTR by ELLIS,DOMINIQUE",,,"MISS 3PTR by ELLIS,DOMINIQUE",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
02:40,,,,,"SUB IN by GOEING,BRANDON",,,"SUB IN by GOEING,BRANDON",2
02:40,,,,,"SUB OUT by COSBY,VICTOR",,,"SUB OUT by COSBY,VICTOR",2
02:18,"MISS 3PTR by REPISHTI,BRYAN",,,,,,,"MISS 3PTR by REPISHTI,BRYAN",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
01:53,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
01:31,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
00:57,,,,,"FOUL  by WALLACE,KEITH",,,"FOUL  by WALLACE,KEITH",2
00:57,"GOOD FT by WESLEY,TYLER",45 (+2),,43,,CEN 45-43 (+2),,"GOOD FT by WESLEY,TYLER",2
00:57,"GOOD FT by WESLEY,TYLER",46 (+3),,43,,CEN 46-43 (+3),,"GOOD FT by WESLEY,TYLER",2
00:57,,,,,"SUB IN by JEANNELAS,MATT",,,"SUB IN by JEANNELAS,MATT",2
00:57,,,,,"SUB OUT by WALLACE,KEITH",,,"SUB OUT by WALLACE,KEITH",2
00:49,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
00:31,,,,,"MISS LAYUP by GOEING,BRANDON",,,"MISS LAYUP by GOEING,BRANDON",2
