Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:12,,6 (+2),,4,"GOOD JUMPER by BORN,CLAY",SEWANEE 6-4 (+2),,"GOOD JUMPER by BORN,CLAY",1
15:58,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
15:36,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",1
15:29,"MISS LAYUP by GUMP,MATT",,,,,,,"MISS LAYUP by GUMP,MATT",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
15:14,,6,,7 (+1),"GOOD 3PTR by JONES,CODY",SEWANEE 6-7 (-1),,"GOOD 3PTR by JONES,CODY",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
14:57,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",1
14:57,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
14:57,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",1
14:57,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
14:57,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
14:57,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
14:57,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
14:57,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
14:57,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
14:37,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",1
14:19,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
14:02,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",1
13:52,"MISS 3PTR by REPISHTI,BRYAN",,,,,,,"MISS 3PTR by REPISHTI,BRYAN",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
13:24,,6,,9 (+3),"GOOD JUMPER by BROWN,SETH",SEWANEE 6-9 (-3),,"GOOD JUMPER by BROWN,SETH",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
13:02,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
12:37,,6,,11 (+5),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 6-11 (-5),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
12:25,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
12:02,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",1
11:43,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
11:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:43,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:43,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
11:43,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",1
11:43,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
11:43,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
11:43,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",1
11:43,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
11:43,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
11:43,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
11:43,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
11:43,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
11:43,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
11:43,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
11:43,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
11:30,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",1
11:30,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
11:30,,6,,12 (+6),"GOOD FT by CARTER,KESHONN",SEWANEE 6-12 (-6),,"GOOD FT by CARTER,KESHONN",1
11:30,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
11:30,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
11:19,"TURNOVER  by GRUBER,SAM",,,,,,,"TURNOVER  by GRUBER,SAM",1
11:18,,,,,"STEAL  by CALDWELL,CAM",,,"STEAL  by CALDWELL,CAM",1
10:55,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",1
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",1
10:44,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",1
10:43,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",1
10:21,,,,,"MISS JUMPER by TOME,MATT",,,"MISS JUMPER by TOME,MATT",1
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",1
10:14,"MISS JUMPER by SCHMUCKER,ZACH",,,,,,,"MISS JUMPER by SCHMUCKER,ZACH",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
09:58,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",1
09:57,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
09:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:50,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
09:50,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
09:50,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
09:50,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",1
09:50,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
09:50,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
09:50,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
09:50,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
09:50,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
09:50,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
09:33,"GOOD 3PTR by EBERT,CARSON",9,,12 (+3),,CENTRE 9-12 (-3),,"GOOD 3PTR by EBERT,CARSON",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
09:18,,9,,15 (+6),"GOOD 3PTR by STONE,BRODY",SEWANEE 9-15 (-6),,"GOOD 3PTR by STONE,BRODY",1
09:01,"GOOD 3PTR by GUMP,MATT",12,,15 (+3),,CENTRE 12-15 (-3),,"GOOD 3PTR by GUMP,MATT",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
08:41,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
08:22,,,,,"MISS JUMPER by CALDWELL,CAM",,,"MISS JUMPER by CALDWELL,CAM",1
08:22,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",1
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",1
08:14,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
07:47,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",1
07:47,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",1
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",1
07:23,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",14,,15 (+1),,CENTRE 14-15 (-1),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",1
06:55,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
06:50,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
06:34,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
06:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:28,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
06:28,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",1
06:28,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
06:28,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
06:28,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
06:28,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
06:28,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
06:28,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
06:28,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
06:28,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
06:13,,14,,18 (+4),"GOOD 3PTR by TOME,MATT",SEWANEE 14-18 (-4),,"GOOD 3PTR by TOME,MATT",1
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",1
05:53,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",1
05:46,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
05:22,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
05:16,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",16,,18 (+2),,CENTRE 16-18 (-2),,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",1
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",1
04:58,,16,,20 (+4),"GOOD JUMPER by BROWN,SETH",SEWANEE 16-20 (-4),,"GOOD JUMPER by BROWN,SETH",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
04:31,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
04:05,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",1
04:05,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:05,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
04:05,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
04:05,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
04:05,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
04:05,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
04:05,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
04:05,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
04:05,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
04:02,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",1
03:48,,16,,22 (+6),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 16-22 (-6),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",1
03:37,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
03:33,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",1
03:32,,,,,"STEAL  by JONES,CODY",,,"STEAL  by JONES,CODY",1
03:19,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",1
03:19,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",1
03:19,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
03:06,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
03:06,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
03:06,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
02:46,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
02:46,"GOOD FT by SCINTA,BLAKE",17,,22 (+5),,CENTRE 17-22 (-5),,"GOOD FT by SCINTA,BLAKE",1
02:46,"GOOD FT by SCINTA,BLAKE",18,,22 (+4),,CENTRE 18-22 (-4),,"GOOD FT by SCINTA,BLAKE",1
02:46,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
02:46,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
02:31,,18,,25 (+7),"GOOD 3PTR by MCCULLOUGH,JACOB",SEWANEE 18-25 (-7),,"GOOD 3PTR by MCCULLOUGH,JACOB",1
02:11,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
02:07,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
01:57,,18,,28 (+10),"GOOD 3PTR by MCCULLOUGH,JACOB",SEWANEE 18-28 (-10),,"GOOD 3PTR by MCCULLOUGH,JACOB",1
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",1
01:54,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",1
01:54,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",1
01:54,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
01:54,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
01:36,,18,,30 (+12),"GOOD JUMPER by STONE,BRODY",SEWANEE 18-30 (-12),,"GOOD JUMPER by STONE,BRODY",1
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",1
01:20,"GOOD 3PTR by GRUBER,SAM",21,,30 (+9),,CENTRE 21-30 (-9),,"GOOD 3PTR by GRUBER,SAM",1
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",1
00:55,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",1
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",1
00:39,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",1
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",1
00:13,,21,,33 (+12),"GOOD 3PTR by JONES,CODY",SEWANEE 21-33 (-12),,"GOOD 3PTR by JONES,CODY",1
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",1
19:33,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
19:05,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
18:34,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
18:09,,21,,35 (+14),"GOOD JUMPER by JONES,CODY",SEWANEE 21-35 (-14),,"GOOD JUMPER by JONES,CODY",2
17:52,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",23,,35 (+12),,CENTRE 23-35 (-12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
17:21,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
17:19,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",2
17:17,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
17:17,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
17:12,"MISS LAYUP by GUMP,MATT",,,,,,,"MISS LAYUP by GUMP,MATT",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
16:55,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
16:44,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
16:44,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
16:44,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
16:44,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
16:44,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:25,"GOOD LAYUP by WESLEY,TYLER(in the paint)",25,,35 (+10),,CENTRE 25-35 (-10),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
16:06,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
16:00,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
15:58,,25,,36 (+11),"GOOD FT by BORN,CLAY",SEWANEE 25-36 (-11),,"GOOD FT by BORN,CLAY",2
15:58,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",2
15:58,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
15:58,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
15:58,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
15:58,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
15:35,"GOOD 3PTR by GRUBER,SAM",28,,36 (+8),,CENTRE 28-36 (-8),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by EBERT,CARSON",,,,,,,"ASSIST  by EBERT,CARSON",2
15:02,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",2
14:41,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
14:23,,28,,39 (+11),"GOOD 3PTR by TOME,MATT",SEWANEE 28-39 (-11),,"GOOD 3PTR by TOME,MATT",2
13:54,"GOOD JUMPER by SCINTA,BLAKE",30,,39 (+9),,CENTRE 30-39 (-9),,"GOOD JUMPER by SCINTA,BLAKE",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
13:27,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
13:27,,30,,40 (+10),"GOOD FT by BORN,CLAY",SEWANEE 30-40 (-10),,"GOOD FT by BORN,CLAY",2
13:27,,30,,41 (+11),"GOOD FT by JONES,CODY",SEWANEE 30-41 (-11),,"GOOD FT by JONES,CODY",2
13:27,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
13:27,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
13:27,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:27,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
13:27,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
13:27,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
13:27,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
13:27,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
13:27,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
13:27,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
13:02,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
12:48,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
12:46,"STEAL  by SCHMUCKER,ZACH",,,,,,,"STEAL  by SCHMUCKER,ZACH",2
12:35,"TURNOVER  by EBERT,CARSON",,,,,,,"TURNOVER  by EBERT,CARSON",2
12:34,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
12:15,,30,,44 (+14),"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 30-44 (-14),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
11:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
