Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
11:55,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
11:55,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
11:55,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
11:55,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
11:45,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:39,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
11:39,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
11:24,,30,,46 (+16),"GOOD JUMPER by BUESCHER,HUNTER",SEWANEE 30-46 (-16),,"GOOD JUMPER by BUESCHER,HUNTER",2
11:13,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
11:12,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
11:11,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
11:11,,30,,47 (+17),"GOOD FT by BUESCHER,HUNTER",SEWANEE 30-47 (-17),,"GOOD FT by BUESCHER,HUNTER",2
11:11,,30,,48 (+18),"GOOD FT by BUESCHER,HUNTER",SEWANEE 30-48 (-18),,"GOOD FT by BUESCHER,HUNTER",2
11:11,"SUB IN by SPRICK,PAUL",,,,,,,"SUB IN by SPRICK,PAUL",2
11:11,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:11,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
11:11,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
11:11,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
11:11,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
11:11,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
11:11,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
10:51,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
10:38,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
10:38,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
10:38,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
10:12,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
10:08,"GOOD 3PTR by GRUBER,SAM",33,,48 (+15),,CENTRE 33-48 (-15),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by EBERT,CARSON",,,,,,,"ASSIST  by EBERT,CARSON",2
09:48,,33,,51 (+18),"GOOD 3PTR by BORN,CLAY",SEWANEE 33-51 (-18),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
09:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:31,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
09:19,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
09:19,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
09:19,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
09:19,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
09:19,"SUB OUT by SPRICK,PAUL",,,,,,,"SUB OUT by SPRICK,PAUL",2
09:08,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
09:08,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
09:08,"FOUL  by EBERT,CARSON",,,,,,,"FOUL  by EBERT,CARSON",2
09:08,,33,,52 (+19),"GOOD FT by CARTER,KESHONN",SEWANEE 33-52 (-19),,"GOOD FT by CARTER,KESHONN",2
09:08,,33,,53 (+20),"GOOD FT by CARTER,KESHONN",SEWANEE 33-53 (-20),,"GOOD FT by CARTER,KESHONN",2
09:08,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
09:08,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
08:55,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
08:55,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
08:55,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:42,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
08:42,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",2
08:26,,33,,55 (+22),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 33-55 (-22),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
08:26,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
08:26,,33,,56 (+23),"GOOD FT by STONE,BRODY",SEWANEE 33-56 (-23),,"GOOD FT by STONE,BRODY",2
08:26,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
08:26,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
08:26,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
08:26,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
08:16,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
08:09,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
07:50,,33,,58 (+25),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 33-58 (-25),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
07:45,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
07:30,"GOOD 3PTR by MAGUIRE,WILL",36,,58 (+22),,CENTRE 36-58 (-22),,"GOOD 3PTR by MAGUIRE,WILL",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
07:07,,,,,"MISS LAYUP by BUESCHER,HUNTER",,,"MISS LAYUP by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
07:02,,36,,60 (+24),"GOOD TIPIN by BROWN,SETH(in the paint)",SEWANEE 36-60 (-24),,"GOOD TIPIN by BROWN,SETH(in the paint)",2
06:54,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
06:54,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
06:47,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
06:42,"GOOD JUMPER by WESLEY,TYLER",38,,60 (+22),,CENTRE 38-60 (-22),,"GOOD JUMPER by WESLEY,TYLER",2
06:24,,38,,62 (+24),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 38-62 (-24),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
06:06,"GOOD 3PTR by MAGUIRE,WILL",41,,62 (+21),,CENTRE 41-62 (-21),,"GOOD 3PTR by MAGUIRE,WILL",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
05:46,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
05:38,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
05:36,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",2
05:15,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
04:57,"GOOD 3PTR by GUMP,MATT",44,,62 (+18),,CENTRE 44-62 (-18),,"GOOD 3PTR by GUMP,MATT",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
04:45,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
04:45,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
04:45,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
04:45,"SUB IN by SPRICK,PAUL",,,,,,,"SUB IN by SPRICK,PAUL",2
04:45,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
04:45,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
04:45,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
04:45,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
04:45,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
04:45,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
04:45,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
04:45,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
04:45,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
04:26,,44,,64 (+20),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 44-64 (-20),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",2
04:13,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
04:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:12,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
04:12,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
04:06,"MISS 3PTR by MAGUIRE,WILL",,,,,,,"MISS 3PTR by MAGUIRE,WILL",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
03:52,"FOUL  by MAGUIRE,WILL",,,,,,,"FOUL  by MAGUIRE,WILL",2
03:52,,44,,65 (+21),"GOOD FT by TOME,MATT",SEWANEE 44-65 (-21),,"GOOD FT by TOME,MATT",2
03:52,,44,,66 (+22),"GOOD FT by TOME,MATT",SEWANEE 44-66 (-22),,"GOOD FT by TOME,MATT",2
03:52,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
03:52,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
03:40,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",46,,66 (+20),,CENTRE 46-66 (-20),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
03:30,"FOUL  by MAGUIRE,WILL",,,,,,,"FOUL  by MAGUIRE,WILL",2
03:30,,46,,67 (+21),"GOOD FT by BORN,CLAY",SEWANEE 46-67 (-21),,"GOOD FT by BORN,CLAY",2
03:30,,46,,68 (+22),"GOOD FT by BORN,CLAY",SEWANEE 46-68 (-22),,"GOOD FT by BORN,CLAY",2
03:30,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
03:30,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
03:21,"MISS JUMPER by SPRICK,PAUL",,,,,,,"MISS JUMPER by SPRICK,PAUL",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
03:09,"FOUL  by SCHMUCKER,ZACH",,,,,,,"FOUL  by SCHMUCKER,ZACH",2
03:09,,46,,69 (+23),"GOOD FT by CARTER,KESHONN",SEWANEE 46-69 (-23),,"GOOD FT by CARTER,KESHONN",2
03:09,,46,,70 (+24),"GOOD FT by CARTER,KESHONN",SEWANEE 46-70 (-24),,"GOOD FT by CARTER,KESHONN",2
03:09,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
03:09,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
03:09,"SUB IN by MAYFIELD,DEE",,,,,,,"SUB IN by MAYFIELD,DEE",2
03:09,"SUB IN by JONES,BRETT",,,,,,,"SUB IN by JONES,BRETT",2
03:09,"SUB OUT by MAGUIRE,WILL",,,,,,,"SUB OUT by MAGUIRE,WILL",2
03:09,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
03:09,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
03:09,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
03:09,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
03:09,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
03:09,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
03:09,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
03:09,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
03:09,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
03:09,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
03:09,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
02:36,"MISS 3PTR by MAYFIELD,DEE",,,,,,,"MISS 3PTR by MAYFIELD,DEE",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
02:36,"FOUL  by ARNETT,MICHAEL",,,,,,,"FOUL  by ARNETT,MICHAEL",2
02:36,,46,,71 (+25),"GOOD FT by TURNER,BYRON",SEWANEE 46-71 (-25),,"GOOD FT by TURNER,BYRON",2
02:36,,46,,72 (+26),"GOOD FT by TURNER,BYRON",SEWANEE 46-72 (-26),,"GOOD FT by TURNER,BYRON",2
02:36,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
02:36,,,,,"SUB IN by KUELLING,CHRIS",,,"SUB IN by KUELLING,CHRIS",2
02:36,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
02:36,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
02:24,"GOOD JUMPER by ARNETT,MICHAEL",48,,72 (+24),,CENTRE 48-72 (-24),,"GOOD JUMPER by ARNETT,MICHAEL",2
02:00,,48,,75 (+27),"GOOD 3PTR by KUELLING,CHRIS",SEWANEE 48-75 (-27),,"GOOD 3PTR by KUELLING,CHRIS",2
--,,,,,"ASSIST  by JOHNSON,DAVID",,,"ASSIST  by JOHNSON,DAVID",2
01:50,,,,,"MISS 3PTR by SLOVER,GRAYSON",,,"MISS 3PTR by SLOVER,GRAYSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:50,"MISS 3PTR by MAYFIELD,DEE",,,,,,,"MISS 3PTR by MAYFIELD,DEE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:43,"MISS JUMPER by ARNETT,MICHAEL",,,,,,,"MISS JUMPER by ARNETT,MICHAEL",2
--,"REBOUND OFF by BURNS,DREW",,,,,,,"REBOUND OFF by BURNS,DREW",2
01:41,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:21,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
01:21,,,,,"TURNOVER  by TURNER,BYRON",,,"TURNOVER  by TURNER,BYRON",2
01:21,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
01:21,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
01:05,"GOOD 3PTR by MAGUIRE,WILL",51,,75 (+24),,CENTRE 51-75 (-24),,"GOOD 3PTR by MAGUIRE,WILL",2
--,"ASSIST  by SPRICK,PAUL",,,,,,,"ASSIST  by SPRICK,PAUL",2
00:47,,51,,77 (+26),"GOOD LAYUP by JOHNSON,DAVID(in the paint)",SEWANEE 51-77 (-26),,"GOOD LAYUP by JOHNSON,DAVID(in the paint)",2
00:38,"TURNOVER  by JONES,BRETT",,,,,,,"TURNOVER  by JONES,BRETT",2
00:37,,,,,"STEAL  by JOHNSON,DAVID",,,"STEAL  by JOHNSON,DAVID",2
00:23,,,,,"MISS 3PTR by LEE,MATTHEW",,,"MISS 3PTR by LEE,MATTHEW",2
--,"REBOUND DEF by BURNS,DREW",,,,,,,"REBOUND DEF by BURNS,DREW",2
00:08,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
00:08,"MISS FT by BURNS,DREW",,,,,,,"MISS FT by BURNS,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:08,"GOOD FT by BURNS,DREW",52,,77 (+25),,CENTRE 52-77 (-25),,"GOOD FT by BURNS,DREW",2
