Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,TRANSYM,Game Score,Team Indicator,Play,Period
18:20,"FOUL  by REPISHTI,BRYAN",,,,,,,"FOUL  by REPISHTI,BRYAN",2
18:20,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
18:20,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
18:07,,,,,"MISS LAYUP by SCHUH,BO",,,"MISS LAYUP by SCHUH,BO",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
17:59,"TURNOVER  by EBERT,CARSON",,,,,,,"TURNOVER  by EBERT,CARSON",2
17:58,,,,,"STEAL  by JONES,ALEX",,,"STEAL  by JONES,ALEX",2
17:50,,35 (+9),,26,"GOOD JUMPER by SCHUH,BO(in the paint)",TRANSYM 35-26 (+9),,"GOOD JUMPER by SCHUH,BO(in the paint)",2
--,,,,,"ASSIST  by JONES,ALEX",,,"ASSIST  by JONES,ALEX",2
17:31,"MISS JUMPER by WESLEY,TYLER",,,,,,,"MISS JUMPER by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by CHRISTON,SIMON",,,"REBOUND DEF by CHRISTON,SIMON",2
17:18,,,,,"MISS JUMPER by THEOBALD,COOPER",,,"MISS JUMPER by THEOBALD,COOPER",2
--,,,,,"REBOUND OFF by THEOBALD,COOPER",,,"REBOUND OFF by THEOBALD,COOPER",2
17:04,,,,,"MISS JUMPER by JONES,ALEX",,,"MISS JUMPER by JONES,ALEX",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
16:52,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by STAFFORD,MICHAEL",,,"REBOUND DEF by STAFFORD,MICHAEL",2
16:46,"FOUL  by EBERT,CARSON",,,,,,,"FOUL  by EBERT,CARSON",2
16:46,,35 (+8),,27,"GOOD FT by STAFFORD,MICHAEL",TRANSYM 35-27 (+8),,"GOOD FT by STAFFORD,MICHAEL",2
16:46,,,,,"MISS FT by STAFFORD,MICHAEL",,,"MISS FT by STAFFORD,MICHAEL",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
16:46,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
16:46,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
16:29,"FOUL  by EBERT,CARSON",,,,,,,"FOUL  by EBERT,CARSON",2
16:29,,,,,"SUB IN by DENCE,ROBERT",,,"SUB IN by DENCE,ROBERT",2
16:29,,,,,"SUB OUT by SCHUH,BO",,,"SUB OUT by SCHUH,BO",2
16:21,,,,,"FOUL  by THEOBALD,COOPER",,,"FOUL  by THEOBALD,COOPER",2
16:13,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
16:12,,,,,"STEAL  by STAFFORD,MICHAEL",,,"STEAL  by STAFFORD,MICHAEL",2
16:05,,35 (+6),,29,"GOOD JUMPER by THEOBALD,COOPER(in the paint)",TRANSYM 35-29 (+6),,"GOOD JUMPER by THEOBALD,COOPER(in the paint)",2
15:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:36,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
15:36,,,,,"BLOCK  by CHRISTON,SIMON",,,"BLOCK  by CHRISTON,SIMON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:32,,,,,"FOUL  by STAFFORD,MICHAEL",,,"FOUL  by STAFFORD,MICHAEL",2
15:32,"GOOD FT by GUMP,MATT",36 (+7),,29,,CENTRE 36-29 (+7),,"GOOD FT by GUMP,MATT",2
15:32,"GOOD FT by GUMP,MATT",37 (+8),,29,,CENTRE 37-29 (+8),,"GOOD FT by GUMP,MATT",2
15:06,,37 (+5),,32,"GOOD 3PTR by STAFFORD,MICHAEL",TRANSYM 37-32 (+5),,"GOOD 3PTR by STAFFORD,MICHAEL",2
--,,,,,"ASSIST  by JONES,ALEX",,,"ASSIST  by JONES,ALEX",2
14:44,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by CHRISTON,SIMON",,,"REBOUND DEF by CHRISTON,SIMON",2
14:23,,37 (+3),,34,"GOOD LAYUP by STAFFORD,MICHAEL(in the paint)",TRANSYM 37-34 (+3),,"GOOD LAYUP by STAFFORD,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by JONES,ALEX",,,"ASSIST  by JONES,ALEX",2
14:08,,,,,"FOUL  by CHRISTON,SIMON",,,"FOUL  by CHRISTON,SIMON",2
14:08,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
14:08,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
14:08,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
14:08,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
14:08,,,,,"SUB IN by STANSBERRY,PARKER",,,"SUB IN by STANSBERRY,PARKER",2
14:08,,,,,"SUB OUT by DENCE,ROBERT",,,"SUB OUT by DENCE,ROBERT",2
13:54,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by STANSBERRY,PARKER",,,"REBOUND DEF by STANSBERRY,PARKER",2
13:46,,,,,"MISS 3PTR by CHRISTON,SIMON",,,"MISS 3PTR by CHRISTON,SIMON",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
13:31,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
13:27,"MISS TIPIN by SCINTA,BLAKE",,,,,,,"MISS TIPIN by SCINTA,BLAKE",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
13:23,,,,,"SUB IN by SERGEANT,SAM",,,"SUB IN by SERGEANT,SAM",2
13:23,,,,,"SUB OUT by JONES,ALEX",,,"SUB OUT by JONES,ALEX",2
13:13,"GOOD JUMPER by SINE,TUCKER",39 (+5),,34,,CENTRE 39-34 (+5),,"GOOD JUMPER by SINE,TUCKER",2
12:41,,39 (+3),,36,"GOOD JUMPER by CHRISTON,SIMON(in the paint)",TRANSYM 39-36 (+3),,"GOOD JUMPER by CHRISTON,SIMON(in the paint)",2
--,,,,,"ASSIST  by STANSBERRY,PARKER",,,"ASSIST  by STANSBERRY,PARKER",2
12:23,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by THEOBALD,COOPER",,,"REBOUND DEF by THEOBALD,COOPER",2
11:52,,,,,"MISS JUMPER by STANSBERRY,PARKER",,,"MISS JUMPER by STANSBERRY,PARKER",2
11:52,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
11:50,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
11:50,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
11:50,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
11:50,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
11:50,,,,,"SUB IN by SCHUH,BO",,,"SUB IN by SCHUH,BO",2
11:50,,,,,"SUB OUT by CHRISTON,SIMON",,,"SUB OUT by CHRISTON,SIMON",2
11:32,,,,,"FOUL  by STAFFORD,MICHAEL",,,"FOUL  by STAFFORD,MICHAEL",2
11:32,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,,,,,"REBOUND DEF by SCHUH,BO",,,"REBOUND DEF by SCHUH,BO",2
11:32,,,,,"SUB IN by JONES,ALEX",,,"SUB IN by JONES,ALEX",2
11:32,,,,,"SUB OUT by STAFFORD,MICHAEL",,,"SUB OUT by STAFFORD,MICHAEL",2
11:16,,,,,"MISS 3PTR by SCHUH,BO",,,"MISS 3PTR by SCHUH,BO",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
10:54,,,,,"FOUL  by SERGEANT,SAM",,,"FOUL  by SERGEANT,SAM",2
10:54,"MISS FT by GRIFFIN,JAROD",,,,,,,"MISS FT by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by SERGEANT,SAM",,,"REBOUND DEF by SERGEANT,SAM",2
10:43,,39 (+1),,38,"GOOD JUMPER by JONES,ALEX",TRANSYM 39-38 (+1),,"GOOD JUMPER by JONES,ALEX",2
--,,,,,"ASSIST  by SERGEANT,SAM",,,"ASSIST  by SERGEANT,SAM",2
10:12,"GOOD JUMPER by WESLEY,TYLER(in the paint)",41 (+3),,38,,CENTRE 41-38 (+3),,"GOOD JUMPER by WESLEY,TYLER(in the paint)",2
09:48,,,,,"MISS 3PTR by STANSBERRY,PARKER",,,"MISS 3PTR by STANSBERRY,PARKER",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
09:39,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by SCHUH,BO",,,"REBOUND DEF by SCHUH,BO",2
09:27,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
09:27,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
09:27,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
09:27,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
09:27,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
09:27,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
09:27,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
09:27,,,,,"SUB IN by BURGESS,TRISTAN",,,"SUB IN by BURGESS,TRISTAN",2
09:27,,,,,"SUB IN by CHRISTON,SIMON",,,"SUB IN by CHRISTON,SIMON",2
09:27,,,,,"SUB OUT by SCHUH,BO",,,"SUB OUT by SCHUH,BO",2
09:27,,,,,"SUB OUT by JONES,ALEX",,,"SUB OUT by JONES,ALEX",2
09:15,,41 (+1),,40,"GOOD JUMPER by STANSBERRY,PARKER(in the paint)",TRANSYM 41-40 (+1),,"GOOD JUMPER by STANSBERRY,PARKER(in the paint)",2
09:00,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
08:57,"GOOD TIPIN by SCINTA,BLAKE(in the paint)",43 (+3),,40,,CENTRE 43-40 (+3),,"GOOD TIPIN by SCINTA,BLAKE(in the paint)",2
08:40,,,,,"MISS LAYUP by THEOBALD,COOPER",,,"MISS LAYUP by THEOBALD,COOPER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
08:23,,,,,"FOUL  by STANSBERRY,PARKER",,,"FOUL  by STANSBERRY,PARKER",2
08:23,"GOOD FT by SCINTA,BLAKE",44 (+4),,40,,CENTRE 44-40 (+4),,"GOOD FT by SCINTA,BLAKE",2
08:23,"GOOD FT by SCINTA,BLAKE",45 (+5),,40,,CENTRE 45-40 (+5),,"GOOD FT by SCINTA,BLAKE",2
08:23,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
08:23,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
08:11,,,,,"MISS JUMPER by STANSBERRY,PARKER",,,"MISS JUMPER by STANSBERRY,PARKER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
07:48,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",47 (+7),,40,,CENTRE 47-40 (+7),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
07:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:35,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
07:35,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
07:35,,,,,"SUB IN by STAFFORD,MICHAEL",,,"SUB IN by STAFFORD,MICHAEL",2
07:35,,,,,"SUB OUT by BURGESS,TRISTAN",,,"SUB OUT by BURGESS,TRISTAN",2
07:24,,,,,"MISS JUMPER by CHRISTON,SIMON",,,"MISS JUMPER by CHRISTON,SIMON",2
07:24,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
06:55,"GOOD JUMPER by REPISHTI,BRYAN",49 (+9),,40,,CENTRE 49-40 (+9),,"GOOD JUMPER by REPISHTI,BRYAN",2
06:35,,,,,"MISS 3PTR by SERGEANT,SAM",,,"MISS 3PTR by SERGEANT,SAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:33,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
06:33,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
06:33,,,,,"SUB IN by SCHUH,BO",,,"SUB IN by SCHUH,BO",2
06:33,,,,,"SUB IN by JONES,ALEX",,,"SUB IN by JONES,ALEX",2
06:33,,,,,"SUB OUT by STAFFORD,MICHAEL",,,"SUB OUT by STAFFORD,MICHAEL",2
06:33,,,,,"SUB OUT by STANSBERRY,PARKER",,,"SUB OUT by STANSBERRY,PARKER",2
06:12,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",51 (+11),,40,,CENTRE 51-40 (+11),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",2
05:59,,,,,"SUB IN by BURGESS,TRISTAN",,,"SUB IN by BURGESS,TRISTAN",2
05:59,,,,,"SUB OUT by CHRISTON,SIMON",,,"SUB OUT by CHRISTON,SIMON",2
05:55,,,,,"TURNOVER  by SCHUH,BO",,,"TURNOVER  by SCHUH,BO",2
05:35,"GOOD LAYUP by WESLEY,TYLER(in the paint)",53 (+13),,40,,CENTRE 53-40 (+13),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
05:15,,,,,"MISS LAYUP by JONES,ALEX",,,"MISS LAYUP by JONES,ALEX",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
04:51,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
04:51,,,,,"BLOCK  by SCHUH,BO",,,"BLOCK  by SCHUH,BO",2
--,,,,,"REBOUND DEF by SCHUH,BO",,,"REBOUND DEF by SCHUH,BO",2
04:44,,,,,"MISS JUMPER by THEOBALD,COOPER",,,"MISS JUMPER by THEOBALD,COOPER",2
04:44,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:43,,,,,"SUB IN by STANSBERRY,PARKER",,,"SUB IN by STANSBERRY,PARKER",2
04:43,,,,,"SUB OUT by JONES,ALEX",,,"SUB OUT by JONES,ALEX",2
04:40,,53 (+11),,42,"GOOD JUMPER by SERGEANT,SAM(in the paint)",TRANSYM 53-42 (+11),,"GOOD JUMPER by SERGEANT,SAM(in the paint)",2
04:40,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
04:40,,53 (+10),,43,"GOOD FT by SERGEANT,SAM",TRANSYM 53-43 (+10),,"GOOD FT by SERGEANT,SAM",2
04:40,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
04:40,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
04:40,,,,,"SUB IN by STAFFORD,MICHAEL",,,"SUB IN by STAFFORD,MICHAEL",2
04:40,,,,,"SUB OUT by BURGESS,TRISTAN",,,"SUB OUT by BURGESS,TRISTAN",2
04:21,"MISS LAYUP by GRUBER,SAM",,,,,,,"MISS LAYUP by GRUBER,SAM",2
04:21,,,,,"BLOCK  by SCHUH,BO",,,"BLOCK  by SCHUH,BO",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:13,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by SCHUH,BO",,,"REBOUND DEF by SCHUH,BO",2
04:04,,,,,"TURNOVER  by SCHUH,BO",,,"TURNOVER  by SCHUH,BO",2
04:02,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
03:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:46,"TURNOVER  by REPISHTI,BRYAN",,,,,,,"TURNOVER  by REPISHTI,BRYAN",2
03:44,,,,,"STEAL  by SCHUH,BO",,,"STEAL  by SCHUH,BO",2
03:36,,,,,"MISS JUMPER by STANSBERRY,PARKER",,,"MISS JUMPER by STANSBERRY,PARKER",2
03:36,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by GRUBER,SAM",,,,,,,"REBOUND DEF by GRUBER,SAM",2
03:30,"TURNOVER  by REPISHTI,BRYAN",,,,,,,"TURNOVER  by REPISHTI,BRYAN",2
03:12,,,,,"MISS JUMPER by SCHUH,BO",,,"MISS JUMPER by SCHUH,BO",2
03:12,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by SCHUH,BO",,,"REBOUND OFF by SCHUH,BO",2
03:09,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
03:09,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
03:09,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
03:09,,,,,"SUB IN by BURGESS,TRISTAN",,,"SUB IN by BURGESS,TRISTAN",2
03:09,,,,,"SUB IN by CHRISTON,SIMON",,,"SUB IN by CHRISTON,SIMON",2
03:09,,,,,"SUB OUT by STANSBERRY,PARKER",,,"SUB OUT by STANSBERRY,PARKER",2
03:09,,,,,"SUB OUT by SERGEANT,SAM",,,"SUB OUT by SERGEANT,SAM",2
03:08,,,,,"TURNOVER  by THEOBALD,COOPER",,,"TURNOVER  by THEOBALD,COOPER",2
03:07,"STEAL  by GUMP,MATT",,,,,,,"STEAL  by GUMP,MATT",2
02:40,"GOOD 3PTR by GUMP,MATT",56 (+13),,43,,CENTRE 56-43 (+13),,"GOOD 3PTR by GUMP,MATT",2
02:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:29,,,,,"TURNOVER  by THEOBALD,COOPER",,,"TURNOVER  by THEOBALD,COOPER",2
02:29,,,,,"SUB IN by JEFFRIES,DEREK",,,"SUB IN by JEFFRIES,DEREK",2
02:29,,,,,"SUB IN by JONES,HINES",,,"SUB IN by JONES,HINES",2
02:29,,,,,"SUB OUT by SCHUH,BO",,,"SUB OUT by SCHUH,BO",2
02:29,,,,,"SUB OUT by BURGESS,TRISTAN",,,"SUB OUT by BURGESS,TRISTAN",2
02:03,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
02:02,,,,,"STEAL  by STAFFORD,MICHAEL",,,"STEAL  by STAFFORD,MICHAEL",2
01:50,,,,,"MISS JUMPER by STAFFORD,MICHAEL",,,"MISS JUMPER by STAFFORD,MICHAEL",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
01:38,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:38,,,,,"SUB IN by GORDON,LOWELL",,,"SUB IN by GORDON,LOWELL",2
01:38,,,,,"SUB OUT by STAFFORD,MICHAEL",,,"SUB OUT by STAFFORD,MICHAEL",2
01:28,,,,,"FOUL  by JEFFRIES,DEREK",,,"FOUL  by JEFFRIES,DEREK",2
01:28,"GOOD FT by WESLEY,TYLER",57 (+14),,43,,CENTRE 57-43 (+14),,"GOOD FT by WESLEY,TYLER",2
01:28,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by CHRISTON,SIMON",,,"REBOUND DEF by CHRISTON,SIMON",2
01:07,,,,,"MISS 3PTR by CHRISTON,SIMON",,,"MISS 3PTR by CHRISTON,SIMON",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
01:04,,,,,"FOUL  by GORDON,LOWELL",,,"FOUL  by GORDON,LOWELL",2
01:04,"GOOD FT by SCINTA,BLAKE",58 (+15),,43,,CENTRE 58-43 (+15),,"GOOD FT by SCINTA,BLAKE",2
01:04,"GOOD FT by SCINTA,BLAKE",59 (+16),,43,,CENTRE 59-43 (+16),,"GOOD FT by SCINTA,BLAKE",2
01:04,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
01:04,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
01:04,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
01:04,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
01:04,,,,,"SUB IN by POLLARD,ISAIAH",,,"SUB IN by POLLARD,ISAIAH",2
01:04,,,,,"SUB OUT by CHRISTON,SIMON",,,"SUB OUT by CHRISTON,SIMON",2
01:00,,59 (+14),,45,"GOOD LAYUP by THEOBALD,COOPER(in the paint)",TRANSYM 59-45 (+14),,"GOOD LAYUP by THEOBALD,COOPER(in the paint)",2
00:59,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
00:57,,59 (+13),,46,"GOOD FT by THEOBALD,COOPER",TRANSYM 59-46 (+13),,"GOOD FT by THEOBALD,COOPER",2
00:57,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
00:57,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
00:57,,,,,"SUB IN by MOLING,PIERCE",,,"SUB IN by MOLING,PIERCE",2
00:57,,,,,"SUB OUT by THEOBALD,COOPER",,,"SUB OUT by THEOBALD,COOPER",2
00:53,,,,,"FOUL  by GORDON,LOWELL",,,"FOUL  by GORDON,LOWELL",2
00:53,"GOOD FT by GRUBER,SAM",60 (+14),,46,,CENTRE 60-46 (+14),,"GOOD FT by GRUBER,SAM",2
00:53,"GOOD FT by GRUBER,SAM",61 (+15),,46,,CENTRE 61-46 (+15),,"GOOD FT by GRUBER,SAM",2
00:53,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
00:53,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
00:53,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
00:53,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:53,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:53,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
00:47,,,,,"MISS 3PTR by JONES,HINES",,,"MISS 3PTR by JONES,HINES",2
--,,,,,"REBOUND OFF by POLLARD,ISAIAH",,,"REBOUND OFF by POLLARD,ISAIAH",2
00:41,,,,,"MISS 3PTR by JONES,HINES",,,"MISS 3PTR by JONES,HINES",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
00:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:23,"SUB IN by JONES,BRETT",,,,,,,"SUB IN by JONES,BRETT",2
00:23,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
00:23,,,,,"SUB IN by HELTON,JONATHAN",,,"SUB IN by HELTON,JONATHAN",2
00:23,,,,,"SUB IN by JEFFRIES,JACKSON",,,"SUB IN by JEFFRIES,JACKSON",2
00:23,,,,,"SUB OUT by JEFFRIES,DEREK",,,"SUB OUT by JEFFRIES,DEREK",2
00:23,,,,,"SUB OUT by POLLARD,ISAIAH",,,"SUB OUT by POLLARD,ISAIAH",2
00:08,"MISS 3PTR by MAGUIRE,WILL",,,,,,,"MISS 3PTR by MAGUIRE,WILL",2
--,,,,,"REBOUND DEF by JONES,HINES",,,"REBOUND DEF by JONES,HINES",2
