Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
13:38,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
13:38,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
13:38,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
13:38,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
13:38,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
13:38,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
13:38,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
13:38,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
13:38,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
13:21,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
12:59,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
12:40,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
12:38,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",2
12:18,,31,,40 (+9),"GOOD JUMPER by BORN,CLAY",SEWANEE 31-40 (-9),,"GOOD JUMPER by BORN,CLAY",2
11:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:53,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
11:53,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
11:53,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
11:53,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
11:53,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
11:53,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
11:43,"TURNOVER  by SCHMUCKER,ZACH",,,,,,,"TURNOVER  by SCHMUCKER,ZACH",2
11:42,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",2
11:39,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
11:39,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
11:15,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
11:15,,31,,41 (+10),"GOOD FT by CARTER,KESHONN",SEWANEE 31-41 (-10),,"GOOD FT by CARTER,KESHONN",2
11:15,,31,,42 (+11),"GOOD FT by CARTER,KESHONN",SEWANEE 31-42 (-11),,"GOOD FT by CARTER,KESHONN",2
11:15,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
11:15,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:15,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
11:15,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
11:03,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
11:03,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
11:03,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
10:50,"GOOD LAYUP by GUMP,MATT(in the paint)",33,,42 (+9),,CENTRE 33-42 (-9),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
10:25,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
10:25,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
10:25,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
10:25,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
10:25,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
10:23,,33,,44 (+11),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 33-44 (-11),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
10:05,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
10:05,"GOOD FT by SCINTA,BLAKE",34,,44 (+10),,CENTRE 34-44 (-10),,"GOOD FT by SCINTA,BLAKE",2
10:05,"GOOD FT by SCINTA,BLAKE",35,,44 (+9),,CENTRE 35-44 (-9),,"GOOD FT by SCINTA,BLAKE",2
10:05,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
10:05,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
09:46,,35,,46 (+11),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 35-46 (-11),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",2
09:24,"GOOD JUMPER by SCINTA,BLAKE",37,,46 (+9),,CENTRE 37-46 (-9),,"GOOD JUMPER by SCINTA,BLAKE",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
09:08,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
09:08,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:08,,37,,47 (+10),"GOOD FT by CARTER,KESHONN",SEWANEE 37-47 (-10),,"GOOD FT by CARTER,KESHONN",2
09:08,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
09:08,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
09:08,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
09:08,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
08:46,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,"REBOUND OFF by GRIFFIN,JAROD",,,,,,,"REBOUND OFF by GRIFFIN,JAROD",2
08:43,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
08:25,"GOOD 3PTR by EBERT,CARSON",40,,47 (+7),,CENTRE 40-47 (-7),,"GOOD 3PTR by EBERT,CARSON",2
07:58,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
07:49,,40,,49 (+9),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 40-49 (-9),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
07:41,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
07:41,"GOOD FT by SINE,TUCKER",41,,49 (+8),,CENTRE 41-49 (-8),,"GOOD FT by SINE,TUCKER",2
07:41,"GOOD FT by SINE,TUCKER",42,,49 (+7),,CENTRE 42-49 (-7),,"GOOD FT by SINE,TUCKER",2
07:41,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
07:41,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
07:41,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
07:41,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
07:14,,42,,52 (+10),"GOOD 3PTR by STONE,BRODY",SEWANEE 42-52 (-10),,"GOOD 3PTR by STONE,BRODY",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
06:54,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
06:50,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
06:50,"GOOD FT by SINE,TUCKER",43,,52 (+9),,CENTRE 43-52 (-9),,"GOOD FT by SINE,TUCKER",2
06:50,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
06:50,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
06:50,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
06:50,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
06:50,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
06:50,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
06:32,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
06:26,"GOOD JUMPER by GRIFFIN,JAROD(in the paint)",45,,52 (+7),,CENTRE 45-52 (-7),,"GOOD JUMPER by GRIFFIN,JAROD(in the paint)",2
06:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:18,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
06:18,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
05:59,,45,,54 (+9),"GOOD JUMPER by JONES,CODY",SEWANEE 45-54 (-9),,"GOOD JUMPER by JONES,CODY",2
05:46,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
05:12,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
05:12,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
05:10,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
05:10,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
05:10,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
04:53,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
04:27,,45,,57 (+12),"GOOD 3PTR by JONES,CODY",SEWANEE 45-57 (-12),,"GOOD 3PTR by JONES,CODY",2
04:09,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",47,,57 (+10),,CENTRE 47-57 (-10),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
03:49,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
03:49,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:49,,47,,58 (+11),"GOOD FT by JONES,CODY",SEWANEE 47-58 (-11),,"GOOD FT by JONES,CODY",2
03:49,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
03:49,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
03:49,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
03:49,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
03:29,"MISS LAYUP by GRIFFIN,JAROD",,,,,,,"MISS LAYUP by GRIFFIN,JAROD",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
03:27,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
03:14,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
03:11,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
03:11,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
03:11,"GOOD FT by WESLEY,TYLER",48,,58 (+10),,CENTRE 48-58 (-10),,"GOOD FT by WESLEY,TYLER",2
03:11,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
03:11,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
03:11,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
02:43,,48,,60 (+12),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 48-60 (-12),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",2
02:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:31,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
02:27,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:25,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
02:25,"GOOD FT by GRUBER,SAM",49,,60 (+11),,CENTRE 49-60 (-11),,"GOOD FT by GRUBER,SAM",2
02:25,"GOOD FT by GRUBER,SAM",50,,60 (+10),,CENTRE 50-60 (-10),,"GOOD FT by GRUBER,SAM",2
02:25,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
02:25,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
02:19,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
02:18,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
02:16,"GOOD 3PTR by GRIFFIN,JAROD",53,,60 (+7),,CENTRE 53-60 (-7),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,"ASSIST  by EBERT,CARSON",,,,,,,"ASSIST  by EBERT,CARSON",2
02:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:47,,53,,63 (+10),"GOOD 3PTR by JONES,CODY",SEWANEE 53-63 (-10),,"GOOD 3PTR by JONES,CODY",2
01:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:46,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:46,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
01:25,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
01:20,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
01:20,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
01:20,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
01:13,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:13,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:59,"GOOD 3PTR by SINE,TUCKER",56,,63 (+7),,CENTRE 56-63 (-7),,"GOOD 3PTR by SINE,TUCKER",2
00:49,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
00:49,"STEAL  by EBERT,CARSON",,,,,,,"STEAL  by EBERT,CARSON",2
00:49,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
00:49,"GOOD FT by EBERT,CARSON",57,,63 (+6),,CENTRE 57-63 (-6),,"GOOD FT by EBERT,CARSON",2
00:49,"GOOD FT by EBERT,CARSON",58,,63 (+5),,CENTRE 58-63 (-5),,"GOOD FT by EBERT,CARSON",2
00:49,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
00:49,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:46,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
00:46,,58,,64 (+6),"GOOD FT by STONE,BRODY",SEWANEE 58-64 (-6),,"GOOD FT by STONE,BRODY",2
00:46,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
00:46,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:46,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:32,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
00:32,"GOOD FT by SINE,TUCKER",59,,64 (+5),,CENTRE 59-64 (-5),,"GOOD FT by SINE,TUCKER",2
00:32,"GOOD FT by SINE,TUCKER",60,,64 (+4),,CENTRE 60-64 (-4),,"GOOD FT by SINE,TUCKER",2
00:32,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
00:32,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:32,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
00:32,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
00:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:27,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:27,,60,,65 (+5),"GOOD FT by CARTER,KESHONN",SEWANEE 60-65 (-5),,"GOOD FT by CARTER,KESHONN",2
00:27,,60,,66 (+6),"GOOD FT by CARTER,KESHONN",SEWANEE 60-66 (-6),,"GOOD FT by CARTER,KESHONN",2
00:27,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:27,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:27,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
00:27,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
00:18,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
00:16,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
00:16,,60,,67 (+7),"GOOD FT by JONES,CODY",SEWANEE 60-67 (-7),,"GOOD FT by JONES,CODY",2
00:16,,60,,68 (+8),"GOOD FT by JONES,CODY",SEWANEE 60-68 (-8),,"GOOD FT by JONES,CODY",2
00:16,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
00:16,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:10,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
00:10,"GOOD FT by SINE,TUCKER",61,,68 (+7),,CENTRE 61-68 (-7),,"GOOD FT by SINE,TUCKER",2
00:10,"GOOD FT by SINE,TUCKER",62,,68 (+6),,CENTRE 62-68 (-6),,"GOOD FT by SINE,TUCKER",2
00:10,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
00:10,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
