Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
14:39,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
14:39,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
14:33,"GOOD 3PTR by EBERT,CARSON",45 (+10),,35,,CCM 45-35 (+10),,"GOOD 3PTR by EBERT,CARSON",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
14:21,,45 (+7),,38,"GOOD 3PTR by PERRY,WILL",OUM 45-38 (+7),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",2
14:00,"GOOD 3PTR by GRUBER,SAM",48 (+10),,38,,CCM 48-38 (+10),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
13:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:47,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
13:47,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
13:47,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:47,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
13:47,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
13:47,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
13:47,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
13:47,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
13:32,,48 (+8),,40,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 48-40 (+8),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
13:09,"GOOD 3PTR by GRUBER,SAM",51 (+11),,40,,CCM 51-40 (+11),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
12:45,,51 (+8),,43,"GOOD 3PTR by SMITH,CONNOR",OUM 51-43 (+8),,"GOOD 3PTR by SMITH,CONNOR",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
12:25,"MISS LAYUP by SINE,TUCKER",,,,,,,"MISS LAYUP by SINE,TUCKER",2
12:25,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:16,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND OFF by EBERT,CARSON",,,,,,,"REBOUND OFF by EBERT,CARSON",2
12:11,"GOOD 3PTR by EBERT,CARSON",54 (+11),,43,,CCM 54-43 (+11),,"GOOD 3PTR by EBERT,CARSON",2
12:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:59,,54 (+9),,45,"GOOD LAYUP by PERRY,WILL(in the paint)",OUM 54-45 (+9),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
11:43,"TURNOVER  by EBERT,CARSON",,,,,,,"TURNOVER  by EBERT,CARSON",2
11:42,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",2
11:41,,54 (+7),,47,"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",OUM 54-47 (+7),,"GOOD LAYUP by ANDINO,GEORGE(fastbreak)(in the paint)",2
11:26,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",2
11:25,,,,,"STEAL  by WARDLAW,CHASE",,,"STEAL  by WARDLAW,CHASE",2
11:23,,54 (+5),,49,"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",OUM 54-49 (+5),,"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",2
11:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:19,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
11:19,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
11:19,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
11:19,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
11:00,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
11:00,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
11:00,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
11:00,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
11:00,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
10:48,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
10:48,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
10:46,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
10:17,"GOOD 3PTR by GUMP,MATT",57 (+8),,49,,CCM 57-49 (+8),,"GOOD 3PTR by GUMP,MATT",2
09:49,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
09:26,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",2
09:02,,57 (+6),,51,"GOOD JUMPER by WARDLAW,CHASE(in the paint)",OUM 57-51 (+6),,"GOOD JUMPER by WARDLAW,CHASE(in the paint)",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
08:37,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
08:36,,,,,"STEAL  by WARDLAW,CHASE",,,"STEAL  by WARDLAW,CHASE",2
08:32,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",2
--,,,,,"REBOUND OFF by BRITVAR,STEFAN",,,"REBOUND OFF by BRITVAR,STEFAN",2
08:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:25,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
08:25,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
08:25,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
08:25,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
08:25,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
08:25,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
08:25,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
08:25,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
08:24,,,,,"MISS JUMPER by INUNGU,TOM",,,"MISS JUMPER by INUNGU,TOM",2
--,,,,,"REBOUND OFF by WARDLAW,CHASE",,,"REBOUND OFF by WARDLAW,CHASE",2
08:21,,57 (+4),,53,"GOOD JUMPER by WARDLAW,CHASE(in the paint)",OUM 57-53 (+4),,"GOOD JUMPER by WARDLAW,CHASE(in the paint)",2
07:57,,,,,"FOUL  by WARDLAW,CHASE",,,"FOUL  by WARDLAW,CHASE",2
07:41,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:38,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
07:38,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
07:30,,57 (+1),,56,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 57-56 (+1),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",2
07:12,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
06:48,,57,,59 (+2),"GOOD 3PTR by WARDLAW,CHASE",OUM 57-59 (-2),,"GOOD 3PTR by WARDLAW,CHASE",2
06:34,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",2
06:33,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",2
06:12,,,,,"MISS LAYUP by ANDINO,GEORGE",,,"MISS LAYUP by ANDINO,GEORGE",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
06:08,,,,,"MISS TIPIN by INUNGU,TOM",,,"MISS TIPIN by INUNGU,TOM",2
--,"REBOUND DEF by GRUBER,SAM",,,,,,,"REBOUND DEF by GRUBER,SAM",2
05:55,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
05:43,"FOUL  by EBERT,CARSON",,,,,,,"FOUL  by EBERT,CARSON",2
05:43,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
05:43,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
05:43,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
05:43,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
05:43,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
05:43,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
05:18,,57,,62 (+5),"GOOD 3PTR by SMITH,CONNOR",OUM 57-62 (-5),,"GOOD 3PTR by SMITH,CONNOR",2
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",2
05:06,"GOOD LAYUP by GUMP,MATT(in the paint)",59,,62 (+3),,CCM 59-62 (-3),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
04:36,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
04:29,,59,,65 (+6),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 59-65 (-6),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",2
04:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:19,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
04:19,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
04:05,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
04:05,,,,,"BLOCK  by LAWRENCE,CHRIS",,,"BLOCK  by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
03:51,,,,,"MISS 3PTR by INUNGU,TOM",,,"MISS 3PTR by INUNGU,TOM",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
03:32,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
03:32,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
03:32,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
03:12,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
03:04,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
02:43,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
02:41,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
02:39,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
02:30,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
02:30,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
02:30,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
02:11,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
01:57,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",2
01:55,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",2
01:46,"MISS 3PTR by EBERT,CARSON",,,,,,,"MISS 3PTR by EBERT,CARSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:42,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:42,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
01:42,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
01:42,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
01:40,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
01:38,"STEAL  by SCINTA,BLAKE",,,,,,,"STEAL  by SCINTA,BLAKE",2
01:33,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",2
01:30,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
01:30,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
01:30,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
01:22,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
01:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:14,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
01:14,,59,,66 (+7),"GOOD FT by WARDLAW,CHASE",OUM 59-66 (-7),,"GOOD FT by WARDLAW,CHASE",2
01:14,,59,,67 (+8),"GOOD FT by WARDLAW,CHASE",OUM 59-67 (-8),,"GOOD FT by WARDLAW,CHASE",2
01:14,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:14,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
01:14,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
01:14,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
01:01,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
00:58,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
00:58,,59,,68 (+9),"GOOD FT by WARDLAW,CHASE",OUM 59-68 (-9),,"GOOD FT by WARDLAW,CHASE",2
00:58,,59,,69 (+10),"GOOD FT by WARDLAW,CHASE",OUM 59-69 (-10),,"GOOD FT by WARDLAW,CHASE",2
00:58,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
00:58,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:52,,,,,"FOUL  by BRITVAR,STEFAN",,,"FOUL  by BRITVAR,STEFAN",2
00:52,"GOOD FT by SINE,TUCKER",60,,69 (+9),,CCM 60-69 (-9),,"GOOD FT by SINE,TUCKER",2
00:52,"GOOD FT by SINE,TUCKER",61,,69 (+8),,CCM 61-69 (-8),,"GOOD FT by SINE,TUCKER",2
00:52,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
00:52,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
00:52,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:52,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
00:52,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
00:52,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
00:39,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:39,,,,,"MISS FT by LAWRENCE,CHRIS",,,"MISS FT by LAWRENCE,CHRIS",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
00:39,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:39,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
00:39,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:39,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
00:39,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
00:39,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
00:33,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
00:29,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
00:29,,,,,"MISS FT by WARDLAW,CHASE",,,"MISS FT by WARDLAW,CHASE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:29,,61,,70 (+9),"GOOD FT by WARDLAW,CHASE",OUM 61-70 (-9),,"GOOD FT by WARDLAW,CHASE",2
00:24,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",2
00:23,,,,,"STEAL  by WARDLAW,CHASE",,,"STEAL  by WARDLAW,CHASE",2
00:20,,61,,72 (+11),"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",OUM 61-72 (-11),,"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",2
00:13,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
00:13,"GOOD FT by GRIFFIN,JAROD",62,,72 (+10),,CCM 62-72 (-10),,"GOOD FT by GRIFFIN,JAROD",2
00:13,"GOOD FT by GRIFFIN,JAROD",63,,72 (+9),,CCM 63-72 (-9),,"GOOD FT by GRIFFIN,JAROD",2
00:13,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:13,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
