Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
04:43,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
04:43,"SUB OUT by LOHR,MATT",,,,,,,"SUB OUT by LOHR,MATT",1
04:39,,39 (+21),,18,"GOOD LAYUP by JONES,RON(in the paint)",BCM 39-18 (+21),,"GOOD LAYUP by JONES,RON(in the paint)",1
04:39,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",1
04:39,,39 (+20),,19,"GOOD FT by JONES,RON",BCM 39-19 (+20),,"GOOD FT by JONES,RON",1
04:35,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",1
04:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
04:28,,,,,"MISS LAYUP by GRAHAM,LAKE",,,"MISS LAYUP by GRAHAM,LAKE",1
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",1
04:27,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",1
04:27,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:27,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",1
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",1
04:27,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",1
04:27,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
04:17,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",1
04:17,"GOOD FT by WESLEY,TYLER",40 (+21),,19,,CENTRE_M 40-19 (+21),,"GOOD FT by WESLEY,TYLER",1
04:17,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",1
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",1
03:58,,,,,"MISS JUMPER by JONES,RON",,,"MISS JUMPER by JONES,RON",1
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",1
03:51,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",1
03:51,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:51,"GOOD FT by WESLEY,TYLER",41 (+22),,19,,CENTRE_M 41-19 (+22),,"GOOD FT by WESLEY,TYLER",1
03:51,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",1
03:51,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",1
03:30,,,,,"MISS 3PTR by COTTER,DOUGLAS",,,"MISS 3PTR by COTTER,DOUGLAS",1
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",1
03:23,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",43 (+24),,19,,CENTRE_M 43-19 (+24),,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",1
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",1
03:23,,,,,"FOUL  by COTTER,DOUGLAS",,,"FOUL  by COTTER,DOUGLAS",1
03:23,"MISS FT by LOPEZ,COLLIN",,,,,,,"MISS FT by LOPEZ,COLLIN",1
--,,,,,"REBOUND DEF by WEBBER,CONNOR",,,"REBOUND DEF by WEBBER,CONNOR",1
03:23,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",1
03:23,,,,,"SUB IN by TINAE,DJ",,,"SUB IN by TINAE,DJ",1
03:23,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",1
03:23,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",1
03:15,,,,,"MISS JUMPER by WEBBER,CONNOR",,,"MISS JUMPER by WEBBER,CONNOR",1
03:15,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
03:04,,,,,"MISS JUMPER by TINAE,DJ",,,"MISS JUMPER by TINAE,DJ",1
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",1
03:02,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",1
03:02,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:02,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",1
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",1
03:02,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",1
03:02,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",1
02:57,,,,,"MISS LAYUP by PARK,BRANDON",,,"MISS LAYUP by PARK,BRANDON",1
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",1
02:33,"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",45 (+26),,19,,CENTRE_M 45-19 (+26),,"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",1
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",1
02:15,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",1
--,,,,,"REBOUND OFF by WEBBER,CONNOR",,,"REBOUND OFF by WEBBER,CONNOR",1
02:13,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",1
02:13,,45 (+25),,20,"GOOD FT by WEBBER,CONNOR",BCM 45-20 (+25),,"GOOD FT by WEBBER,CONNOR",1
02:13,,45 (+24),,21,"GOOD FT by WEBBER,CONNOR",BCM 45-21 (+24),,"GOOD FT by WEBBER,CONNOR",1
02:05,"TURNOVER  by MURRAY,RYAN",,,,,,,"TURNOVER  by MURRAY,RYAN",1
02:03,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",1
02:00,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",1
02:00,,,,,"MISS FT by TINAE,DJ",,,"MISS FT by TINAE,DJ",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:00,,,,,"MISS FT by TINAE,DJ",,,"MISS FT by TINAE,DJ",1
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",1
01:43,"FOUL  by STEGGEMAN,ANDREW",,,,,,,"FOUL  by STEGGEMAN,ANDREW",1
01:20,,,,,"TURNOVER  by PARK,BRANDON",,,"TURNOVER  by PARK,BRANDON",1
01:19,"STEAL  by GUMP,MATT",,,,,,,"STEAL  by GUMP,MATT",1
01:17,,,,,"FOUL  by PARK,BRANDON",,,"FOUL  by PARK,BRANDON",1
01:17,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:17,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",1
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",1
01:17,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",1
01:17,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",1
01:09,"FOUL  by MURRAY,RYAN",,,,,,,"FOUL  by MURRAY,RYAN",1
01:09,,45 (+23),,22,"GOOD FT by PARK,BRANDON",BCM 45-22 (+23),,"GOOD FT by PARK,BRANDON",1
01:09,,45 (+22),,23,"GOOD FT by PARK,BRANDON",BCM 45-23 (+22),,"GOOD FT by PARK,BRANDON",1
01:07,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",1
01:07,"GOOD FT by WHITESIDE,DONOVAN",46 (+23),,23,,CENTRE_M 46-23 (+23),,"GOOD FT by WHITESIDE,DONOVAN",1
01:07,"GOOD FT by WHITESIDE,DONOVAN",47 (+24),,23,,CENTRE_M 47-23 (+24),,"GOOD FT by WHITESIDE,DONOVAN",1
01:07,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",1
01:07,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
01:00,,,,,"MISS JUMPER by TINAE,DJ",,,"MISS JUMPER by TINAE,DJ",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:53,,,,,"MISS LAYUP by TINAE,DJ",,,"MISS LAYUP by TINAE,DJ",1
--,"REBOUND DEF by ARNETT,MICHAEL",,,,,,,"REBOUND DEF by ARNETT,MICHAEL",1
00:47,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",1
00:44,,,,,"STEAL  by SMOAK,HUNTER",,,"STEAL  by SMOAK,HUNTER",1
00:41,,47 (+22),,25,"GOOD LAYUP by SMOAK,HUNTER(fastbreak)(in the paint)",BCM 47-25 (+22),,"GOOD LAYUP by SMOAK,HUNTER(fastbreak)(in the paint)",1
00:02,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",1
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",1
19:49,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
19:38,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
19:38,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:38,,47 (+21),,26,"GOOD FT by MCCLOUD,LEE",BCM 47-26 (+21),,"GOOD FT by MCCLOUD,LEE",2
19:34,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",49 (+23),,26,,CENTRE_M 49-26 (+23),,"GOOD LAYUP by WHITESIDE,DONOVAN(fastbreak)(in the paint)",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
19:26,,49 (+21),,28,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 49-28 (+21),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
19:18,"GOOD 3PTR by SCINTA,BLAKE",52 (+24),,28,,CENTRE_M 52-28 (+24),,"GOOD 3PTR by SCINTA,BLAKE",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
19:05,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
19:05,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
18:59,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
18:51,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",54 (+26),,28,,CENTRE_M 54-28 (+26),,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",2
18:45,,,,,"MISS 3PTR by WHALEN,MAC",,,"MISS 3PTR by WHALEN,MAC",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
18:41,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",56 (+28),,28,,CENTRE_M 56-28 (+28),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,"ASSIST  by MURRAY,RYAN",,,,,,,"ASSIST  by MURRAY,RYAN",2
18:24,,,,,"MISS JUMPER by MCCLOUD,LEE",,,"MISS JUMPER by MCCLOUD,LEE",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
18:01,"GOOD 3PTR by MURRAY,RYAN",59 (+31),,28,,CENTRE_M 59-28 (+31),,"GOOD 3PTR by MURRAY,RYAN",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
17:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:53,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
17:53,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",2
17:53,,,,,"SUB IN by LEWIS,AJ",,,"SUB IN by LEWIS,AJ",2
17:53,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
17:53,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
17:53,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
17:53,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
17:53,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
17:53,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
17:53,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
17:45,,,,,"TURNOVER  by LEWIS,AJ",,,"TURNOVER  by LEWIS,AJ",2
17:44,"STEAL  by WHITESIDE,DONOVAN",,,,,,,"STEAL  by WHITESIDE,DONOVAN",2
17:41,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",61 (+33),,28,,CENTRE_M 61-28 (+33),,"GOOD LAYUP by LOPEZ,COLLIN(fastbreak)(in the paint)",2
17:33,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
17:33,,61 (+32),,29,"GOOD FT by GRAHAM,LAKE",BCM 61-29 (+32),,"GOOD FT by GRAHAM,LAKE",2
17:33,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
17:33,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
17:33,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
17:08,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by JONES,RON",,,"REBOUND DEF by JONES,RON",2
17:04,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
16:49,,,,,"MISS 3PTR by LEWIS,AJ",,,"MISS 3PTR by LEWIS,AJ",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
16:37,,,,,"TURNOVER  by WEBBER,CONNOR",,,"TURNOVER  by WEBBER,CONNOR",2
16:36,"STEAL  by KARSNER,JOSH",,,,,,,"STEAL  by KARSNER,JOSH",2
16:20,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,,,,,"REBOUND DEF by LEWIS,AJ",,,"REBOUND DEF by LEWIS,AJ",2
16:10,,61 (+30),,31,"GOOD LAYUP by JONES,RON(in the paint)",BCM 61-31 (+30),,"GOOD LAYUP by JONES,RON(in the paint)",2
--,,,,,"ASSIST  by LEWIS,AJ",,,"ASSIST  by LEWIS,AJ",2
15:51,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by PARK,BRANDON",,,"REBOUND DEF by PARK,BRANDON",2
15:45,"FOUL  by MURRAY,RYAN",,,,,,,"FOUL  by MURRAY,RYAN",2
15:45,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
15:45,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
15:45,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
15:45,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
15:32,,,,,"MISS LAYUP by JONES,RON",,,"MISS LAYUP by JONES,RON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:13,,,,,"TURNOVER  by JONES,RON",,,"TURNOVER  by JONES,RON",2
14:49,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
14:34,,61 (+28),,33,"GOOD LAYUP by WEBBER,CONNOR(in the paint)",BCM 61-33 (+28),,"GOOD LAYUP by WEBBER,CONNOR(in the paint)",2
--,,,,,"ASSIST  by GRAHAM,LAKE",,,"ASSIST  by GRAHAM,LAKE",2
14:17,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND DEF by LEWIS,AJ",,,"REBOUND DEF by LEWIS,AJ",2
14:06,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
14:06,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
14:06,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
14:06,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
14:06,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
14:06,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
14:06,,,,,"SUB IN by WHALEN,MAC",,,"SUB IN by WHALEN,MAC",2
14:06,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
14:06,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
14:06,,,,,"SUB OUT by WEBBER,CONNOR",,,"SUB OUT by WEBBER,CONNOR",2
14:06,,,,,"SUB OUT by LEWIS,AJ",,,"SUB OUT by LEWIS,AJ",2
14:06,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
14:06,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
13:41,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
13:40,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
13:40,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:32,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
13:32,,61 (+27),,34,"GOOD FT by MCCLOUD,LEE",BCM 61-34 (+27),,"GOOD FT by MCCLOUD,LEE",2
13:32,,61 (+26),,35,"GOOD FT by MCCLOUD,LEE",BCM 61-35 (+26),,"GOOD FT by MCCLOUD,LEE",2
13:24,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
13:23,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
13:15,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
13:07,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",63 (+28),,35,,CENTRE_M 63-35 (+28),,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",2
--,"ASSIST  by STEGGEMAN,ANDREW",,,,,,,"ASSIST  by STEGGEMAN,ANDREW",2
13:07,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
13:07,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,,,,,"REBOUND DEF by COTTER,DOUGLAS",,,"REBOUND DEF by COTTER,DOUGLAS",2
12:59,,63 (+25),,38,"GOOD 3PTR by SMOAK,HUNTER",BCM 63-38 (+25),,"GOOD 3PTR by SMOAK,HUNTER",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
12:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:32,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
12:22,,63 (+23),,40,"GOOD LAYUP by WHALEN,MAC(fastbreak)(in the paint)",BCM 63-40 (+23),,"GOOD LAYUP by WHALEN,MAC(fastbreak)(in the paint)",2
12:05,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",65 (+25),,40,,CENTRE_M 65-40 (+25),,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
12:01,,,,,"MISS LAYUP by SMOAK,HUNTER",,,"MISS LAYUP by SMOAK,HUNTER",2
12:01,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:01,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
12:01,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
12:01,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
12:01,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",2
12:01,,,,,"SUB IN by LEWIS,AJ",,,"SUB IN by LEWIS,AJ",2
12:01,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
12:01,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
12:01,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
12:01,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
12:01,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
12:01,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
12:01,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
11:50,,,,,"MISS JUMPER by JONES,RON",,,"MISS JUMPER by JONES,RON",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
11:42,,,,,"FOUL  by PARK,BRANDON",,,"FOUL  by PARK,BRANDON",2
11:27,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by WEBBER,CONNOR",,,"REBOUND DEF by WEBBER,CONNOR",2
11:16,,65 (+23),,42,"GOOD LAYUP by JONES,RON(in the paint)",BCM 65-42 (+23),,"GOOD LAYUP by JONES,RON(in the paint)",2
11:06,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
10:52,,,,,"MISS LAYUP by GRAHAM,LAKE",,,"MISS LAYUP by GRAHAM,LAKE",2
10:52,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
10:46,"MISS LAYUP by GEEGAN,MIKE",,,,,,,"MISS LAYUP by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by JONES,RON",,,"REBOUND DEF by JONES,RON",2
10:39,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
10:39,,65 (+22),,43,"GOOD FT by JONES,RON",BCM 65-43 (+22),,"GOOD FT by JONES,RON",2
10:39,,,,,"MISS FT by JONES,RON",,,"MISS FT by JONES,RON",2
--,,,,,"REBOUND OFF by LEWIS,AJ",,,"REBOUND OFF by LEWIS,AJ",2
10:39,,65 (+20),,45,"GOOD LAYUP by LEWIS,AJ(in the paint)",BCM 65-45 (+20),,"GOOD LAYUP by LEWIS,AJ(in the paint)",2
10:39,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
10:39,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
10:39,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
10:39,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
10:34,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",67 (+22),,45,,CENTRE_M 67-45 (+22),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by KARSNER,JOSH",,,,,,,"ASSIST  by KARSNER,JOSH",2
10:22,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
10:20,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
10:12,,,,,"MISS 3PTR by LEWIS,AJ",,,"MISS 3PTR by LEWIS,AJ",2
--,,,,,"REBOUND OFF by WEBBER,CONNOR",,,"REBOUND OFF by WEBBER,CONNOR",2
10:12,,,,,"MISS LAYUP by WEBBER,CONNOR",,,"MISS LAYUP by WEBBER,CONNOR",2
--,,,,,"REBOUND OFF by WEBBER,CONNOR",,,"REBOUND OFF by WEBBER,CONNOR",2
10:12,,,,,"MISS LAYUP by WEBBER,CONNOR",,,"MISS LAYUP by WEBBER,CONNOR",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:06,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
10:02,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
10:02,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
10:02,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
10:02,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
09:46,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",69 (+24),,45,,CENTRE_M 69-45 (+24),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
09:37,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
