Time Remaining,CENTREM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by KASTNER,MURRAY",,,"REBOUND DEF by KASTNER,MURRAY",2
16:10,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
15:43,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
15:39,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
15:39,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
15:33,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:33,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
15:33,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
15:33,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
15:33,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
15:22,"GOOD 3PTR by MURRAY,RYAN",52 (+24),,28,,CENTREM 52-28 (+24),,"GOOD 3PTR by MURRAY,RYAN",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
14:51,,52 (+22),,30,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 52-30 (+22),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,,,,,"ASSIST  by MCELVEEN,MAC",,,"ASSIST  by MCELVEEN,MAC",2
14:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:44,"TURNOVER  by LOPEZ,COLLIN",,,,,,,"TURNOVER  by LOPEZ,COLLIN",2
14:44,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
14:44,,52 (+20),,32,"GOOD JUMPER by MCELVEEN,MAC",MILLSAPS 52-32 (+20),,"GOOD JUMPER by MCELVEEN,MAC",2
14:44,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
14:44,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
14:31,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",54 (+22),,32,,CENTREM 54-32 (+22),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
14:11,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
14:08,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
13:59,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
13:59,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
13:59,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
13:59,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
13:59,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
13:59,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
13:54,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
13:52,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
13:52,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
13:35,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:27,,54 (+20),,34,"GOOD JUMPER by GILLIGAN,TULLY(in the paint)",MILLSAPS 54-34 (+20),,"GOOD JUMPER by GILLIGAN,TULLY(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
13:19,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND OFF by MURRAY,RYAN",,,,,,,"REBOUND OFF by MURRAY,RYAN",2
13:02,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
13:02,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
13:02,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
13:00,"GOOD DUNK by SCINTA,BLAKE(in the paint)",56 (+22),,34,,CENTREM 56-34 (+22),,"GOOD DUNK by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
12:46,,56 (+20),,36,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 56-36 (+20),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
12:45,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
12:45,,56 (+19),,37,"GOOD FT by BERGER,RYAN",MILLSAPS 56-37 (+19),,"GOOD FT by BERGER,RYAN",2
12:45,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
12:45,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
12:25,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
12:13,"GOOD 3PTR by GEEGAN,MIKE",59 (+22),,37,,CENTREM 59-37 (+22),,"GOOD 3PTR by GEEGAN,MIKE",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
11:50,,59 (+20),,39,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 59-39 (+20),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by MCELVEEN,MAC",,,"ASSIST  by MCELVEEN,MAC",2
11:29,"TURNOVER  by MURRAY,RYAN",,,,,,,"TURNOVER  by MURRAY,RYAN",2
11:28,,,,,"STEAL  by KASTNER,MURRAY",,,"STEAL  by KASTNER,MURRAY",2
11:16,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
11:07,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
11:07,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:07,"GOOD FT by WESLEY,TYLER",60 (+21),,39,,CENTREM 60-39 (+21),,"GOOD FT by WESLEY,TYLER",2
11:07,,,,,"SUB IN by FREBIS,RONNIE",,,"SUB IN by FREBIS,RONNIE",2
11:07,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
11:07,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:07,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
11:07,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
11:07,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
11:06,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
11:06,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
10:51,,,,,"TURNOVER  by AUBERT,DUSTIN",,,"TURNOVER  by AUBERT,DUSTIN",2
10:48,"STEAL  by SCINTA,BLAKE",,,,,,,"STEAL  by SCINTA,BLAKE",2
10:38,"GOOD 3PTR by GEEGAN,MIKE",63 (+24),,39,,CENTREM 63-39 (+24),,"GOOD 3PTR by GEEGAN,MIKE",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
10:11,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
10:09,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
10:06,"GOOD 3PTR by GEEGAN,MIKE",66 (+27),,39,,CENTREM 66-39 (+27),,"GOOD 3PTR by GEEGAN,MIKE",2
--,"ASSIST  by MURRAY,RYAN",,,,,,,"ASSIST  by MURRAY,RYAN",2
09:46,,,,,"MISS JUMPER by FREBIS,RONNIE",,,"MISS JUMPER by FREBIS,RONNIE",2
--,,,,,"REBOUND OFF by MCELVEEN,MAC",,,"REBOUND OFF by MCELVEEN,MAC",2
09:41,,66 (+25),,41,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 66-41 (+25),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
09:21,"TURNOVER  by MURRAY,RYAN",,,,,,,"TURNOVER  by MURRAY,RYAN",2
09:21,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
09:21,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
09:21,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
09:21,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
09:07,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
09:07,,66 (+24),,42,"GOOD FT by MCELVEEN,MAC",MILLSAPS 66-42 (+24),,"GOOD FT by MCELVEEN,MAC",2
09:07,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
08:56,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
08:30,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
08:20,"GOOD JUMPER by MURRAY,RYAN(in the paint)",68 (+26),,42,,CENTREM 68-42 (+26),,"GOOD JUMPER by MURRAY,RYAN(in the paint)",2
08:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:18,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
08:18,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
08:18,,,,,"SUB IN by FILLINGIM,DANIEL",,,"SUB IN by FILLINGIM,DANIEL",2
08:18,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
08:18,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
08:18,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
07:53,"FOUL  by MURRAY,RYAN",,,,,,,"FOUL  by MURRAY,RYAN",2
07:46,,68 (+24),,44,"GOOD JUMPER by KASTNER,MURRAY",MILLSAPS 68-44 (+24),,"GOOD JUMPER by KASTNER,MURRAY",2
07:16,"GOOD 3PTR by MURRAY,RYAN",71 (+27),,44,,CENTREM 71-44 (+27),,"GOOD 3PTR by MURRAY,RYAN",2
--,"ASSIST  by KARSNER,JOSH",,,,,,,"ASSIST  by KARSNER,JOSH",2
07:00,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
06:39,"GOOD 3PTR by KARSNER,JOSH",74 (+30),,44,,CENTREM 74-44 (+30),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
06:05,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
05:32,"MISS LAYUP by LOPEZ,COLLIN",,,,,,,"MISS LAYUP by LOPEZ,COLLIN",2
05:32,,,,,"BLOCK  by GILLIGAN,TULLY",,,"BLOCK  by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by FILLINGIM,DANIEL",,,"REBOUND DEF by FILLINGIM,DANIEL",2
05:24,,,,,"MISS 3PTR by FILLINGIM,DANIEL",,,"MISS 3PTR by FILLINGIM,DANIEL",2
--,"REBOUND DEF by LOPEZ,COLLIN",,,,,,,"REBOUND DEF by LOPEZ,COLLIN",2
04:55,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,,,,,"REBOUND DEF by FILLINGIM,DANIEL",,,"REBOUND DEF by FILLINGIM,DANIEL",2
04:48,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
04:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:33,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
04:33,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
04:33,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
04:33,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
04:33,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
04:33,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
04:33,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
04:33,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
04:33,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
04:33,,,,,"SUB IN by HANTSAD,RAJAN",,,"SUB IN by HANTSAD,RAJAN",2
04:33,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
04:33,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
04:33,,,,,"SUB OUT by FILLINGIM,DANIEL",,,"SUB OUT by FILLINGIM,DANIEL",2
04:33,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
04:13,"MISS LAYUP by LOPEZ,COLLIN",,,,,,,"MISS LAYUP by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
04:10,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
04:10,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
04:10,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
04:10,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
03:44,"GOOD 3PTR by MURRAY,RYAN",77 (+33),,44,,CENTREM 77-44 (+33),,"GOOD 3PTR by MURRAY,RYAN",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
03:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:40,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
03:40,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
03:40,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
03:40,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
03:40,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
03:40,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
03:30,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
03:30,,77 (+32),,45,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 77-45 (+32),,"GOOD FT by AUBERT,DUSTIN",2
03:30,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by AUBERT,DUSTIN",,,"REBOUND OFF by AUBERT,DUSTIN",2
03:30,"SUB IN by BABBITT,BARRY",,,,,,,"SUB IN by BABBITT,BARRY",2
03:30,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
03:26,"FOUL  by LOHR,MATT",,,,,,,"FOUL  by LOHR,MATT",2
03:26,,77 (+31),,46,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 77-46 (+31),,"GOOD FT by AUBERT,DUSTIN",2
03:26,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,"REBOUND DEF by LOHR,MATT",,,,,,,"REBOUND DEF by LOHR,MATT",2
03:01,"GOOD 3PTR by GRUBER,SAM",80 (+34),,46,,CENTREM 80-46 (+34),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
02:49,,80 (+31),,49,"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 80-49 (+31),,"GOOD 3PTR by ROBERTSON,MARC",2
02:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:47,,,,,"SUB IN by FILLINGIM,DANIEL",,,"SUB IN by FILLINGIM,DANIEL",2
02:47,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
02:47,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
02:47,,,,,"SUB OUT by HANTSAD,RAJAN",,,"SUB OUT by HANTSAD,RAJAN",2
02:43,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
02:43,"GOOD FT by BABBITT,BARRY",81 (+32),,49,,CENTREM 81-49 (+32),,"GOOD FT by BABBITT,BARRY",2
02:43,"GOOD FT by BABBITT,BARRY",82 (+33),,49,,CENTREM 82-49 (+33),,"GOOD FT by BABBITT,BARRY",2
02:43,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
02:43,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
02:43,,,,,"SUB IN by HARDING,WILLIAM",,,"SUB IN by HARDING,WILLIAM",2
02:43,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
02:43,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
02:43,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
02:23,"FOUL  by MILLER,GUNNAR",,,,,,,"FOUL  by MILLER,GUNNAR",2
02:23,,,,,"MISS FT by DEILLIEU,RYAN",,,"MISS FT by DEILLIEU,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:23,,82 (+32),,50,"GOOD FT by DEILLIEU,RYAN",MILLSAPS 82-50 (+32),,"GOOD FT by DEILLIEU,RYAN",2
02:23,"SUB IN by MILLER,GUNNAR",,,,,,,"SUB IN by MILLER,GUNNAR",2
02:23,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
02:14,"GOOD JUMPER by ARNETT,MICHAEL",84 (+34),,50,,CENTREM 84-50 (+34),,"GOOD JUMPER by ARNETT,MICHAEL",2
--,"ASSIST  by BABBITT,BARRY",,,,,,,"ASSIST  by BABBITT,BARRY",2
01:57,"FOUL  by BABBITT,BARRY",,,,,,,"FOUL  by BABBITT,BARRY",2
01:57,,84 (+33),,51,"GOOD FT by GAGEN,BRENNAN",MILLSAPS 84-51 (+33),,"GOOD FT by GAGEN,BRENNAN",2
01:57,,84 (+32),,52,"GOOD FT by GAGEN,BRENNAN",MILLSAPS 84-52 (+32),,"GOOD FT by GAGEN,BRENNAN",2
01:57,"SUB IN by SANDOVAL,MARK",,,,,,,"SUB IN by SANDOVAL,MARK",2
01:57,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
01:50,"MISS LAYUP by SANDOVAL,MARK",,,,,,,"MISS LAYUP by SANDOVAL,MARK",2
--,,,,,"REBOUND DEF by HARDING,WILLIAM",,,"REBOUND DEF by HARDING,WILLIAM",2
01:39,,,,,"TURNOVER  by FILLINGIM,DANIEL",,,"TURNOVER  by FILLINGIM,DANIEL",2
01:39,,,,,"SUB IN by DOUGLASS,PARKS",,,"SUB IN by DOUGLASS,PARKS",2
01:39,,,,,"SUB IN by LIKELY,HUSTON",,,"SUB IN by LIKELY,HUSTON",2
01:39,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
01:39,,,,,"SUB OUT by FILLINGIM,DANIEL",,,"SUB OUT by FILLINGIM,DANIEL",2
01:19,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
01:19,"MISS FT by BABBITT,BARRY",,,,,,,"MISS FT by BABBITT,BARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:19,"GOOD FT by BABBITT,BARRY",85 (+33),,52,,CENTREM 85-52 (+33),,"GOOD FT by BABBITT,BARRY",2
01:02,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND DEF by BABBITT,BARRY",,,,,,,"REBOUND DEF by BABBITT,BARRY",2
00:50,"GOOD LAYUP by ARNETT,MICHAEL(in the paint)",87 (+35),,52,,CENTREM 87-52 (+35),,"GOOD LAYUP by ARNETT,MICHAEL(in the paint)",2
--,"ASSIST  by BABBITT,BARRY",,,,,,,"ASSIST  by BABBITT,BARRY",2
00:45,"FOUL  by SANDOVAL,MARK",,,,,,,"FOUL  by SANDOVAL,MARK",2
00:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:45,,87 (+34),,53,"GOOD FT by DOUGLASS,PARKS",MILLSAPS 87-53 (+34),,"GOOD FT by DOUGLASS,PARKS",2
00:45,,87 (+33),,54,"GOOD FT by DOUGLASS,PARKS",MILLSAPS 87-54 (+33),,"GOOD FT by DOUGLASS,PARKS",2
00:31,"GOOD 3PTR by BABBITT,BARRY",90 (+36),,54,,CENTREM 90-54 (+36),,"GOOD 3PTR by BABBITT,BARRY",2
--,"ASSIST  by LOHR,MATT",,,,,,,"ASSIST  by LOHR,MATT",2
00:12,"FOUL  by BABBITT,BARRY",,,,,,,"FOUL  by BABBITT,BARRY",2
00:12,,90 (+35),,55,"GOOD FT by DOUGLASS,PARKS",MILLSAPS 90-55 (+35),,"GOOD FT by DOUGLASS,PARKS",2
00:12,,90 (+34),,56,"GOOD FT by DOUGLASS,PARKS",MILLSAPS 90-56 (+34),,"GOOD FT by DOUGLASS,PARKS",2
