Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by JONES,RON",,,,,,,"REBOUND OFF by JONES,RON",1
14:08,"GOOD LAYUP by JONES,RON(in the paint)",12,,15 (+3),,BCM 12-15 (+3),,"GOOD LAYUP by JONES,RON(in the paint)",1
14:01,,,,,"MISS LAYUP by GEEGAN,MIKE",,,"MISS LAYUP by GEEGAN,MIKE",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
13:56,"GOOD 3PTR by WHALEN,MAC",15,,15,,BCM 15-15 (0),,"GOOD 3PTR by WHALEN,MAC",1
--,"ASSIST  by SMOAK,HUNTER",,,,,,,"ASSIST  by SMOAK,HUNTER",1
13:19,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",1
13:19,,15,,16 (+1),"GOOD FT by KARSNER,JOSH",CENTRE_M 15-16 (+1),,"GOOD FT by KARSNER,JOSH",1
13:19,,15,,17 (+2),"GOOD FT by KARSNER,JOSH",CENTRE_M 15-17 (+2),,"GOOD FT by KARSNER,JOSH",1
13:19,,15,,18 (+3),"GOOD FT by KARSNER,JOSH",CENTRE_M 15-18 (+3),,"GOOD FT by KARSNER,JOSH",1
13:19,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
13:19,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",1
13:19,"SUB OUT by JONES,RON",,,,,,,"SUB OUT by JONES,RON",1
13:19,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",1
13:19,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
13:19,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
13:19,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
13:19,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",1
13:07,"GOOD 3PTR by WHALEN,MAC",18,,18,,BCM 18-18 (0),,"GOOD 3PTR by WHALEN,MAC",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
12:46,"FOUL  by WEBBER,CONNOR",,,,,,,"FOUL  by WEBBER,CONNOR",1
12:42,,18,,20 (+2),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 18-20 (+2),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",1
12:10,"MISS JUMPER by WEBBER,CONNOR",,,,,,,"MISS JUMPER by WEBBER,CONNOR",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
11:46,,,,,"MISS LAYUP by KARSNER,JOSH",,,"MISS LAYUP by KARSNER,JOSH",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
11:28,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",1
11:06,,18,,22 (+4),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 18-22 (+4),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",1
11:06,"FOUL  by WHALEN,MAC",,,,,,,"FOUL  by WHALEN,MAC",1
11:06,,18,,23 (+5),"GOOD FT by KARSNER,JOSH",CENTRE_M 18-23 (+5),,"GOOD FT by KARSNER,JOSH",1
11:06,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",1
11:06,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",1
11:06,"SUB OUT by COTTER,DOUGLAS",,,,,,,"SUB OUT by COTTER,DOUGLAS",1
11:06,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",1
11:06,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",1
11:06,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
11:00,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",1
10:59,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",1
10:35,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",1
10:21,"GOOD LAYUP by JACOBS,OWEN(in the paint)",20,,23 (+3),,BCM 20-23 (+3),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
10:07,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",1
10:07,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",1
10:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
10:07,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",1
10:07,"SUB OUT by WEBBER,CONNOR",,,,,,,"SUB OUT by WEBBER,CONNOR",1
10:07,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
10:07,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",1
10:07,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
10:07,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
10:03,"GOOD JUMPER by GRAHAM,LAKE",22,,23 (+1),,BCM 22-23 (+1),,"GOOD JUMPER by GRAHAM,LAKE",1
09:41,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
09:29,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
09:15,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
08:59,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",1
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",1
08:55,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
08:55,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
08:47,,22,,25 (+3),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 22-25 (+3),,"GOOD DUNK by WESLEY,TYLER(in the paint)",1
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",1
08:20,"TURNOVER  by GRAHAM,LAKE",,,,,,,"TURNOVER  by GRAHAM,LAKE",1
08:18,,,,,"STEAL  by LOPEZ,COLLIN",,,"STEAL  by LOPEZ,COLLIN",1
08:16,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",1
08:14,"STEAL  by WHALEN,MAC",,,,,,,"STEAL  by WHALEN,MAC",1
08:07,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",1
08:07,"SUB IN by JONES,RON",,,,,,,"SUB IN by JONES,RON",1
08:07,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",1
08:01,"GOOD LAYUP by JACOBS,OWEN(in the paint)",24,,25 (+1),,BCM 24-25 (+1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
07:50,,24,,28 (+4),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 24-28 (+4),,"GOOD 3PTR by LOPEZ,COLLIN",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
07:38,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",1
07:38,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
07:38,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
07:19,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
07:08,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",1
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",1
07:02,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
06:44,,24,,31 (+7),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 24-31 (+7),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",1
06:21,"GOOD LAYUP by JACOBS,OWEN(in the paint)",26,,31 (+5),,BCM 26-31 (+5),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
06:21,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",1
06:21,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
06:21,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
06:21,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
06:21,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
06:21,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
05:56,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
05:56,,26,,32 (+6),"GOOD FT by MURRAY,RYAN",CENTRE_M 26-32 (+6),,"GOOD FT by MURRAY,RYAN",1
05:56,,,,,"MISS FT by MURRAY,RYAN",,,"MISS FT by MURRAY,RYAN",1
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",1
05:53,,26,,34 (+8),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 26-34 (+8),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",1
05:53,"FOUL  by JONES,RON",,,,,,,"FOUL  by JONES,RON",1
05:53,,26,,35 (+9),"GOOD FT by KARSNER,JOSH",CENTRE_M 26-35 (+9),,"GOOD FT by KARSNER,JOSH",1
05:53,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",1
05:53,"SUB OUT by JONES,RON",,,,,,,"SUB OUT by JONES,RON",1
05:53,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
05:53,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",1
05:43,"MISS LAYUP by COTTER,DOUGLAS",,,,,,,"MISS LAYUP by COTTER,DOUGLAS",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
05:30,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
05:21,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",1
05:21,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",1
--,"REBOUND OFF by COTTER,DOUGLAS",,,,,,,"REBOUND OFF by COTTER,DOUGLAS",1
05:12,"MISS JUMPER by COTTER,DOUGLAS",,,,,,,"MISS JUMPER by COTTER,DOUGLAS",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
05:11,"FOUL  by SMOAK,HUNTER",,,,,,,"FOUL  by SMOAK,HUNTER",1
05:11,,26,,36 (+10),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 26-36 (+10),,"GOOD FT by LOPEZ,COLLIN",1
05:11,,26,,37 (+11),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 26-37 (+11),,"GOOD FT by LOPEZ,COLLIN",1
04:58,"GOOD LAYUP by JACOBS,OWEN(in the paint)",28,,37 (+9),,BCM 28-37 (+9),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
04:43,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
04:35,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",1
04:30,"GOOD 3PTR by MCCLOUD,LEE",31,,37 (+6),,BCM 31-37 (+6),,"GOOD 3PTR by MCCLOUD,LEE",1
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",1
04:09,,31,,40 (+9),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 31-40 (+9),,"GOOD 3PTR by LOPEZ,COLLIN",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
03:51,"GOOD LAYUP by JACOBS,OWEN(in the paint)",33,,40 (+7),,BCM 33-40 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
03:35,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
03:35,,33,,41 (+8),"GOOD FT by SCINTA,BLAKE",CENTRE_M 33-41 (+8),,"GOOD FT by SCINTA,BLAKE",1
03:35,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",1
--,"REBOUND DEF by WHALEN,MAC",,,,,,,"REBOUND DEF by WHALEN,MAC",1
03:35,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",1
03:35,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
03:19,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
03:19,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:18,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
03:18,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
03:12,"GOOD 3PTR by SMOAK,HUNTER",36,,41 (+5),,BCM 36-41 (+5),,"GOOD 3PTR by SMOAK,HUNTER",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
02:42,,,,,"MISS LAYUP by KARSNER,JOSH",,,"MISS LAYUP by KARSNER,JOSH",1
--,"REBOUND DEF by SMOAK,HUNTER",,,,,,,"REBOUND DEF by SMOAK,HUNTER",1
02:26,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
02:20,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
02:20,,36,,42 (+6),"GOOD FT by MURRAY,RYAN",CENTRE_M 36-42 (+6),,"GOOD FT by MURRAY,RYAN",1
02:20,,36,,43 (+7),"GOOD FT by MURRAY,RYAN",CENTRE_M 36-43 (+7),,"GOOD FT by MURRAY,RYAN",1
02:20,"SUB IN by WEBBER,CONNOR",,,,,,,"SUB IN by WEBBER,CONNOR",1
02:20,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
02:02,"GOOD LAYUP by JACOBS,OWEN(in the paint)",38,,43 (+5),,BCM 38-43 (+5),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
01:28,,38,,46 (+8),"GOOD 3PTR by MURRAY,RYAN",CENTRE_M 38-46 (+8),,"GOOD 3PTR by MURRAY,RYAN",1
01:13,"MISS 3PTR by WEBBER,CONNOR",,,,,,,"MISS 3PTR by WEBBER,CONNOR",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
00:58,"GOOD LAYUP by JACOBS,OWEN(in the paint)",40,,46 (+6),,BCM 40-46 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
00:44,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1
00:44,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",1
00:33,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
00:28,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
00:28,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
00:03,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by COTTER,DOUGLAS",,,,,,,"REBOUND DEF by COTTER,DOUGLAS",1
00:01,"MISS 3PTR by COTTER,DOUGLAS",,,,,,,"MISS 3PTR by COTTER,DOUGLAS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:36,"GOOD 3PTR by WHALEN,MAC",43,,46 (+3),,BCM 43-46 (+3),,"GOOD 3PTR by WHALEN,MAC",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
19:12,,,,,"MISS 3PTR by MURRAY,RYAN",,,"MISS 3PTR by MURRAY,RYAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:49,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
18:31,,43,,48 (+5),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 43-48 (+5),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
18:02,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
17:56,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
17:50,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
17:44,"GOOD LAYUP by JACOBS,OWEN(in the paint)",45,,48 (+3),,BCM 45-48 (+3),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
17:32,,45,,51 (+6),"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 45-51 (+6),,"GOOD 3PTR by SCINTA,BLAKE",2
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",2
17:16,"MISS 3PTR by SMOAK,HUNTER",,,,,,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
16:56,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
16:36,,45,,53 (+8),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 45-53 (+8),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
16:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:20,"GOOD 3PTR by MCCLOUD,LEE",48,,53 (+5),,BCM 48-53 (+5),,"GOOD 3PTR by MCCLOUD,LEE",2
--,"ASSIST  by GRAHAM,LAKE",,,,,,,"ASSIST  by GRAHAM,LAKE",2
16:04,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
16:04,"SUB IN by COTTER,DOUGLAS",,,,,,,"SUB IN by COTTER,DOUGLAS",2
16:04,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
16:04,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
16:04,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
