Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
17:44,"GOOD 3PTR by WILEY,KOKI",5,,5,,Rhodes 5-5 (0),,"GOOD 3PTR by WILEY,KOKI",1
17:27,,,,,"TURNOVER  by II,ROD CUMMINGS",,,"TURNOVER  by II,ROD CUMMINGS",1
17:27,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",1
17:14,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by JOHNSON,DAMECKO",,,"REBOUND DEF by JOHNSON,DAMECKO",1
17:11,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",1
17:11,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
17:11,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
16:52,,5,,8 (+3),"GOOD 3PTR by COMAN,SEAN",Hend 5-8 (-3),,"GOOD 3PTR by COMAN,SEAN",1
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",1
16:27,"MISS JUMPER by WILLIAMS,JAYSON",,,,,,,"MISS JUMPER by WILLIAMS,JAYSON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
15:59,,5,,10 (+5),"GOOD JUMPER by FITCH,CARL(in the paint)",Hend 5-10 (-5),,"GOOD JUMPER by FITCH,CARL(in the paint)",1
15:38,"GOOD JUMPER by WILEY,KOKI",7,,10 (+3),,Rhodes 7-10 (-3),,"GOOD JUMPER by WILEY,KOKI",1
15:11,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
15:02,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",1
14:50,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",1
14:50,"BLOCK  by ESSICK,JALEN",,,,,,,"BLOCK  by ESSICK,JALEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
14:50,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
14:50,"SUB IN by YOUNG,DEON",,,,,,,"SUB IN by YOUNG,DEON",1
14:50,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
14:50,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
14:50,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
14:50,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",1
14:50,,,,,"SUB IN by II,CRAIG",,,"SUB IN by II,CRAIG",1
14:50,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
14:50,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",1
14:49,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
14:22,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",1
--,"REBOUND OFF by YOUNG,DEON",,,,,,,"REBOUND OFF by YOUNG,DEON",1
14:19,"TURNOVER  by YOUNG,DEON",,,,,,,"TURNOVER  by YOUNG,DEON",1
14:19,,,,,"STEAL  by COMAN,SEAN",,,"STEAL  by COMAN,SEAN",1
14:15,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",1
14:15,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",1
14:15,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",1
14:15,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",1
14:15,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",1
14:03,,,,,"MISS JUMPER by II,CRAIG",,,"MISS JUMPER by II,CRAIG",1
--,"REBOUND DEF by YOUNG,DEON",,,,,,,"REBOUND DEF by YOUNG,DEON",1
13:44,"GOOD 3PTR by JAMES,MAC",10,,10,,Rhodes 10-10 (0),,"GOOD 3PTR by JAMES,MAC",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
13:27,,10,,12 (+2),"GOOD LAYUP by II,CRAIG(in the paint)",Hend 10-12 (-2),,"GOOD LAYUP by II,CRAIG(in the paint)",1
13:03,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",1
13:03,,,,,"STEAL  by PARKS,JACKSON",,,"STEAL  by PARKS,JACKSON",1
12:59,,,,,"MISS LAYUP by PARKS,JACKSON",,,"MISS LAYUP by PARKS,JACKSON",1
12:59,"BLOCK  by WILEY,KOKI",,,,,,,"BLOCK  by WILEY,KOKI",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:59,,,,,"TURNOVER  by II,CRAIG",,,"TURNOVER  by II,CRAIG",1
12:59,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",1
12:53,"GOOD JUMPER by ESSICK,JALEN(in the paint)",12,,12,,Rhodes 12-12 (0),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
12:40,,,,,"TURNOVER  by II,CRAIG",,,"TURNOVER  by II,CRAIG",1
12:40,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
12:40,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
12:25,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",1
--,"REBOUND OFF by LAMEY,HAYDEN",,,,,,,"REBOUND OFF by LAMEY,HAYDEN",1
12:07,,,,,"FOUL  by II,CRAIG",,,"FOUL  by II,CRAIG",1
12:07,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",1
12:07,,,,,"SUB OUT by II,CRAIG",,,"SUB OUT by II,CRAIG",1
11:55,"TURNOVER  by LAMEY,HAYDEN",,,,,,,"TURNOVER  by LAMEY,HAYDEN",1
11:55,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",1
11:49,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",1
11:31,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",1
11:31,,,,,"BLOCK  by DEITHLOFF,TYLER",,,"BLOCK  by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
11:08,,12,,14 (+2),"GOOD JUMPER by II,ROD CUMMINGS(in the paint)",Hend 12-14 (-2),,"GOOD JUMPER by II,ROD CUMMINGS(in the paint)",1
10:44,"MISS JUMPER by LAMEY,HAYDEN",,,,,,,"MISS JUMPER by LAMEY,HAYDEN",1
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",1
10:40,,,,,"MISS LAYUP by PARKS,JACKSON",,,"MISS LAYUP by PARKS,JACKSON",1
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",1
10:26,"FOUL  by YOUNG,DEON",,,,,,,"FOUL  by YOUNG,DEON",1
10:26,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
10:26,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
10:26,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
10:26,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
10:26,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
10:26,"SUB OUT by YOUNG,DEON",,,,,,,"SUB OUT by YOUNG,DEON",1
10:26,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
10:12,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
10:06,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",1
10:06,"BLOCK  by WILLIAMS,JAYSON",,,,,,,"BLOCK  by WILLIAMS,JAYSON",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
10:00,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,"REBOUND OFF by WILLIAMS,JAYSON",,,,,,,"REBOUND OFF by WILLIAMS,JAYSON",1
09:55,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",14,,14,,Rhodes 14-14 (0),,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",1
09:44,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",1
09:44,,14,,15 (+1),"GOOD FT by PARKS,JACKSON",Hend 14-15 (-1),,"GOOD FT by PARKS,JACKSON",1
09:44,,14,,16 (+2),"GOOD FT by PARKS,JACKSON",Hend 14-16 (-2),,"GOOD FT by PARKS,JACKSON",1
09:44,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
09:44,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",1
09:44,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
09:44,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
09:44,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
09:44,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",1
09:44,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",1
09:44,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",1
09:25,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",1
--,"REBOUND OFF by HIESTER,JACKSON",,,,,,,"REBOUND OFF by HIESTER,JACKSON",1
09:18,"GOOD 3PTR by HIESTER,JACKSON",17 (+1),,16,,Rhodes 17-16 (+1),,"GOOD 3PTR by HIESTER,JACKSON",1
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",1
08:58,,,,,"FOUL  by II,ROD CUMMINGS",,,"FOUL  by II,ROD CUMMINGS",1
08:58,,,,,"TURNOVER  by II,ROD CUMMINGS",,,"TURNOVER  by II,ROD CUMMINGS",1
08:58,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
08:58,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
08:58,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",1
08:58,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",1
08:39,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",1
08:39,,,,,"STEAL  by JOHNSON,DAMECKO",,,"STEAL  by JOHNSON,DAMECKO",1
08:32,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",1
08:15,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",1
08:07,"MISS LAYUP by HIESTER,JACKSON",,,,,,,"MISS LAYUP by HIESTER,JACKSON",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
08:03,"MISS LAYUP by GEORGETOWN II,ARNESS",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
08:01,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
08:01,,17,,17,"GOOD FT by STANLEY,SETH",Hend 17-17 (0),,"GOOD FT by STANLEY,SETH",1
08:01,,17,,18 (+1),"GOOD FT by STANLEY,SETH",Hend 17-18 (-1),,"GOOD FT by STANLEY,SETH",1
08:01,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
08:01,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
07:42,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",1
07:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:42,"GOOD FT by WILLIAMS,JAYSON",18,,18,,Rhodes 18-18 (0),,"GOOD FT by WILLIAMS,JAYSON",1
07:42,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",1
07:42,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
07:42,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
07:22,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
06:54,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
06:46,,,,,"MISS 3PTR by JOHNSON,DAMECKO",,,"MISS 3PTR by JOHNSON,DAMECKO",1
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",1
06:44,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
06:44,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
06:44,,,,,"SUB IN by II,CRAIG",,,"SUB IN by II,CRAIG",1
06:44,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",1
06:27,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",1
06:12,"GOOD JUMPER by ESSICK,JALEN",20 (+2),,18,,Rhodes 20-18 (+2),,"GOOD JUMPER by ESSICK,JALEN",1
05:43,,20,,20,"GOOD JUMPER by II,CRAIG",Hend 20-20 (0),,"GOOD JUMPER by II,CRAIG",1
05:33,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",1
05:33,"GOOD FT by WALKER,JEFFERSON",21 (+1),,20,,Rhodes 21-20 (+1),,"GOOD FT by WALKER,JEFFERSON",1
05:33,"GOOD FT by WALKER,JEFFERSON",22 (+2),,20,,Rhodes 22-20 (+2),,"GOOD FT by WALKER,JEFFERSON",1
05:33,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
05:33,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
05:33,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
05:33,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
05:33,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
05:33,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
05:33,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
05:33,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
05:33,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",1
05:33,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
05:23,,,,,"MISS JUMPER by II,CRAIG",,,"MISS JUMPER by II,CRAIG",1
--,,,,,"REBOUND OFF by II,CRAIG",,,"REBOUND OFF by II,CRAIG",1
05:17,,,,,"MISS JUMPER by JOHNSON,DAMECKO",,,"MISS JUMPER by JOHNSON,DAMECKO",1
05:17,"BLOCK  by WILLIAMS,JAYSON",,,,,,,"BLOCK  by WILLIAMS,JAYSON",1
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",1
05:12,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",1
04:55,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",1
04:55,,22 (+1),,21,"GOOD FT by JOHNSON,DAMECKO",Hend 22-21 (+1),,"GOOD FT by JOHNSON,DAMECKO",1
04:55,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
04:55,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",1
04:55,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
04:55,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
04:54,,,,,"MISS FT by JOHNSON,DAMECKO",,,"MISS FT by JOHNSON,DAMECKO",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
04:34,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
04:21,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
04:21,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
04:13,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
04:08,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",1
04:08,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
04:08,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
04:08,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
03:52,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
03:51,"FOUL  by HIESTER,JACKSON",,,,,,,"FOUL  by HIESTER,JACKSON",1
03:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:51,,22,,22,"GOOD FT by STANLEY,SETH",Hend 22-22 (0),,"GOOD FT by STANLEY,SETH",1
03:51,,22,,23 (+1),"GOOD FT by STANLEY,SETH",Hend 22-23 (-1),,"GOOD FT by STANLEY,SETH",1
03:51,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
03:51,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
03:51,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
03:51,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
03:51,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",1
03:51,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
03:37,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",1
03:29,,,,,"MISS JUMPER by DEITHLOFF,TYLER",,,"MISS JUMPER by DEITHLOFF,TYLER",1
--,"REBOUND DEF by TEAL,AARON",,,,,,,"REBOUND DEF by TEAL,AARON",1
03:19,"GOOD JUMPER by SHEN,KEVIN(in the paint)",24 (+1),,23,,Rhodes 24-23 (+1),,"GOOD JUMPER by SHEN,KEVIN(in the paint)",1
02:45,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
02:40,"GOOD LAYUP by TEAL,AARON(fastbreak)(in the paint)",26 (+3),,23,,Rhodes 26-23 (+3),,"GOOD LAYUP by TEAL,AARON(fastbreak)(in the paint)",1
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",1
02:31,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
02:23,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",1
02:23,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",1
02:23,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",1
02:23,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
02:08,,26 (+1),,25,"GOOD LAYUP by STANLEY,SETH(in the paint)",Hend 26-25 (+1),,"GOOD LAYUP by STANLEY,SETH(in the paint)",1
01:46,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
01:46,"SUB OUT by TEAL,AARON",,,,,,,"SUB OUT by TEAL,AARON",1
01:32,"GOOD JUMPER by HIESTER,JACKSON(in the paint)",28 (+3),,25,,Rhodes 28-25 (+3),,"GOOD JUMPER by HIESTER,JACKSON(in the paint)",1
01:15,,,,,"MISS 3PTR by II,CRAIG",,,"MISS 3PTR by II,CRAIG",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
00:58,"GOOD JUMPER by WILEY,KOKI",30 (+5),,25,,Rhodes 30-25 (+5),,"GOOD JUMPER by WILEY,KOKI",1
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:53,"SUB IN by YOUNG,DEON",,,,,,,"SUB IN by YOUNG,DEON",1
00:53,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
00:35,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
00:29,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
00:23,,,,,"MISS LAYUP by JOHNSON,DAMECKO",,,"MISS LAYUP by JOHNSON,DAMECKO",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
00:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:17,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
00:17,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",1
00:00,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",1
20:00,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
20:00,"SUB OUT by YOUNG,DEON",,,,,,,"SUB OUT by YOUNG,DEON",2
20:00,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
20:00,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
20:00,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
20:00,,,,,"SUB OUT by II,CRAIG",,,"SUB OUT by II,CRAIG",2
19:48,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
19:22,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
19:07,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",2
