Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",1
02:25,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",1
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",1
02:16,"GOOD 3PTR by HIESTER,JACKSON",26,,39 (+13),,Rhodes 26-39 (-13),,"GOOD 3PTR by HIESTER,JACKSON",1
--,"ASSIST  by COOK,JEREMIAH",,,,,,,"ASSIST  by COOK,JEREMIAH",1
01:46,,,,,"MISS JUMPER by RING,NOAH",,,"MISS JUMPER by RING,NOAH",1
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",1
01:34,"GOOD LAYUP by WILEY,KOKI(in the paint)",28,,39 (+11),,Rhodes 28-39 (-11),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
01:27,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
01:27,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",1
01:27,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
01:27,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
01:27,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
01:27,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
01:08,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:08,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",1
01:08,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:08,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",1
01:08,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
01:08,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
01:08,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
01:08,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",1
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",1
00:47,"MISS JUMPER by JAMES,MAC(in the paint)",,,,,,,"MISS JUMPER by JAMES,MAC(in the paint)",1
--,,,,,"REBOUND DEF by WELLS,GAGE",,,"REBOUND DEF by WELLS,GAGE",1
00:28,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
00:28,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",1
00:18,,,,,"MISS JUMPER by CRUMP,DAWSON",,,"MISS JUMPER by CRUMP,DAWSON",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
00:03,"GOOD JUMPER by HIESTER,JACKSON",30,,39 (+9),,Rhodes 30-39 (-9),,"GOOD JUMPER by HIESTER,JACKSON",1
19:51,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
19:51,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
19:51,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
19:51,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
19:51,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
19:51,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
19:43,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:28,,30,,41 (+11),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 30-41 (-11),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
19:28,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
19:28,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
19:28,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
19:28,,30,,42 (+12),"GOOD FT by SMITH,RJ",Centre 30-42 (-12),,"GOOD FT by SMITH,RJ",2
19:14,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",2
--,"REBOUND OFF by HIESTER,JACKSON",,,,,,,"REBOUND OFF by HIESTER,JACKSON",2
19:07,"GOOD JUMPER by JAMES,MAC",32,,42 (+10),,Rhodes 32-42 (-10),,"GOOD JUMPER by JAMES,MAC",2
18:50,,32,,45 (+13),"GOOD 3PTR by WILLIAMS,JALEN",Centre 32-45 (-13),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
18:39,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
18:39,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
18:39,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
18:28,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
18:28,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:28,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
18:28,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
18:26,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",2
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",2
18:17,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
18:17,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
18:17,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
18:14,,,,,"MISS DUNK by SMITH,RJ(in the paint)",,,"MISS DUNK by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
18:06,"MISS JUMPER by CLAYTON,TJ(in the paint)",,,,,,,"MISS JUMPER by CLAYTON,TJ(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
17:59,"FOUL  by COOK,JEREMIAH",,,,,,,"FOUL  by COOK,JEREMIAH",2
17:59,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
17:59,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
17:45,,32,,48 (+16),"GOOD 3PTR by WELLS,GAGE",Centre 32-48 (-16),,"GOOD 3PTR by WELLS,GAGE",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
17:21,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,"REBOUND OFF by HIESTER,JACKSON",,,,,,,"REBOUND OFF by HIESTER,JACKSON",2
17:18,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
17:18,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",2
17:18,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
17:18,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
17:16,,,,,"TURNOVER  by RING,NOAH",,,"TURNOVER  by RING,NOAH",2
17:09,"GOOD JUMPER by WILEY,KOKI",34,,48 (+14),,Rhodes 34-48 (-14),,"GOOD JUMPER by WILEY,KOKI",2
16:36,,34,,51 (+17),"GOOD 3PTR by WILLIAMS,JALEN",Centre 34-51 (-17),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
16:23,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by WELLS,GAGE",,,"REBOUND DEF by WELLS,GAGE",2
16:11,,,,,"SUB OUT by WELLS,GAGE",,,"SUB OUT by WELLS,GAGE",2
16:11,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
16:11,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
16:11,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
16:06,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:06,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
15:50,"GOOD JUMPER by WILEY,KOKI",36,,51 (+15),,Rhodes 36-51 (-15),,"GOOD JUMPER by WILEY,KOKI",2
15:17,,,,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",,,"MISS JUMPER by CRUMP,DAWSON(in the paint)",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
15:17,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
15:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:17,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
15:17,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
15:01,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",38,,51 (+13),,Rhodes 38-51 (-13),,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
14:41,,38,,53 (+15),"GOOD LAYUP by RING,NOAH(in the paint)",Centre 38-53 (-15),,"GOOD LAYUP by RING,NOAH(in the paint)",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
14:26,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
14:26,,,,,"BLOCK  by RING,NOAH",,,"BLOCK  by RING,NOAH",2
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",2
14:10,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
14:05,,,,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",2
14:05,"BLOCK  by SHEN,KEVIN",,,,,,,"BLOCK  by SHEN,KEVIN",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
13:52,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
13:52,,,,,"BLOCK  by RING,NOAH",,,"BLOCK  by RING,NOAH",2
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",2
13:41,,,,,"MISS LAYUP by RING,NOAH(in the paint)",,,"MISS LAYUP by RING,NOAH(in the paint)",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
13:33,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
13:33,"GOOD FT by WILEY,KOKI",39,,53 (+14),,Rhodes 39-53 (-14),,"GOOD FT by WILEY,KOKI",2
13:33,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
13:33,,,,,"SUB IN by WELLS,GAGE",,,"SUB IN by WELLS,GAGE",2
13:33,"GOOD FT by WILEY,KOKI",40,,53 (+13),,Rhodes 40-53 (-13),,"GOOD FT by WILEY,KOKI",2
13:29,,,,,"TURNOVER  by RING,NOAH",,,"TURNOVER  by RING,NOAH",2
13:29,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",2
13:24,"GOOD LAYUP by ESSICK,JALEN(in the paint)",42,,53 (+11),,Rhodes 42-53 (-11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
13:13,,42,,56 (+14),"GOOD 3PTR by CRUMP,DAWSON",Centre 42-56 (-14),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
13:04,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
13:04,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:04,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
13:04,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
13:04,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
13:04,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
13:04,"GOOD FT by SHEN,KEVIN",43,,56 (+13),,Rhodes 43-56 (-13),,"GOOD FT by SHEN,KEVIN",2
13:04,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
13:04,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
12:54,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
12:54,,,,,"MISS FT by CRUMP,DAWSON",,,"MISS FT by CRUMP,DAWSON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:54,,43,,57 (+14),"GOOD FT by CRUMP,DAWSON",Centre 43-57 (-14),,"GOOD FT by CRUMP,DAWSON",2
12:54,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
12:54,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
12:36,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,"REBOUND DEF by WELLS,GAGE",,,"REBOUND DEF by WELLS,GAGE",2
12:26,,,,,"TURNOVER  by MOORE,CHEZ",,,"TURNOVER  by MOORE,CHEZ",2
12:26,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
12:16,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",45,,57 (+12),,Rhodes 45-57 (-12),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",2
11:40,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
11:40,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
11:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:40,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
11:40,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
11:40,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
11:40,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
11:40,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:40,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
11:40,,45,,58 (+13),"GOOD FT by KNOCHELMANN,PETE",Centre 45-58 (-13),,"GOOD FT by KNOCHELMANN,PETE",2
11:40,,45,,59 (+14),"GOOD FT by KNOCHELMANN,PETE",Centre 45-59 (-14),,"GOOD FT by KNOCHELMANN,PETE",2
11:22,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",2
11:22,,,,,"STEAL  by WILSON,DREW",,,"STEAL  by WILSON,DREW",2
11:03,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
11:03,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
11:03,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
11:03,,45,,60 (+15),"GOOD FT by WILSON,DREW",Centre 45-60 (-15),,"GOOD FT by WILSON,DREW",2
11:03,,45,,61 (+16),"GOOD FT by WILSON,DREW",Centre 45-61 (-16),,"GOOD FT by WILSON,DREW",2
11:03,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
11:03,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
10:48,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",2
10:48,,,,,"STEAL  by KNOCHELMANN,PETE",,,"STEAL  by KNOCHELMANN,PETE",2
10:25,,,,,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",,,"MISS JUMPER by KNOCHELMANN,PETE(in the paint)",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
10:17,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
10:17,,,,,"BLOCK  by KNOCHELMANN,PETE",,,"BLOCK  by KNOCHELMANN,PETE",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
10:09,,,,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",,,"MISS LAYUP by CRUMP,DAWSON(in the paint)",2
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",2
09:56,"GOOD JUMPER by SHEN,KEVIN",47,,61 (+14),,Rhodes 47-61 (-14),,"GOOD JUMPER by SHEN,KEVIN",2
--,"ASSIST  by WILLIAMS,JAYSON",,,,,,,"ASSIST  by WILLIAMS,JAYSON",2
09:41,,47,,63 (+16),"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",Centre 47-63 (-16),,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",2
09:24,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND OFF by HIESTER,JACKSON",,,,,,,"REBOUND OFF by HIESTER,JACKSON",2
09:20,"GOOD 3PTR by HIESTER,JACKSON",50,,63 (+13),,Rhodes 50-63 (-13),,"GOOD 3PTR by HIESTER,JACKSON",2
09:06,,,,,"MISS 3PTR by WELLS,GAGE",,,"MISS 3PTR by WELLS,GAGE",2
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",2
08:52,"GOOD 3PTR by HIESTER,JACKSON",53,,63 (+10),,Rhodes 53-63 (-10),,"GOOD 3PTR by HIESTER,JACKSON",2
08:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:47,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
08:47,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
08:47,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
08:47,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
08:47,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
08:47,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
08:47,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
08:47,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
08:47,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:39,"GOOD 3PTR by SHEN,KEVIN",56,,63 (+7),,Rhodes 56-63 (-7),,"GOOD 3PTR by SHEN,KEVIN",2
08:23,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
08:23,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
08:23,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
08:23,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
08:23,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
08:23,,56,,64 (+8),"GOOD FT by SMITH,RJ",Centre 56-64 (-8),,"GOOD FT by SMITH,RJ",2
08:23,,56,,65 (+9),"GOOD FT by SMITH,RJ",Centre 56-65 (-9),,"GOOD FT by SMITH,RJ",2
08:06,"GOOD 3PTR by SHEN,KEVIN",59,,65 (+6),,Rhodes 59-65 (-6),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
07:34,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
07:30,,59,,67 (+8),"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",Centre 59-67 (-8),,"GOOD LAYUP by KNOCHELMANN,PETE(in the paint)",2
07:23,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
07:23,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
07:23,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
07:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:23,,,,,"SUB OUT by WELLS,GAGE",,,"SUB OUT by WELLS,GAGE",2
07:23,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
07:08,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
07:08,,59,,68 (+9),"GOOD FT by SMITH,RJ",Centre 59-68 (-9),,"GOOD FT by SMITH,RJ",2
07:08,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
07:08,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
07:08,,59,,69 (+10),"GOOD FT by SMITH,RJ",Centre 59-69 (-10),,"GOOD FT by SMITH,RJ",2
06:52,,,,,"FOUL  by CRUMP,DAWSON",,,"FOUL  by CRUMP,DAWSON",2
06:52,"GOOD FT by COOK,JEREMIAH",60,,69 (+9),,Rhodes 60-69 (-9),,"GOOD FT by COOK,JEREMIAH",2
06:52,"GOOD FT by COOK,JEREMIAH",61,,69 (+8),,Rhodes 61-69 (-8),,"GOOD FT by COOK,JEREMIAH",2
06:52,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
06:52,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
06:23,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND DEF by COOK,JEREMIAH",,,,,,,"REBOUND DEF by COOK,JEREMIAH",2
06:14,"GOOD 3PTR by SHEN,KEVIN",64,,69 (+5),,Rhodes 64-69 (-5),,"GOOD 3PTR by SHEN,KEVIN",2
05:58,,,,,"MISS 3PTR by WILSON,DREW",,,"MISS 3PTR by WILSON,DREW",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
05:52,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
05:52,"GOOD FT by JAMES,MAC",65,,69 (+4),,Rhodes 65-69 (-4),,"GOOD FT by JAMES,MAC",2
05:52,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
05:52,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
05:52,"GOOD FT by JAMES,MAC",66,,69 (+3),,Rhodes 66-69 (-3),,"GOOD FT by JAMES,MAC",2
05:31,,,,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",,,"MISS LAYUP by KNOCHELMANN,PETE(in the paint)",2
--,,,,,"REBOUND OFF by KNOCHELMANN,PETE",,,"REBOUND OFF by KNOCHELMANN,PETE",2
05:31,"FOUL  by HIESTER,JACKSON",,,,,,,"FOUL  by HIESTER,JACKSON",2
05:31,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:31,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
05:31,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
05:31,,66,,70 (+4),"GOOD FT by KNOCHELMANN,PETE",Centre 66-70 (-4),,"GOOD FT by KNOCHELMANN,PETE",2
05:21,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND OFF by HIESTER,JACKSON",,,,,,,"REBOUND OFF by HIESTER,JACKSON",2
05:18,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
05:18,"MISS FT by HIESTER,JACKSON",,,,,,,"MISS FT by HIESTER,JACKSON",2
--,,,,,"REBOUND DEF by KNOCHELMANN,PETE",,,"REBOUND DEF by KNOCHELMANN,PETE",2
05:18,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
05:18,,66,,71 (+5),"GOOD FT by KNOCHELMANN,PETE",Centre 66-71 (-5),,"GOOD FT by KNOCHELMANN,PETE",2
05:18,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
05:18,,,,,"SUB IN by WELLS,GAGE",,,"SUB IN by WELLS,GAGE",2
05:18,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
05:18,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
05:18,,,,,"MISS FT by KNOCHELMANN,PETE",,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,"REBOUND OFF by WILLIAMS,JALEN",,,"REBOUND OFF by WILLIAMS,JALEN",2
