Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
16:34,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
16:22,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
16:22,"GOOD FT by ESSICK,JALEN",1,,3 (+2),,Rhodes 1-3 (-2),,"GOOD FT by ESSICK,JALEN",1
16:22,"SUB OUT by YOUNG,DEON",,,,,,,"SUB OUT by YOUNG,DEON",1
16:22,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",1
16:22,"GOOD FT by ESSICK,JALEN",2,,3 (+1),,Rhodes 2-3 (-1),,"GOOD FT by ESSICK,JALEN",1
16:03,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
16:03,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
15:49,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",1
15:49,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
15:49,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
15:30,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
15:30,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",1
15:17,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",1
15:17,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
15:17,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
14:48,,2,,6 (+4),"GOOD 3PTR by MILLER,JOSHUA",Mill 2-6 (-4),,"GOOD 3PTR by MILLER,JOSHUA",1
14:30,,,,,"FOUL  by BASS,XAVIER",,,"FOUL  by BASS,XAVIER",1
14:30,"GOOD FT by GEORGETOWN II,ARNESS",3,,6 (+3),,Rhodes 3-6 (-3),,"GOOD FT by GEORGETOWN II,ARNESS",1
14:30,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
14:30,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
14:30,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
14:30,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
14:30,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
14:30,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
14:22,"MISS FT by GEORGETOWN II,ARNESS",,,,,,,"MISS FT by GEORGETOWN II,ARNESS",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
14:19,,3,,8 (+5),"GOOD JUMPER by BURNETT,DREW",Mill 3-8 (-5),,"GOOD JUMPER by BURNETT,DREW",1
13:55,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
13:46,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",1
13:46,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",1
13:46,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
13:46,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
13:46,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
13:46,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
13:46,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
13:46,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
13:46,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
13:46,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",1
13:46,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
13:46,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",1
13:21,"GOOD JUMPER by WILEY,KOKI(in the paint)",5,,8 (+3),,Rhodes 5-8 (-3),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
13:02,,,,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",1
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",1
12:51,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
12:40,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
12:17,"TURNOVER  by TEAL,AARON",,,,,,,"TURNOVER  by TEAL,AARON",1
12:17,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
12:17,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
12:06,,5,,10 (+5),"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 5-10 (-5),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",1
11:58,"TURNOVER  by TEAL,AARON",,,,,,,"TURNOVER  by TEAL,AARON",1
11:58,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",1
11:50,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",1
11:40,,5,,12 (+7),"GOOD LAYUP by BURNETT,DREW(in the paint)",Mill 5-12 (-7),,"GOOD LAYUP by BURNETT,DREW(in the paint)",1
11:34,"GOOD JUMPER by GEORGETOWN II,ARNESS",7,,12 (+5),,Rhodes 7-12 (-5),,"GOOD JUMPER by GEORGETOWN II,ARNESS",1
11:34,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",1
11:34,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
11:34,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
11:34,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",1
11:34,"SUB OUT by TEAL,AARON",,,,,,,"SUB OUT by TEAL,AARON",1
11:34,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
11:34,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
11:34,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
11:34,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
11:23,,,,,"MISS 3PTR by EVANS,CHRISTIAN",,,"MISS 3PTR by EVANS,CHRISTIAN",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
11:22,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
10:47,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
10:31,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
10:17,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
09:54,"GOOD JUMPER by GEORGETOWN II,ARNESS",9,,12 (+3),,Rhodes 9-12 (-3),,"GOOD JUMPER by GEORGETOWN II,ARNESS",1
09:25,,9,,14 (+5),"GOOD LAYUP by MILLER,JOSHUA(in the paint)",Mill 9-14 (-5),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",1
09:09,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
08:56,,9,,16 (+7),"GOOD LAYUP by MILLER,JOSHUA(in the paint)",Mill 9-16 (-7),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",1
08:56,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",1
08:56,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
08:56,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
08:56,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
08:56,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
08:56,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
08:56,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
08:56,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
08:56,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
08:56,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
08:56,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
08:56,,,,,"MISS FT by MILLER,JOSHUA",,,"MISS FT by MILLER,JOSHUA",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
08:39,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",11,,16 (+5),,Rhodes 11-16 (-5),,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
08:16,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:16,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",1
08:16,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
08:16,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",1
08:13,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
08:13,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
07:59,"MISS JUMPER by SHEN,KEVIN",,,,,,,"MISS JUMPER by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by BASS,XAVIER",,,"REBOUND DEF by BASS,XAVIER",1
07:53,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
07:53,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
07:40,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",1
07:34,,,,,"TURNOVER  by BURNETT,DREW",,,"TURNOVER  by BURNETT,DREW",1
07:34,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",1
07:25,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",13,,16 (+3),,Rhodes 13-16 (-3),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
07:10,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",1
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",1
07:10,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
07:10,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
07:10,"BLOCK  by WILLIAMS,JAYSON",,,,,,,"BLOCK  by WILLIAMS,JAYSON",1
06:56,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
06:53,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
06:53,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",1
06:32,,,,,"TURNOVER  by BASS,XAVIER",,,"TURNOVER  by BASS,XAVIER",1
06:32,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
06:32,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
06:05,"GOOD LAYUP by ESSICK,JALEN(in the paint)",15,,16 (+1),,Rhodes 15-16 (-1),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",1
--,"ASSIST  by WILLIAMS,JAYSON",,,,,,,"ASSIST  by WILLIAMS,JAYSON",1
05:38,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",1
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",1
05:34,,,,,"MISS JUMPER by DIMITRIOS,DYLAN",,,"MISS JUMPER by DIMITRIOS,DYLAN",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
05:34,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
05:34,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
05:34,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
05:34,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",1
05:34,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
05:34,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
05:34,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
05:34,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
05:34,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
05:34,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
05:15,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
04:57,"GOOD JUMPER by ESSICK,JALEN",17 (+1),,16,,Rhodes 17-16 (+1),,"GOOD JUMPER by ESSICK,JALEN",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
04:44,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
04:31,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",1
04:31,,,,,"STEAL  by MILLER,JOSHUA",,,"STEAL  by MILLER,JOSHUA",1
04:12,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
03:59,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",1
03:59,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
03:59,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
03:59,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
03:59,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
03:59,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",1
03:32,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",1
03:22,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
03:22,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",1
03:22,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",1
03:22,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
03:22,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
03:22,"GOOD FT by ESSICK,JALEN(fastbreak)",18 (+2),,16,,Rhodes 18-16 (+2),,"GOOD FT by ESSICK,JALEN(fastbreak)",1
03:22,"GOOD FT by ESSICK,JALEN(fastbreak)",19 (+3),,16,,Rhodes 19-16 (+3),,"GOOD FT by ESSICK,JALEN(fastbreak)",1
03:22,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
03:22,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
03:01,,,,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",,,"MISS LAYUP by MILLER,JOSHUA(in the paint)",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
02:42,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
02:39,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",1
02:39,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
02:39,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",1
02:37,,,,,"TURNOVER  by EVANS,CHRISTIAN",,,"TURNOVER  by EVANS,CHRISTIAN",1
02:37,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
02:37,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
02:25,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",1
02:25,,,,,"STEAL  by MILLER,JOSHUA",,,"STEAL  by MILLER,JOSHUA",1
02:22,,19 (+1),,18,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",Mill 19-18 (+1),,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",1
02:22,"FOUL  by COOK,JEREMIAH",,,,,,,"FOUL  by COOK,JEREMIAH",1
02:22,,,,,"MISS FT by MILLER,JOSHUA(fastbreak)",,,"MISS FT by MILLER,JOSHUA(fastbreak)",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
02:00,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",1
--,"REBOUND OFF by COOK,JEREMIAH",,,,,,,"REBOUND OFF by COOK,JEREMIAH",1
01:44,"MISS JUMPER by COOK,JEREMIAH",,,,,,,"MISS JUMPER by COOK,JEREMIAH",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
01:30,,19,,21 (+2),"GOOD 3PTR by GILLIHAN,NEWLON",Mill 19-21 (-2),,"GOOD 3PTR by GILLIHAN,NEWLON",1
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",1
01:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:29,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
01:29,,,,,"SUB IN by SMITH,JAYLEN",,,"SUB IN by SMITH,JAYLEN",1
01:29,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
01:29,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
01:03,,,,,"FOUL  by DIMITRIOS,DYLAN",,,"FOUL  by DIMITRIOS,DYLAN",1
01:03,"GOOD FT by WILEY,KOKI",20,,21 (+1),,Rhodes 20-21 (-1),,"GOOD FT by WILEY,KOKI",1
01:03,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
01:03,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
01:03,"GOOD FT by WILEY,KOKI",21,,21,,Rhodes 21-21 (0),,"GOOD FT by WILEY,KOKI",1
01:03,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
01:03,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
00:39,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
00:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:39,,,,,"SUB OUT by SMITH,JAYLEN",,,"SUB OUT by SMITH,JAYLEN",1
00:39,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
00:39,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
00:39,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
00:39,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
00:39,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
00:08,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:07,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
00:07,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
00:07,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
00:02,,21,,23 (+2),"GOOD JUMPER by MILLER,JOSHUA",Mill 21-23 (-2),,"GOOD JUMPER by MILLER,JOSHUA",1
00:02,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
