Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
01:16,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
01:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:12,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
01:12,,,,,"SUB IN by WALKER,GRAYSON",,,"SUB IN by WALKER,GRAYSON",2
01:05,,,,,"MISS 3PTR by TEAL,AARON",,,"MISS 3PTR by TEAL,AARON",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
00:57,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",2
00:57,,,,,"BLOCK  by WALKER,GRAYSON",,,"BLOCK  by WALKER,GRAYSON",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
00:51,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
00:51,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
00:51,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
00:51,,,,,"SUB IN by GIES,NOAH",,,"SUB IN by GIES,NOAH",2
00:51,,,,,"SUB IN by O'BRIEN,KRIS",,,"SUB IN by O'BRIEN,KRIS",2
00:51,,,,,"MISS FT by CLAYTON,TJ(fastbreak)",,,"MISS FT by CLAYTON,TJ(fastbreak)",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
00:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:39,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
00:39,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
00:33,"GOOD LAYUP by CLARK,BRYCE(in the paint)",79 (+39),,40,,Berry 79-40 (-39),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",2
--,"ASSIST  by KRUEGER,JORDAN",,,,,,,"ASSIST  by KRUEGER,JORDAN",2
00:09,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
00:09,,,,,"MISS FT by O'BRIEN,KRIS",,,"MISS FT by O'BRIEN,KRIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:09,,79 (+38),,41,"GOOD FT by O'BRIEN,KRIS",Rhodes 79-41 (-38),,"GOOD FT by O'BRIEN,KRIS",2
