Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
19:47,,29,,39 (+10),"GOOD FT by STANLEY,SETH",Hend 29-39 (-10),,"GOOD FT by STANLEY,SETH",2
19:41,,,,,"FOUL  by CUMMINGS II,ROD",,,"FOUL  by CUMMINGS II,ROD",2
19:25,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
19:14,,,,,"TURNOVER  by JOHNSON,DAMECKO",,,"TURNOVER  by JOHNSON,DAMECKO",2
19:14,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
18:47,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
18:42,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
18:17,"GOOD JUMPER by WILEY,KOKI",31,,39 (+8),,Rhodes 31-39 (-8),,"GOOD JUMPER by WILEY,KOKI",2
17:59,,,,,"TURNOVER  by CUMMINGS II,ROD",,,"TURNOVER  by CUMMINGS II,ROD",2
17:59,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
17:54,,,,,"FOUL  by CUMMINGS II,ROD",,,"FOUL  by CUMMINGS II,ROD",2
17:54,,,,,"SUB OUT by CUMMINGS II,ROD",,,"SUB OUT by CUMMINGS II,ROD",2
17:54,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
17:54,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
17:54,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
17:54,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
17:54,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
17:54,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
17:54,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
17:54,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
17:54,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
17:54,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",2
17:54,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
17:40,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
17:30,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
17:30,"STEAL  by GEORGETOWN II,ARNESS",,,,,,,"STEAL  by GEORGETOWN II,ARNESS",2
17:21,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by JOHNSON,DAMECKO",,,"REBOUND DEF by JOHNSON,DAMECKO",2
17:02,,31,,41 (+10),"GOOD JUMPER by PARKS,JACKSON",Hend 31-41 (-10),,"GOOD JUMPER by PARKS,JACKSON",2
16:44,"GOOD LAYUP by ESSICK,JALEN(in the paint)",33,,41 (+8),,Rhodes 33-41 (-8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
16:30,,33,,44 (+11),"GOOD 3PTR by STANLEY,SETH",Hend 33-44 (-11),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by PARKS,JACKSON",,,"ASSIST  by PARKS,JACKSON",2
16:10,"MISS LAYUP by COOK,JEREMIAH(in the paint)",,,,,,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
16:02,,,,,"MISS LAYUP by JOHNSON,DAMECKO(in the paint)",,,"MISS LAYUP by JOHNSON,DAMECKO(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
15:42,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
15:26,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
15:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:26,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
15:26,,,,,"SUB IN by II,CRAIG",,,"SUB IN by II,CRAIG",2
15:26,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
15:26,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
15:26,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
15:26,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
15:03,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",2
15:03,,,,,"BLOCK  by PARKS,JACKSON",,,"BLOCK  by PARKS,JACKSON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:03,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
15:03,"MISS FT by CLAYTON,TJ",,,,,,,"MISS FT by CLAYTON,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:03,"GOOD FT by CLAYTON,TJ",34,,44 (+10),,Rhodes 34-44 (-10),,"GOOD FT by CLAYTON,TJ",2
14:56,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
14:37,"GOOD LAYUP by ESSICK,JALEN(in the paint)",36,,44 (+8),,Rhodes 36-44 (-8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
14:14,,,,,"MISS JUMPER by II,CRAIG",,,"MISS JUMPER by II,CRAIG",2
--,"REBOUND DEF by CLAYTON,TJ",,,,,,,"REBOUND DEF by CLAYTON,TJ",2
14:09,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",2
13:57,,,,,"TURNOVER  by II,CRAIG",,,"TURNOVER  by II,CRAIG",2
13:44,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
13:34,"GOOD 3PTR by JAMES,MAC",39,,44 (+5),,Rhodes 39-44 (-5),,"GOOD 3PTR by JAMES,MAC",2
--,"ASSIST  by LAMEY,HAYDEN",,,,,,,"ASSIST  by LAMEY,HAYDEN",2
13:07,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
12:43,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
12:32,,39,,46 (+7),"GOOD LAYUP by II,CRAIG(in the paint)",Hend 39-46 (-7),,"GOOD LAYUP by II,CRAIG(in the paint)",2
12:16,"GOOD 3PTR by JAMES,MAC",42,,46 (+4),,Rhodes 42-46 (-4),,"GOOD 3PTR by JAMES,MAC",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
11:54,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
11:39,"GOOD 3PTR by LAMEY,HAYDEN",45,,46 (+1),,Rhodes 45-46 (-1),,"GOOD 3PTR by LAMEY,HAYDEN",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
11:23,,,,,"MISS LAYUP by JOHNSON,DAMECKO(in the paint)",,,"MISS LAYUP by JOHNSON,DAMECKO(in the paint)",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
11:18,,45,,48 (+3),"GOOD LAYUP by FITCH,CARL(in the paint)",Hend 45-48 (-3),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
11:07,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by II,CRAIG",,,"REBOUND DEF by II,CRAIG",2
11:00,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
11:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:00,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",2
11:00,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
11:00,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
11:00,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
11:00,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:00,"SUB IN by HIESTER,JACKSON",,,,,,,"SUB IN by HIESTER,JACKSON",2
11:00,,45,,49 (+4),"GOOD FT by II,CRAIG(fastbreak)",Hend 45-49 (-4),,"GOOD FT by II,CRAIG(fastbreak)",2
11:00,,45,,50 (+5),"GOOD FT by II,CRAIG(fastbreak)",Hend 45-50 (-5),,"GOOD FT by II,CRAIG(fastbreak)",2
11:00,,,,,"SUB OUT by II,CRAIG",,,"SUB OUT by II,CRAIG",2
11:00,,,,,"SUB IN by CUMMINGS II,ROD",,,"SUB IN by CUMMINGS II,ROD",2
10:37,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
10:37,,,,,"STEAL  by CUMMINGS II,ROD",,,"STEAL  by CUMMINGS II,ROD",2
10:37,,,,,"TURNOVER  by CUMMINGS II,ROD",,,"TURNOVER  by CUMMINGS II,ROD",2
10:37,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
10:31,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
10:31,"GOOD FT by JAMES,MAC",46,,50 (+4),,Rhodes 46-50 (-4),,"GOOD FT by JAMES,MAC",2
10:31,"GOOD FT by JAMES,MAC",47,,50 (+3),,Rhodes 47-50 (-3),,"GOOD FT by JAMES,MAC",2
10:12,,47,,52 (+5),"GOOD LAYUP by STANLEY,SETH(in the paint)",Hend 47-52 (-5),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
10:01,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",2
10:01,"TURNOVER  by LAMEY,HAYDEN",,,,,,,"TURNOVER  by LAMEY,HAYDEN",2
10:01,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
10:01,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
10:01,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
10:01,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
09:41,,,,,"MISS 3PTR by CUMMINGS II,ROD",,,"MISS 3PTR by CUMMINGS II,ROD",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
09:31,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
09:31,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
09:07,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",2
08:48,"GOOD LAYUP by HIESTER,JACKSON(in the paint)",49,,52 (+3),,Rhodes 49-52 (-3),,"GOOD LAYUP by HIESTER,JACKSON(in the paint)",2
08:48,,,,,"FOUL  by CUMMINGS II,ROD",,,"FOUL  by CUMMINGS II,ROD",2
08:48,"GOOD FT by HIESTER,JACKSON",50,,52 (+2),,Rhodes 50-52 (-2),,"GOOD FT by HIESTER,JACKSON",2
08:48,,,,,"SUB OUT by CUMMINGS II,ROD",,,"SUB OUT by CUMMINGS II,ROD",2
08:48,,,,,"SUB IN by II,CRAIG",,,"SUB IN by II,CRAIG",2
08:32,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
08:32,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
08:14,"GOOD JUMPER by SHEN,KEVIN",52,,52,,Rhodes 52-52 (0),,"GOOD JUMPER by SHEN,KEVIN",2
08:00,"FOUL  by HIESTER,JACKSON",,,,,,,"FOUL  by HIESTER,JACKSON",2
08:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:00,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
08:00,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
08:00,,52,,53 (+1),"GOOD FT by COMAN,SEAN",Hend 52-53 (-1),,"GOOD FT by COMAN,SEAN",2
08:00,,52,,54 (+2),"GOOD FT by COMAN,SEAN",Hend 52-54 (-2),,"GOOD FT by COMAN,SEAN",2
07:43,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
07:43,"GOOD FT by JAMES,MAC",53,,54 (+1),,Rhodes 53-54 (-1),,"GOOD FT by JAMES,MAC",2
07:43,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
07:43,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
07:43,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by II,CRAIG",,,"REBOUND DEF by II,CRAIG",2
07:23,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
07:23,"STEAL  by GEORGETOWN II,ARNESS",,,,,,,"STEAL  by GEORGETOWN II,ARNESS",2
06:58,"GOOD LAYUP by JAMES,MAC(in the paint)",55 (+1),,54,,Rhodes 55-54 (+1),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
06:43,,,,,"TURNOVER  by II,CRAIG",,,"TURNOVER  by II,CRAIG",2
06:43,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
06:43,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
06:43,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
06:43,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
06:29,,55,,56 (+1),"GOOD LAYUP by FITCH,CARL(in the paint)",Hend 55-56 (-1),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by II,CRAIG",,,"ASSIST  by II,CRAIG",2
06:04,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
05:58,,,,,"FOUL  by II,CRAIG",,,"FOUL  by II,CRAIG",2
05:58,"GOOD FT by WALKER,JEFFERSON",56,,56,,Rhodes 56-56 (0),,"GOOD FT by WALKER,JEFFERSON",2
05:58,"GOOD FT by WALKER,JEFFERSON",57 (+1),,56,,Rhodes 57-56 (+1),,"GOOD FT by WALKER,JEFFERSON",2
05:58,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
05:58,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
05:45,,57,,59 (+2),"GOOD 3PTR by COMAN,SEAN",Hend 57-59 (-2),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by II,CRAIG",,,"ASSIST  by II,CRAIG",2
05:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:42,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
05:42,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
05:23,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
05:23,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
05:23,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:23,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
04:59,,57,,61 (+4),"GOOD JUMPER by STANLEY,SETH(in the paint)",Hend 57-61 (-4),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
04:44,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
04:44,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
04:28,,57,,64 (+7),"GOOD 3PTR by II,CRAIG",Hend 57-64 (-7),,"GOOD 3PTR by II,CRAIG",2
--,,,,,"ASSIST  by JOHNSON,DAMECKO",,,"ASSIST  by JOHNSON,DAMECKO",2
04:02,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
03:48,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
03:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:48,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
03:48,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
03:47,,,,,"MISS FT by JOHNSON,DAMECKO",,,"MISS FT by JOHNSON,DAMECKO",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
03:23,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by JOHNSON,DAMECKO",,,"REBOUND DEF by JOHNSON,DAMECKO",2
03:12,,57,,67 (+10),"GOOD 3PTR by STANLEY,SETH",Hend 57-67 (-10),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by JOHNSON,DAMECKO",,,"ASSIST  by JOHNSON,DAMECKO",2
02:58,"GOOD JUMPER by WALKER,JEFFERSON",59,,67 (+8),,Rhodes 59-67 (-8),,"GOOD JUMPER by WALKER,JEFFERSON",2
02:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:21,,,,,"MISS 3PTR by II,CRAIG",,,"MISS 3PTR by II,CRAIG",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:18,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
02:18,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
02:18,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
02:01,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by JOHNSON,DAMECKO",,,"REBOUND DEF by JOHNSON,DAMECKO",2
01:44,,59,,69 (+10),"GOOD LAYUP by II,CRAIG(in the paint)",Hend 59-69 (-10),,"GOOD LAYUP by II,CRAIG(in the paint)",2
01:44,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
01:44,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
01:44,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
01:44,,59,,70 (+11),"GOOD FT by II,CRAIG",Hend 59-70 (-11),,"GOOD FT by II,CRAIG",2
01:44,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
01:44,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
01:32,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
01:27,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
01:27,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:27,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
01:27,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
01:27,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
01:27,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
01:27,"GOOD FT by ESSICK,JALEN",60,,70 (+10),,Rhodes 60-70 (-10),,"GOOD FT by ESSICK,JALEN",2
01:27,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
01:27,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
01:11,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
01:11,,60,,71 (+11),"GOOD FT by II,CRAIG",Hend 60-71 (-11),,"GOOD FT by II,CRAIG",2
01:11,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
01:11,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
01:11,,60,,72 (+12),"GOOD FT by II,CRAIG",Hend 60-72 (-12),,"GOOD FT by II,CRAIG",2
01:03,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
01:03,"MISS FT by CLAYTON,TJ",,,,,,,"MISS FT by CLAYTON,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:03,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
01:03,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
01:03,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
01:03,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
01:03,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
01:03,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
01:03,"GOOD FT by CLAYTON,TJ",61,,72 (+11),,Rhodes 61-72 (-11),,"GOOD FT by CLAYTON,TJ",2
00:58,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
00:58,"STEAL  by COOK,JEREMIAH",,,,,,,"STEAL  by COOK,JEREMIAH",2
00:58,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
00:58,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
00:58,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
00:58,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
00:58,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
00:58,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:50,"MISS JUMPER by SHEN,KEVIN",,,,,,,"MISS JUMPER by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
00:41,,61,,74 (+13),"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",Hend 61-74 (-13),,"GOOD LAYUP by COMAN,SEAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
00:30,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
00:30,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,"REBOUND OFF by LAMEY,HAYDEN",,,,,,,"REBOUND OFF by LAMEY,HAYDEN",2
00:25,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
00:24,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
00:24,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
00:24,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
00:24,"MISS FT by GEORGETOWN II,ARNESS",,,,,,,"MISS FT by GEORGETOWN II,ARNESS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:24,"MISS FT by GEORGETOWN II,ARNESS",,,,,,,"MISS FT by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
