Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:12,,0,,7 (+7),"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 0-7 (-7),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",1
16:58,"MISS JUMPER by JAMES,MAC(in the paint)",,,,,,,"MISS JUMPER by JAMES,MAC(in the paint)",1
--,,,,,"REBOUND DEF by BASS,DEVIN",,,"REBOUND DEF by BASS,DEVIN",1
16:43,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
16:32,"GOOD JUMPER by WILEY,KOKI(in the paint)",2,,7 (+5),,Rhodes 2-7 (-5),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
16:13,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
16:05,"GOOD 3PTR by JAMES,MAC(fastbreak)",5,,7 (+2),,Rhodes 5-7 (-2),,"GOOD 3PTR by JAMES,MAC(fastbreak)",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
15:45,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
15:26,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",1
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",1
15:17,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
15:17,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:17,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",1
15:17,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",1
15:17,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
15:17,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
15:01,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",1
15:01,,,,,"BLOCK  by BASS,DEVIN",,,"BLOCK  by BASS,DEVIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:57,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
14:57,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
14:52,"GOOD JUMPER by JAMES,MAC",7,,7,,Rhodes 7-7 (0),,"GOOD JUMPER by JAMES,MAC",1
14:17,,7,,10 (+3),"GOOD 3PTR by WATSON,DOUG",Mill 7-10 (-3),,"GOOD 3PTR by WATSON,DOUG",1
14:00,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",1
13:54,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
13:54,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",1
13:54,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
13:40,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",9,,10 (+1),,Rhodes 9-10 (-1),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
13:19,,9,,12 (+3),"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 9-12 (-3),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",1
13:19,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",1
13:19,,9,,13 (+4),"GOOD FT by WILLIAMS,CAMERON",Mill 9-13 (-4),,"GOOD FT by WILLIAMS,CAMERON",1
13:19,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
13:19,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
13:07,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
13:05,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",1
13:05,"GOOD FT by GEORGETOWN II,ARNESS",10,,13 (+3),,Rhodes 10-13 (-3),,"GOOD FT by GEORGETOWN II,ARNESS",1
13:05,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
13:05,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
13:05,"GOOD FT by GEORGETOWN II,ARNESS",11,,13 (+2),,Rhodes 11-13 (-2),,"GOOD FT by GEORGETOWN II,ARNESS",1
13:05,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
13:05,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",1
12:49,,,,,"MISS 3PTR by BROWN,BRYCE",,,"MISS 3PTR by BROWN,BRYCE",1
12:48,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
12:48,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:40,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
12:40,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",1
12:30,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",13,,13,,Rhodes 13-13 (0),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
12:10,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,"MISS LAYUP by BROWN,BRYCE(in the paint)",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
12:01,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",15 (+2),,13,,Rhodes 15-13 (+2),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",1
11:57,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:42,,,,,"TURNOVER  by BROWN,BROCK",,,"TURNOVER  by BROWN,BROCK",1
11:42,"STEAL  by WILLIAMS,ZAVIEN",,,,,,,"STEAL  by WILLIAMS,ZAVIEN",1
11:42,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",1
11:42,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",1
11:42,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
11:22,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",1
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",1
11:17,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
11:17,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
11:17,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
11:17,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
11:02,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",1
11:00,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
11:00,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:52,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",1
10:52,"TURNOVER  by LAMEY,HAYDEN",,,,,,,"TURNOVER  by LAMEY,HAYDEN",1
10:35,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,,,,,"REBOUND OFF by URSIN,AARON",,,"REBOUND OFF by URSIN,AARON",1
10:30,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",1
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",1
10:18,"GOOD JUMPER by ESSICK,JALEN",17 (+4),,13,,Rhodes 17-13 (+4),,"GOOD JUMPER by ESSICK,JALEN",1
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",1
10:07,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
10:07,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
10:07,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
10:07,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
10:07,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",1
10:07,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",1
10:07,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
10:07,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",1
10:07,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
10:07,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",1
10:07,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
10:07,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
10:02,,17 (+1),,16,"GOOD 3PTR by GILLIHAN,NEWLON",Mill 17-16 (+1),,"GOOD 3PTR by GILLIHAN,NEWLON",1
--,,,,,"ASSIST  by WILLIAMS,CAMERON",,,"ASSIST  by WILLIAMS,CAMERON",1
09:48,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",1
09:25,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
09:25,"BLOCK  by WILEY,KOKI",,,,,,,"BLOCK  by WILEY,KOKI",1
08:59,"GOOD JUMPER by GEORGETOWN II,ARNESS",19 (+3),,16,,Rhodes 19-16 (+3),,"GOOD JUMPER by GEORGETOWN II,ARNESS",1
08:59,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",1
08:59,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",1
08:59,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
08:59,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
08:46,,,,,"TURNOVER  by BASS,DEVIN",,,"TURNOVER  by BASS,DEVIN",1
08:46,"STEAL  by ESSICK,JALEN",,,,,,,"STEAL  by ESSICK,JALEN",1
08:32,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
08:21,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",1
08:00,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",1
08:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
08:00,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
08:00,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
07:50,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",1
07:50,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:50,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",1
07:50,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
07:50,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
07:28,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",1
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",1
07:24,"GOOD LAYUP by WILEY,KOKI(in the paint)",21 (+5),,16,,Rhodes 21-16 (+5),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
07:07,,21 (+3),,18,"GOOD JUMPER by WILLIAMS,CAMERON",Mill 21-18 (+3),,"GOOD JUMPER by WILLIAMS,CAMERON",1
06:48,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",1
06:48,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
06:48,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
06:35,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",1
06:22,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
06:14,,21 (+1),,20,"GOOD JUMPER by WILLIAMS,CAMERON(fastbreak)(in the paint)",Mill 21-20 (+1),,"GOOD JUMPER by WILLIAMS,CAMERON(fastbreak)(in the paint)",1
05:50,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",1
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",1
05:45,"GOOD JUMPER by ESSICK,JALEN(in the paint)",23 (+3),,20,,Rhodes 23-20 (+3),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",1
05:45,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
05:45,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
05:33,,23 (+1),,22,"GOOD JUMPER by BROWN,BRYCE",Mill 23-22 (+1),,"GOOD JUMPER by BROWN,BRYCE",1
05:09,"GOOD 3PTR by WILEY,KOKI",26 (+4),,22,,Rhodes 26-22 (+4),,"GOOD 3PTR by WILEY,KOKI",1
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",1
04:57,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",1
04:57,"BLOCK  by GEORGETOWN II,ARNESS",,,,,,,"BLOCK  by GEORGETOWN II,ARNESS",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
04:49,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",1
04:49,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
04:49,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
04:49,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
04:49,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
04:27,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",1
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",1
04:15,,,,,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",,,"MISS JUMPER by UGHOVWA,NICHOLAS(in the paint)",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
04:06,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
03:50,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",1
03:50,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
03:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:50,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
03:50,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
03:50,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
03:50,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
03:50,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
03:50,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
03:40,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
03:40,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
03:40,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
03:29,,,,,"MISS JUMPER by RUCKER,CAM",,,"MISS JUMPER by RUCKER,CAM",1
--,"REBOUND DEF by CLAYTON,TJ",,,,,,,"REBOUND DEF by CLAYTON,TJ",1
03:04,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:01,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",1
03:01,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",1
03:01,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",1
03:01,,,,,"MISS FT by STEPHEN,SETH",,,"MISS FT by STEPHEN,SETH",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
02:59,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",1
02:59,"STEAL  by WILLIAMS,JAYSON",,,,,,,"STEAL  by WILLIAMS,JAYSON",1
02:41,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",1
02:41,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:41,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
02:41,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",1
02:41,"GOOD FT by WILLIAMS,JAYSON",27 (+5),,22,,Rhodes 27-22 (+5),,"GOOD FT by WILLIAMS,JAYSON",1
02:34,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",1
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",1
02:24,,,,,"MISS LAYUP by STEPHEN,SETH(in the paint)",,,"MISS LAYUP by STEPHEN,SETH(in the paint)",1
02:24,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",1
02:24,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",1
02:24,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
02:24,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",1
02:00,,,,,"MISS JUMPER by RUCKER,CAM(in the paint)",,,"MISS JUMPER by RUCKER,CAM(in the paint)",1
01:59,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
01:59,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
01:59,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
01:59,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:47,,27 (+2),,25,"GOOD 3PTR by BROWN,BROCK",Mill 27-25 (+2),,"GOOD 3PTR by BROWN,BROCK",1
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",1
01:33,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
01:33,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",1
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",1
01:29,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:29,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
01:29,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",1
01:16,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",1
00:58,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
00:57,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",1
00:57,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
00:57,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",1
00:57,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",1
00:57,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
00:57,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
00:57,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
00:57,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
00:57,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
00:57,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
00:57,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
00:57,,,,,"MISS FT by STEPHEN,SETH",,,"MISS FT by STEPHEN,SETH",1
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:38,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",1
