Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
15:49,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
15:39,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
15:39,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
15:34,,43,,43,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",Rhodes 43-43 (0),,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
15:20,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
15:20,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
15:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:20,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
15:20,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
15:05,,43,,46 (+3),"GOOD 3PTR by WILLIAMS,ZAVIEN",Rhodes 43-46 (+3),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
14:46,"GOOD JUMPER by SMITH,RJ",45,,46 (+1),,Centre 45-46 (+1),,"GOOD JUMPER by SMITH,RJ",2
14:46,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
14:46,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
14:46,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
14:46,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
14:46,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
14:46,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
14:46,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
14:46,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
14:19,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
14:07,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
14:07,"GOOD FT by SMITH,RJ",46,,46,,Centre 46-46 (0),,"GOOD FT by SMITH,RJ",2
14:07,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
14:07,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
14:07,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
13:52,,46,,49 (+3),"GOOD 3PTR by WILEY,KOKI",Rhodes 46-49 (+3),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
13:27,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
13:27,,,,,"BLOCK  by ESSICK,JALEN",,,"BLOCK  by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
13:05,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
13:03,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
13:03,,46,,50 (+4),"GOOD FT by ESSICK,JALEN",Rhodes 46-50 (+4),,"GOOD FT by ESSICK,JALEN",2
13:03,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
13:03,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
13:03,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
13:03,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
13:03,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
13:03,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
13:03,,46,,51 (+5),"GOOD FT by ESSICK,JALEN",Rhodes 46-51 (+5),,"GOOD FT by ESSICK,JALEN",2
12:41,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
12:37,"GOOD LAYUP by MOORE,CHEZ(in the paint)",48,,51 (+3),,Centre 48-51 (+3),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
12:19,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
12:19,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:18,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
12:18,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
12:18,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
12:18,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
11:58,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
11:38,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
11:27,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
11:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:27,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
11:27,,,,,"SUB OUT by WHITE,ELIJAH",,,"SUB OUT by WHITE,ELIJAH",2
11:27,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
11:27,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
11:27,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
11:27,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
11:27,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
11:27,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
11:27,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
11:27,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
11:13,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
10:47,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",2
10:41,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
10:33,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
10:19,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
10:19,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
10:19,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
09:56,"MISS LAYUP by SMITH,RJ(in the paint)",,,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
09:55,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
09:48,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",50,,51 (+1),,Centre 50-51 (+1),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
09:34,,50,,54 (+4),"GOOD 3PTR by WILEY,KOKI",Rhodes 50-54 (+4),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by WILLIAMS,ZAVIEN",,,"ASSIST  by WILLIAMS,ZAVIEN",2
09:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:31,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
09:31,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
09:15,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
09:15,"GOOD FT by SMITH,RJ",51,,54 (+3),,Centre 51-54 (+3),,"GOOD FT by SMITH,RJ",2
09:15,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
09:15,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
09:15,"GOOD FT by SMITH,RJ",52,,54 (+2),,Centre 52-54 (+2),,"GOOD FT by SMITH,RJ",2
08:55,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
08:51,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
08:41,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
08:41,"MISS FT by WILLIAMS,JALEN",,,,,,,"MISS FT by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
08:19,,52,,56 (+4),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 52-56 (+4),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
07:52,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:36,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
07:23,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
07:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:23,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
07:23,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
07:06,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
06:38,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
06:18,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
06:18,,52,,57 (+5),"GOOD FT by ESSICK,JALEN",Rhodes 52-57 (+5),,"GOOD FT by ESSICK,JALEN",2
06:18,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
06:18,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
06:18,,52,,58 (+6),"GOOD FT by ESSICK,JALEN",Rhodes 52-58 (+6),,"GOOD FT by ESSICK,JALEN",2
06:04,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
05:47,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",,,"TURNOVER  by WILLIAMS,ZAVIEN",2
05:47,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
05:40,"GOOD JUMPER by GERALD,DUSTIN(fastbreak)(in the paint)",54,,58 (+4),,Centre 54-58 (+4),,"GOOD JUMPER by GERALD,DUSTIN(fastbreak)(in the paint)",2
05:40,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
05:40,"GOOD FT by GERALD,DUSTIN(fastbreak)",55,,58 (+3),,Centre 55-58 (+3),,"GOOD FT by GERALD,DUSTIN(fastbreak)",2
05:18,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
05:07,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYSON",,,"REBOUND DEF by WILLIAMS,JAYSON",2
04:45,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
04:25,"MISS LAYUP by SMITH,RJ(in the paint)",,,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
04:02,,55,,60 (+5),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 55-60 (+5),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
04:02,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
04:02,,55,,61 (+6),"GOOD FT by ESSICK,JALEN",Rhodes 55-61 (+6),,"GOOD FT by ESSICK,JALEN",2
03:51,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
03:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:51,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
03:51,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
03:51,"GOOD FT by GERALD,DUSTIN",56,,61 (+5),,Centre 56-61 (+5),,"GOOD FT by GERALD,DUSTIN",2
03:51,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
03:28,,,,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
03:28,"BLOCK  by BAUGHMAN,CARTER",,,,,,,"BLOCK  by BAUGHMAN,CARTER",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
03:05,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",58,,61 (+3),,Centre 58-61 (+3),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
02:46,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
02:46,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
02:32,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",2
02:10,,58,,64 (+6),"GOOD 3PTR by WILEY,KOKI",Rhodes 58-64 (+6),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
01:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:58,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
01:58,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
01:46,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
01:46,"GOOD FT by SMITH,RJ",59,,64 (+5),,Centre 59-64 (+5),,"GOOD FT by SMITH,RJ",2
01:46,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
01:46,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
01:46,"GOOD FT by SMITH,RJ",60,,64 (+4),,Centre 60-64 (+4),,"GOOD FT by SMITH,RJ",2
01:46,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
01:46,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
01:20,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",,,"MISS LAYUP by JAMES,MAC(in the paint)",2
01:20,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
01:17,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
01:17,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:17,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
01:17,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
01:17,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
01:17,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
01:17,,60,,65 (+5),"GOOD FT by WILEY,KOKI",Rhodes 60-65 (+5),,"GOOD FT by WILEY,KOKI",2
01:01,"MISS JUMPER by SMITH,RJ(in the paint)",,,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,JAYSON",,,"REBOUND DEF by WILLIAMS,JAYSON",2
00:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:52,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
00:52,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
00:45,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
00:45,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:45,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
00:26,"GOOD 3PTR by SMITH,RJ",63,,65 (+2),,Centre 63-65 (+2),,"GOOD 3PTR by SMITH,RJ",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
00:26,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
00:26,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
00:26,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
00:26,"GOOD FT by SMITH,RJ",64,,65 (+1),,Centre 64-65 (+1),,"GOOD FT by SMITH,RJ",2
00:26,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
00:26,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
00:24,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
00:24,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
00:24,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
00:24,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:24,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
00:24,,64,,66 (+2),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 64-66 (+2),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
00:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:24,,64,,67 (+3),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 64-67 (+3),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
00:15,"GOOD JUMPER by SMITH,RJ(in the paint)",66,,67 (+1),,Centre 66-67 (+1),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
00:11,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
00:11,,66,,68 (+2),"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 66-68 (+2),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:11,,66,,69 (+3),"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 66-69 (+3),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:03,"MISS 3PTR by GERALD,DUSTIN",,,,,,,"MISS 3PTR by GERALD,DUSTIN",2
00:02,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
00:02,,66,,70 (+4),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 66-70 (+4),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
00:02,,66,,71 (+5),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 66-71 (+5),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
00:02,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:02,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
00:00,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
