Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
17:47,,41 (+4),,37,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 41-37 (-4),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
17:30,"MISS JUMPER by FOSTER,LANE",,,,,,,"MISS JUMPER by FOSTER,LANE",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
17:25,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
17:25,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
17:21,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",43 (+6),,37,,OU 43-37 (-6),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
17:11,,43 (+4),,39,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 43-39 (-4),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
16:53,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:38,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
16:38,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
16:34,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:27,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
15:53,,43 (+2),,41,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 43-41 (-2),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
15:35,"GOOD JUMPER by EZIGBO,UBA",45 (+4),,41,,OU 45-41 (-4),,"GOOD JUMPER by EZIGBO,UBA",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
15:20,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
15:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:09,,45 (+2),,43,"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 45-43 (-2),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by SHEN,KEVIN",,,"ASSIST  by SHEN,KEVIN",2
14:44,"MISS LAYUP by EZIGBO,UBA(in the paint)",,,,,,,"MISS LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
14:21,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
14:16,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",47 (+4),,43,,OU 47-43 (-4),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
14:10,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
14:10,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
14:10,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
14:10,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
14:10,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
14:10,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
14:10,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
14:10,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
14:10,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
14:06,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
13:57,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
13:44,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
13:44,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:44,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
13:44,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
13:44,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
13:44,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
13:44,"GOOD FT by FOSTER,LANE",48 (+5),,43,,OU 48-43 (-5),,"GOOD FT by FOSTER,LANE",2
13:35,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",2
13:35,,48 (+4),,44,"GOOD FT by JAMES,MAC",Rhodes 48-44 (-4),,"GOOD FT by JAMES,MAC",2
13:35,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
13:35,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
13:35,,48 (+3),,45,"GOOD FT by JAMES,MAC",Rhodes 48-45 (-3),,"GOOD FT by JAMES,MAC",2
13:27,"GOOD JUMPER by FOSTER,LANE(fastbreak)(in the paint)",50 (+5),,45,,OU 50-45 (-5),,"GOOD JUMPER by FOSTER,LANE(fastbreak)(in the paint)",2
12:53,,,,,"TURNOVER  by WILLIAMS,JAYSON",,,"TURNOVER  by WILLIAMS,JAYSON",2
12:53,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
12:48,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",52 (+7),,45,,OU 52-45 (-7),,"GOOD LAYUP by ETIWE,TOJU(fastbreak)(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
12:48,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
12:48,"GOOD FT by ETIWE,TOJU(fastbreak)",53 (+8),,45,,OU 53-45 (-8),,"GOOD FT by ETIWE,TOJU(fastbreak)",2
12:48,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
12:48,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
12:28,,,,,"MISS 3PTR by LAMEY,HAYDEN",,,"MISS 3PTR by LAMEY,HAYDEN",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
12:26,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
12:02,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND OFF by SONE,CARLOS",,,,,,,"REBOUND OFF by SONE,CARLOS",2
11:57,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
11:50,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
11:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:50,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
11:50,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
11:50,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
11:50,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
11:50,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
11:50,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",2
11:33,,53 (+5),,48,"GOOD 3PTR by JAMES,MAC",Rhodes 53-48 (-5),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
11:14,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
10:57,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
10:57,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
10:52,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,"REBOUND OFF by ETIWE,TOJU",,,,,,,"REBOUND OFF by ETIWE,TOJU",2
10:49,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
10:49,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
10:49,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
10:49,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",2
10:41,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
10:29,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:28,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
10:28,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
10:28,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
10:28,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
10:04,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
10:04,,,,,"STEAL  by SHEN,KEVIN",,,"STEAL  by SHEN,KEVIN",2
09:49,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
09:40,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
09:40,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
09:40,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
09:40,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
09:29,"GOOD 3PTR by KOCH,WILL",56 (+8),,48,,OU 56-48 (-8),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
09:06,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
09:06,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
09:06,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
09:06,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
08:50,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",,,,,,,"MISS JUMPER by CHAMBERS,DIMETRI(in the paint)",2
--,"REBOUND OFF by CHAMBERS,DIMETRI",,,,,,,"REBOUND OFF by CHAMBERS,DIMETRI",2
08:49,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
08:49,"GOOD FT by CHAMBERS,DIMETRI",57 (+9),,48,,OU 57-48 (-9),,"GOOD FT by CHAMBERS,DIMETRI",2
08:49,"GOOD FT by CHAMBERS,DIMETRI",58 (+10),,48,,OU 58-48 (-10),,"GOOD FT by CHAMBERS,DIMETRI",2
08:31,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
08:20,"GOOD 3PTR by CHAMBERS,DIMETRI",61 (+13),,48,,OU 61-48 (-13),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
08:02,,61 (+10),,51,"GOOD 3PTR by COOK,JEREMIAH",Rhodes 61-51 (-10),,"GOOD 3PTR by COOK,JEREMIAH",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
07:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:47,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",63 (+12),,51,,OU 63-51 (-12),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
07:47,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
07:46,"MISS FT by CHAMBERS,DIMETRI",,,,,,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:35,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
07:26,,63 (+10),,53,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 63-53 (-10),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
07:12,,,,,"FOUL  by COOK,JEREMIAH",,,"FOUL  by COOK,JEREMIAH",2
07:06,"GOOD JUMPER by FOSTER,LANE(in the paint)",65 (+12),,53,,OU 65-53 (-12),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
07:03,"FOUL  by CHAMBERS,DIMETRI",,,,,,,"FOUL  by CHAMBERS,DIMETRI",2
06:49,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"REBOUND OFF by COOK,JEREMIAH",,,"REBOUND OFF by COOK,JEREMIAH",2
06:45,,65 (+10),,55,"GOOD JUMPER by COOK,JEREMIAH(in the paint)",Rhodes 65-55 (-10),,"GOOD JUMPER by COOK,JEREMIAH(in the paint)",2
06:33,"GOOD 3PTR by KOCH,WILL",68 (+13),,55,,OU 68-55 (-13),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
06:19,,68 (+11),,57,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 68-57 (-11),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
06:02,"GOOD JUMPER by KOCH,WILL(in the paint)",70 (+13),,57,,OU 70-57 (-13),,"GOOD JUMPER by KOCH,WILL(in the paint)",2
05:48,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:45,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
05:45,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
05:35,,,,,"FOUL  by COOK,JEREMIAH",,,"FOUL  by COOK,JEREMIAH",2
05:35,"GOOD FT by FOSTER,LANE",71 (+14),,57,,OU 71-57 (-14),,"GOOD FT by FOSTER,LANE",2
05:35,"GOOD FT by FOSTER,LANE",72 (+15),,57,,OU 72-57 (-15),,"GOOD FT by FOSTER,LANE",2
05:22,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN",,,"MISS JUMPER by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
05:15,,,,,"FOUL  by COOK,JEREMIAH",,,"FOUL  by COOK,JEREMIAH",2
05:15,"MISS FT by CHAMBERS,DIMETRI(fastbreak)",,,,,,,"MISS FT by CHAMBERS,DIMETRI(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:15,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
05:15,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
05:15,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",73 (+16),,57,,OU 73-57 (-16),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",2
05:06,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
05:06,,73 (+15),,58,"GOOD FT by ESSICK,JALEN",Rhodes 73-58 (-15),,"GOOD FT by ESSICK,JALEN",2
05:06,,73 (+14),,59,"GOOD FT by ESSICK,JALEN",Rhodes 73-59 (-14),,"GOOD FT by ESSICK,JALEN",2
04:51,"GOOD 3PTR by CHAMBERS,DIMETRI",76 (+17),,59,,OU 76-59 (-17),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
04:34,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
04:34,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:34,,76 (+16),,60,"GOOD FT by ESSICK,JALEN",Rhodes 76-60 (-16),,"GOOD FT by ESSICK,JALEN",2
04:24,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
04:24,"GOOD FT by FOSTER,LANE",77 (+17),,60,,OU 77-60 (-17),,"GOOD FT by FOSTER,LANE",2
04:24,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
04:24,,,,,"SUB IN by FITZGERALD,DAVID",,,"SUB IN by FITZGERALD,DAVID",2
04:24,"GOOD FT by FOSTER,LANE",78 (+18),,60,,OU 78-60 (-18),,"GOOD FT by FOSTER,LANE",2
04:04,,,,,"MISS 3PTR by LAMEY,HAYDEN",,,"MISS 3PTR by LAMEY,HAYDEN",2
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",2
03:59,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:59,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
03:59,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
03:59,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
03:59,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
03:59,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
03:59,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
03:59,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",79 (+19),,60,,OU 79-60 (-19),,"GOOD FT by CHAMBERS,DIMETRI(fastbreak)",2
03:58,"MISS FT by CHAMBERS,DIMETRI(fastbreak)",,,,,,,"MISS FT by CHAMBERS,DIMETRI(fastbreak)",2
--,,,,,"REBOUND DEF by FITZGERALD,DAVID",,,"REBOUND DEF by FITZGERALD,DAVID",2
03:47,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
03:47,,79 (+18),,61,"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 79-61 (-18),,"GOOD FT by GEORGETOWN II,ARNESS",2
03:47,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
03:47,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
03:47,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
03:47,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
03:47,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
03:47,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
03:47,,79 (+17),,62,"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 79-62 (-17),,"GOOD FT by GEORGETOWN II,ARNESS",2
03:20,"GOOD JUMPER by FOSTER,LANE",81 (+19),,62,,OU 81-62 (-19),,"GOOD JUMPER by FOSTER,LANE",2
03:04,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
03:04,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
03:04,"SUB IN by KRIVITZKIN,TYLER",,,,,,,"SUB IN by KRIVITZKIN,TYLER",2
02:37,"GOOD LAYUP by KRIVITZKIN,TYLER(in the paint)",83 (+21),,62,,OU 83-62 (-21),,"GOOD LAYUP by KRIVITZKIN,TYLER(in the paint)",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
02:28,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
02:28,,83 (+20),,63,"GOOD FT by JAMES,MAC",Rhodes 83-63 (-20),,"GOOD FT by JAMES,MAC",2
02:28,,83 (+19),,64,"GOOD FT by JAMES,MAC",Rhodes 83-64 (-19),,"GOOD FT by JAMES,MAC",2
02:12,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND DEF by COOK,JEREMIAH",,,"REBOUND DEF by COOK,JEREMIAH",2
02:03,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
02:03,,,,,"MISS FT by FITZGERALD,DAVID",,,"MISS FT by FITZGERALD,DAVID",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:03,"SUB OUT by KRIVITZKIN,TYLER",,,,,,,"SUB OUT by KRIVITZKIN,TYLER",2
02:03,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
02:03,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
02:03,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
02:03,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
02:03,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
02:03,"SUB IN by BAILEY,FRANKLIN",,,,,,,"SUB IN by BAILEY,FRANKLIN",2
02:03,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
02:03,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
02:03,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
02:03,,83 (+18),,65,"GOOD FT by FITZGERALD,DAVID",Rhodes 83-65 (-18),,"GOOD FT by FITZGERALD,DAVID",2
01:53,"TURNOVER  by BAILEY,FRANKLIN",,,,,,,"TURNOVER  by BAILEY,FRANKLIN",2
01:40,,,,,"TURNOVER  by FITZGERALD,DAVID",,,"TURNOVER  by FITZGERALD,DAVID",2
01:40,,,,,"SUB OUT by FITZGERALD,DAVID",,,"SUB OUT by FITZGERALD,DAVID",2
01:40,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
01:29,"TURNOVER  by O'DONOGHUE,TYLER",,,,,,,"TURNOVER  by O'DONOGHUE,TYLER",2
01:29,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
01:25,,83 (+16),,67,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",Rhodes 83-67 (-16),,"GOOD LAYUP by JAMES,MAC(fastbreak)(in the paint)",2
01:16,"GOOD 3PTR by BAILEY,FRANKLIN",86 (+19),,67,,OU 86-67 (-19),,"GOOD 3PTR by BAILEY,FRANKLIN",2
--,"ASSIST  by JAMES,JORDAN",,,,,,,"ASSIST  by JAMES,JORDAN",2
01:02,"FOUL  by FISCHER,DAVID",,,,,,,"FOUL  by FISCHER,DAVID",2
01:02,,86 (+18),,68,"GOOD FT by ESSICK,JALEN",Rhodes 86-68 (-18),,"GOOD FT by ESSICK,JALEN",2
01:02,"SUB OUT by BAILEY,FRANKLIN",,,,,,,"SUB OUT by BAILEY,FRANKLIN",2
01:02,"SUB IN by EZE,STANLEY",,,,,,,"SUB IN by EZE,STANLEY",2
01:02,,86 (+17),,69,"GOOD FT by ESSICK,JALEN",Rhodes 86-69 (-17),,"GOOD FT by ESSICK,JALEN",2
00:51,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
00:51,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
00:51,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
00:51,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:51,"GOOD FT by JAMES,JORDAN",87 (+18),,69,,OU 87-69 (-18),,"GOOD FT by JAMES,JORDAN",2
00:37,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by O'DONOGHUE,TYLER",,,,,,,"REBOUND DEF by O'DONOGHUE,TYLER",2
00:31,"TURNOVER  by O'DONOGHUE,TYLER",,,,,,,"TURNOVER  by O'DONOGHUE,TYLER",2
00:31,,,,,"STEAL  by COOK,JEREMIAH",,,"STEAL  by COOK,JEREMIAH",2
