Time Remaining,UD,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
19:05,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
19:05,"MISS FT by TOUSSAINT,LETRELL",,,,,,,"MISS FT by TOUSSAINT,LETRELL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:05,"GOOD FT by TOUSSAINT,LETRELL",35,,37 (+2),,UD 35-37 (+2),,"GOOD FT by TOUSSAINT,LETRELL",2
18:51,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
18:51,"STEAL  by TOUSSAINT,LETRELL",,,,,,,"STEAL  by TOUSSAINT,LETRELL",2
18:47,"MISS 3PTR by HYDE,CAMERAN",,,,,,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND OFF by HYDE,CAMERAN",,,,,,,"REBOUND OFF by HYDE,CAMERAN",2
18:43,"GOOD LAYUP by HYDE,CAMERAN(in the paint)",37,,37,,UD 37-37 (0),,"GOOD LAYUP by HYDE,CAMERAN(in the paint)",2
18:43,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
18:43,"GOOD FT by HYDE,CAMERAN",38 (+1),,37,,UD 38-37 (-1),,"GOOD FT by HYDE,CAMERAN",2
18:29,,38,,39 (+1),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 38-39 (+1),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
18:12,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
18:06,"TURNOVER  by TOUSSAINT,LETRELL",,,,,,,"TURNOVER  by TOUSSAINT,LETRELL",2
18:06,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
18:02,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
17:53,"MISS LAYUP by LOVE,JAI(in the paint)",,,,,,,"MISS LAYUP by LOVE,JAI(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
17:46,,38,,41 (+3),"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",Rhodes 38-41 (+3),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
17:46,"FOUL  by JUAREZ,MARCUS",,,,,,,"FOUL  by JUAREZ,MARCUS",2
17:46,"SUB OUT by JUAREZ,MARCUS",,,,,,,"SUB OUT by JUAREZ,MARCUS",2
17:46,"SUB IN by CHRISTIFANO JR.,LOUI",,,,,,,"SUB IN by CHRISTIFANO JR.,LOUI",2
17:46,,38,,42 (+4),"GOOD FT by WILEY,KOKI(fastbreak)",Rhodes 38-42 (+4),,"GOOD FT by WILEY,KOKI(fastbreak)",2
17:33,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
17:33,"GOOD FT by LOVE,JAI",39,,42 (+3),,UD 39-42 (+3),,"GOOD FT by LOVE,JAI",2
17:33,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
17:33,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
17:33,"GOOD FT by LOVE,JAI",40,,42 (+2),,UD 40-42 (+2),,"GOOD FT by LOVE,JAI",2
17:22,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
17:14,"TURNOVER  by BOYLE,JACK",,,,,,,"TURNOVER  by BOYLE,JACK",2
16:50,"FOUL  by BOYLE,JACK",,,,,,,"FOUL  by BOYLE,JACK",2
16:42,,,,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
16:28,"MISS LAYUP by BOYLE,JACK(in the paint)",,,,,,,"MISS LAYUP by BOYLE,JACK(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:26,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
16:26,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
16:26,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
16:13,"MISS 3PTR by LOVE,JAI",,,,,,,"MISS 3PTR by LOVE,JAI",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
16:02,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
15:53,"MISS 3PTR by CHRISTIFANO JR.,LOUI",,,,,,,"MISS 3PTR by CHRISTIFANO JR.,LOUI",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
15:39,,40,,45 (+5),"GOOD 3PTR by JAMES,MAC",Rhodes 40-45 (+5),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
15:21,"GOOD JUMPER by LOVE,JAI(in the paint)",42,,45 (+3),,UD 42-45 (+3),,"GOOD JUMPER by LOVE,JAI(in the paint)",2
15:02,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
15:02,"STEAL  by BOYLE,JACK",,,,,,,"STEAL  by BOYLE,JACK",2
14:45,"MISS 3PTR by HYDE,CAMERAN",,,,,,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND OFF by BOYLE,JACK",,,,,,,"REBOUND OFF by BOYLE,JACK",2
14:40,"GOOD LAYUP by BOYLE,JACK(in the paint)",44,,45 (+1),,UD 44-45 (+1),,"GOOD LAYUP by BOYLE,JACK(in the paint)",2
14:30,,,,,"MISS 3PTR by CLAYTON,TJ",,,"MISS 3PTR by CLAYTON,TJ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:26,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
14:26,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
14:26,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
14:26,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
14:26,"SUB OUT by HYDE,CAMERAN",,,,,,,"SUB OUT by HYDE,CAMERAN",2
14:26,"SUB OUT by BOYLE,JACK",,,,,,,"SUB OUT by BOYLE,JACK",2
14:26,"SUB IN by JUAREZ,MARCUS",,,,,,,"SUB IN by JUAREZ,MARCUS",2
14:26,"SUB IN by HOLLOWAY,MATT",,,,,,,"SUB IN by HOLLOWAY,MATT",2
14:07,"MISS JUMPER by HOLLOWAY,MATT(in the paint)",,,,,,,"MISS JUMPER by HOLLOWAY,MATT(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
14:00,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
13:35,"MISS LAYUP by TOUSSAINT,LETRELL(in the paint)",,,,,,,"MISS LAYUP by TOUSSAINT,LETRELL(in the paint)",2
13:35,,,,,"BLOCK  by GEORGETOWN II,ARNESS",,,"BLOCK  by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
13:30,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
13:30,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
13:07,"TURNOVER  by LOVE,JAI",,,,,,,"TURNOVER  by LOVE,JAI",2
13:07,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
12:45,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
12:37,"MISS 3PTR by LOVE,JAI",,,,,,,"MISS 3PTR by LOVE,JAI",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
12:29,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
12:12,"MISS 3PTR by LOVE,JAI",,,,,,,"MISS 3PTR by LOVE,JAI",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
12:07,,44,,47 (+3),"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",Rhodes 44-47 (+3),,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",2
12:07,"FOUL  by HOLLOWAY,MATT",,,,,,,"FOUL  by HOLLOWAY,MATT",2
12:07,,44,,48 (+4),"GOOD FT by WALKER,JEFFERSON(fastbreak)",Rhodes 44-48 (+4),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
11:57,"GOOD JUMPER by JUAREZ,MARCUS(in the paint)",46,,48 (+2),,UD 46-48 (+2),,"GOOD JUMPER by JUAREZ,MARCUS(in the paint)",2
--,"ASSIST  by CHRISTIFANO JR.,LOUI",,,,,,,"ASSIST  by CHRISTIFANO JR.,LOUI",2
11:42,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",2
11:31,,46,,51 (+5),"GOOD 3PTR by WALKER,JEFFERSON",Rhodes 46-51 (+5),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
11:03,"MISS JUMPER by HOLLOWAY,MATT",,,,,,,"MISS JUMPER by HOLLOWAY,MATT",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
10:50,"FOUL  by LOVE,JAI",,,,,,,"FOUL  by LOVE,JAI",2
10:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:46,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
10:46,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
10:46,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
10:46,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
10:46,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
10:46,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
10:46,"SUB OUT by TOUSSAINT,LETRELL",,,,,,,"SUB OUT by TOUSSAINT,LETRELL",2
10:46,"SUB OUT by CHRISTIFANO JR.,LOUI",,,,,,,"SUB OUT by CHRISTIFANO JR.,LOUI",2
10:46,"SUB IN by HYDE,CAMERAN",,,,,,,"SUB IN by HYDE,CAMERAN",2
10:46,"SUB IN by BOYLE,JACK",,,,,,,"SUB IN by BOYLE,JACK",2
10:28,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
10:28,"STEAL  by BOYLE,JACK",,,,,,,"STEAL  by BOYLE,JACK",2
10:22,"GOOD LAYUP by BOYLE,JACK(fastbreak)(in the paint)",48,,51 (+3),,UD 48-51 (+3),,"GOOD LAYUP by BOYLE,JACK(fastbreak)(in the paint)",2
10:11,,,,,"MISS 3PTR by COOK,JEREMIAH",,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
10:05,,48,,53 (+5),"GOOD JUMPER by COOK,JEREMIAH",Rhodes 48-53 (+5),,"GOOD JUMPER by COOK,JEREMIAH",2
09:36,"GOOD JUMPER by HYDE,CAMERAN(in the paint)",50,,53 (+3),,UD 50-53 (+3),,"GOOD JUMPER by HYDE,CAMERAN(in the paint)",2
09:25,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
09:25,"SUB OUT by HOLLOWAY,MATT",,,,,,,"SUB OUT by HOLLOWAY,MATT",2
09:25,"SUB OUT by BOYLE,JACK",,,,,,,"SUB OUT by BOYLE,JACK",2
09:25,"SUB IN by TOUSSAINT,LETRELL",,,,,,,"SUB IN by TOUSSAINT,LETRELL",2
09:25,"SUB IN by CHRISTIFANO JR.,LOUI",,,,,,,"SUB IN by CHRISTIFANO JR.,LOUI",2
09:11,"MISS LAYUP by HYDE,CAMERAN(in the paint)",,,,,,,"MISS LAYUP by HYDE,CAMERAN(in the paint)",2
09:11,,,,,"BLOCK  by WILLIAMS,JAYSON",,,"BLOCK  by WILLIAMS,JAYSON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:55,"GOOD 3PTR by JUAREZ,MARCUS",53,,53,,UD 53-53 (0),,"GOOD 3PTR by JUAREZ,MARCUS",2
--,"ASSIST  by LOVE,JAI",,,,,,,"ASSIST  by LOVE,JAI",2
08:42,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",2
08:42,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
08:42,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
08:25,"MISS 3PTR by HYDE,CAMERAN",,,,,,,"MISS 3PTR by HYDE,CAMERAN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
08:17,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND OFF by WALKER,JEFFERSON",,,"REBOUND OFF by WALKER,JEFFERSON",2
08:11,,53,,56 (+3),"GOOD 3PTR by JAMES,MAC",Rhodes 53-56 (+3),,"GOOD 3PTR by JAMES,MAC",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
07:38,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
07:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:38,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
07:38,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
07:38,"GOOD FT by JUAREZ,MARCUS",54,,56 (+2),,UD 54-56 (+2),,"GOOD FT by JUAREZ,MARCUS",2
07:38,"GOOD FT by JUAREZ,MARCUS",55,,56 (+1),,UD 55-56 (+1),,"GOOD FT by JUAREZ,MARCUS",2
07:28,,,,,"MISS 3PTR by LAMEY,HAYDEN",,,"MISS 3PTR by LAMEY,HAYDEN",2
--,"REBOUND DEF by HYDE,CAMERAN",,,,,,,"REBOUND DEF by HYDE,CAMERAN",2
07:10,"GOOD 3PTR by JUAREZ,MARCUS",58 (+2),,56,,UD 58-56 (-2),,"GOOD 3PTR by JUAREZ,MARCUS",2
--,"ASSIST  by LOVE,JAI",,,,,,,"ASSIST  by LOVE,JAI",2
06:54,,58,,58,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",Rhodes 58-58 (0),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
06:36,"MISS 3PTR by HYDE,CAMERAN",,,,,,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND OFF by JUAREZ,MARCUS",,,,,,,"REBOUND OFF by JUAREZ,MARCUS",2
06:30,"GOOD 3PTR by CHRISTIFANO JR.,LOUI",61 (+3),,58,,UD 61-58 (-3),,"GOOD 3PTR by CHRISTIFANO JR.,LOUI",2
--,"ASSIST  by JUAREZ,MARCUS",,,,,,,"ASSIST  by JUAREZ,MARCUS",2
06:12,,61 (+1),,60,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",Rhodes 61-60 (-1),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
05:57,"GOOD JUMPER by LOVE,JAI",63 (+3),,60,,UD 63-60 (-3),,"GOOD JUMPER by LOVE,JAI",2
05:29,"FOUL  by TOUSSAINT,LETRELL",,,,,,,"FOUL  by TOUSSAINT,LETRELL",2
05:29,,63 (+2),,61,"GOOD FT by WILEY,KOKI",Rhodes 63-61 (-2),,"GOOD FT by WILEY,KOKI",2
05:29,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
05:29,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
05:29,"SUB OUT by TOUSSAINT,LETRELL",,,,,,,"SUB OUT by TOUSSAINT,LETRELL",2
05:29,"SUB IN by BOYLE,JACK",,,,,,,"SUB IN by BOYLE,JACK",2
05:29,,63 (+1),,62,"GOOD FT by WILEY,KOKI",Rhodes 63-62 (-1),,"GOOD FT by WILEY,KOKI",2
05:15,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
05:15,"GOOD FT by HYDE,CAMERAN",64 (+2),,62,,UD 64-62 (-2),,"GOOD FT by HYDE,CAMERAN",2
05:15,"MISS FT by HYDE,CAMERAN",,,,,,,"MISS FT by HYDE,CAMERAN",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
05:04,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
04:45,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
04:45,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
04:36,"MISS 3PTR by JUAREZ,MARCUS",,,,,,,"MISS 3PTR by JUAREZ,MARCUS",2
--,"REBOUND OFF by BOYLE,JACK",,,,,,,"REBOUND OFF by BOYLE,JACK",2
04:32,"GOOD LAYUP by BOYLE,JACK(in the paint)",66 (+4),,62,,UD 66-62 (-4),,"GOOD LAYUP by BOYLE,JACK(in the paint)",2
04:16,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by BOYLE,JACK",,,,,,,"REBOUND DEF by BOYLE,JACK",2
04:01,"MISS LAYUP by BOYLE,JACK(in the paint)",,,,,,,"MISS LAYUP by BOYLE,JACK(in the paint)",2
--,"REBOUND OFF by BOYLE,JACK",,,,,,,"REBOUND OFF by BOYLE,JACK",2
03:59,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:59,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
03:59,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
03:59,"GOOD FT by BOYLE,JACK",67 (+5),,62,,UD 67-62 (-5),,"GOOD FT by BOYLE,JACK",2
03:59,"GOOD FT by BOYLE,JACK",68 (+6),,62,,UD 68-62 (-6),,"GOOD FT by BOYLE,JACK",2
03:59,"SUB OUT by BOYLE,JACK",,,,,,,"SUB OUT by BOYLE,JACK",2
03:59,"SUB IN by TOUSSAINT,LETRELL",,,,,,,"SUB IN by TOUSSAINT,LETRELL",2
03:44,"FOUL  by HYDE,CAMERAN",,,,,,,"FOUL  by HYDE,CAMERAN",2
03:43,,68 (+5),,63,"GOOD FT by SHEN,KEVIN",Rhodes 68-63 (-5),,"GOOD FT by SHEN,KEVIN",2
03:43,,68 (+4),,64,"GOOD FT by SHEN,KEVIN",Rhodes 68-64 (-4),,"GOOD FT by SHEN,KEVIN",2
03:43,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
03:43,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
03:36,"GOOD LAYUP by HYDE,CAMERAN(in the paint)",70 (+6),,64,,UD 70-64 (-6),,"GOOD LAYUP by HYDE,CAMERAN(in the paint)",2
03:23,,70 (+3),,67,"GOOD 3PTR by WILEY,KOKI",Rhodes 70-67 (-3),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by SHEN,KEVIN",,,"ASSIST  by SHEN,KEVIN",2
03:06,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
03:06,"GOOD FT by JUAREZ,MARCUS",71 (+4),,67,,UD 71-67 (-4),,"GOOD FT by JUAREZ,MARCUS",2
03:06,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
03:06,,,,,"SUB IN by LAMEY,HAYDEN",,,"SUB IN by LAMEY,HAYDEN",2
03:06,"MISS FT by JUAREZ,MARCUS",,,,,,,"MISS FT by JUAREZ,MARCUS",2
--,"REBOUND OFF by HYDE,CAMERAN",,,,,,,"REBOUND OFF by HYDE,CAMERAN",2
03:03,,,,,"FOUL  by LAMEY,HAYDEN",,,"FOUL  by LAMEY,HAYDEN",2
03:03,"GOOD FT by HYDE,CAMERAN",72 (+5),,67,,UD 72-67 (-5),,"GOOD FT by HYDE,CAMERAN",2
03:03,"GOOD FT by HYDE,CAMERAN",73 (+6),,67,,UD 73-67 (-6),,"GOOD FT by HYDE,CAMERAN",2
03:03,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
03:03,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
02:50,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
02:33,"MISS LAYUP by TOUSSAINT,LETRELL(in the paint)",,,,,,,"MISS LAYUP by TOUSSAINT,LETRELL(in the paint)",2
--,"REBOUND OFF by TOUSSAINT,LETRELL",,,,,,,"REBOUND OFF by TOUSSAINT,LETRELL",2
02:31,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
02:31,"GOOD FT by TOUSSAINT,LETRELL",74 (+7),,67,,UD 74-67 (-7),,"GOOD FT by TOUSSAINT,LETRELL",2
02:31,"GOOD FT by TOUSSAINT,LETRELL",75 (+8),,67,,UD 75-67 (-8),,"GOOD FT by TOUSSAINT,LETRELL",2
02:19,,,,,"MISS JUMPER by JAMES,MAC(in the paint)",,,"MISS JUMPER by JAMES,MAC(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:15,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
02:15,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
02:07,"FOUL  by HYDE,CAMERAN",,,,,,,"FOUL  by HYDE,CAMERAN",2
02:07,,,,,"SUB OUT by LAMEY,HAYDEN",,,"SUB OUT by LAMEY,HAYDEN",2
02:07,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
02:07,,75 (+7),,68,"GOOD FT by WILEY,KOKI",Rhodes 75-68 (-7),,"GOOD FT by WILEY,KOKI",2
02:07,,75 (+6),,69,"GOOD FT by WILEY,KOKI",Rhodes 75-69 (-6),,"GOOD FT by WILEY,KOKI",2
02:07,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
02:07,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
01:45,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
01:45,"GOOD FT by TOUSSAINT,LETRELL",76 (+7),,69,,UD 76-69 (-7),,"GOOD FT by TOUSSAINT,LETRELL",2
01:45,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
01:45,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
01:45,"GOOD FT by TOUSSAINT,LETRELL",77 (+8),,69,,UD 77-69 (-8),,"GOOD FT by TOUSSAINT,LETRELL",2
01:26,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND DEF by JUAREZ,MARCUS",,,,,,,"REBOUND DEF by JUAREZ,MARCUS",2
01:06,"GOOD 3PTR by CHRISTIFANO JR.,LOUI",80 (+11),,69,,UD 80-69 (-11),,"GOOD 3PTR by CHRISTIFANO JR.,LOUI",2
--,"ASSIST  by JUAREZ,MARCUS",,,,,,,"ASSIST  by JUAREZ,MARCUS",2
00:59,"FOUL  by LOVE,JAI",,,,,,,"FOUL  by LOVE,JAI",2
00:59,,80 (+10),,70,"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 80-70 (-10),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:59,,80 (+9),,71,"GOOD FT by JAMES,MAC(fastbreak)",Rhodes 80-71 (-9),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:59,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
00:59,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
00:43,"MISS JUMPER by LOVE,JAI",,,,,,,"MISS JUMPER by LOVE,JAI",2
--,,,,,"REBOUND DEF by COOK,JEREMIAH",,,"REBOUND DEF by COOK,JEREMIAH",2
00:36,,80 (+7),,73,"GOOD LAYUP by SHEN,KEVIN(in the paint)",Rhodes 80-73 (-7),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
00:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
00:36,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",2
00:36,"GOOD FT by CHRISTIFANO JR.,LOUI(fastbreak)",81 (+8),,73,,UD 81-73 (-8),,"GOOD FT by CHRISTIFANO JR.,LOUI(fastbreak)",2
00:36,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
00:36,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
00:36,"GOOD FT by CHRISTIFANO JR.,LOUI(fastbreak)",82 (+9),,73,,UD 82-73 (-9),,"GOOD FT by CHRISTIFANO JR.,LOUI(fastbreak)",2
00:27,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND DEF by TOUSSAINT,LETRELL",,,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",2
