Time Remaining,AUG,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by KNOEPFLE,CONNER",,,,,,,"REBOUND DEF by KNOEPFLE,CONNER",2
18:44,"TURNOVER  by KNOEPFLE,CONNER",,,,,,,"TURNOVER  by KNOEPFLE,CONNER",2
18:44,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",2
18:39,"SUB OUT by KNOEPFLE,CONNER",,,,,,,"SUB OUT by KNOEPFLE,CONNER",2
18:39,"SUB IN by MOORE,RAYQUAN",,,,,,,"SUB IN by MOORE,RAYQUAN",2
18:27,,37,,39 (+2),"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 37-39 (+2),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
18:04,"GOOD LAYUP by PALMER,JOE(in the paint)",37,,41 (+4),,AUG 37-41 (+4),,"GOOD LAYUP by PALMER,JOE(in the paint)",2
--,"ASSIST  by SORENSON,JACK",,,,,,,"ASSIST  by SORENSON,JACK",2
18:04,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
18:04,"GOOD FT by PALMER,JOE",37,,42 (+5),,AUG 37-42 (+5),,"GOOD FT by PALMER,JOE",2
17:44,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
17:44,"STEAL  by MOORE,RAYQUAN",,,,,,,"STEAL  by MOORE,RAYQUAN",2
17:29,"MISS 3PTR by SORENSON,JACK",,,,,,,"MISS 3PTR by SORENSON,JACK",2
--,"REBOUND OFF by SORENSON,JACK",,,,,,,"REBOUND OFF by SORENSON,JACK",2
17:23,"GOOD LAYUP by SORENSON,JACK(in the paint)",37,,44 (+7),,AUG 37-44 (+7),,"GOOD LAYUP by SORENSON,JACK(in the paint)",2
17:09,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",2
17:00,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
17:00,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
17:00,,,,,"SUB IN by FITZGERALD,DAVID",,,"SUB IN by FITZGERALD,DAVID",2
16:48,"GOOD 3PTR by CARIK,MATT",37,,47 (+10),,AUG 37-47 (+10),,"GOOD 3PTR by CARIK,MATT",2
--,"ASSIST  by MOORE,RAYQUAN",,,,,,,"ASSIST  by MOORE,RAYQUAN",2
16:25,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
16:25,"STEAL  by PALMER,JOE",,,,,,,"STEAL  by PALMER,JOE",2
16:21,,,,,"FOUL  by FITZGERALD,DAVID",,,"FOUL  by FITZGERALD,DAVID",2
16:21,"GOOD FT by PALMER,JOE(fastbreak)",37,,48 (+11),,AUG 37-48 (+11),,"GOOD FT by PALMER,JOE(fastbreak)",2
16:21,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
16:21,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
16:21,,,,,"SUB OUT by FITZGERALD,DAVID",,,"SUB OUT by FITZGERALD,DAVID",2
16:21,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
16:21,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
16:21,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
16:21,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",2
16:21,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
16:21,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
16:21,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
16:21,"GOOD FT by PALMER,JOE(fastbreak)",37,,49 (+12),,AUG 37-49 (+12),,"GOOD FT by PALMER,JOE(fastbreak)",2
16:00,,,,,"MISS JUMPER by COOK,JEREMIAH(in the paint)",,,"MISS JUMPER by COOK,JEREMIAH(in the paint)",2
--,"REBOUND DEF by MOORE,RAYQUAN",,,,,,,"REBOUND DEF by MOORE,RAYQUAN",2
15:51,"MISS 3PTR by CARIK,MATT",,,,,,,"MISS 3PTR by CARIK,MATT",2
--,,,,,"REBOUND DEF by COOK,JEREMIAH",,,"REBOUND DEF by COOK,JEREMIAH",2
15:41,,,,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",2
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",2
15:33,"MISS 3PTR by PALMER,JOE",,,,,,,"MISS 3PTR by PALMER,JOE",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
15:23,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
15:14,,,,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",2
15:14,"BLOCK  by MOORE,RAYQUAN",,,,,,,"BLOCK  by MOORE,RAYQUAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:14,"SUB OUT by WINTER,BRADLEY",,,,,,,"SUB OUT by WINTER,BRADLEY",2
15:14,"SUB IN by SCHMIDT,WILL",,,,,,,"SUB IN by SCHMIDT,WILL",2
15:06,,,,,"MISS JUMPER by SHEN,KEVIN",,,"MISS JUMPER by SHEN,KEVIN",2
--,"REBOUND DEF by CARIK,MATT",,,,,,,"REBOUND DEF by CARIK,MATT",2
15:03,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",2
15:03,"SUB OUT by SORENSON,JACK",,,,,,,"SUB OUT by SORENSON,JACK",2
15:03,"SUB IN by BLASCZIEK,WILL",,,,,,,"SUB IN by BLASCZIEK,WILL",2
14:47,"GOOD LAYUP by BLASCZIEK,WILL(in the paint)",37,,51 (+14),,AUG 37-51 (+14),,"GOOD LAYUP by BLASCZIEK,WILL(in the paint)",2
14:28,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",2
14:12,"MISS 3PTR by PALMER,JOE",,,,,,,"MISS 3PTR by PALMER,JOE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
14:04,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
13:59,,39,,51 (+12),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 39-51 (+12),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
--,,,,,"ASSIST  by ESSICK,JALEN",,,"ASSIST  by ESSICK,JALEN",2
13:43,"MISS JUMPER by PALMER,JOE(in the paint)",,,,,,,"MISS JUMPER by PALMER,JOE(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:40,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
13:40,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
13:40,"SUB OUT by PALMER,JOE",,,,,,,"SUB OUT by PALMER,JOE",2
13:40,"SUB IN by MEADE,COLIN",,,,,,,"SUB IN by MEADE,COLIN",2
13:20,"FOUL  by SCHMIDT,WILL",,,,,,,"FOUL  by SCHMIDT,WILL",2
13:20,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:20,,40,,51 (+11),"GOOD FT by ESSICK,JALEN",Rhodes 40-51 (+11),,"GOOD FT by ESSICK,JALEN",2
13:09,"MISS 3PTR by BLASCZIEK,WILL",,,,,,,"MISS 3PTR by BLASCZIEK,WILL",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
12:56,"FOUL  by MOORE,RAYQUAN",,,,,,,"FOUL  by MOORE,RAYQUAN",2
12:38,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND DEF by MOORE,RAYQUAN",,,,,,,"REBOUND DEF by MOORE,RAYQUAN",2
12:27,"MISS JUMPER by MOORE,RAYQUAN",,,,,,,"MISS JUMPER by MOORE,RAYQUAN",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
12:12,,42,,51 (+9),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 42-51 (+9),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
12:03,"MISS JUMPER by MEADE,COLIN(in the paint)",,,,,,,"MISS JUMPER by MEADE,COLIN(in the paint)",2
12:03,,,,,"BLOCK  by WILLIAMS,JAYSON",,,"BLOCK  by WILLIAMS,JAYSON",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
11:55,,44,,51 (+7),"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",Rhodes 44-51 (+7),,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",2
11:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:48,"SUB OUT by BLASCZIEK,WILL",,,,,,,"SUB OUT by BLASCZIEK,WILL",2
11:48,"SUB OUT by MEADE,COLIN",,,,,,,"SUB OUT by MEADE,COLIN",2
11:48,"SUB OUT by MOORE,RAYQUAN",,,,,,,"SUB OUT by MOORE,RAYQUAN",2
11:48,"SUB IN by PALMER,JOE",,,,,,,"SUB IN by PALMER,JOE",2
11:48,"SUB IN by KNOEPFLE,CONNER",,,,,,,"SUB IN by KNOEPFLE,CONNER",2
11:48,"SUB IN by SORENSON,JACK",,,,,,,"SUB IN by SORENSON,JACK",2
11:26,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:57,,47,,51 (+4),"GOOD 3PTR by ESSICK,JALEN",Rhodes 47-51 (+4),,"GOOD 3PTR by ESSICK,JALEN",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
10:39,"GOOD JUMPER by PALMER,JOE(in the paint)",47,,53 (+6),,AUG 47-53 (+6),,"GOOD JUMPER by PALMER,JOE(in the paint)",2
10:23,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
10:16,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",2
10:07,"GOOD JUMPER by PALMER,JOE(in the paint)",47,,55 (+8),,AUG 47-55 (+8),,"GOOD JUMPER by PALMER,JOE(in the paint)",2
09:41,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by SCHMIDT,WILL",,,,,,,"REBOUND DEF by SCHMIDT,WILL",2
09:26,"GOOD 3PTR by KNOEPFLE,CONNER",47,,58 (+11),,AUG 47-58 (+11),,"GOOD 3PTR by KNOEPFLE,CONNER",2
--,"ASSIST  by SORENSON,JACK",,,,,,,"ASSIST  by SORENSON,JACK",2
08:56,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",2
08:54,"FOUL  by PALMER,JOE",,,,,,,"FOUL  by PALMER,JOE",2
08:54,"SUB OUT by CARIK,MATT",,,,,,,"SUB OUT by CARIK,MATT",2
08:54,"SUB IN by MOORE,RAYQUAN",,,,,,,"SUB IN by MOORE,RAYQUAN",2
08:54,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
08:54,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
08:54,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
08:54,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
08:54,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
08:54,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
08:47,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by SCHMIDT,WILL",,,,,,,"REBOUND DEF by SCHMIDT,WILL",2
08:33,"MISS LAYUP by PALMER,JOE(in the paint)",,,,,,,"MISS LAYUP by PALMER,JOE(in the paint)",2
--,"REBOUND OFF by PALMER,JOE",,,,,,,"REBOUND OFF by PALMER,JOE",2
08:31,"GOOD LAYUP by PALMER,JOE(in the paint)",47,,60 (+13),,AUG 47-60 (+13),,"GOOD LAYUP by PALMER,JOE(in the paint)",2
08:31,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
08:31,"GOOD FT by PALMER,JOE",47,,61 (+14),,AUG 47-61 (+14),,"GOOD FT by PALMER,JOE",2
08:31,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
08:31,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
08:17,,,,,"MISS 3PTR by CLAYTON,TJ",,,"MISS 3PTR by CLAYTON,TJ",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
08:12,,49,,61 (+12),"GOOD LAYUP by WILEY,KOKI(in the paint)",Rhodes 49-61 (+12),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
08:12,"FOUL  by PALMER,JOE",,,,,,,"FOUL  by PALMER,JOE",2
08:12,"SUB OUT by PALMER,JOE",,,,,,,"SUB OUT by PALMER,JOE",2
08:12,"SUB IN by KUBISTA,DALTON",,,,,,,"SUB IN by KUBISTA,DALTON",2
08:09,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,"REBOUND DEF by SCHMIDT,WILL",,,,,,,"REBOUND DEF by SCHMIDT,WILL",2
08:06,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
08:06,"GOOD FT by MOORE,RAYQUAN(fastbreak)",49,,62 (+13),,AUG 49-62 (+13),,"GOOD FT by MOORE,RAYQUAN(fastbreak)",2
08:06,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
08:06,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
08:06,"GOOD FT by MOORE,RAYQUAN(fastbreak)",49,,63 (+14),,AUG 49-63 (+14),,"GOOD FT by MOORE,RAYQUAN(fastbreak)",2
07:52,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
07:25,"FOUL  by KNOEPFLE,CONNER",,,,,,,"FOUL  by KNOEPFLE,CONNER",2
07:25,"TURNOVER  by KNOEPFLE,CONNER",,,,,,,"TURNOVER  by KNOEPFLE,CONNER",2
07:25,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
07:25,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
07:16,,52,,63 (+11),"GOOD 3PTR by WILEY,KOKI",Rhodes 52-63 (+11),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
07:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:15,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
07:15,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
06:58,"TURNOVER  by KUBISTA,DALTON",,,,,,,"TURNOVER  by KUBISTA,DALTON",2
06:58,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
06:58,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
06:46,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND OFF by CLAYTON,TJ",,,"REBOUND OFF by CLAYTON,TJ",2
06:43,"FOUL  by KNOEPFLE,CONNER",,,,,,,"FOUL  by KNOEPFLE,CONNER",2
06:43,,,,,"MISS FT by CLAYTON,TJ",,,"MISS FT by CLAYTON,TJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:43,"SUB OUT by SORENSON,JACK",,,,,,,"SUB OUT by SORENSON,JACK",2
06:43,"SUB IN by CARIK,MATT",,,,,,,"SUB IN by CARIK,MATT",2
06:43,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
06:43,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
06:43,,53,,63 (+10),"GOOD FT by CLAYTON,TJ",Rhodes 53-63 (+10),,"GOOD FT by CLAYTON,TJ",2
06:32,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
06:32,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
06:32,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
06:32,"GOOD FT by KNOEPFLE,CONNER",53,,64 (+11),,AUG 53-64 (+11),,"GOOD FT by KNOEPFLE,CONNER",2
06:32,"GOOD FT by KNOEPFLE,CONNER",53,,65 (+12),,AUG 53-65 (+12),,"GOOD FT by KNOEPFLE,CONNER",2
06:12,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
06:12,"BLOCK  by SCHMIDT,WILL",,,,,,,"BLOCK  by SCHMIDT,WILL",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
06:12,"FOUL  by SCHMIDT,WILL",,,,,,,"FOUL  by SCHMIDT,WILL",2
06:12,"SUB OUT by SCHMIDT,WILL",,,,,,,"SUB OUT by SCHMIDT,WILL",2
06:12,"SUB IN by WINTER,BRADLEY",,,,,,,"SUB IN by WINTER,BRADLEY",2
06:12,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:12,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,"REBOUND DEF by KNOEPFLE,CONNER",,,,,,,"REBOUND DEF by KNOEPFLE,CONNER",2
06:01,"MISS LAYUP by KUBISTA,DALTON(in the paint)",,,,,,,"MISS LAYUP by KUBISTA,DALTON(in the paint)",2
--,"REBOUND OFF by WINTER,BRADLEY",,,,,,,"REBOUND OFF by WINTER,BRADLEY",2
05:56,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
05:56,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
05:45,"TURNOVER  by KUBISTA,DALTON",,,,,,,"TURNOVER  by KUBISTA,DALTON",2
05:45,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
05:32,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by WINTER,BRADLEY",,,,,,,"REBOUND DEF by WINTER,BRADLEY",2
05:08,"GOOD JUMPER by KNOEPFLE,CONNER(in the paint)",53,,67 (+14),,AUG 53-67 (+14),,"GOOD JUMPER by KNOEPFLE,CONNER(in the paint)",2
05:08,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:08,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
05:08,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
04:51,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
04:51,"STEAL  by CARIK,MATT",,,,,,,"STEAL  by CARIK,MATT",2
04:37,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
04:37,"MISS FT by CARIK,MATT",,,,,,,"MISS FT by CARIK,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:37,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
04:37,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
04:37,"GOOD FT by CARIK,MATT",53,,68 (+15),,AUG 53-68 (+15),,"GOOD FT by CARIK,MATT",2
04:21,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
04:21,"SUB OUT by KUBISTA,DALTON",,,,,,,"SUB OUT by KUBISTA,DALTON",2
04:21,"SUB OUT by MOORE,RAYQUAN",,,,,,,"SUB OUT by MOORE,RAYQUAN",2
04:21,"SUB IN by PALMER,JOE",,,,,,,"SUB IN by PALMER,JOE",2
04:21,"SUB IN by SORENSON,JACK",,,,,,,"SUB IN by SORENSON,JACK",2
04:21,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
04:21,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
04:14,"MISS 3PTR by KNOEPFLE,CONNER",,,,,,,"MISS 3PTR by KNOEPFLE,CONNER",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
04:00,,55,,68 (+13),"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",Rhodes 55-68 (+13),,"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
03:55,"TURNOVER  by SORENSON,JACK",,,,,,,"TURNOVER  by SORENSON,JACK",2
03:55,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
03:41,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by WINTER,BRADLEY",,,,,,,"REBOUND DEF by WINTER,BRADLEY",2
03:22,"MISS 3PTR by KNOEPFLE,CONNER",,,,,,,"MISS 3PTR by KNOEPFLE,CONNER",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
03:17,"FOUL  by SORENSON,JACK",,,,,,,"FOUL  by SORENSON,JACK",2
03:17,,56,,68 (+12),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 56-68 (+12),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
03:17,,57,,68 (+11),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 57-68 (+11),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
02:57,"FOUL  by PALMER,JOE",,,,,,,"FOUL  by PALMER,JOE",2
02:57,"SUB OUT by PALMER,JOE",,,,,,,"SUB OUT by PALMER,JOE",2
02:57,"SUB IN by KUBISTA,DALTON",,,,,,,"SUB IN by KUBISTA,DALTON",2
02:57,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
02:57,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
02:57,"TURNOVER  by PALMER,JOE",,,,,,,"TURNOVER  by PALMER,JOE",2
02:37,"FOUL  by WINTER,BRADLEY",,,,,,,"FOUL  by WINTER,BRADLEY",2
02:37,,58,,68 (+10),"GOOD FT by WHITE,ELIJAH",Rhodes 58-68 (+10),,"GOOD FT by WHITE,ELIJAH",2
02:37,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
02:37,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
02:36,,,,,"MISS FT by WHITE,ELIJAH",,,"MISS FT by WHITE,ELIJAH",2
--,"REBOUND DEF by WINTER,BRADLEY",,,,,,,"REBOUND DEF by WINTER,BRADLEY",2
02:07,,,,,"FOUL  by WHITE,ELIJAH",,,"FOUL  by WHITE,ELIJAH",2
02:07,"GOOD FT by CARIK,MATT",58,,69 (+11),,AUG 58-69 (+11),,"GOOD FT by CARIK,MATT",2
02:07,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
02:07,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
02:07,"GOOD FT by CARIK,MATT",58,,70 (+12),,AUG 58-70 (+12),,"GOOD FT by CARIK,MATT",2
01:55,,,,,"MISS 3PTR by WHITE,ELIJAH",,,"MISS 3PTR by WHITE,ELIJAH",2
--,"REBOUND DEF by WINTER,BRADLEY",,,,,,,"REBOUND DEF by WINTER,BRADLEY",2
01:29,"MISS LAYUP by SORENSON,JACK(in the paint)",,,,,,,"MISS LAYUP by SORENSON,JACK(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
01:21,,60,,70 (+10),"GOOD JUMPER by WHITE,ELIJAH",Rhodes 60-70 (+10),,"GOOD JUMPER by WHITE,ELIJAH",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
01:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:20,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
01:20,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
01:09,"TURNOVER  by CARIK,MATT",,,,,,,"TURNOVER  by CARIK,MATT",2
01:09,,,,,"STEAL  by GEORGETOWN II,ARNESS",,,"STEAL  by GEORGETOWN II,ARNESS",2
00:53,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",,,"TURNOVER  by WILLIAMS,ZAVIEN",2
00:53,"STEAL  by SORENSON,JACK",,,,,,,"STEAL  by SORENSON,JACK",2
00:30,"MISS 3PTR by KUBISTA,DALTON",,,,,,,"MISS 3PTR by KUBISTA,DALTON",2
